bacia_sedimentar,código_do_poço_(api),nome_do_poço_(anp),profundidade_da_lâmina_(m),tipo_de_amostra_de_origem,quantidade_de_lâminas_delgadas,quantidade_de_lâminas_bioestratigráficas,data_de_conclusão_do_poço,município/estado,depositária
BARREIRINHAS MAR,500810028200.0,1-MAS-1,60.0,CALHA,1.0,0.0,1971-10-07,RIO DE JANEIRO/RJ,PETROBRAS
BARREIRINHAS MAR,500810028200.0,1-MAS-1,69.0,CALHA,1.0,0.0,1971-10-07,RIO DE JANEIRO/RJ,PETROBRAS
BARREIRINHAS MAR,500810028200.0,1-MAS-1,75.0,CALHA,1.0,0.0,1971-10-07,RIO DE JANEIRO/RJ,PETROBRAS
BARREIRINHAS MAR,500810028200.0,1-MAS-1,105.0,CALHA,1.0,0.0,1971-10-07,RIO DE JANEIRO/RJ,PETROBRAS
BARREIRINHAS MAR,500810028200.0,1-MAS-1,135.0,CALHA,1.0,0.0,1971-10-07,RIO DE JANEIRO/RJ,PETROBRAS
BARREIRINHAS MAR,500810028200.0,1-MAS-1,360.0,CALHA,1.0,0.0,1971-10-07,RIO DE JANEIRO/RJ,PETROBRAS
BARREIRINHAS MAR,500810028200.0,1-MAS-1,378.0,CALHA,1.0,0.0,1971-10-07,RIO DE JANEIRO/RJ,PETROBRAS
BARREIRINHAS MAR,500810028200.0,1-MAS-1,390.0,CALHA,1.0,0.0,1971-10-07,RIO DE JANEIRO/RJ,PETROBRAS
BARREIRINHAS MAR,500810028200.0,1-MAS-1,405.0,CALHA,1.0,0.0,1971-10-07,RIO DE JANEIRO/RJ,PETROBRAS
BARREIRINHAS MAR,500810028200.0,1-MAS-1,423.0,CALHA,1.0,0.0,1971-10-07,RIO DE JANEIRO/RJ,PETROBRAS
BARREIRINHAS MAR,500810028200.0,1-MAS-1,432.0,CALHA,1.0,0.0,1971-10-07,RIO DE JANEIRO/RJ,PETROBRAS
BARREIRINHAS MAR,500810028200.0,1-MAS-1,435.0,CALHA,1.0,0.0,1971-10-07,RIO DE JANEIRO/RJ,PETROBRAS
BARREIRINHAS MAR,500810028200.0,1-MAS-1,450.0,CALHA,1.0,0.0,1971-10-07,RIO DE JANEIRO/RJ,PETROBRAS
BARREIRINHAS MAR,500810028200.0,1-MAS-1,465.0,CALHA,1.0,0.0,1971-10-07,RIO DE JANEIRO/RJ,PETROBRAS
BARREIRINHAS MAR,500810028200.0,1-MAS-1,468.0,CALHA,1.0,0.0,1971-10-07,RIO DE JANEIRO/RJ,PETROBRAS
BARREIRINHAS MAR,500810028200.0,1-MAS-1,477.0,CALHA,1.0,0.0,1971-10-07,RIO DE JANEIRO/RJ,PETROBRAS
BARREIRINHAS MAR,500810028200.0,1-MAS-1,495.0,CALHA,1.0,0.0,1971-10-07,RIO DE JANEIRO/RJ,PETROBRAS
BARREIRINHAS MAR,500810028200.0,1-MAS-1,526.0,CALHA,1.0,0.0,1971-10-07,RIO DE JANEIRO/RJ,PETROBRAS
BARREIRINHAS MAR,500810028200.0,1-MAS-1,528.0,CALHA,1.0,0.0,1971-10-07,RIO DE JANEIRO/RJ,PETROBRAS
BARREIRINHAS MAR,500810028200.0,1-MAS-1,636.0,CALHA,1.0,0.0,1971-10-07,RIO DE JANEIRO/RJ,PETROBRAS
BARREIRINHAS MAR,500810028200.0,1-MAS-1,717.0,CALHA,1.0,0.0,1971-10-07,RIO DE JANEIRO/RJ,PETROBRAS
BARREIRINHAS MAR,500810028200.0,1-MAS-1,735.0,CALHA,1.0,0.0,1971-10-07,RIO DE JANEIRO/RJ,PETROBRAS
BARREIRINHAS MAR,500810028200.0,1-MAS-1,753.0,CALHA,1.0,0.0,1971-10-07,RIO DE JANEIRO/RJ,PETROBRAS
BARREIRINHAS MAR,500810028200.0,1-MAS-1,780.0,CALHA,1.0,0.0,1971-10-07,RIO DE JANEIRO/RJ,PETROBRAS
BARREIRINHAS MAR,500810028200.0,1-MAS-1,825.0,CALHA,1.0,0.0,1971-10-07,RIO DE JANEIRO/RJ,PETROBRAS
BARREIRINHAS MAR,500810028200.0,1-MAS-1,855.0,CALHA,1.0,0.0,1971-10-07,RIO DE JANEIRO/RJ,PETROBRAS
BARREIRINHAS MAR,500810028200.0,1-MAS-1,870.0,CALHA,1.0,0.0,1971-10-07,RIO DE JANEIRO/RJ,PETROBRAS
BARREIRINHAS MAR,500810028200.0,1-MAS-1,885.0,CALHA,1.0,0.0,1971-10-07,RIO DE JANEIRO/RJ,PETROBRAS
BARREIRINHAS MAR,500810028200.0,1-MAS-1,975.0,CALHA,1.0,0.0,1971-10-07,RIO DE JANEIRO/RJ,PETROBRAS
BARREIRINHAS MAR,500810027800.0,1-MAS-2,336.0,CALHA,1.0,0.0,1971-04-06,RIO DE JANEIRO/RJ,PETROBRAS
BARREIRINHAS MAR,500810027800.0,1-MAS-2,354.0,CALHA,1.0,0.0,1971-04-06,RIO DE JANEIRO/RJ,PETROBRAS
BARREIRINHAS MAR,500810027800.0,1-MAS-2,372.0,CALHA,1.0,0.0,1971-04-06,RIO DE JANEIRO/RJ,PETROBRAS
BARREIRINHAS MAR,500810027800.0,1-MAS-2,390.0,CALHA,1.0,0.0,1971-04-06,RIO DE JANEIRO/RJ,PETROBRAS
BARREIRINHAS MAR,500810027800.0,1-MAS-2,399.0,CALHA,1.0,0.0,1971-04-06,RIO DE JANEIRO/RJ,PETROBRAS
BARREIRINHAS MAR,500810027800.0,1-MAS-2,408.0,CALHA,1.0,0.0,1971-04-06,RIO DE JANEIRO/RJ,PETROBRAS
BARREIRINHAS MAR,500810027800.0,1-MAS-2,462.0,CALHA,1.0,0.0,1971-04-06,RIO DE JANEIRO/RJ,PETROBRAS
BARREIRINHAS MAR,500810027800.0,1-MAS-2,480.0,CALHA,1.0,0.0,1971-04-06,RIO DE JANEIRO/RJ,PETROBRAS
BARREIRINHAS MAR,500810027800.0,1-MAS-2,498.0,CALHA,1.0,0.0,1971-04-06,RIO DE JANEIRO/RJ,PETROBRAS
BARREIRINHAS MAR,500810027800.0,1-MAS-2,504.0,CALHA,1.0,0.0,1971-04-06,RIO DE JANEIRO/RJ,PETROBRAS
BARREIRINHAS MAR,500810027800.0,1-MAS-2,567.0,CALHA,1.0,0.0,1971-04-06,RIO DE JANEIRO/RJ,PETROBRAS
BARREIRINHAS MAR,500810027800.0,1-MAS-2,585.0,CALHA,1.0,0.0,1971-04-06,RIO DE JANEIRO/RJ,PETROBRAS
BARREIRINHAS MAR,500810027800.0,1-MAS-2,594.0,CALHA,1.0,0.0,1971-04-06,RIO DE JANEIRO/RJ,PETROBRAS
BARREIRINHAS MAR,500810027800.0,1-MAS-2,603.0,CALHA,1.0,0.0,1971-04-06,RIO DE JANEIRO/RJ,PETROBRAS
BARREIRINHAS MAR,500810027800.0,1-MAS-2,693.0,CALHA,1.0,0.0,1971-04-06,RIO DE JANEIRO/RJ,PETROBRAS
BARREIRINHAS MAR,500810027800.0,1-MAS-2,711.0,CALHA,1.0,0.0,1971-04-06,RIO DE JANEIRO/RJ,PETROBRAS
BARREIRINHAS MAR,500810027800.0,1-MAS-2,729.0,CALHA,1.0,0.0,1971-04-06,RIO DE JANEIRO/RJ,PETROBRAS
BARREIRINHAS MAR,500810027800.0,1-MAS-2,774.0,CALHA,1.0,0.0,1971-04-06,RIO DE JANEIRO/RJ,PETROBRAS
BARREIRINHAS MAR,500810027800.0,1-MAS-2,792.0,CALHA,1.0,0.0,1971-04-06,RIO DE JANEIRO/RJ,PETROBRAS
BARREIRINHAS MAR,500810027800.0,1-MAS-2,810.0,CALHA,1.0,0.0,1971-04-06,RIO DE JANEIRO/RJ,PETROBRAS
BARREIRINHAS MAR,500810027800.0,1-MAS-2,828.0,CALHA,1.0,0.0,1971-04-06,RIO DE JANEIRO/RJ,PETROBRAS
BARREIRINHAS MAR,500810027800.0,1-MAS-2,846.0,CALHA,1.0,0.0,1971-04-06,RIO DE JANEIRO/RJ,PETROBRAS
BARREIRINHAS MAR,500810027800.0,1-MAS-2,864.0,CALHA,1.0,0.0,1971-04-06,RIO DE JANEIRO/RJ,PETROBRAS
BARREIRINHAS MAR,500810027800.0,1-MAS-2,882.0,CALHA,1.0,0.0,1971-04-06,RIO DE JANEIRO/RJ,PETROBRAS
BARREIRINHAS MAR,500810027800.0,1-MAS-2,900.0,CALHA,1.0,0.0,1971-04-06,RIO DE JANEIRO/RJ,PETROBRAS
BARREIRINHAS MAR,500810027800.0,1-MAS-2,905.0,CALHA,1.0,0.0,1971-04-06,RIO DE JANEIRO/RJ,PETROBRAS
BARREIRINHAS MAR,500810027800.0,1-MAS-2,920.0,CALHA,1.0,0.0,1971-04-06,RIO DE JANEIRO/RJ,PETROBRAS
BARREIRINHAS MAR,500810027800.0,1-MAS-2,921.0,CALHA,1.0,0.0,1971-04-06,RIO DE JANEIRO/RJ,PETROBRAS
BARREIRINHAS MAR,500810027800.0,1-MAS-2,935.0,CALHA,1.0,0.0,1971-04-06,RIO DE JANEIRO/RJ,PETROBRAS
BARREIRINHAS MAR,500810027800.0,1-MAS-2,939.0,CALHA,1.0,0.0,1971-04-06,RIO DE JANEIRO/RJ,PETROBRAS
BARREIRINHAS MAR,500810027800.0,1-MAS-2,950.0,CALHA,1.0,0.0,1971-04-06,RIO DE JANEIRO/RJ,PETROBRAS
BARREIRINHAS MAR,500810027800.0,1-MAS-2,957.0,CALHA,1.0,0.0,1971-04-06,RIO DE JANEIRO/RJ,PETROBRAS
BARREIRINHAS MAR,500810027800.0,1-MAS-2,965.0,CALHA,1.0,0.0,1971-04-06,RIO DE JANEIRO/RJ,PETROBRAS
BARREIRINHAS MAR,500810027800.0,1-MAS-2,975.0,CALHA,1.0,0.0,1971-04-06,RIO DE JANEIRO/RJ,PETROBRAS
BARREIRINHAS MAR,500810027800.0,1-MAS-2,980.0,CALHA,1.0,0.0,1971-04-06,RIO DE JANEIRO/RJ,PETROBRAS
BARREIRINHAS MAR,500810027800.0,1-MAS-2,993.0,CALHA,1.0,0.0,1971-04-06,RIO DE JANEIRO/RJ,PETROBRAS
BARREIRINHAS MAR,500810027800.0,1-MAS-2,995.0,CALHA,1.0,0.0,1971-04-06,RIO DE JANEIRO/RJ,PETROBRAS
BARREIRINHAS MAR,500810028400.0,1-MAS-3A,105.0,CALHA,1.0,0.0,1971-12-03,RIO DE JANEIRO/RJ,PETROBRAS
BARREIRINHAS MAR,500810028400.0,1-MAS-3A,114.0,CALHA,1.0,0.0,1971-12-03,RIO DE JANEIRO/RJ,PETROBRAS
BARREIRINHAS MAR,500810028400.0,1-MAS-3A,123.0,CALHA,1.0,0.0,1971-12-03,RIO DE JANEIRO/RJ,PETROBRAS
BARREIRINHAS MAR,500810028400.0,1-MAS-3A,132.0,CALHA,1.0,0.0,1971-12-03,RIO DE JANEIRO/RJ,PETROBRAS
BARREIRINHAS MAR,500810028400.0,1-MAS-3A,141.0,CALHA,1.0,0.0,1971-12-03,RIO DE JANEIRO/RJ,PETROBRAS
BARREIRINHAS MAR,500810028400.0,1-MAS-3A,186.0,CALHA,1.0,0.0,1971-12-03,RIO DE JANEIRO/RJ,PETROBRAS
BARREIRINHAS MAR,500810028400.0,1-MAS-3A,195.0,CALHA,1.0,0.0,1971-12-03,RIO DE JANEIRO/RJ,PETROBRAS
BARREIRINHAS MAR,500810028400.0,1-MAS-3A,204.0,CALHA,1.0,0.0,1971-12-03,RIO DE JANEIRO/RJ,PETROBRAS
BARREIRINHAS MAR,500810028400.0,1-MAS-3A,213.0,CALHA,1.0,0.0,1971-12-03,RIO DE JANEIRO/RJ,PETROBRAS
BARREIRINHAS MAR,500810028400.0,1-MAS-3A,222.0,CALHA,1.0,0.0,1971-12-03,RIO DE JANEIRO/RJ,PETROBRAS
BARREIRINHAS MAR,500810028400.0,1-MAS-3A,231.0,CALHA,1.0,0.0,1971-12-03,RIO DE JANEIRO/RJ,PETROBRAS
BARREIRINHAS MAR,500810028400.0,1-MAS-3A,240.0,CALHA,1.0,0.0,1971-12-03,RIO DE JANEIRO/RJ,PETROBRAS
BARREIRINHAS MAR,500810028400.0,1-MAS-3A,249.0,CALHA,1.0,0.0,1971-12-03,RIO DE JANEIRO/RJ,PETROBRAS
BARREIRINHAS MAR,500810028400.0,1-MAS-3A,258.0,CALHA,1.0,0.0,1971-12-03,RIO DE JANEIRO/RJ,PETROBRAS
BARREIRINHAS MAR,500810028400.0,1-MAS-3A,267.0,CALHA,1.0,0.0,1971-12-03,RIO DE JANEIRO/RJ,PETROBRAS
BARREIRINHAS MAR,500810028400.0,1-MAS-3A,276.0,CALHA,1.0,0.0,1971-12-03,RIO DE JANEIRO/RJ,PETROBRAS
BARREIRINHAS MAR,500810028400.0,1-MAS-3A,285.0,CALHA,1.0,0.0,1971-12-03,RIO DE JANEIRO/RJ,PETROBRAS
BARREIRINHAS MAR,500810028400.0,1-MAS-3A,294.0,CALHA,1.0,0.0,1971-12-03,RIO DE JANEIRO/RJ,PETROBRAS
BARREIRINHAS MAR,500810028400.0,1-MAS-3A,303.0,CALHA,1.0,0.0,1971-12-03,RIO DE JANEIRO/RJ,PETROBRAS
BARREIRINHAS MAR,500810028400.0,1-MAS-3A,312.0,CALHA,1.0,0.0,1971-12-03,RIO DE JANEIRO/RJ,PETROBRAS
BARREIRINHAS MAR,500810028400.0,1-MAS-3A,321.0,CALHA,1.0,0.0,1971-12-03,RIO DE JANEIRO/RJ,PETROBRAS
BARREIRINHAS MAR,500810028400.0,1-MAS-3A,330.0,CALHA,1.0,0.0,1971-12-03,RIO DE JANEIRO/RJ,PETROBRAS
BARREIRINHAS MAR,500810028400.0,1-MAS-3A,339.0,CALHA,1.0,0.0,1971-12-03,RIO DE JANEIRO/RJ,PETROBRAS
BARREIRINHAS MAR,500810028400.0,1-MAS-3A,348.0,CALHA,1.0,0.0,1971-12-03,RIO DE JANEIRO/RJ,PETROBRAS
BARREIRINHAS MAR,500810028400.0,1-MAS-3A,357.0,CALHA,1.0,0.0,1971-12-03,RIO DE JANEIRO/RJ,PETROBRAS
BARREIRINHAS MAR,500810028400.0,1-MAS-3A,366.0,CALHA,1.0,0.0,1971-12-03,RIO DE JANEIRO/RJ,PETROBRAS
BARREIRINHAS MAR,500810028400.0,1-MAS-3A,375.0,CALHA,1.0,0.0,1971-12-03,RIO DE JANEIRO/RJ,PETROBRAS
BARREIRINHAS MAR,500810028400.0,1-MAS-3A,384.0,CALHA,1.0,0.0,1971-12-03,RIO DE JANEIRO/RJ,PETROBRAS
BARREIRINHAS MAR,500810028400.0,1-MAS-3A,393.0,CALHA,1.0,0.0,1971-12-03,RIO DE JANEIRO/RJ,PETROBRAS
BARREIRINHAS MAR,500810028400.0,1-MAS-3A,399.0,CALHA,1.0,0.0,1971-12-03,RIO DE JANEIRO/RJ,PETROBRAS
BARREIRINHAS MAR,500810028400.0,1-MAS-3A,405.0,CALHA,1.0,0.0,1971-12-03,RIO DE JANEIRO/RJ,PETROBRAS
BARREIRINHAS MAR,500810028400.0,1-MAS-3A,411.0,CALHA,1.0,0.0,1971-12-03,RIO DE JANEIRO/RJ,PETROBRAS
BARREIRINHAS MAR,500810028400.0,1-MAS-3A,417.0,CALHA,1.0,0.0,1971-12-03,RIO DE JANEIRO/RJ,PETROBRAS
BARREIRINHAS MAR,500810028400.0,1-MAS-3A,423.0,CALHA,1.0,0.0,1971-12-03,RIO DE JANEIRO/RJ,PETROBRAS
BARREIRINHAS MAR,500810028400.0,1-MAS-3A,429.0,CALHA,1.0,0.0,1971-12-03,RIO DE JANEIRO/RJ,PETROBRAS
BARREIRINHAS MAR,500810028400.0,1-MAS-3A,435.0,CALHA,1.0,0.0,1971-12-03,RIO DE JANEIRO/RJ,PETROBRAS
BARREIRINHAS MAR,500810028400.0,1-MAS-3A,441.0,CALHA,1.0,0.0,1971-12-03,RIO DE JANEIRO/RJ,PETROBRAS
BARREIRINHAS MAR,500810028400.0,1-MAS-3A,447.0,CALHA,1.0,0.0,1971-12-03,RIO DE JANEIRO/RJ,PETROBRAS
BARREIRINHAS MAR,500810028400.0,1-MAS-3A,453.0,CALHA,1.0,0.0,1971-12-03,RIO DE JANEIRO/RJ,PETROBRAS
BARREIRINHAS MAR,500810028400.0,1-MAS-3A,459.0,CALHA,1.0,0.0,1971-12-03,RIO DE JANEIRO/RJ,PETROBRAS
BARREIRINHAS MAR,500810028400.0,1-MAS-3A,465.0,CALHA,1.0,0.0,1971-12-03,RIO DE JANEIRO/RJ,PETROBRAS
BARREIRINHAS MAR,500810028400.0,1-MAS-3A,471.0,CALHA,1.0,0.0,1971-12-03,RIO DE JANEIRO/RJ,PETROBRAS
BARREIRINHAS MAR,500810028400.0,1-MAS-3A,477.0,CALHA,1.0,0.0,1971-12-03,RIO DE JANEIRO/RJ,PETROBRAS
BARREIRINHAS MAR,500810028400.0,1-MAS-3A,483.0,CALHA,1.0,0.0,1971-12-03,RIO DE JANEIRO/RJ,PETROBRAS
BARREIRINHAS MAR,500810028400.0,1-MAS-3A,489.0,CALHA,1.0,0.0,1971-12-03,RIO DE JANEIRO/RJ,PETROBRAS
BARREIRINHAS MAR,500810028400.0,1-MAS-3A,495.0,CALHA,1.0,0.0,1971-12-03,RIO DE JANEIRO/RJ,PETROBRAS
BARREIRINHAS MAR,500810028400.0,1-MAS-3A,501.0,CALHA,1.0,0.0,1971-12-03,RIO DE JANEIRO/RJ,PETROBRAS
BARREIRINHAS MAR,500810028400.0,1-MAS-3A,507.0,CALHA,1.0,0.0,1971-12-03,RIO DE JANEIRO/RJ,PETROBRAS
BARREIRINHAS MAR,500810028400.0,1-MAS-3A,513.0,CALHA,1.0,0.0,1971-12-03,RIO DE JANEIRO/RJ,PETROBRAS
BARREIRINHAS MAR,500810028400.0,1-MAS-3A,519.0,CALHA,1.0,0.0,1971-12-03,RIO DE JANEIRO/RJ,PETROBRAS
BARREIRINHAS MAR,500810028400.0,1-MAS-3A,525.0,CALHA,1.0,0.0,1971-12-03,RIO DE JANEIRO/RJ,PETROBRAS
BARREIRINHAS MAR,500810028400.0,1-MAS-3A,531.0,CALHA,1.0,0.0,1971-12-03,RIO DE JANEIRO/RJ,PETROBRAS
BARREIRINHAS MAR,500810028400.0,1-MAS-3A,537.0,CALHA,1.0,0.0,1971-12-03,RIO DE JANEIRO/RJ,PETROBRAS
BARREIRINHAS MAR,500810028400.0,1-MAS-3A,543.0,CALHA,1.0,0.0,1971-12-03,RIO DE JANEIRO/RJ,PETROBRAS
BARREIRINHAS MAR,500810028400.0,1-MAS-3A,549.0,CALHA,1.0,0.0,1971-12-03,RIO DE JANEIRO/RJ,PETROBRAS
BARREIRINHAS MAR,500810028400.0,1-MAS-3A,555.0,CALHA,1.0,0.0,1971-12-03,RIO DE JANEIRO/RJ,PETROBRAS
BARREIRINHAS MAR,500810028400.0,1-MAS-3A,561.0,CALHA,1.0,0.0,1971-12-03,RIO DE JANEIRO/RJ,PETROBRAS
BARREIRINHAS MAR,500810028400.0,1-MAS-3A,567.0,CALHA,1.0,0.0,1971-12-03,RIO DE JANEIRO/RJ,PETROBRAS
BARREIRINHAS MAR,500810028400.0,1-MAS-3A,573.0,CALHA,1.0,0.0,1971-12-03,RIO DE JANEIRO/RJ,PETROBRAS
BARREIRINHAS MAR,500810028400.0,1-MAS-3A,579.0,CALHA,1.0,0.0,1971-12-03,RIO DE JANEIRO/RJ,PETROBRAS
BARREIRINHAS MAR,500810028400.0,1-MAS-3A,585.0,CALHA,1.0,0.0,1971-12-03,RIO DE JANEIRO/RJ,PETROBRAS
BARREIRINHAS MAR,500810028400.0,1-MAS-3A,591.0,CALHA,1.0,0.0,1971-12-03,RIO DE JANEIRO/RJ,PETROBRAS
BARREIRINHAS MAR,500810028400.0,1-MAS-3A,597.0,CALHA,1.0,0.0,1971-12-03,RIO DE JANEIRO/RJ,PETROBRAS
BARREIRINHAS MAR,500810028400.0,1-MAS-3A,603.0,CALHA,1.0,0.0,1971-12-03,RIO DE JANEIRO/RJ,PETROBRAS
BARREIRINHAS MAR,680810028000.0,1-PIS-1,105.0,CALHA,1.0,0.0,1971-09-06,RIO DE JANEIRO/RJ,PETROBRAS
BARREIRINHAS MAR,680810028000.0,1-PIS-1,171.0,CALHA,1.0,0.0,1971-09-06,RIO DE JANEIRO/RJ,PETROBRAS
BARREIRINHAS MAR,680810028000.0,1-PIS-1,189.0,CALHA,1.0,0.0,1971-09-06,RIO DE JANEIRO/RJ,PETROBRAS
BARREIRINHAS MAR,680810028000.0,1-PIS-1,207.0,CALHA,1.0,0.0,1971-09-06,RIO DE JANEIRO/RJ,PETROBRAS
BARREIRINHAS MAR,680810028000.0,1-PIS-1,225.0,CALHA,1.0,0.0,1971-09-06,RIO DE JANEIRO/RJ,PETROBRAS
BARREIRINHAS MAR,680810028000.0,1-PIS-1,261.0,CALHA,1.0,0.0,1971-09-06,RIO DE JANEIRO/RJ,PETROBRAS
BARREIRINHAS MAR,680810028000.0,1-PIS-1,279.0,CALHA,1.0,0.0,1971-09-06,RIO DE JANEIRO/RJ,PETROBRAS
BARREIRINHAS MAR,680810028000.0,1-PIS-1,297.0,CALHA,1.0,0.0,1971-09-06,RIO DE JANEIRO/RJ,PETROBRAS
BARREIRINHAS MAR,680810028000.0,1-PIS-1,390.0,CALHA,1.0,0.0,1971-09-06,RIO DE JANEIRO/RJ,PETROBRAS
BARREIRINHAS MAR,680810028000.0,1-PIS-1,432.0,CALHA,1.0,0.0,1971-09-06,RIO DE JANEIRO/RJ,PETROBRAS
BARREIRINHAS MAR,680810028000.0,1-PIS-1,549.0,CALHA,1.0,0.0,1971-09-06,RIO DE JANEIRO/RJ,PETROBRAS
BARREIRINHAS MAR,680810028000.0,1-PIS-1,585.0,CALHA,1.0,0.0,1971-09-06,RIO DE JANEIRO/RJ,PETROBRAS
BARREIRINHAS MAR,680810028000.0,1-PIS-1,747.0,CALHA,1.0,0.0,1971-09-06,RIO DE JANEIRO/RJ,PETROBRAS
CAMPOS MAR,742810037200.0,1-RJS-11,189.0,CALHA,1.0,0.0,1974-08-02,RIO DE JANEIRO/RJ,PETROBRAS
CAMPOS MAR,742810037200.0,1-RJS-11,225.0,CALHA,1.0,0.0,1974-08-02,RIO DE JANEIRO/RJ,PETROBRAS
CAMPOS MAR,742810037200.0,1-RJS-11,234.0,CALHA,1.0,0.0,1974-08-02,RIO DE JANEIRO/RJ,PETROBRAS
CAMPOS MAR,742810037200.0,1-RJS-11,261.0,CALHA,1.0,0.0,1974-08-02,RIO DE JANEIRO/RJ,PETROBRAS
CAMPOS MAR,742810037200.0,1-RJS-11,297.0,CALHA,1.0,0.0,1974-08-02,RIO DE JANEIRO/RJ,PETROBRAS
CAMPOS MAR,742810037200.0,1-RJS-11,462.0,CALHA,1.0,0.0,1974-08-02,RIO DE JANEIRO/RJ,PETROBRAS
CAMPOS MAR,742810037200.0,1-RJS-11,489.0,CALHA,1.0,0.0,1974-08-02,RIO DE JANEIRO/RJ,PETROBRAS
CAMPOS MAR,742810037200.0,1-RJS-11,525.0,CALHA,1.0,0.0,1974-08-02,RIO DE JANEIRO/RJ,PETROBRAS
CAMPOS MAR,742810037200.0,1-RJS-11,561.0,CALHA,1.0,0.0,1974-08-02,RIO DE JANEIRO/RJ,PETROBRAS
CAMPOS MAR,742810037200.0,1-RJS-11,597.0,CALHA,1.0,0.0,1974-08-02,RIO DE JANEIRO/RJ,PETROBRAS
ESPÍRITO SANTO MAR,342710035500.0,1-ESS-10,828.0,CALHA,1.0,0.0,1973-01-11,RIO DE JANEIRO/RJ,PETROBRAS
ESPÍRITO SANTO MAR,342710035500.0,1-ESS-10,903.0,CALHA,1.0,0.0,1973-01-11,RIO DE JANEIRO/RJ,PETROBRAS
ESPÍRITO SANTO MAR,342710035500.0,1-ESS-10,951.0,CALHA,1.0,0.0,1973-01-11,RIO DE JANEIRO/RJ,PETROBRAS
ESPÍRITO SANTO MAR,342710035500.0,1-ESS-10,966.0,CALHA,1.0,0.0,1973-01-11,RIO DE JANEIRO/RJ,PETROBRAS
ESPÍRITO SANTO MAR,342710035500.0,1-ESS-10,978.0,CALHA,1.0,0.0,1973-01-11,RIO DE JANEIRO/RJ,PETROBRAS
ESPÍRITO SANTO MAR,342710014100.0,1-ESS-11,405.0,CALHA,1.0,0.0,1973-03-28,RIO DE JANEIRO/RJ,PETROBRAS
ESPÍRITO SANTO MAR,342710014100.0,1-ESS-11,435.0,CALHA,1.0,0.0,1973-03-28,RIO DE JANEIRO/RJ,PETROBRAS
ESPÍRITO SANTO MAR,342710014100.0,1-ESS-11,465.0,CALHA,1.0,0.0,1973-03-28,RIO DE JANEIRO/RJ,PETROBRAS
ESPÍRITO SANTO MAR,342710014100.0,1-ESS-11,495.0,CALHA,1.0,0.0,1973-03-28,RIO DE JANEIRO/RJ,PETROBRAS
ESPÍRITO SANTO MAR,342710014100.0,1-ESS-11,585.0,CALHA,1.0,0.0,1973-03-28,RIO DE JANEIRO/RJ,PETROBRAS
ESPÍRITO SANTO MAR,342710014100.0,1-ESS-11,615.0,CALHA,1.0,0.0,1973-03-28,RIO DE JANEIRO/RJ,PETROBRAS
ESPÍRITO SANTO MAR,342710014100.0,1-ESS-11,990.0,CALHA,1.0,0.0,1973-03-28,RIO DE JANEIRO/RJ,PETROBRAS
ESPÍRITO SANTO MAR,342710036100.0,1-ESS-12,288.0,CALHA,1.0,0.0,1973-05-04,RIO DE JANEIRO/RJ,PETROBRAS
ESPÍRITO SANTO MAR,342710036100.0,1-ESS-12,312.0,CALHA,1.0,0.0,1973-05-04,RIO DE JANEIRO/RJ,PETROBRAS
ESPÍRITO SANTO MAR,342710036100.0,1-ESS-12,330.0,CALHA,1.0,0.0,1973-05-04,RIO DE JANEIRO/RJ,PETROBRAS
ESPÍRITO SANTO MAR,342710036100.0,1-ESS-12,360.0,CALHA,1.0,0.0,1973-05-04,RIO DE JANEIRO/RJ,PETROBRAS
ESPÍRITO SANTO MAR,342710036100.0,1-ESS-12,555.0,CALHA,1.0,0.0,1973-05-04,RIO DE JANEIRO/RJ,PETROBRAS
ESPÍRITO SANTO MAR,342710036100.0,1-ESS-12,591.0,CALHA,1.0,0.0,1973-05-04,RIO DE JANEIRO/RJ,PETROBRAS
ESPÍRITO SANTO MAR,342710036400.0,1-ESS-13,471.0,CALHA,1.0,0.0,1973-10-26,RIO DE JANEIRO/RJ,PETROBRAS
ESPÍRITO SANTO MAR,342710036400.0,1-ESS-13,537.0,CALHA,1.0,0.0,1973-10-26,RIO DE JANEIRO/RJ,PETROBRAS
ESPÍRITO SANTO MAR,342710036400.0,1-ESS-13,585.0,CALHA,1.0,0.0,1973-10-26,RIO DE JANEIRO/RJ,PETROBRAS
ESPÍRITO SANTO MAR,342710036400.0,1-ESS-13,639.0,CALHA,1.0,0.0,1973-10-26,RIO DE JANEIRO/RJ,PETROBRAS
ESPÍRITO SANTO MAR,342710036400.0,1-ESS-13,966.0,CALHA,1.0,0.0,1973-10-26,RIO DE JANEIRO/RJ,PETROBRAS
ESPÍRITO SANTO MAR,342710033100.0,1-ESS-3,117.0,CALHA,1.0,0.0,1970-06-01,RIO DE JANEIRO/RJ,PETROBRAS
ESPÍRITO SANTO MAR,342710033100.0,1-ESS-3,153.0,CALHA,1.0,0.0,1970-06-01,RIO DE JANEIRO/RJ,PETROBRAS
ESPÍRITO SANTO MAR,342710033100.0,1-ESS-3,399.0,CALHA,1.0,0.0,1970-06-01,RIO DE JANEIRO/RJ,PETROBRAS
ESPÍRITO SANTO MAR,342710033100.0,1-ESS-3,414.0,CALHA,1.0,0.0,1970-06-01,RIO DE JANEIRO/RJ,PETROBRAS
ESPÍRITO SANTO MAR,342710033100.0,1-ESS-3,447.0,CALHA,1.0,0.0,1970-06-01,RIO DE JANEIRO/RJ,PETROBRAS
