bacia_sedimentar,código_do_poço_(api),nome_do_poço_(anp),profundidade_da_lâmina_(m),tipo_de_amostra_de_origem,quantidade_de_lâminas_delgadas,quantidade_de_lâminas_bioestratigráficas,data_de_conclusão_do_poço,município/estado,depositária
SERGIPE TERRA,901200131900.0,7-CP-429-SE,696.5,TESTEMUNHO,1.0,0.0,1979-10-08,CATU/BA,PETROBRAS
SERGIPE TERRA,901200131900.0,7-CP-429-SE,696.8,TESTEMUNHO,1.0,0.0,1979-10-08,CATU/BA,PETROBRAS
SERGIPE TERRA,901200131900.0,7-CP-429-SE,697.0,TESTEMUNHO,1.0,0.0,1979-10-08,CATU/BA,PETROBRAS
SERGIPE TERRA,901200131900.0,7-CP-429-SE,697.5,TESTEMUNHO,1.0,0.0,1979-10-08,CATU/BA,PETROBRAS
SERGIPE TERRA,901200131900.0,7-CP-429-SE,697.7,TESTEMUNHO,1.0,0.0,1979-10-08,CATU/BA,PETROBRAS
SERGIPE TERRA,901200131900.0,7-CP-429-SE,698.05,TESTEMUNHO,1.0,0.0,1979-10-08,CATU/BA,PETROBRAS
SERGIPE TERRA,901200131900.0,7-CP-429-SE,698.15,TESTEMUNHO,1.0,0.0,1979-10-08,CATU/BA,PETROBRAS
SERGIPE TERRA,901200131900.0,7-CP-429-SE,698.5,TESTEMUNHO,1.0,0.0,1979-10-08,CATU/BA,PETROBRAS
SERGIPE TERRA,901200131900.0,7-CP-429-SE,698.7,TESTEMUNHO,1.0,0.0,1979-10-08,CATU/BA,PETROBRAS
SERGIPE TERRA,901200131900.0,7-CP-429-SE,698.95,TESTEMUNHO,1.0,0.0,1979-10-08,CATU/BA,PETROBRAS
SERGIPE TERRA,901200131900.0,7-CP-429-SE,699.8,TESTEMUNHO,1.0,0.0,1979-10-08,CATU/BA,PETROBRAS
SERGIPE TERRA,901200131900.0,7-CP-429-SE,700.19,TESTEMUNHO,1.0,0.0,1979-10-08,CATU/BA,PETROBRAS
SERGIPE TERRA,901200131900.0,7-CP-429-SE,700.25,TESTEMUNHO,1.0,0.0,1979-10-08,CATU/BA,PETROBRAS
SERGIPE TERRA,901200131900.0,7-CP-429-SE,700.6,TESTEMUNHO,1.0,0.0,1979-10-08,CATU/BA,PETROBRAS
SERGIPE TERRA,901200131900.0,7-CP-429-SE,700.9,TESTEMUNHO,1.0,0.0,1979-10-08,CATU/BA,PETROBRAS
SERGIPE TERRA,901200131900.0,7-CP-429-SE,701.3,TESTEMUNHO,1.0,0.0,1979-10-08,CATU/BA,PETROBRAS
SERGIPE TERRA,901200131900.0,7-CP-429-SE,701.9,TESTEMUNHO,1.0,0.0,1979-10-08,CATU/BA,PETROBRAS
SERGIPE TERRA,901200131900.0,7-CP-429-SE,702.2,TESTEMUNHO,1.0,0.0,1979-10-08,CATU/BA,PETROBRAS
SERGIPE TERRA,901200131900.0,7-CP-429-SE,702.45,TESTEMUNHO,1.0,0.0,1979-10-08,CATU/BA,PETROBRAS
SERGIPE TERRA,901200131900.0,7-CP-429-SE,702.7,TESTEMUNHO,1.0,0.0,1979-10-08,CATU/BA,PETROBRAS
SERGIPE TERRA,901200131900.0,7-CP-429-SE,703.3,TESTEMUNHO,1.0,0.0,1979-10-08,CATU/BA,PETROBRAS
SERGIPE TERRA,901200131900.0,7-CP-429-SE,703.7,TESTEMUNHO,1.0,0.0,1979-10-08,CATU/BA,PETROBRAS
SERGIPE TERRA,901200131900.0,7-CP-429-SE,704.1,TESTEMUNHO,1.0,0.0,1979-10-08,CATU/BA,PETROBRAS
SERGIPE TERRA,901200131900.0,7-CP-429-SE,704.3,TESTEMUNHO,1.0,0.0,1979-10-08,CATU/BA,PETROBRAS
SERGIPE TERRA,901200131900.0,7-CP-429-SE,704.5,TESTEMUNHO,1.0,0.0,1979-10-08,CATU/BA,PETROBRAS
SERGIPE TERRA,901200131900.0,7-CP-429-SE,704.95,TESTEMUNHO,1.0,0.0,1979-10-08,CATU/BA,PETROBRAS
SERGIPE TERRA,901200131900.0,7-CP-429-SE,705.5,TESTEMUNHO,1.0,0.0,1979-10-08,CATU/BA,PETROBRAS
SERGIPE TERRA,901200131900.0,7-CP-429-SE,706.4,TESTEMUNHO,1.0,0.0,1979-10-08,CATU/BA,PETROBRAS
SERGIPE TERRA,901200131900.0,7-CP-429-SE,706.5,TESTEMUNHO,1.0,0.0,1979-10-08,CATU/BA,PETROBRAS
SERGIPE TERRA,901200131900.0,7-CP-429-SE,707.15,TESTEMUNHO,1.0,0.0,1979-10-08,CATU/BA,PETROBRAS
SERGIPE TERRA,901200131900.0,7-CP-429-SE,707.6,TESTEMUNHO,1.0,0.0,1979-10-08,CATU/BA,PETROBRAS
SERGIPE TERRA,901200131900.0,7-CP-429-SE,708.2,TESTEMUNHO,1.0,0.0,1979-10-08,CATU/BA,PETROBRAS
SERGIPE TERRA,901200131900.0,7-CP-429-SE,708.7,TESTEMUNHO,1.0,0.0,1979-10-08,CATU/BA,PETROBRAS
SERGIPE TERRA,901200131900.0,7-CP-429-SE,709.4,TESTEMUNHO,1.0,0.0,1979-10-08,CATU/BA,PETROBRAS
SERGIPE TERRA,901200131900.0,7-CP-429-SE,710.7,TESTEMUNHO,1.0,0.0,1979-10-08,CATU/BA,PETROBRAS
SERGIPE TERRA,901200131900.0,7-CP-429-SE,711.4,TESTEMUNHO,1.0,0.0,1979-10-08,CATU/BA,PETROBRAS
SERGIPE TERRA,901200131900.0,7-CP-429-SE,712.9,TESTEMUNHO,1.0,0.0,1979-10-08,CATU/BA,PETROBRAS
SERGIPE TERRA,901200131900.0,7-CP-429-SE,713.2,TESTEMUNHO,1.0,0.0,1979-10-08,CATU/BA,PETROBRAS
SERGIPE TERRA,901200131900.0,7-CP-429-SE,713.7,TESTEMUNHO,1.0,0.0,1979-10-08,CATU/BA,PETROBRAS
SERGIPE TERRA,901200131900.0,7-CP-429-SE,714.1,TESTEMUNHO,1.0,0.0,1979-10-08,CATU/BA,PETROBRAS
SERGIPE TERRA,901200131900.0,7-CP-429-SE,714.5,TESTEMUNHO,1.0,0.0,1979-10-08,CATU/BA,PETROBRAS
SERGIPE TERRA,901200131900.0,7-CP-429-SE,714.9,TESTEMUNHO,1.0,0.0,1979-10-08,CATU/BA,PETROBRAS
SERGIPE TERRA,901200131900.0,7-CP-429-SE,715.5,TESTEMUNHO,1.0,0.0,1979-10-08,CATU/BA,PETROBRAS
SERGIPE TERRA,901200131900.0,7-CP-429-SE,715.6,TESTEMUNHO,1.0,0.0,1979-10-08,CATU/BA,PETROBRAS
SERGIPE TERRA,901200131900.0,7-CP-429-SE,716.0,TESTEMUNHO,1.0,0.0,1979-10-08,CATU/BA,PETROBRAS
SERGIPE TERRA,901200131900.0,7-CP-429-SE,716.15,TESTEMUNHO,1.0,0.0,1979-10-08,CATU/BA,PETROBRAS
SERGIPE TERRA,901200131900.0,7-CP-429-SE,717.2,TESTEMUNHO,1.0,0.0,1979-10-08,CATU/BA,PETROBRAS
SERGIPE TERRA,901200131900.0,7-CP-429-SE,717.4,TESTEMUNHO,1.0,0.0,1979-10-08,CATU/BA,PETROBRAS
SERGIPE TERRA,901200131900.0,7-CP-429-SE,718.9,TESTEMUNHO,1.0,0.0,1979-10-08,CATU/BA,PETROBRAS
SERGIPE TERRA,901200131900.0,7-CP-429-SE,719.7,TESTEMUNHO,1.0,0.0,1979-10-08,CATU/BA,PETROBRAS
SERGIPE TERRA,901200131900.0,7-CP-429-SE,721.3,TESTEMUNHO,1.0,0.0,1979-10-08,CATU/BA,PETROBRAS
SERGIPE TERRA,901200131900.0,7-CP-429-SE,722.0,TESTEMUNHO,2.0,0.0,1979-10-08,CATU/BA,PETROBRAS
SERGIPE TERRA,901200131900.0,7-CP-429-SE,723.6,TESTEMUNHO,1.0,0.0,1979-10-08,CATU/BA,PETROBRAS
SERGIPE TERRA,901200131900.0,7-CP-429-SE,726.4,TESTEMUNHO,1.0,0.0,1979-10-08,CATU/BA,PETROBRAS
SERGIPE TERRA,901200131900.0,7-CP-429-SE,726.8,TESTEMUNHO,1.0,0.0,1979-10-08,CATU/BA,PETROBRAS
SERGIPE TERRA,901200131900.0,7-CP-429-SE,734.0,TESTEMUNHO,1.0,0.0,1979-10-08,CATU/BA,PETROBRAS
SERGIPE TERRA,901200131900.0,7-CP-429-SE,762.9,TESTEMUNHO,1.0,0.0,1979-10-08,CATU/BA,PETROBRAS
SERGIPE TERRA,901200131900.0,7-CP-429-SE,763.05,TESTEMUNHO,1.0,0.0,1979-10-08,CATU/BA,PETROBRAS
SERGIPE TERRA,901200131900.0,7-CP-429-SE,775.65,TESTEMUNHO,1.0,0.0,1979-10-08,CATU/BA,PETROBRAS
SERGIPE TERRA,901200131900.0,7-CP-429-SE,776.4,TESTEMUNHO,1.0,0.0,1979-10-08,CATU/BA,PETROBRAS
SERGIPE TERRA,901200131900.0,7-CP-429-SE,782.6,TESTEMUNHO,1.0,0.0,1979-10-08,CATU/BA,PETROBRAS
SERGIPE TERRA,901200131900.0,7-CP-429-SE,793.3,TESTEMUNHO,1.0,0.0,1979-10-08,CATU/BA,PETROBRAS
SERGIPE TERRA,901200131900.0,7-CP-429-SE,805.0,TESTEMUNHO,1.0,0.0,1979-10-08,CATU/BA,PETROBRAS
SERGIPE TERRA,901200138000.0,7-CP-454-SE,490.0,CALHA,1.0,0.0,1979-11-04,CATU/BA,PETROBRAS
SERGIPE TERRA,901200166900.0,7-CP-487-SE,718.9,TESTEMUNHO,1.0,0.0,1980-07-16,CATU/BA,PETROBRAS
SERGIPE TERRA,901200166900.0,7-CP-487-SE,723.5,TESTEMUNHO,1.0,0.0,1980-07-16,CATU/BA,PETROBRAS
SERGIPE TERRA,901200166900.0,7-CP-487-SE,726.3,TESTEMUNHO,1.0,0.0,1980-07-16,CATU/BA,PETROBRAS
SERGIPE TERRA,901200166900.0,7-CP-487-SE,731.3,TESTEMUNHO,1.0,0.0,1980-07-16,CATU/BA,PETROBRAS
SERGIPE TERRA,901200166900.0,7-CP-487-SE,740.8,TESTEMUNHO,1.0,0.0,1980-07-16,CATU/BA,PETROBRAS
SERGIPE TERRA,901200166900.0,7-CP-487-SE,742.5,TESTEMUNHO,1.0,0.0,1980-07-16,CATU/BA,PETROBRAS
SERGIPE TERRA,901200166900.0,7-CP-487-SE,748.0,TESTEMUNHO,1.0,0.0,1980-07-16,CATU/BA,PETROBRAS
SERGIPE TERRA,901200166900.0,7-CP-487-SE,753.45,TESTEMUNHO,1.0,0.0,1980-07-16,CATU/BA,PETROBRAS
SERGIPE TERRA,901200166900.0,7-CP-487-SE,760.1,TESTEMUNHO,1.0,0.0,1980-07-16,CATU/BA,PETROBRAS
SERGIPE TERRA,901200166900.0,7-CP-487-SE,766.05,TESTEMUNHO,1.0,0.0,1980-07-16,CATU/BA,PETROBRAS
SERGIPE TERRA,901200166900.0,7-CP-487-SE,766.55,TESTEMUNHO,1.0,0.0,1980-07-16,CATU/BA,PETROBRAS
SERGIPE TERRA,901200166900.0,7-CP-487-SE,767.0,TESTEMUNHO,1.0,0.0,1980-07-16,CATU/BA,PETROBRAS
SERGIPE TERRA,901200166900.0,7-CP-487-SE,769.4,TESTEMUNHO,1.0,0.0,1980-07-16,CATU/BA,PETROBRAS
SERGIPE TERRA,901200166900.0,7-CP-487-SE,770.8,TESTEMUNHO,1.0,0.0,1980-07-16,CATU/BA,PETROBRAS
SERGIPE TERRA,901200166900.0,7-CP-487-SE,771.75,TESTEMUNHO,1.0,0.0,1980-07-16,CATU/BA,PETROBRAS
SERGIPE TERRA,901200166900.0,7-CP-487-SE,772.75,TESTEMUNHO,1.0,0.0,1980-07-16,CATU/BA,PETROBRAS
SERGIPE TERRA,901200166900.0,7-CP-487-SE,772.95,TESTEMUNHO,1.0,0.0,1980-07-16,CATU/BA,PETROBRAS
SERGIPE TERRA,901200166900.0,7-CP-487-SE,774.4,TESTEMUNHO,1.0,0.0,1980-07-16,CATU/BA,PETROBRAS
SERGIPE TERRA,901200166900.0,7-CP-487-SE,774.9,TESTEMUNHO,1.0,0.0,1980-07-16,CATU/BA,PETROBRAS
SERGIPE TERRA,901200171400.0,7-CP-498-SE,456.0,CALHA,1.0,0.0,1980-11-06,CATU/BA,PETROBRAS
SERGIPE TERRA,901200171400.0,7-CP-498-SE,459.0,CALHA,1.0,0.0,1980-11-06,CATU/BA,PETROBRAS
SERGIPE TERRA,901200171400.0,7-CP-498-SE,462.0,CALHA,1.0,0.0,1980-11-06,CATU/BA,PETROBRAS
SERGIPE TERRA,901200171400.0,7-CP-498-SE,498.0,CALHA,1.0,0.0,1980-11-06,CATU/BA,PETROBRAS
SERGIPE TERRA,901200171400.0,7-CP-498-SE,501.0,CALHA,1.0,0.0,1980-11-06,CATU/BA,PETROBRAS
SERGIPE TERRA,901200171400.0,7-CP-498-SE,504.0,CALHA,1.0,0.0,1980-11-06,CATU/BA,PETROBRAS
SERGIPE TERRA,901200192700.0,7-CP-581-SE,402.0,CALHA,1.0,0.0,1981-08-26,CATU/BA,PETROBRAS
SERGIPE TERRA,901200192700.0,7-CP-581-SE,462.0,CALHA,1.0,0.0,1981-08-26,CATU/BA,PETROBRAS
SERGIPE TERRA,901200192700.0,7-CP-581-SE,465.0,CALHA,1.0,0.0,1981-08-26,CATU/BA,PETROBRAS
SERGIPE TERRA,901200192700.0,7-CP-581-SE,471.0,CALHA,1.0,0.0,1981-08-26,CATU/BA,PETROBRAS
SERGIPE TERRA,901200197200.0,7-CP-602-SE,590.0,CALHA,1.0,0.0,1981-10-27,CATU/BA,PETROBRAS
SERGIPE TERRA,901200197200.0,7-CP-602-SE,610.0,CALHA,1.0,0.0,1981-10-27,CATU/BA,PETROBRAS
SERGIPE TERRA,901200197200.0,7-CP-602-SE,669.0,CALHA,1.0,0.0,1981-10-27,CATU/BA,PETROBRAS
SERGIPE TERRA,901200197200.0,7-CP-602-SE,783.0,CALHA,1.0,0.0,1981-10-27,CATU/BA,PETROBRAS
SERGIPE TERRA,901200207800.0,7-CP-651-SE,345.0,CALHA,1.0,0.0,1982-04-13,CATU/BA,PETROBRAS
SERGIPE TERRA,901200208300.0,7-CP-654-SE,627.0,CALHA,1.0,0.0,1982-04-11,CATU/BA,PETROBRAS
SERGIPE TERRA,901200211600.0,7-CP-665-SE,441.0,CALHA,1.0,0.0,1982-07-25,CATU/BA,PETROBRAS
SERGIPE TERRA,901200211600.0,7-CP-665-SE,447.0,CALHA,1.0,0.0,1982-07-25,CATU/BA,PETROBRAS
SERGIPE TERRA,901200211600.0,7-CP-665-SE,453.0,CALHA,1.0,0.0,1982-07-25,CATU/BA,PETROBRAS
SERGIPE TERRA,901200211600.0,7-CP-665-SE,657.0,CALHA,1.0,0.0,1982-07-25,CATU/BA,PETROBRAS
SERGIPE TERRA,901200213600.0,7-CP-669-SE,480.0,CALHA,1.0,0.0,1982-08-04,CATU/BA,PETROBRAS
SERGIPE TERRA,901200228900.0,7-CP-711-SE,162.0,CALHA,1.0,0.0,1983-03-28,CATU/BA,PETROBRAS
SERGIPE TERRA,901200228900.0,7-CP-711-SE,171.0,CALHA,1.0,0.0,1983-03-28,CATU/BA,PETROBRAS
SERGIPE TERRA,901200228900.0,7-CP-711-SE,198.0,CALHA,1.0,0.0,1983-03-28,CATU/BA,PETROBRAS
SERGIPE TERRA,901200230100.0,7-CP-714-SE,237.0,CALHA,1.0,0.0,1983-07-08,CATU/BA,PETROBRAS
SERGIPE TERRA,901200231700.0,7-CP-722-SE,468.0,CALHA,1.0,0.0,1983-04-27,CATU/BA,PETROBRAS
SERGIPE TERRA,901200234100.0,7-CP-734-SE,534.0,CALHA,1.0,0.0,1983-05-10,CATU/BA,PETROBRAS
SERGIPE TERRA,901200243700.0,7-CP-773-SE,610.05,TESTEMUNHO,1.0,0.0,1983-10-13,CATU/BA,PETROBRAS
SERGIPE TERRA,901200243700.0,7-CP-773-SE,611.0,TESTEMUNHO,1.0,0.0,1983-10-13,CATU/BA,PETROBRAS
SERGIPE TERRA,901200243700.0,7-CP-773-SE,615.3,TESTEMUNHO,1.0,0.0,1983-10-13,CATU/BA,PETROBRAS
SERGIPE TERRA,901200243700.0,7-CP-773-SE,616.9,TESTEMUNHO,1.0,0.0,1983-10-13,CATU/BA,PETROBRAS
SERGIPE TERRA,901200243700.0,7-CP-773-SE,617.0,TESTEMUNHO,1.0,0.0,1983-10-13,CATU/BA,PETROBRAS
SERGIPE TERRA,901200243700.0,7-CP-773-SE,623.95,TESTEMUNHO,1.0,0.0,1983-10-13,CATU/BA,PETROBRAS
SERGIPE TERRA,901200243700.0,7-CP-773-SE,633.65,TESTEMUNHO,1.0,0.0,1983-10-13,CATU/BA,PETROBRAS
SERGIPE TERRA,901200243700.0,7-CP-773-SE,638.0,TESTEMUNHO,1.0,0.0,1983-10-13,CATU/BA,PETROBRAS
SERGIPE TERRA,901200243700.0,7-CP-773-SE,668.45,TESTEMUNHO,1.0,0.0,1983-10-13,CATU/BA,PETROBRAS
SERGIPE TERRA,901200243700.0,7-CP-773-SE,669.8,TESTEMUNHO,1.0,0.0,1983-10-13,CATU/BA,PETROBRAS
SERGIPE TERRA,901200243700.0,7-CP-773-SE,673.75,TESTEMUNHO,1.0,0.0,1983-10-13,CATU/BA,PETROBRAS
SERGIPE TERRA,901200243700.0,7-CP-773-SE,676.8,TESTEMUNHO,1.0,0.0,1983-10-13,CATU/BA,PETROBRAS
SERGIPE TERRA,901200243700.0,7-CP-773-SE,681.65,TESTEMUNHO,1.0,0.0,1983-10-13,CATU/BA,PETROBRAS
SERGIPE TERRA,901200243700.0,7-CP-773-SE,684.6,TESTEMUNHO,1.0,0.0,1983-10-13,CATU/BA,PETROBRAS
SERGIPE TERRA,901200243700.0,7-CP-773-SE,689.95,TESTEMUNHO,1.0,0.0,1983-10-13,CATU/BA,PETROBRAS
SERGIPE TERRA,901200243700.0,7-CP-773-SE,693.45,TESTEMUNHO,1.0,0.0,1983-10-13,CATU/BA,PETROBRAS
SERGIPE TERRA,901200243700.0,7-CP-773-SE,695.2,TESTEMUNHO,1.0,0.0,1983-10-13,CATU/BA,PETROBRAS
SERGIPE TERRA,901200243700.0,7-CP-773-SE,701.3,TESTEMUNHO,1.0,0.0,1983-10-13,CATU/BA,PETROBRAS
SERGIPE TERRA,901200243700.0,7-CP-773-SE,706.15,TESTEMUNHO,1.0,0.0,1983-10-13,CATU/BA,PETROBRAS
SERGIPE TERRA,901200243700.0,7-CP-773-SE,706.65,TESTEMUNHO,1.0,0.0,1983-10-13,CATU/BA,PETROBRAS
SERGIPE TERRA,901200243700.0,7-CP-773-SE,707.75,TESTEMUNHO,1.0,0.0,1983-10-13,CATU/BA,PETROBRAS
SERGIPE TERRA,901200262800.0,7-CP-881-SE,207.0,CALHA,1.0,0.0,1984-06-10,CATU/BA,PETROBRAS
SERGIPE TERRA,901200270500.0,7-CP-908-SE,747.0,CALHA,1.0,0.0,1984-10-23,CATU/BA,PETROBRAS
SERGIPE TERRA,901200271700.0,7-CP-913-SE,486.0,CALHA,1.0,0.0,1984-11-16,CATU/BA,PETROBRAS
SERGIPE TERRA,901200271700.0,7-CP-913-SE,495.0,CALHA,1.0,0.0,1984-11-16,CATU/BA,PETROBRAS
SERGIPE TERRA,901200299000.0,7-CP-995-SE,660.4,TESTEMUNHO,1.0,0.0,1985-12-05,CATU/BA,PETROBRAS
SERGIPE TERRA,901200299000.0,7-CP-995-SE,661.25,TESTEMUNHO,1.0,0.0,1985-12-05,CATU/BA,PETROBRAS
SERGIPE TERRA,901200299000.0,7-CP-995-SE,664.8,TESTEMUNHO,1.0,0.0,1985-12-05,CATU/BA,PETROBRAS
SERGIPE TERRA,901200299000.0,7-CP-995-SE,665.95,TESTEMUNHO,1.0,0.0,1985-12-05,CATU/BA,PETROBRAS
SERGIPE TERRA,901200299000.0,7-CP-995-SE,667.3,TESTEMUNHO,1.0,0.0,1985-12-05,CATU/BA,PETROBRAS
SERGIPE TERRA,901200299000.0,7-CP-995-SE,669.1,TESTEMUNHO,1.0,0.0,1985-12-05,CATU/BA,PETROBRAS
SERGIPE TERRA,901200299000.0,7-CP-995-SE,671.85,TESTEMUNHO,1.0,0.0,1985-12-05,CATU/BA,PETROBRAS
SERGIPE TERRA,901200299000.0,7-CP-995-SE,680.4,TESTEMUNHO,1.0,0.0,1985-12-05,CATU/BA,PETROBRAS
SERGIPE TERRA,901200299000.0,7-CP-995-SE,682.8,TESTEMUNHO,1.0,0.0,1985-12-05,CATU/BA,PETROBRAS
SERGIPE TERRA,901200299000.0,7-CP-995-SE,685.1,TESTEMUNHO,1.0,0.0,1985-12-05,CATU/BA,PETROBRAS
SERGIPE TERRA,901200299000.0,7-CP-995-SE,685.75,TESTEMUNHO,1.0,0.0,1985-12-05,CATU/BA,PETROBRAS
SERGIPE TERRA,901200299000.0,7-CP-995-SE,688.95,TESTEMUNHO,1.0,0.0,1985-12-05,CATU/BA,PETROBRAS
SERGIPE TERRA,901200299000.0,7-CP-995-SE,690.65,TESTEMUNHO,1.0,0.0,1985-12-05,CATU/BA,PETROBRAS
SERGIPE TERRA,901200299000.0,7-CP-995-SE,692.85,TESTEMUNHO,1.0,0.0,1985-12-05,CATU/BA,PETROBRAS
SERGIPE TERRA,901200299000.0,7-CP-995-SE,697.0,TESTEMUNHO,1.0,0.0,1985-12-05,CATU/BA,PETROBRAS
SERGIPE TERRA,901200299000.0,7-CP-995-SE,700.3,TESTEMUNHO,1.0,0.0,1985-12-05,CATU/BA,PETROBRAS
SERGIPE TERRA,901200299000.0,7-CP-995-SE,702.0,TESTEMUNHO,1.0,0.0,1985-12-05,CATU/BA,PETROBRAS
SERGIPE TERRA,901200299000.0,7-CP-995-SE,703.0,TESTEMUNHO,1.0,0.0,1985-12-05,CATU/BA,PETROBRAS
SERGIPE TERRA,901200299000.0,7-CP-995-SE,705.0,TESTEMUNHO,1.0,0.0,1985-12-05,CATU/BA,PETROBRAS
SERGIPE TERRA,901200299000.0,7-CP-995-SE,707.0,TESTEMUNHO,1.0,0.0,1985-12-05,CATU/BA,PETROBRAS
SERGIPE TERRA,901200299000.0,7-CP-995-SE,708.65,TESTEMUNHO,1.0,0.0,1985-12-05,CATU/BA,PETROBRAS
SERGIPE TERRA,901200299000.0,7-CP-995-SE,711.0,TESTEMUNHO,1.0,0.0,1985-12-05,CATU/BA,PETROBRAS
SERGIPE TERRA,901200299000.0,7-CP-995-SE,717.15,TESTEMUNHO,1.0,0.0,1985-12-05,CATU/BA,PETROBRAS
SERGIPE TERRA,901200299000.0,7-CP-995-SE,720.4,TESTEMUNHO,1.0,0.0,1985-12-05,CATU/BA,PETROBRAS
SERGIPE TERRA,901200299000.0,7-CP-995-SE,722.6,TESTEMUNHO,1.0,0.0,1985-12-05,CATU/BA,PETROBRAS
SERGIPE TERRA,901200299000.0,7-CP-995-SE,725.9,TESTEMUNHO,1.0,0.0,1985-12-05,CATU/BA,PETROBRAS
SERGIPE TERRA,901200299000.0,7-CP-995-SE,728.4,TESTEMUNHO,1.0,0.0,1985-12-05,CATU/BA,PETROBRAS
SERGIPE TERRA,901200299000.0,7-CP-995-SE,728.8,TESTEMUNHO,1.0,0.0,1985-12-05,CATU/BA,PETROBRAS
SERGIPE TERRA,901200299000.0,7-CP-995-SE,729.8,TESTEMUNHO,1.0,0.0,1985-12-05,CATU/BA,PETROBRAS
SERGIPE TERRA,901200299000.0,7-CP-995-SE,730.7,TESTEMUNHO,1.0,0.0,1985-12-05,CATU/BA,PETROBRAS
SERGIPE TERRA,901200299000.0,7-CP-995-SE,731.65,TESTEMUNHO,1.0,0.0,1985-12-05,CATU/BA,PETROBRAS
SERGIPE TERRA,901200299000.0,7-CP-995-SE,733.6,TESTEMUNHO,1.0,0.0,1985-12-05,CATU/BA,PETROBRAS
SERGIPE TERRA,901200299000.0,7-CP-995-SE,734.6,TESTEMUNHO,1.0,0.0,1985-12-05,CATU/BA,PETROBRAS
SERGIPE TERRA,901200299000.0,7-CP-995-SE,735.2,TESTEMUNHO,1.0,0.0,1985-12-05,CATU/BA,PETROBRAS
SERGIPE TERRA,901200299000.0,7-CP-995-SE,736.6,TESTEMUNHO,1.0,0.0,1985-12-05,CATU/BA,PETROBRAS
POTIGUAR TERRA,72100019026.0,7-FP-242-RN,728.8,PLUGUE,1.0,0.0,2000-11-21,CATU/BA,PETROBRAS
POTIGUAR TERRA,72100019026.0,7-FP-242-RN,729.95,PLUGUE,1.0,0.0,2000-11-21,CATU/BA,PETROBRAS
POTIGUAR TERRA,72100019026.0,7-FP-242-RN,759.06,PLUGUE,1.0,0.0,2000-11-21,CATU/BA,PETROBRAS
POTIGUAR TERRA,72100019070.0,7-FP-243-RN,727.35,TESTEMUNHO,1.0,0.0,2000-12-19,CATU/BA,PETROBRAS
POTIGUAR TERRA,72100019070.0,7-FP-243-RN,728.95,PLUGUE,1.0,0.0,2000-12-19,CATU/BA,PETROBRAS
POTIGUAR TERRA,72100019070.0,7-FP-243-RN,734.72,TESTEMUNHO,1.0,0.0,2000-12-19,CATU/BA,PETROBRAS
POTIGUAR TERRA,72100019070.0,7-FP-243-RN,737.9,PLUGUE,1.0,0.0,2000-12-19,CATU/BA,PETROBRAS
POTIGUAR TERRA,72100019070.0,7-FP-243-RN,740.5,PLUGUE,1.0,0.0,2000-12-19,CATU/BA,PETROBRAS
POTIGUAR TERRA,72100019070.0,7-FP-243-RN,740.91,PLUGUE,1.0,0.0,2000-12-19,CATU/BA,PETROBRAS
POTIGUAR TERRA,72100019070.0,7-FP-243-RN,741.63,PLUGUE,1.0,0.0,2000-12-19,CATU/BA,PETROBRAS
POTIGUAR TERRA,72100019070.0,7-FP-243-RN,742.52,TESTEMUNHO,1.0,0.0,2000-12-19,CATU/BA,PETROBRAS
POTIGUAR TERRA,72100019070.0,7-FP-243-RN,747.79,PLUGUE,1.0,0.0,2000-12-19,CATU/BA,PETROBRAS
POTIGUAR TERRA,72100019070.0,7-FP-243-RN,748.97,TESTEMUNHO,1.0,0.0,2000-12-19,CATU/BA,PETROBRAS
POTIGUAR TERRA,72100019070.0,7-FP-243-RN,751.94,TESTEMUNHO,1.0,0.0,2000-12-19,CATU/BA,PETROBRAS
POTIGUAR TERRA,72100019070.0,7-FP-243-RN,753.56,TESTEMUNHO,1.0,0.0,2000-12-19,CATU/BA,PETROBRAS
POTIGUAR TERRA,72100019070.0,7-FP-243-RN,757.6,TESTEMUNHO,1.0,0.0,2000-12-19,CATU/BA,PETROBRAS
POTIGUAR TERRA,72100019070.0,7-FP-243-RN,760.58,TESTEMUNHO,1.0,0.0,2000-12-19,CATU/BA,PETROBRAS
POTIGUAR TERRA,72100019070.0,7-FP-243-RN,763.9,TESTEMUNHO,1.0,0.0,2000-12-19,CATU/BA,PETROBRAS
POTIGUAR TERRA,72100020585.0,7-FP-288-RN,729.04,PLUGUE,1.0,0.0,2003-10-24,CATU/BA,PETROBRAS
POTIGUAR TERRA,72100020585.0,7-FP-288-RN,730.47,PLUGUE,1.0,0.0,2003-10-24,CATU/BA,PETROBRAS
POTIGUAR TERRA,72100020585.0,7-FP-288-RN,733.34,PLUGUE,1.0,0.0,2003-10-24,CATU/BA,PETROBRAS
POTIGUAR TERRA,72100020585.0,7-FP-288-RN,735.08,PLUGUE,1.0,0.0,2003-10-24,CATU/BA,PETROBRAS
POTIGUAR TERRA,72100020585.0,7-FP-288-RN,736.3,PLUGUE,1.0,0.0,2003-10-24,CATU/BA,PETROBRAS
POTIGUAR TERRA,72100020585.0,7-FP-288-RN,740.73,PLUGUE,1.0,0.0,2003-10-24,CATU/BA,PETROBRAS
POTIGUAR TERRA,72100020585.0,7-FP-288-RN,745.51,PLUGUE,1.0,0.0,2003-10-24,CATU/BA,PETROBRAS
