poco,cadastro,operador,poco_operador,estado,bacia,bloco,sig_campo,campo,terra_mar,poco_pos_anp,tipo,categoria,reclassificacao,situacao,inicio,termino,conclusao,latitude_base_4c,longitude_base_4c,latitude_base_dd,longitude_base_dd,datum_horizontal,tipo_de_coordenada_de_base,direcao,profundidade_vertical_m,profundidade_sondador_m,profundidade_medida_m,referencia_de_profundidade,mesa_rotativa,cota_altimetrica_m,lamina_d_agua_m,datum_vertical,unidade_estratigrafica,geologia_grupo_final,geologia_formacao_final,geologia_membro_final,cdpe,agp,pc,pag,perfis_convencionais,durante_perfuracao,perfis_digitais,perfis_processados,perfis_especiais,amostra_lateral,sismica,tabela_tempo_profundidade,dados_direcionais,teste_a_cabo,teste_de_formacao,canhoneio,testemunho,geoquimica,sig_sonda,nom_sonda,atingiu_presal,dha_atualizacao
8-BUZ-55-RJS,74316029713,Petrobras,8-BUZ-55-RJS,RJ,Santos,,BUZ  ,BÚZIOS,M,S,8,Injeção,INJEÇÃO DE ÁGUA,ABANDONADO TEMPORARIAMENTE SEM MONITORAMENTO,28/07/2021,04/10/2021,06/11/2021,"-24:35:36,703","-42:31:03,710","-24,5935286111","-42,5176972222",SIRGAS2000,Definitiva,Vertical,"-6079,6",6113,6113,MR,32,0,1914.0,NM,,Guaratiba,Itapema,,Existe,,,,Existe,Existe,,Existe,,,,,Existe,Existe,,,,,"NS-41, NS-42","ODN I, ODN II",S,01/01/2023
7-SAB-4-RN,72100029715,Potiguar E&P S.A.,7SAB0004RN,RN,Potiguar,SAB,SAB  ,SABIÁ,T,S,7,Desenvolvimento,INDEFINIDO,PRODUZINDO,06/08/2021,08/08/2021,09/08/2021,"-05:29:12,580","-37:08:04,620","-5,4868277777","-37,1346166666",SIRGAS2000,Definitiva,Vertical,"455,08",585,"586,4",MR,"129,92","124,74",0.0,NM,,Areia Branca,Pendência,,Existe,,,,,,,,,,,,,,,,,,PR-04,National Oilwell Varco - 750,I,01/01/2023
7-AZU-5D-AM,14030029730,Eneva,7-AZU-5D-MA,AM,Amazonas,,AZU  ,AZULÃO,T,S,7,Desenvolvimento,PRODUTOR COMERCIAL DE GÁS NATURAL,ABANDONADO TEMPORARIAMENTE SEM MONITORAMENTO,16/09/2021,07/10/2021,11/10/2021,"-02:43:04,200","-58:10:00,800","-2,7178333333","-58,1668888888",SIRGAS2000,Definitiva,Direcional,1699,1800,1804,MR,68,60,0.0,NM,,Tapajós,Nova Olinda,,Existe,,,,,,,,,,,,,,,,,,QG VIII,Queiroz Galvão VIII,I,01/01/2023
7-MRO-17-RJS,74316029719,Petrobras,7-MRO-17-RJS,RJ,Santos,,MRO  ,MERO,M,S,7,Desenvolvimento,ABANDONADO POR OUTRAS RAZÕES,ABANDONADO PERMANENTEMENTE,21/08/2021,26/08/2021,08/09/2021,"-24:36:33,394","-42:14:04,462","-24,6092761111","-42,2345727777",SIRGAS2000,Definitiva,Vertical,"-2849,9",2875,2875,MR,25,0,1950.0,NM,,Guaratiba,Itapema,,Existe,,,,,Existe,,Existe,,,,,Existe,,,,,,NS-39,Deepwater Myconos,N,01/01/2023
7-RE-38-RN,72100028441,3R Areia,7RE38RN,RN,Potiguar,,RE   ,REDONDA,T,S,7,Desenvolvimento,PRODUTOR COMERCIAL DE PETRÓLEO,PRODUZINDO,12/09/2015,07/05/2021,28/05/2021,"-04:57:25,949","-37:00:04,973","-4,9572080555","-37,0013813888",SIRGAS2000,Definitiva,Vertical,-738,805,805,MR,67,"63,61",0.0,NM,,Apodi,Açu,,Existe,,,,Existe,,,,,,,,,,Existe,,,,CES-107,CES-107,I,01/01/2023
7-OATP-1-RJS,74316029678,Petrobras,7OATP1RJS,RJ,Santos,,OATP ,OESTE DE ATAPU,M,S,7,Desenvolvimento,PRODUTOR COMERCIAL DE PETRÓLEO,PRODUZINDO,17/03/2021,30/09/2021,28/10/2021,"-24:56:04,508","-42:30:43,676","-24,9345855555","-42,5121322222",SIRGAS2000,Definitiva,Vertical,"-5542,9",5570,5570,MR,26,0,2234.0,NM,,Guaratiba,Barra Velha,,Existe,,,,,Existe,,Existe,,,,,Existe,,,,,,NS-40,Deepwater Corcovado,S,01/01/2023
8-MLS-232D-RJS,74281029485,Petrobras,8MLS232DRJS,RJ,Campos,,MLS  ,MARLIM SUL,M,S,8,Injeção,INJEÇÃO DE ÁGUA,INJETANDO,19/10/2019,14/06/2021,04/07/2021,"-22:34:03,430","-40:04:46,491","-22,5676194444","-40,0795808333",SIRGAS2000,Definitiva,Direcional,-4280,4673,4673,MR,32,0,1081.0,NM,,Macaé,Quissamã,,,,,,,Existe,,Existe,,,,,Existe,,,,,,NS-41,ODN I,N,01/01/2023
8-MLS-239H-RJS,74281029541,Petrobras,8MLS239HRJS,RJ,Campos,,MLS  ,MARLIM SUL,M,S,8,Injeção,INJEÇÃO DE ÁGUA,INJETANDO,03/02/2020,20/05/2021,14/06/2021,"-22:36:36,867","-39:59:20,979","-22,6102408333","-39,9891608333",SIRGAS2000,Definitiva,Horizontal,"-2894,2",4187,4187,MR,32,0,1599.0,NM,,Campos,Carapebus,,Existe,,,,,Existe,,Existe,,,,,Existe,,,,,,NS-32,NORBE VIII,N,01/01/2023
7-PRG-70H-RJS,74281029548,Equinor Brasil,BMC7A26,RJ,Campos,,PRG  ,PEREGRINO,M,S,7,Desenvolvimento,INDEFINIDO,PRODUZINDO,12/02/2020,02/10/2021,25/10/2021,"-23:20:03,965","-41:17:54,784","-23,3344347222","-41,2985511111",SIRGAS2000,Definitiva,Horizontal,"2324,84",8326,8326,MR,156,0,106.0,NM,,Campos,Carapebus,,Existe,,,,,Existe,,Existe,,,,,Existe,,,,,,DR-A,DRILLINGRIG-A,N,01/01/2023
8-FAL-165D-ES,34270029568,Petrobras,8FAL165DES,ES,Espírito Santo,,FAL  ,FAZENDA ALEGRE,T,S,8,Injeção,INJEÇÃO DE VAPOR,INJETANDO,11/03/2020,15/03/2020,29/03/2021,"-19:00:15,736","-39:51:43,442","-19,0043711111","-39,8620672222",SIRGAS2000,Definitiva,Direcional,-878,"915,7","917,6",MR,"11,32","6,17",0.0,NM,,Espírito Santo,Urucutuca,,Existe,,,,Existe,,,Existe,,,,,Existe,Existe,,Existe,,,EBS-08,EBS-08,I,01/01/2023
7-SEP-8D-RJS,74316029573,Petrobras,7SEP8DRJS,RJ,Santos,,SEP  ,SÉPIA,M,S,7,Desenvolvimento,PRODUTOR COMERCIAL DE PETRÓLEO,ABANDONADO TEMPORARIAMENTE SEM MONITORAMENTO,19/03/2020,07/01/2021,07/02/2021,"-25:13:35,702","-42:31:56,478","-25,2265838888","-42,532355",SIRGAS2000,Definitiva,Direcional,"-5441,7",5470,5470,MR,25,0,2139.0,NM,,Guaratiba,Barra Velha,,Existe,,,,Existe,Existe,,Existe,,,,,Existe,Existe,,,,,NS-31,PETROBRAS 10000,S,01/01/2023
7-FAL-170-ES,34270029584,Petrobras,7FAL170ES,ES,Espírito Santo,,FAL  ,FAZENDA ALEGRE,T,S,7,Desenvolvimento,PRODUTOR COMERCIAL DE PETRÓLEO,PRODUZINDO,12/04/2020,17/04/2020,22/01/2021,"-19:00:22,059","-39:51:46,083","-19,0061275","-39,8628008333",SIRGAS2000,Definitiva,Vertical,"-884,47",894,"895,3",MR,"10,65","5,5",0.0,NM,,Espírito Santo,Urucutuca,,Existe,,,,Existe,,,Existe,,,,,Existe,Existe,,Existe,,,EBS-08,EBS-08,I,01/01/2023
7-FAL-169-ES,34270029586,Petrobras,7FAL169ES,ES,Espírito Santo,,FAL  ,FAZENDA ALEGRE,T,S,7,Desenvolvimento,PRODUTOR COMERCIAL DE PETRÓLEO,PRODUZINDO,20/04/2020,24/04/2020,04/01/2021,"-19:00:20,523","-39:51:47,645","-19,0057008333","-39,8632347222",SIRGAS2000,Definitiva,Vertical,"-883,48",894,"894,3",MR,"10,67","5,52",0.0,NM,,Espírito Santo,Urucutuca,,Existe,,,,Existe,,,Existe,,,,,Existe,Existe,,Existe,,,EBS-08,EBS-08,I,01/01/2023
8-FAL-171-ES,34270029596,Petrobras,8FAL171ES,ES,Espírito Santo,,FAL  ,FAZENDA ALEGRE,T,S,8,Injeção,PRODUTOR COMERCIAL DE PETRÓLEO,PRODUZINDO,16/05/2020,21/05/2020,28/02/2021,"-19:00:24,361","-39:51:47,260","-19,0067669444","-39,8631277777",SIRGAS2000,Definitiva,Vertical,"-883,7",894,895,MR,"10,94","5,79",0.0,NM,,Espírito Santo,Urucutuca,,Existe,,,,Existe,,,Existe,,,,,Existe,Existe,,Existe,,,EBS-08,EBS-08,I,01/01/2023
8-BUZ-44-RJS,74316029641,Petrobras,8BUZ44RJS,RJ,Santos,,BUZ  ,BÚZIOS,M,S,8,Injeção,INJEÇÃO DE ÁGUA,ABANDONADO TEMPORARIAMENTE COM MONITORAMENTO,23/10/2020,30/12/2020,23/01/2021,"-24:38:22,101","-42:32:38,988","-24,6394725","-42,5441633333",SIRGAS2000,Definitiva,Vertical,"-5949,8","5977,2",5976,MR,25,0,1957.0,NM,,Guaratiba,Barra Velha,,Existe,,,,Existe,Existe,,Existe,,Existe,,,Existe,Existe,,,,,NS-33,NORBE IX,S,01/01/2023
7-CNC-43-ES,34270029616,Petrobras,7CNC43ES,ES,Espírito Santo,,CNC  ,CANCÃ,T,S,7,Desenvolvimento,PRODUTOR COMERCIAL DE PETRÓLEO,ABANDONADO TEMPORARIAMENTE COM MONITORAMENTO,23/06/2020,03/07/2020,11/02/2021,"-19:13:57,466","-39:50:53,083","-19,2326294444","-39,8480786111",SIRGAS2000,Definitiva,Vertical,"-952,7",960,"961,5",MR,"8,77","3,62",0.0,NM,,Espírito Santo,Urucutuca,,Existe,,,,Existe,,,Existe,,,,,Existe,Existe,,Existe,,,EBS-08,EBS-08,I,01/01/2023
8-JUB-60D-ESS,34281029624,Petrobras,8JUB60DESS,ES,Campos,,JUB  ,JUBARTE,M,S,8,Injeção,INJEÇÃO DE ÁGUA,FECHADO,14/04/2020,13/01/2021,13/02/2021,"-21:17:44,492","-40:01:04,874","-21,2956922222","-40,0180205555",SIRGAS2000,Definitiva,Direcional,"4817,8",4863,4863,MR,32,0,1324.0,NM,,Lagoa Feia,Coqueiros,,Existe,,,,Existe,Existe,,Existe,,,,,Existe,Existe,,,,,NS-29,CAROLINA,S,01/01/2023
7-CNC-44-ES,34270029625,Petrobras,7CNC44ES,ES,Espírito Santo,,CNC  ,CANCÃ,T,S,7,Desenvolvimento,PRODUTOR COMERCIAL DE PETRÓLEO,PRODUZINDO,16/08/2020,21/08/2020,03/08/2021,"-19:13:49,510","-39:50:49,688","-19,2304194444","-39,8471355555",SIRGAS2000,Definitiva,Vertical,"-820,2","827,7","828,7",MR,"8,48","3,33",0.0,NM,,Espírito Santo,Urucutuca,,Existe,,,,Existe,,,Existe,,,,,Existe,Existe,,Existe,,,EBS-08,EBS-08,I,01/01/2023
7-SAB-6-RN,72100029718,Potiguar E&P S.A.,7SAB0006RN,RN,Potiguar,SAB,SAB  ,SABIÁ,T,S,7,Desenvolvimento,OUTRAS FINALIDADES,ABANDONADO TEMPORARIAMENTE COM MONITORAMENTO,20/08/2021,23/08/2021,10/09/2021,"-05:28:49,830","-37:08:04,060","-5,4805083333","-37,1344611111",SIRGAS2000,Definitiva,Vertical,"483,2",612,612,MR,"128,8","123,6",0.0,NM,,Areia Branca,Pendência,,Existe,,,,,,,,,,,,,,,,,,PR-04,National Oilwell Varco - 750,I,01/01/2023
7-SAB-7-RN,72100029716,Potiguar E&P S.A.,7SAB0007RN,RN,Potiguar,SAB,SAB  ,SABIÁ,T,S,7,Desenvolvimento,PRODUTOR COMERCIAL DE PETRÓLEO,PRODUZINDO,13/08/2021,08/08/2021,03/09/2021,"-05:28:58,290","-37:07:42,200","-5,4828583333","-37,1283888888",SIRGAS2000,Definitiva,Vertical,"402,8",534,"532,9",MR,"131,2",126,0.0,NM,,Areia Branca,Pendência,,Existe,,,,,,,,,,,,,,,,,,PR-04,National Oilwell Varco - 750,I,01/01/2023
1-ENV-21-MA,50090029721,Eneva,1-ENV-BL47B-MA,MA,Parnaíba,PN-T-47,,,T,S,1,Pioneiro,,ARRASADO,25/08/2021,02/09/2021,07/09/2021,"-04:06:12,318","-45:32:05,534","-4,1034216666","-45,5348705555",SIRGAS2000,Definitiva,Vertical,"2197,7",2256,"2258,7",MR,61,55,,NM,,Canindé,Itaim,,Existe,,Existe,Existe,Existe,,,Existe,,Existe,,,Existe,Existe,,,,,GREAT120 (TUS 120),GREAT - 120,I,01/01/2023
