bacia_sedimentar,código_do_poço_(api),nome_do_poço_(anp),tipo_de_fluido,profundidade_topo_(m),profundidade_base_(m),quantidade_de_amostra,tipo_de_container,volume_(l),data_de_conclusão_do_poço,município/estado,depositária
SANTOS,86316023898.0,4-BG-7-SPS,Composto com água,nan,"5970,00",1.0,frasco plastico,"0,01",2009-05-15,RIO DE JANEIRO/RJ,SHELL
SANTOS,86316023898.0,4-BG-7-SPS,Composto com água,nan,"5976,00",1.0,frasco plastico,"0,01",2009-05-15,RIO DE JANEIRO/RJ,SHELL
SANTOS,86316023898.0,4-BG-7-SPS,Composto com água,nan,"5982,00",1.0,frasco plastico,"0,01",2009-05-15,RIO DE JANEIRO/RJ,SHELL
SANTOS,86316023898.0,4-BG-7-SPS,Composto com água,nan,"6105,00",1.0,frasco plastico,"0,01",2009-05-15,RIO DE JANEIRO/RJ,SHELL
SANTOS,86316023898.0,4-BG-7-SPS,Composto com água,nan,"6111,00",1.0,frasco plastico,"0,01",2009-05-15,RIO DE JANEIRO/RJ,SHELL
SANTOS,86316023898.0,4-BG-7-SPS,Composto com água,nan,"6120,00",1.0,frasco plastico,"0,01",2009-05-15,RIO DE JANEIRO/RJ,SHELL
SANTOS,86316023898.0,4-BG-7-SPS,Composto com água,nan,"6126,00",1.0,frasco plastico,"0,01",2009-05-15,RIO DE JANEIRO/RJ,SHELL
SANTOS,86316023898.0,4-BG-7-SPS,Composto com água,nan,"6130,50",1.0,frasco plastico,"0,01",2009-05-15,RIO DE JANEIRO/RJ,SHELL
SANTOS,86316024369.0,3-BRSA-788-SPS,ÓLEO,"4965,00","5032,00",1.0,Bombona plastica,20L,2011-04-12,RIO DE JANEIRO/RJ,SHELL
SANTOS,86316024369.0,3-BRSA-788-SPS,ÓLEO,"4965,00","5032,00",1.0,Bombona plastica,20L,2011-04-12,RIO DE JANEIRO/RJ,SHELL
SANTOS,86316024369.0,3-BRSA-788-SPS,ÓLEO,"4965,00","5032,00",1.0,Bombona plastica,10L,2011-04-12,RIO DE JANEIRO/RJ,SHELL
SANTOS,74316024958.0,1-SHEL-23-RJS,ÓLEO,"0,00","5.175,00",1.0,garrafa de vidro | 50 ml,30 ml,2010-11-14,RIO DE JANEIRO/RJ,SHELL
SANTOS,74316024958.0,1-SHEL-23-RJS,ÓLEO,"0,00","5.197,00",1.0,garrafa de vidro | 50 ml,30 ml,2010-11-14,RIO DE JANEIRO/RJ,SHELL
SANTOS,74316024958.0,1-SHEL-23-RJS,ÓLEO,"0,00","5.197,00",1.0,garrafa de vidro | 1 L,800 ml,2010-11-14,RIO DE JANEIRO/RJ,SHELL
SANTOS,74316024958.0,1-SHEL-23-RJS,ÓLEO,"0,00","5.228,00",1.0,garrafa de vidro | 50 ml,20 ml,2010-11-14,RIO DE JANEIRO/RJ,SHELL
SANTOS,74316024958.0,1-SHEL-23-RJS,ÓLEO,"0,00","5.228,00",1.0,garrafa de vidro | 250 ml,150 ml,2010-11-14,RIO DE JANEIRO/RJ,SHELL
SANTOS,74316024958.0,1-SHEL-23-RJS,ÓLEO,"0,00","5.273,90",1.0,garrafa de vidro | 50 ml,30 ml,2010-11-14,RIO DE JANEIRO/RJ,SHELL
SANTOS,74316024958.0,1-SHEL-23-RJS,ÓLEO,"0,00","5.273,90",1.0,garrafa de vidro | 250 ml,200 ml,2010-11-14,RIO DE JANEIRO/RJ,SHELL
SANTOS,74316024958.0,1-SHEL-23-RJS,ÁGUA,"0,00","5.322,50",1.0,garrafa de vidro | 250 ml,100 ml,2010-11-14,RIO DE JANEIRO/RJ,SHELL
SANTOS,74316024958.0,1-SHEL-23-RJS,ÓLEO,"0,00","5.322,50",1.0,garrafa de vidro | 50 ml,30 ml,2010-11-14,RIO DE JANEIRO/RJ,SHELL
SANTOS,74316024958.0,1-SHEL-23-RJS,ÓLEO,"0,00","5.322,50",1.0,garrafa de vidro | 50 ml,10 ml,2010-11-14,RIO DE JANEIRO/RJ,SHELL
SANTOS,74316024958.0,1-SHEL-23-RJS,ÓLEO,"0,00","5.322,50",1.0,garrafa de vidro | 50 ml,50 ml,2010-11-14,RIO DE JANEIRO/RJ,SHELL
SANTOS,74316024958.0,1-SHEL-23-RJS,ÓLEO,"0,00","5.329,20",1.0,garrafa de vidro | 250 ml,100 ml,2010-11-14,RIO DE JANEIRO/RJ,SHELL
SANTOS,74316024958.0,1-SHEL-23-RJS,ÁGUA,"0,00","0,00",1.0,garrafa de vidro | 500 ml,500 ml,2010-11-14,RIO DE JANEIRO/RJ,SHELL
SANTOS,74316024958.0,1-SHEL-23-RJS,ÓLEO,"0,00","0,00",1.0,garrafa de vidro | 500 ml,350 ml,2010-11-14,RIO DE JANEIRO/RJ,SHELL
SANTOS,74316024958.0,1-SHEL-23-RJS,ÓLEO,"0,00","0,00",1.0,garrafa de vidro | 50 ml,30 ml,2010-11-14,RIO DE JANEIRO/RJ,SHELL
SANTOS,74316024958.0,1-SHEL-23-RJS,ÓLEO,"0,00","0,00",1.0,garrafa de vidro | 1 L,1 L,2010-11-14,RIO DE JANEIRO/RJ,SHELL
SANTOS,74316024958.0,1-SHEL-23-RJS,ÓLEO,"0,00","0,00",1.0,garrafa de vidro | 1 L,1 L,2010-11-14,RIO DE JANEIRO/RJ,SHELL
SANTOS,74316025798.0,1-SHEL-26-RJS,ÁGUA,"0,00","5.321,80",1.0,garrafa de vidro | 250 ml,250 ml,2012-01-28,RIO DE JANEIRO/RJ,SHELL
SANTOS,74316025798.0,1-SHEL-26-RJS,ÁGUA,"0,00","5.559,00",1.0,garrafa de vidro | 250 ml,250 ml,2012-01-28,RIO DE JANEIRO/RJ,SHELL
SANTOS,74316025798.0,1-SHEL-26-RJS,ÓLEO,"0,00","5.559,00",1.0,garrafa de vidro | 50 ml,60 ml,2012-01-28,RIO DE JANEIRO/RJ,SHELL
SANTOS,74316025798.0,1-SHEL-26-RJS,ÓLEO,"0,00","5.559,00",1.0,garrafa de vidro | 50 ml,20 ml,2012-01-28,RIO DE JANEIRO/RJ,SHELL
CAMPOS,34281024625.0,3-SHEL-22-ESS,ÁGUA,"0,00","2.940,40",1.0,frasco de vidro | 100 ml,20 ml,2010-07-05,RIO DE JANEIRO/RJ,SHELL
CAMPOS,34281024625.0,3-SHEL-22-ESS,ÁGUA,"0,00","3.001,20",1.0,garrafa de vidro | 250 ml,200 ml,2010-07-05,RIO DE JANEIRO/RJ,SHELL
CAMPOS,34281024625.0,3-SHEL-22-ESS,ÁGUA,"0,00","3.922,50",1.0,frasco de vidro | 60 ml,20 ml,2010-07-05,RIO DE JANEIRO/RJ,SHELL
CAMPOS,34281025098.0,3-SHEL-24-ESS,ÁGUA,"0,00","2.672,70",1.0,garrafa de vidro | 250 ml,10 ml,2010-12-02,RIO DE JANEIRO/RJ,SHELL
CAMPOS,34281025536.0,3-SHEL-25-ESS,ÓLEO,"0,00","2.702,98",1.0,garrafa de vidro | 250 ml,250 ml,2011-07-12,RIO DE JANEIRO/RJ,SHELL
CAMPOS,34281025536.0,3-SHEL-25-ESS,óleo (STO),"0,00","2.702,98",1.0,garrafa de vidro | 250 ml,50 ml,2011-07-12,RIO DE JANEIRO/RJ,SHELL
CAMPOS,34281025536.0,3-SHEL-25-ESS,óleo (STO),"0,00","2.702,98",1.0,garrafa de vidro | 250 ml,200 ml,2011-07-12,RIO DE JANEIRO/RJ,SHELL
CAMPOS,34281025536.0,3-SHEL-25-ESS,óleo (STO),"0,00","2.702,98",1.0,garrafa de vidro | 250 ml,150 ml,2011-07-12,RIO DE JANEIRO/RJ,SHELL
CAMPOS,34281025536.0,3-SHEL-25-ESS,óleo (STO),"0,00","2.702,98",1.0,garrafa de vidro | 250 ml,170 ml,2011-07-12,RIO DE JANEIRO/RJ,SHELL
CAMPOS,34281025536.0,3-SHEL-25-ESS,ÁGUA,"0,00","2.711,45",1.0,garrafa de vidro | 250 ml,250 ml,2011-07-12,RIO DE JANEIRO/RJ,SHELL
CAMPOS,74281020071.0,7-BJ-16H-RJS,água/óleo,"0,00","2.985,80",1.0,garrafa de vidro | 500 ml,250 ml,2002-09-12,RIO DE JANEIRO/RJ,SHELL
CAMPOS,74281020071.0,7-BJ-16H-RJS,ÓLEO,"0,00","2.994,80",1.0,garrafa de vidro | 500 ml,200 ml,2002-09-12,RIO DE JANEIRO/RJ,SHELL
CAMPOS,74281020071.0,7-BJ-16H-RJS,ÁGUA,"0,00","0,00",1.0,garrafa de vidro | 500 ml,500 ml,2002-09-12,RIO DE JANEIRO/RJ,SHELL
CAMPOS,74281020071.0,7-BJ-16H-RJS,ÓLEO,"0,00","0,00",1.0,garrafa de vidro | 500 ml,200 ml,2002-09-12,RIO DE JANEIRO/RJ,SHELL
CAMPOS,74281020071.0,7-BJ-16H-RJS,ÓLEO,"0,00","0,00",1.0,garrafa de vidro | 500 ml,250 ml,2002-09-12,RIO DE JANEIRO/RJ,SHELL
CAMPOS,74281020071.0,7-BJ-16H-RJS,ÓLEO,"0,00","0,00",1.0,garrafa de vidro | 500 ml,250 ml,2002-09-12,RIO DE JANEIRO/RJ,SHELL
CAMPOS,74281020071.0,7-BJ-16H-RJS,ÓLEO,"0,00","0,00",1.0,garrafa de vidro | 500 ml,250 ml,2002-09-12,RIO DE JANEIRO/RJ,SHELL
CAMPOS,74281020071.0,7-BJ-16H-RJS,óleo (RCI),"0,00","0,00",1.0,garrafa de vidro | 500 ml,250 ml,2002-09-12,RIO DE JANEIRO/RJ,SHELL
CAMPOS,74281020071.0,7-BJ-16H-RJS,óleo (RCI),"0,00","0,00",1.0,garrafa de vidro | 500 ml,80 ml,2002-09-12,RIO DE JANEIRO/RJ,SHELL
CAMPOS,74281020071.0,7-BJ-16H-RJS,óleo (RCI),"0,00","0,00",1.0,garrafa de vidro | 500 ml,50 ml,2002-09-12,RIO DE JANEIRO/RJ,SHELL
CAMPOS,74281020071.0,7-BJ-16H-RJS,óleo (RCI),"0,00","0,00",1.0,garrafa de vidro | 500 ml,250 ml,2002-09-12,RIO DE JANEIRO/RJ,SHELL
CAMPOS,34281026571.0,9-ARGO-16DP-ESS,ÁGUA (STO),"0,00","2.979,70",1.0,garrafa de vidro | 1 L,800 ml,2012-11-29,RIO DE JANEIRO/RJ,SHELL
CAMPOS,34281026571.0,9-ARGO-16DP-ESS,ÁGUA,"0,00","2.979,70",1.0,garrafa de vidro | 1 L,400 ml,2012-11-29,RIO DE JANEIRO/RJ,SHELL
CAMPOS,74281019732.0,9-BJ-10D-RJS,óleo (RCI),"0,00","0,00",1.0,garrafa de vidro | 500 ml,250 ml,2002-01-03,RIO DE JANEIRO/RJ,SHELL
CAMPOS,34281027498.0,9-NAU-7DP-ESS,óleo (STO),"0,00","2.732,99",1.0,frasco de vidro | 100 ml,50 ml,2014-03-05,RIO DE JANEIRO/RJ,SHELL
CAMPOS,34281027498.0,9-NAU-7DP-ESS,óleo (STO),"0,00","2.732,99",1.0,garrafa de vidro | 500 ml,250 ml,2014-03-05,RIO DE JANEIRO/RJ,SHELL
CAMPOS,34281027498.0,9-NAU-7DP-ESS,óleo (STO),"0,00","2.732,99",1.0,garrafa de vidro | 500 ml,250 ml,2014-03-05,RIO DE JANEIRO/RJ,SHELL
CAMPOS,34281027498.0,9-NAU-7DP-ESS,óleo (STO),"0,00","2.732,99",1.0,garrafa de vidro | 500 ml,200 ml,2014-03-05,RIO DE JANEIRO/RJ,SHELL
SANTOS,74316024958.0,1-SHEL-23-RJS,ÓLEO,"0,00","0,00",1.0,garrafa de vidro | 1 L,1 L,2010-11-14,RIO DE JANEIRO/RJ,SHELL
SANTOS,74316024958.0,1-SHEL-23-RJS,ÓLEO,"0,00","0,00",1.0,garrafa de vidro | 1 L,1 L,2010-11-14,RIO DE JANEIRO/RJ,SHELL
SANTOS,74316024958.0,1-SHEL-23-RJS,óleo morto,"0,00","0,00",1.0,barril de plástico | 20 L,20 L,2010-11-14,RIO DE JANEIRO/RJ,SHELL
SANTOS,74316024958.0,1-SHEL-23-RJS,óleo morto,"0,00","0,00",1.0,barril de plástico | 20 L,20 L,2010-11-14,RIO DE JANEIRO/RJ,SHELL
SANTOS,74316024958.0,1-SHEL-23-RJS,óleo morto,"0,00","0,00",1.0,barril de plástico | 20 L,20 L,2010-11-14,RIO DE JANEIRO/RJ,SHELL
SANTOS,74316024958.0,1-SHEL-23-RJS,óleo morto,"0,00","0,00",1.0,barril de plástico | 20 L,20 L,2010-11-14,RIO DE JANEIRO/RJ,SHELL
SANTOS,74316024958.0,1-SHEL-23-RJS,óleo morto,"0,00","0,00",1.0,barril de plástico | 20 L,20 L,2010-11-14,RIO DE JANEIRO/RJ,SHELL
SANTOS,74316024958.0,1-SHEL-23-RJS,óleo morto,"0,00","0,00",1.0,barril de plástico | 20 L,20 L,2010-11-14,RIO DE JANEIRO/RJ,SHELL
SANTOS,74316024958.0,1-SHEL-23-RJS,óleo morto,"0,00","0,00",1.0,barril de plástico | 20 L,20 L,2010-11-14,RIO DE JANEIRO/RJ,SHELL
SANTOS,74316024958.0,1-SHEL-23-RJS,óleo morto,"0,00","0,00",1.0,barril de plástico | 20 L,20 L,2010-11-14,RIO DE JANEIRO/RJ,SHELL
SANTOS,74316024958.0,1-SHEL-23-RJS,óleo morto,"0,00","0,00",1.0,barril de plástico | 20 L,8 L,2010-11-14,RIO DE JANEIRO/RJ,SHELL
CAMPOS,34281022174.0,3-ABA-1-ESS,óleo (STO),"0,00","0,00",1.0,barril de plástico | 20 L,2 L,2007-03-04,RIO DE JANEIRO/RJ,SHELL
CAMPOS,34281022903.0,3-ARGO-1-ESS,óleo (STO),"0,00","0,00",1.0,garrafa de vidro | 250 ml,200 ml,2008-04-25,RIO DE JANEIRO/RJ,SHELL
CAMPOS,34281022903.0,3-ARGO-1-ESS,óleo (STO),"0,00","2.944,00",1.0,garrafa de vidro | 1 L,400 ml,2008-04-25,RIO DE JANEIRO/RJ,SHELL
CAMPOS,34281022903.0,3-ARGO-1-ESS,óleo (STO),"0,00","2.944,00",1.0,garrafa de vidro | 1 L,200 ml,2008-04-25,RIO DE JANEIRO/RJ,SHELL
CAMPOS,34281022903.0,3-ARGO-1-ESS,óleo (STO),"0,00","2.944,00",1.0,garrafa de vidro | 1 L,200 ml,2008-04-25,RIO DE JANEIRO/RJ,SHELL
CAMPOS,34281020413.0,3-SHEL-13-ESS,óleo (STO),"0,00","0,00",1.0,garrafa de vidro | 1 L,250 ml,2003-04-19,RIO DE JANEIRO/RJ,SHELL
CAMPOS,34281020559.0,3-SHEL-16HP-ESS,óleo (STO),"0,00","0,00",1.0,pote de plástico | 20 L,2 L,2003-08-18,RIO DE JANEIRO/RJ,SHELL
CAMPOS,34281020559.0,3-SHEL-16HP-ESS,óleo (STO),"0,00","0,00",1.0,pote de plástico | 20 L,5 L,2003-08-18,RIO DE JANEIRO/RJ,SHELL
CAMPOS,34281024625.0,3-SHEL-22-ESS,óleo (STO),"0,00","2.917,50",1.0,garrafa de vidro | 500 ml,250 ml,2010-07-05,RIO DE JANEIRO/RJ,SHELL
CAMPOS,34281024625.0,3-SHEL-22-ESS,óleo (STO),"0,00","2.940,90",1.0,garrafa de vidro | 500 ml,300 ml,2010-07-05,RIO DE JANEIRO/RJ,SHELL
CAMPOS,34281024625.0,3-SHEL-22-ESS,óleo (STO),"0,00","3.921,00",1.0,garrafa de vidro | 500 ml,350 ml,2010-07-05,RIO DE JANEIRO/RJ,SHELL
CAMPOS,34281024625.0,3-SHEL-22-ESS,ÓLEO,"0,00","2.626,30",1.0,garrafa de vidro | 500 ml,200 ml,2010-07-05,RIO DE JANEIRO/RJ,SHELL
CAMPOS,34281024625.0,3-SHEL-22-ESS,óleo (STO),"0,00","2.626,30",1.0,garrafa de vidro | 500 ml,200 ml,2010-07-05,RIO DE JANEIRO/RJ,SHELL
CAMPOS,34281024625.0,3-SHEL-22-ESS,ÓLEO,"0,00","2.660,50",1.0,frasco de vidro | 60 ml,25 ml,2010-07-05,RIO DE JANEIRO/RJ,SHELL
CAMPOS,34281024625.0,3-SHEL-22-ESS,ÓLEO,"0,00","2.917,50",1.0,garrafa de vidro | 500 ml,500 ml,2010-07-05,RIO DE JANEIRO/RJ,SHELL
CAMPOS,34281024625.0,3-SHEL-22-ESS,ÓLEO,"0,00","2.938,10",1.0,frasco de vidro | 100 ml,50 ml,2010-07-05,RIO DE JANEIRO/RJ,SHELL
CAMPOS,34281024625.0,3-SHEL-22-ESS,ÁGUA,"0,00","2.917,50",1.0,garrafa de vidro | 500 ml,100 ml,2010-07-05,RIO DE JANEIRO/RJ,SHELL
CAMPOS,34281024625.0,3-SHEL-22-ESS,ÓLEO,"0,00","2.938,10",1.0,garrafa de vidro | 250 ml,30 ml,2010-07-05,RIO DE JANEIRO/RJ,SHELL
CAMPOS,34281024625.0,3-SHEL-22-ESS,ÓLEO,"0,00","2.938,10",1.0,garrafa de vidro | 500 ml,400 ml,2010-07-05,RIO DE JANEIRO/RJ,SHELL
CAMPOS,34281024625.0,3-SHEL-22-ESS,ÓLEO,"0,00","2.941,40",1.0,garrafa de vidro | 1 L,800 ml,2010-07-05,RIO DE JANEIRO/RJ,SHELL
CAMPOS,34281024625.0,3-SHEL-22-ESS,ÓLEO,"0,00","3.921,00",1.0,garrafa de vidro | 500 ml,400 ml,2010-07-05,RIO DE JANEIRO/RJ,SHELL
CAMPOS,34281024625.0,3-SHEL-22-ESS,ÓLEO,"0,00","3.921,50",1.0,garrafa de vidro | 500 ml,250 ml,2010-07-05,RIO DE JANEIRO/RJ,SHELL
CAMPOS,34281024625.0,3-SHEL-22-ESS,óleo (STO),"0,00","3.922,50",1.0,garrafa de vidro | 500 ml,400 ml,2010-07-05,RIO DE JANEIRO/RJ,SHELL
CAMPOS,34281024625.0,3-SHEL-22-ESS,óleo (STO),"0,00","3.922,50",1.0,garrafa de vidro | 500 ml,300 ml,2010-07-05,RIO DE JANEIRO/RJ,SHELL
CAMPOS,34281024625.0,3-SHEL-22-ESS,óleo (STO),"0,00","3.922,50",1.0,frasco de vidro | 100 ml,50 ml,2010-07-05,RIO DE JANEIRO/RJ,SHELL
CAMPOS,34281024625.0,3-SHEL-22-ESS,ÓLEO,"0,00","4.345,30",1.0,garrafa de vidro | 250 ml,100 ml,2010-07-05,RIO DE JANEIRO/RJ,SHELL
CAMPOS,34281024625.0,3-SHEL-22-ESS,óleo (STO),"0,00","4.345,30",1.0,garrafa de vidro | 500 ml,350 ml,2010-07-05,RIO DE JANEIRO/RJ,SHELL
CAMPOS,34281024625.0,3-SHEL-22-ESS,óleo (STO),"0,00","4.345,30",1.0,garrafa de vidro | 500 ml,400 ml,2010-07-05,RIO DE JANEIRO/RJ,SHELL
CAMPOS,34281024625.0,3-SHEL-22-ESS,óleo (STO),"0,00","4.345,30",1.0,garrafa de vidro | 500 ml,400 ml,2010-07-05,RIO DE JANEIRO/RJ,SHELL
CAMPOS,34281024625.0,3-SHEL-22-ESS,ÓLEO,"0,00","4.345,30",1.0,garrafa de vidro | 500 ml,350 ml,2010-07-05,RIO DE JANEIRO/RJ,SHELL
CAMPOS,34281024625.0,3-SHEL-22-ESS,ÓLEO,"0,00","4.345,30",1.0,garrafa de vidro | 500 ml,200 ml,2010-07-05,RIO DE JANEIRO/RJ,SHELL
CAMPOS,34281024625.0,3-SHEL-22-ESS,ÓLEO,"0,00","0,00",1.0,frasco de vidro | 60 ml,(vazio),2010-07-05,RIO DE JANEIRO/RJ,SHELL
CAMPOS,34281024625.0,3-SHEL-22-ESS,ÓLEO,"0,00","0,00",1.0,frasco de vidro | 50 ml,40 ml,2010-07-05,RIO DE JANEIRO/RJ,SHELL
CAMPOS,34281024625.0,3-SHEL-22-ESS,ÓLEO,"0,00","0,00",1.0,frasco de vidro | 60 ml,20 ml,2010-07-05,RIO DE JANEIRO/RJ,SHELL
CAMPOS,34281024625.0,3-SHEL-22-ESS,óleo (STO),"0,00","2.917,50",1.0,garrafa de vidro | 500 ml,500 ml,2010-07-05,RIO DE JANEIRO/RJ,SHELL
CAMPOS,34281024625.0,3-SHEL-22-ESS,óleo (STO),"0,00","2.940,90",1.0,garrafa de vidro | 500 ml,300 ml,2010-07-05,RIO DE JANEIRO/RJ,SHELL
CAMPOS,34281024625.0,3-SHEL-22-ESS,óleo (STO),"0,00","3.921,00",1.0,garrafa de vidro | 500 ml,100 ml,2010-07-05,RIO DE JANEIRO/RJ,SHELL
CAMPOS,34281024625.0,3-SHEL-22-ESS,ÓLEO,"0,00","2.940,40",1.0,garrafa de vidro | 500 ml,500 ml,2010-07-05,RIO DE JANEIRO/RJ,SHELL
CAMPOS,34281025158.0,3-SHEL-24A-ESS,óleo (STO),"0,00","2.260,00",1.0,Isojar,80 ml,2010-12-02,RIO DE JANEIRO/RJ,SHELL
CAMPOS,34281025098.0,3-SHEL-24-ESS,óleo (STO),"0,00","2.274,20",1.0,garrafa de vidro | 250 ml,250 ml,2010-12-02,RIO DE JANEIRO/RJ,SHELL
CAMPOS,34281025098.0,3-SHEL-24-ESS,óleo (STO),"0,00","2.274,20",1.0,garrafa de vidro | 250 ml,50 ml,2010-12-02,RIO DE JANEIRO/RJ,SHELL
CAMPOS,34281025098.0,3-SHEL-24-ESS,óleo (STO),"0,00","2.274,20",1.0,garrafa de vidro | 250 ml,70 ml,2010-12-02,RIO DE JANEIRO/RJ,SHELL
CAMPOS,34281025098.0,3-SHEL-24-ESS,óleo (STO),"0,00","2.274,20",1.0,garrafa de vidro | 250 ml,200 ml,2010-12-02,RIO DE JANEIRO/RJ,SHELL
CAMPOS,34281025098.0,3-SHEL-24-ESS,óleo (STO),"0,00","2.274,20",1.0,garrafa de vidro | 250 ml,100 ml,2010-12-02,RIO DE JANEIRO/RJ,SHELL
CAMPOS,34281025098.0,3-SHEL-24-ESS,óleo (STO),"0,00","2.587,00",1.0,garrafa de vidro | 250 ml,100 ml,2010-12-02,RIO DE JANEIRO/RJ,SHELL
CAMPOS,34281025098.0,3-SHEL-24-ESS,óleo (STO),"0,00","2.587,00",1.0,garrafa de vidro | 250 ml,150 ml,2010-12-02,RIO DE JANEIRO/RJ,SHELL
CAMPOS,34281025098.0,3-SHEL-24-ESS,óleo (STO),"0,00","2.587,00",1.0,garrafa de vidro | 250 ml,200 ml,2010-12-02,RIO DE JANEIRO/RJ,SHELL
CAMPOS,34281025098.0,3-SHEL-24-ESS,óleo (STO),"0,00","2.587,00",1.0,garrafa de vidro | 250 ml,20 ml,2010-12-02,RIO DE JANEIRO/RJ,SHELL
CAMPOS,34281025098.0,3-SHEL-24-ESS,óleo (STO),"0,00","2.704,30",1.0,frasco de vidro | 60 ml,50 ml,2010-12-02,RIO DE JANEIRO/RJ,SHELL
CAMPOS,34281025098.0,3-SHEL-24-ESS,óleo (STO),"0,00","2.704,30",1.0,garrafa de vidro | 250 ml,50 ml,2010-12-02,RIO DE JANEIRO/RJ,SHELL
CAMPOS,74281020071.0,7-BJ-16H-RJS,água/óleo,"0,00","2.985,80",1.0,garrafa de vidro | 250 ml,250 ml,2002-09-12,RIO DE JANEIRO/RJ,SHELL
CAMPOS,74281020071.0,7-BJ-16H-RJS,ÓLEO,"0,00","2.994,80",1.0,garrafa de vidro | 250 ml,250 ml,2002-09-12,RIO DE JANEIRO/RJ,SHELL
CAMPOS,74281020071.0,7-BJ-16H-RJS,ÓLEO,"0,00","0,00",1.0,garrafa de vidro | 250 ml,250 ml,2002-09-12,RIO DE JANEIRO/RJ,SHELL
CAMPOS,74281020071.0,7-BJ-16H-RJS,ÓLEO,"0,00","0,00",1.0,garrafa de vidro | 250 ml,250 ml,2002-09-12,RIO DE JANEIRO/RJ,SHELL
CAMPOS,74281020071.0,7-BJ-16H-RJS,ÓLEO,"0,00","0,00",1.0,garrafa de vidro | 250 ml,250 ml,2002-09-12,RIO DE JANEIRO/RJ,SHELL
CAMPOS,74281020071.0,7-BJ-16H-RJS,ÓLEO,"0,00","0,00",1.0,garrafa de vidro | 250 ml,250 ml,2002-09-12,RIO DE JANEIRO/RJ,SHELL
CAMPOS,74281020071.0,7-BJ-16H-RJS,óleo (RCI),"0,00","0,00",1.0,garrafa de vidro | 250 ml,250 ml,2002-09-12,RIO DE JANEIRO/RJ,SHELL
CAMPOS,74281020071.0,7-BJ-16H-RJS,óleo (RCI),"0,00","0,00",1.0,garrafa de vidro | 250 ml,80 ml,2002-09-12,RIO DE JANEIRO/RJ,SHELL
CAMPOS,74281020071.0,7-BJ-16H-RJS,óleo (RCI),"0,00","0,00",1.0,garrafa de vidro | 250 ml,100 ml,2002-09-12,RIO DE JANEIRO/RJ,SHELL
CAMPOS,74281020071.0,7-BJ-16H-RJS,óleo (RCI),"0,00","0,00",1.0,garrafa de vidro | 250 ml,250 ml,2002-09-12,RIO DE JANEIRO/RJ,SHELL
CAMPOS,34281026422.0,9-ARGO-15DP-ESS,fit e LCM,"0,00","0,00",1.0,caixa fora de padrão | papelão | dimensões [cm],10 ml,2012-09-28,RIO DE JANEIRO/RJ,SHELL
CAMPOS,74281019732.0,9-BJ-10D-RJS,óleo (RCI),"0,00","0,00",1.0,garrafa de vidro | 250 ml,250 ml,2002-01-03,RIO DE JANEIRO/RJ,SHELL
CAMPOS,34281027498.0,9-NAU-7DP-ESS,óleo (STO),"0,00","2.732,99",1.0,garrafa de vidro | 500 ml,250 ml,2014-03-05,RIO DE JANEIRO/RJ,SHELL
CAMPOS,34281027498.0,9-NAU-7DP-ESS,óleo (STO),"0,00","2.732,99",1.0,garrafa de vidro | 500 ml,200 ml,2014-03-05,RIO DE JANEIRO/RJ,SHELL
SANTOS,74316029411.0,3-SHEL-30-RJS,lama,"0,00","5.600,00",1.0,Garrafa Ambar1L,900ml,2019-10-05,RIO DE JANEIRO/RJ,SHELL
SANTOS,74316029411.0,3-SHEL-30-RJS,nan,"0,00","0,00",1.0,frasco de vidro | 30 ml,25 ml,2019-10-05,RIO DE JANEIRO/RJ,SHELL
SANTOS,74316029411.0,3-SHEL-30-RJS,nan,"0,00","0,00",1.0,frasco de vidro | 30 ml,25 ml,2019-10-05,RIO DE JANEIRO/RJ,SHELL
SANTOS,74316029411.0,3-SHEL-30-RJS,nan,"0,00","0,00",1.0,frasco de vidro | 30 ml,25 ml,2019-10-05,RIO DE JANEIRO/RJ,SHELL
SANTOS,74316029411.0,3-SHEL-30-RJS,nan,"0,00","0,00",1.0,frasco de vidro | 30 ml,25 ml,2019-10-05,RIO DE JANEIRO/RJ,SHELL
SANTOS,74316024958.0,1-SHEL-23-RJS,ÓLEO,"0,00","0,00",1.0,Tambor 20 L,8 L,2010-11-14,RIO DE JANEIRO/RJ,SHELL
CAMPOS,74281026791.0,1-OGX-104-RJS,ÓLEO,"0,00","2.097,50",1.0,garrafa de vidro | 1 L,1 L,2013-02-14,RIO DE JANEIRO/RJ,SOLINTEC
CAMPOS,74281026791.0,1-OGX-104-RJS,óleo morto,"0,00","2.131,70",1.0,garrafa de vidro | 1 L,1 L,2013-02-14,RIO DE JANEIRO/RJ,SOLINTEC
SANTOS,86316024676.0,1-OGX-11D-SPS,óleo morto,"0,00","0,00",1.0,garrafa de vidro | 1 L,1 L,2010-08-10,RIO DE JANEIRO/RJ,SOLINTEC
SANTOS,86316024676.0,1-OGX-11D-SPS,óleo morto,"0,00","0,00",1.0,garrafa de vidro | 1 L,1 L,2010-08-10,RIO DE JANEIRO/RJ,SOLINTEC
CAMPOS,74281024789.0,1-OGX-14-RJS,fluido de poço,"0,00","0,00",1.0,garrafa de vidro | 1 L,1 L,2010-07-27,RIO DE JANEIRO/RJ,SOLINTEC
CAMPOS,74281024831.0,1-OGX-15-RJS,fluido de poço,"0,00","0,00",1.0,garrafa de vidro | 50 ml,50 ml,2010-08-31,RIO DE JANEIRO/RJ,SOLINTEC
