bacia_sedimentar,código_do_poço_(api),nome_do_poço_(anp),número_do_testemunho,profundidade_do_plugue_(m),orientação_do_plugue_(h_ou_v),identificador_da_caixa,total_de_caixas,data_de_conclusão_do_poço,município/estado,depositária
RECÔNCAVO TERRA,20240024172.0,7-TGA-4D-BA,1.0,511.65,V,1,1.0,2009-10-12,CATU/BA,PETROBRAS
RECÔNCAVO TERRA,20240024172.0,7-TGA-4D-BA,1.0,511.8,H,1,1.0,2009-10-12,CATU/BA,PETROBRAS
RECÔNCAVO TERRA,20240024172.0,7-TGA-4D-BA,1.0,512.1,H,1,1.0,2009-10-12,CATU/BA,PETROBRAS
RECÔNCAVO TERRA,20240024172.0,7-TGA-4D-BA,1.0,512.4,H,1,1.0,2009-10-12,CATU/BA,PETROBRAS
RECÔNCAVO TERRA,20240024172.0,7-TGA-4D-BA,1.0,512.55,V,1,1.0,2009-10-12,CATU/BA,PETROBRAS
RECÔNCAVO TERRA,20240024172.0,7-TGA-4D-BA,1.0,512.7,H,1,1.0,2009-10-12,CATU/BA,PETROBRAS
RECÔNCAVO TERRA,20240024172.0,7-TGA-4D-BA,1.0,513.0,H,1,1.0,2009-10-12,CATU/BA,PETROBRAS
RECÔNCAVO TERRA,20240024172.0,7-TGA-4D-BA,1.0,513.3,H,1,1.0,2009-10-12,CATU/BA,PETROBRAS
RECÔNCAVO TERRA,20240024172.0,7-TGA-4D-BA,1.0,513.5,V,1,1.0,2009-10-12,CATU/BA,PETROBRAS
RECÔNCAVO TERRA,20240024172.0,7-TGA-4D-BA,1.0,513.6,H,1,1.0,2009-10-12,CATU/BA,PETROBRAS
RECÔNCAVO TERRA,20240024172.0,7-TGA-4D-BA,1.0,513.95,H,1,1.0,2009-10-12,CATU/BA,PETROBRAS
RECÔNCAVO TERRA,20240024172.0,7-TGA-4D-BA,1.0,514.25,H,1,1.0,2009-10-12,CATU/BA,PETROBRAS
RECÔNCAVO TERRA,20240024172.0,7-TGA-4D-BA,1.0,514.45,V,1,1.0,2009-10-12,CATU/BA,PETROBRAS
RECÔNCAVO TERRA,20240024172.0,7-TGA-4D-BA,1.0,514.55,H,1,1.0,2009-10-12,CATU/BA,PETROBRAS
RECÔNCAVO TERRA,20240024172.0,7-TGA-4D-BA,1.0,514.9,H,1,1.0,2009-10-12,CATU/BA,PETROBRAS
RECÔNCAVO TERRA,20240024172.0,7-TGA-4D-BA,1.0,515.15,H,1,1.0,2009-10-12,CATU/BA,PETROBRAS
RECÔNCAVO TERRA,20240024172.0,7-TGA-4D-BA,1.0,515.25,V,1,1.0,2009-10-12,CATU/BA,PETROBRAS
RECÔNCAVO TERRA,20240024172.0,7-TGA-4D-BA,1.0,515.4,H,1,1.0,2009-10-12,CATU/BA,PETROBRAS
RECÔNCAVO TERRA,20240024172.0,7-TGA-4D-BA,1.0,515.7,H,1,1.0,2009-10-12,CATU/BA,PETROBRAS
RECÔNCAVO TERRA,20240024172.0,7-TGA-4D-BA,1.0,516.15,H,1,1.0,2009-10-12,CATU/BA,PETROBRAS
RECÔNCAVO TERRA,20240024172.0,7-TGA-4D-BA,1.0,516.25,V,1,1.0,2009-10-12,CATU/BA,PETROBRAS
RECÔNCAVO TERRA,20240024172.0,7-TGA-4D-BA,1.0,516.8,H,1,1.0,2009-10-12,CATU/BA,PETROBRAS
RECÔNCAVO TERRA,20240024172.0,7-TGA-4D-BA,1.0,517.05,V,1,1.0,2009-10-12,CATU/BA,PETROBRAS
RECÔNCAVO TERRA,20240024172.0,7-TGA-4D-BA,1.0,517.15,H,1,1.0,2009-10-12,CATU/BA,PETROBRAS
RECÔNCAVO TERRA,20240024172.0,7-TGA-4D-BA,1.0,517.45,H,1,1.0,2009-10-12,CATU/BA,PETROBRAS
RECÔNCAVO TERRA,20240024172.0,7-TGA-4D-BA,1.0,517.75,H,1,1.0,2009-10-12,CATU/BA,PETROBRAS
RECÔNCAVO TERRA,20240024172.0,7-TGA-4D-BA,1.0,517.9,V,1,1.0,2009-10-12,CATU/BA,PETROBRAS
RECÔNCAVO TERRA,20240024172.0,7-TGA-4D-BA,1.0,518.1,H,1,1.0,2009-10-12,CATU/BA,PETROBRAS
RECÔNCAVO TERRA,20240024172.0,7-TGA-4D-BA,1.0,518.35,H,1,1.0,2009-10-12,CATU/BA,PETROBRAS
RECÔNCAVO TERRA,20240024172.0,7-TGA-4D-BA,1.0,518.8,H,1,1.0,2009-10-12,CATU/BA,PETROBRAS
RECÔNCAVO TERRA,20240024172.0,7-TGA-4D-BA,1.0,518.95,V,1,1.0,2009-10-12,CATU/BA,PETROBRAS
RECÔNCAVO TERRA,20240024172.0,7-TGA-4D-BA,2.0,519.15,H,1,1.0,2009-10-12,CATU/BA,PETROBRAS
RECÔNCAVO TERRA,20240024172.0,7-TGA-4D-BA,2.0,519.5,H,1,1.0,2009-10-12,CATU/BA,PETROBRAS
RECÔNCAVO TERRA,20240024172.0,7-TGA-4D-BA,2.0,519.85,H,1,1.0,2009-10-12,CATU/BA,PETROBRAS
RECÔNCAVO TERRA,20240024172.0,7-TGA-4D-BA,2.0,520.05,H,1,1.0,2009-10-12,CATU/BA,PETROBRAS
RECÔNCAVO TERRA,20240024172.0,7-TGA-4D-BA,2.0,520.15,V,1,1.0,2009-10-12,CATU/BA,PETROBRAS
RECÔNCAVO TERRA,20240024172.0,7-TGA-4D-BA,2.0,520.3,H,1,1.0,2009-10-12,CATU/BA,PETROBRAS
RECÔNCAVO TERRA,20240024172.0,7-TGA-4D-BA,2.0,520.6,H,1,1.0,2009-10-12,CATU/BA,PETROBRAS
RECÔNCAVO TERRA,20240024172.0,7-TGA-4D-BA,2.0,520.9,H,1,1.0,2009-10-12,CATU/BA,PETROBRAS
RECÔNCAVO TERRA,20240024172.0,7-TGA-4D-BA,2.0,521.15,V,1,1.0,2009-10-12,CATU/BA,PETROBRAS
RECÔNCAVO TERRA,20240024172.0,7-TGA-4D-BA,2.0,521.25,H,1,1.0,2009-10-12,CATU/BA,PETROBRAS
RECÔNCAVO TERRA,20240024172.0,7-TGA-4D-BA,2.0,521.55,H,1,1.0,2009-10-12,CATU/BA,PETROBRAS
RECÔNCAVO TERRA,20240024172.0,7-TGA-4D-BA,2.0,521.9,H,1,1.0,2009-10-12,CATU/BA,PETROBRAS
RECÔNCAVO TERRA,20240024172.0,7-TGA-4D-BA,2.0,522.05,V,1,1.0,2009-10-12,CATU/BA,PETROBRAS
RECÔNCAVO TERRA,20240024172.0,7-TGA-4D-BA,2.0,522.15,H,1,1.0,2009-10-12,CATU/BA,PETROBRAS
RECÔNCAVO TERRA,20240024172.0,7-TGA-4D-BA,2.0,522.5,H,1,1.0,2009-10-12,CATU/BA,PETROBRAS
RECÔNCAVO TERRA,20240024172.0,7-TGA-4D-BA,2.0,522.8,H,1,1.0,2009-10-12,CATU/BA,PETROBRAS
RECÔNCAVO TERRA,20240024172.0,7-TGA-4D-BA,2.0,523.0,V,1,1.0,2009-10-12,CATU/BA,PETROBRAS
RECÔNCAVO TERRA,20240024172.0,7-TGA-4D-BA,2.0,523.15,H,1,1.0,2009-10-12,CATU/BA,PETROBRAS
RECÔNCAVO TERRA,20240024172.0,7-TGA-4D-BA,2.0,523.55,H,1,1.0,2009-10-12,CATU/BA,PETROBRAS
RECÔNCAVO TERRA,20240024172.0,7-TGA-4D-BA,2.0,523.75,V,1,1.0,2009-10-12,CATU/BA,PETROBRAS
RECÔNCAVO TERRA,20240024172.0,7-TGA-4D-BA,2.0,523.95,H,1,1.0,2009-10-12,CATU/BA,PETROBRAS
RECÔNCAVO TERRA,20240024172.0,7-TGA-4D-BA,2.0,524.05,H,1,1.0,2009-10-12,CATU/BA,PETROBRAS
RECÔNCAVO TERRA,20240024172.0,7-TGA-4D-BA,2.0,524.35,H,1,1.0,2009-10-12,CATU/BA,PETROBRAS
RECÔNCAVO TERRA,20240024172.0,7-TGA-4D-BA,2.0,524.7,H,1,1.0,2009-10-12,CATU/BA,PETROBRAS
RECÔNCAVO TERRA,20240024172.0,7-TGA-4D-BA,2.0,525.15,H,1,1.0,2009-10-12,CATU/BA,PETROBRAS
RECÔNCAVO TERRA,20240024172.0,7-TGA-4D-BA,2.0,525.45,H,1,1.0,2009-10-12,CATU/BA,PETROBRAS
RECÔNCAVO TERRA,20240024172.0,7-TGA-4D-BA,2.0,525.75,H,1,1.0,2009-10-12,CATU/BA,PETROBRAS
RECÔNCAVO TERRA,20240024172.0,7-TGA-4D-BA,2.0,525.8,H,1,1.0,2009-10-12,CATU/BA,PETROBRAS
RECÔNCAVO TERRA,20240024172.0,7-TGA-4D-BA,2.0,525.9,H,1,1.0,2009-10-12,CATU/BA,PETROBRAS
RECÔNCAVO TERRA,20240024172.0,7-TGA-4D-BA,2.0,526.25,H,1,1.0,2009-10-12,CATU/BA,PETROBRAS
RECÔNCAVO TERRA,20240024172.0,7-TGA-4D-BA,2.0,526.55,H,1,1.0,2009-10-12,CATU/BA,PETROBRAS
RECÔNCAVO TERRA,20240024172.0,7-TGA-4D-BA,2.0,526.65,H,1,1.0,2009-10-12,CATU/BA,PETROBRAS
RECÔNCAVO TERRA,20240024172.0,7-TGA-4D-BA,2.0,526.9,H,1,1.0,2009-10-12,CATU/BA,PETROBRAS
RECÔNCAVO TERRA,20240024172.0,7-TGA-4D-BA,2.0,527.15,H,1,1.0,2009-10-12,CATU/BA,PETROBRAS
RECÔNCAVO TERRA,20240024172.0,7-TGA-4D-BA,2.0,527.5,H,1,1.0,2009-10-12,CATU/BA,PETROBRAS
RECÔNCAVO TERRA,20240024172.0,7-TGA-4D-BA,2.0,527.7,H,1,1.0,2009-10-12,CATU/BA,PETROBRAS
RECÔNCAVO TERRA,20240024172.0,7-TGA-4D-BA,4.0,531.3,H,1,1.0,2009-10-12,CATU/BA,PETROBRAS
RECÔNCAVO TERRA,20240024172.0,7-TGA-4D-BA,4.0,531.55,H,1,1.0,2009-10-12,CATU/BA,PETROBRAS
RECÔNCAVO TERRA,20240024172.0,7-TGA-4D-BA,4.0,531.8,H,1,1.0,2009-10-12,CATU/BA,PETROBRAS
RECÔNCAVO TERRA,20240024172.0,7-TGA-4D-BA,4.0,531.9,V,1,1.0,2009-10-12,CATU/BA,PETROBRAS
RECÔNCAVO TERRA,20240024172.0,7-TGA-4D-BA,4.0,532.0,H,1,1.0,2009-10-12,CATU/BA,PETROBRAS
RECÔNCAVO TERRA,20240024172.0,7-TGA-4D-BA,4.0,532.35,H,1,1.0,2009-10-12,CATU/BA,PETROBRAS
RECÔNCAVO TERRA,20240024172.0,7-TGA-4D-BA,4.0,532.6,H,1,1.0,2009-10-12,CATU/BA,PETROBRAS
RECÔNCAVO TERRA,20240024172.0,7-TGA-4D-BA,4.0,532.75,V,1,1.0,2009-10-12,CATU/BA,PETROBRAS
RECÔNCAVO TERRA,20240024172.0,7-TGA-4D-BA,4.0,532.9,H,1,1.0,2009-10-12,CATU/BA,PETROBRAS
RECÔNCAVO TERRA,20240024172.0,7-TGA-4D-BA,4.0,533.15,H,1,1.0,2009-10-12,CATU/BA,PETROBRAS
RECÔNCAVO TERRA,20240024172.0,7-TGA-4D-BA,4.0,533.5,H,1,1.0,2009-10-12,CATU/BA,PETROBRAS
RECÔNCAVO TERRA,20240024172.0,7-TGA-4D-BA,4.0,533.65,V,1,1.0,2009-10-12,CATU/BA,PETROBRAS
RECÔNCAVO TERRA,20240024172.0,7-TGA-4D-BA,4.0,533.85,H,1,1.0,2009-10-12,CATU/BA,PETROBRAS
RECÔNCAVO TERRA,20240024172.0,7-TGA-4D-BA,4.0,534.15,H,1,1.0,2009-10-12,CATU/BA,PETROBRAS
RECÔNCAVO TERRA,20240024172.0,7-TGA-4D-BA,4.0,534.45,H,1,1.0,2009-10-12,CATU/BA,PETROBRAS
RECÔNCAVO TERRA,20240024172.0,7-TGA-4D-BA,4.0,534.7,V,1,1.0,2009-10-12,CATU/BA,PETROBRAS
RECÔNCAVO TERRA,20240024172.0,7-TGA-4D-BA,4.0,534.9,H,1,1.0,2009-10-12,CATU/BA,PETROBRAS
RECÔNCAVO TERRA,20240024172.0,7-TGA-4D-BA,4.0,535.25,H,1,1.0,2009-10-12,CATU/BA,PETROBRAS
RECÔNCAVO TERRA,20240024172.0,7-TGA-4D-BA,4.0,535.5,H,1,1.0,2009-10-12,CATU/BA,PETROBRAS
RECÔNCAVO TERRA,20240024172.0,7-TGA-4D-BA,4.0,535.6,V,1,1.0,2009-10-12,CATU/BA,PETROBRAS
RECÔNCAVO TERRA,20240024172.0,7-TGA-4D-BA,4.0,535.7,H,1,1.0,2009-10-12,CATU/BA,PETROBRAS
RECÔNCAVO TERRA,20240024172.0,7-TGA-4D-BA,4.0,536.0,H,1,1.0,2009-10-12,CATU/BA,PETROBRAS
RECÔNCAVO TERRA,20240024172.0,7-TGA-4D-BA,4.0,536.6,H,1,1.0,2009-10-12,CATU/BA,PETROBRAS
RECÔNCAVO TERRA,20240024172.0,7-TGA-4D-BA,4.0,537.3,H,1,1.0,2009-10-12,CATU/BA,PETROBRAS
RECÔNCAVO TERRA,20240024172.0,7-TGA-4D-BA,4.0,537.4,V,1,1.0,2009-10-12,CATU/BA,PETROBRAS
RECÔNCAVO TERRA,20240024172.0,7-TGA-4D-BA,4.0,537.9,H,1,1.0,2009-10-12,CATU/BA,PETROBRAS
RECÔNCAVO TERRA,20240024172.0,7-TGA-4D-BA,4.0,538.2,H,1,1.0,2009-10-12,CATU/BA,PETROBRAS
RECÔNCAVO TERRA,20240024172.0,7-TGA-4D-BA,4.0,538.4,V,1,1.0,2009-10-12,CATU/BA,PETROBRAS
RECÔNCAVO TERRA,20240024172.0,7-TGA-4D-BA,4.0,538.55,H,1,1.0,2009-10-12,CATU/BA,PETROBRAS
RECÔNCAVO TERRA,20240024172.0,7-TGA-4D-BA,4.0,538.95,H,1,1.0,2009-10-12,CATU/BA,PETROBRAS
RECÔNCAVO TERRA,20240024172.0,7-TGA-4D-BA,4.0,539.25,H,1,1.0,2009-10-12,CATU/BA,PETROBRAS
RECÔNCAVO TERRA,20240024172.0,7-TGA-4D-BA,4.0,539.4,V,1,1.0,2009-10-12,CATU/BA,PETROBRAS
RECÔNCAVO TERRA,20240024172.0,7-TGA-4D-BA,5.0,540.15,H,1,1.0,2009-10-12,CATU/BA,PETROBRAS
RECÔNCAVO TERRA,20240024172.0,7-TGA-4D-BA,5.0,540.45,H,1,1.0,2009-10-12,CATU/BA,PETROBRAS
RECÔNCAVO TERRA,20240024172.0,7-TGA-4D-BA,5.0,540.65,V,1,1.0,2009-10-12,CATU/BA,PETROBRAS
RECÔNCAVO TERRA,20240024172.0,7-TGA-4D-BA,5.0,540.75,H,1,1.0,2009-10-12,CATU/BA,PETROBRAS
RECÔNCAVO TERRA,20240024172.0,7-TGA-4D-BA,5.0,541.1,H,1,1.0,2009-10-12,CATU/BA,PETROBRAS
RECÔNCAVO TERRA,20240024172.0,7-TGA-4D-BA,5.0,541.4,H,1,1.0,2009-10-12,CATU/BA,PETROBRAS
RECÔNCAVO TERRA,20240024172.0,7-TGA-4D-BA,5.0,541.6,V,1,1.0,2009-10-12,CATU/BA,PETROBRAS
RECÔNCAVO TERRA,20240024172.0,7-TGA-4D-BA,5.0,541.75,H,1,1.0,2009-10-12,CATU/BA,PETROBRAS
RECÔNCAVO TERRA,20240024172.0,7-TGA-4D-BA,5.0,542.0,H,1,1.0,2009-10-12,CATU/BA,PETROBRAS
RECÔNCAVO TERRA,20240024172.0,7-TGA-4D-BA,5.0,542.3,H,1,1.0,2009-10-12,CATU/BA,PETROBRAS
RECÔNCAVO TERRA,20240024172.0,7-TGA-4D-BA,5.0,542.5,V,1,1.0,2009-10-12,CATU/BA,PETROBRAS
RECÔNCAVO TERRA,20240024172.0,7-TGA-4D-BA,5.0,542.65,H,1,1.0,2009-10-12,CATU/BA,PETROBRAS
RECÔNCAVO TERRA,20240024172.0,7-TGA-4D-BA,5.0,542.95,H,1,1.0,2009-10-12,CATU/BA,PETROBRAS
RECÔNCAVO TERRA,20240024172.0,7-TGA-4D-BA,5.0,543.25,H,1,1.0,2009-10-12,CATU/BA,PETROBRAS
RECÔNCAVO TERRA,20240024172.0,7-TGA-4D-BA,5.0,543.35,V,1,1.0,2009-10-12,CATU/BA,PETROBRAS
RECÔNCAVO TERRA,20240024172.0,7-TGA-4D-BA,5.0,543.75,H,1,1.0,2009-10-12,CATU/BA,PETROBRAS
RECÔNCAVO TERRA,20240024172.0,7-TGA-4D-BA,5.0,544.0,H,1,1.0,2009-10-12,CATU/BA,PETROBRAS
RECÔNCAVO TERRA,20240024172.0,7-TGA-4D-BA,5.0,544.2,V,1,1.0,2009-10-12,CATU/BA,PETROBRAS
RECÔNCAVO TERRA,20240024172.0,7-TGA-4D-BA,5.0,544.35,H,1,1.0,2009-10-12,CATU/BA,PETROBRAS
RECÔNCAVO TERRA,20240024172.0,7-TGA-4D-BA,5.0,544.6,H,1,1.0,2009-10-12,CATU/BA,PETROBRAS
RECÔNCAVO TERRA,20240024172.0,7-TGA-4D-BA,5.0,544.9,H,1,1.0,2009-10-12,CATU/BA,PETROBRAS
RECÔNCAVO TERRA,20240024172.0,7-TGA-4D-BA,5.0,545.15,V,1,1.0,2009-10-12,CATU/BA,PETROBRAS
RECÔNCAVO TERRA,20240024172.0,7-TGA-4D-BA,5.0,545.3,H,1,1.0,2009-10-12,CATU/BA,PETROBRAS
RECÔNCAVO TERRA,20240024172.0,7-TGA-4D-BA,5.0,545.6,H,1,1.0,2009-10-12,CATU/BA,PETROBRAS
RECÔNCAVO TERRA,20240024172.0,7-TGA-4D-BA,5.0,545.9,H,1,1.0,2009-10-12,CATU/BA,PETROBRAS
RECÔNCAVO TERRA,20240024172.0,7-TGA-4D-BA,5.0,546.1,V,1,1.0,2009-10-12,CATU/BA,PETROBRAS
RECÔNCAVO TERRA,20240024172.0,7-TGA-4D-BA,5.0,546.9,H,1,1.0,2009-10-12,CATU/BA,PETROBRAS
RECÔNCAVO TERRA,20240024172.0,7-TGA-4D-BA,5.0,547.1,V,1,1.0,2009-10-12,CATU/BA,PETROBRAS
RECÔNCAVO TERRA,20240024172.0,7-TGA-4D-BA,5.0,547.2,H,1,1.0,2009-10-12,CATU/BA,PETROBRAS
RECÔNCAVO TERRA,20240024172.0,7-TGA-4D-BA,5.0,547.6,H,1,1.0,2009-10-12,CATU/BA,PETROBRAS
RECÔNCAVO TERRA,20240024172.0,7-TGA-4D-BA,5.0,547.9,V,1,1.0,2009-10-12,CATU/BA,PETROBRAS
RECÔNCAVO TERRA,20240024172.0,7-TGA-4D-BA,5.0,548.5,H,1,1.0,2009-10-12,CATU/BA,PETROBRAS
RECÔNCAVO TERRA,20240024172.0,7-TGA-4D-BA,6.0,549.15,H,1,1.0,2009-10-12,CATU/BA,PETROBRAS
RECÔNCAVO TERRA,20240024172.0,7-TGA-4D-BA,6.0,549.45,H,1,1.0,2009-10-12,CATU/BA,PETROBRAS
RECÔNCAVO TERRA,20240024172.0,7-TGA-4D-BA,6.0,549.8,H,1,1.0,2009-10-12,CATU/BA,PETROBRAS
RECÔNCAVO TERRA,20240024172.0,7-TGA-4D-BA,6.0,550.05,H,1,1.0,2009-10-12,CATU/BA,PETROBRAS
RECÔNCAVO TERRA,20240024172.0,7-TGA-4D-BA,6.0,550.25,V,1,1.0,2009-10-12,CATU/BA,PETROBRAS
RECÔNCAVO TERRA,20240024172.0,7-TGA-4D-BA,6.0,550.35,H,1,1.0,2009-10-12,CATU/BA,PETROBRAS
RECÔNCAVO TERRA,20240024172.0,7-TGA-4D-BA,6.0,550.6,H,1,1.0,2009-10-12,CATU/BA,PETROBRAS
RECÔNCAVO TERRA,20240024172.0,7-TGA-4D-BA,6.0,550.9,H,1,1.0,2009-10-12,CATU/BA,PETROBRAS
RECÔNCAVO TERRA,20240024172.0,7-TGA-4D-BA,6.0,551.05,V,1,1.0,2009-10-12,CATU/BA,PETROBRAS
RECÔNCAVO TERRA,20240024172.0,7-TGA-4D-BA,6.0,551.2,H,1,1.0,2009-10-12,CATU/BA,PETROBRAS
RECÔNCAVO TERRA,20240024172.0,7-TGA-4D-BA,6.0,551.5,H,1,1.0,2009-10-12,CATU/BA,PETROBRAS
RECÔNCAVO TERRA,20240024172.0,7-TGA-4D-BA,6.0,551.8,H,1,1.0,2009-10-12,CATU/BA,PETROBRAS
RECÔNCAVO TERRA,20240024172.0,7-TGA-4D-BA,6.0,551.95,V,1,1.0,2009-10-12,CATU/BA,PETROBRAS
RECÔNCAVO TERRA,20240024172.0,7-TGA-4D-BA,6.0,552.1,H,1,1.0,2009-10-12,CATU/BA,PETROBRAS
RECÔNCAVO TERRA,20240024172.0,7-TGA-4D-BA,6.0,552.4,H,1,1.0,2009-10-12,CATU/BA,PETROBRAS
RECÔNCAVO TERRA,20240024172.0,7-TGA-4D-BA,6.0,552.7,H,1,1.0,2009-10-12,CATU/BA,PETROBRAS
RECÔNCAVO TERRA,20240024172.0,7-TGA-4D-BA,6.0,552.9,V,1,1.0,2009-10-12,CATU/BA,PETROBRAS
RECÔNCAVO TERRA,20240024172.0,7-TGA-4D-BA,6.0,553.05,H,1,1.0,2009-10-12,CATU/BA,PETROBRAS
RECÔNCAVO TERRA,20240024172.0,7-TGA-4D-BA,6.0,553.35,H,1,1.0,2009-10-12,CATU/BA,PETROBRAS
RECÔNCAVO TERRA,20240024172.0,7-TGA-4D-BA,6.0,553.55,V,1,1.0,2009-10-12,CATU/BA,PETROBRAS
RECÔNCAVO TERRA,20240024172.0,7-TGA-4D-BA,6.0,553.85,H,1,1.0,2009-10-12,CATU/BA,PETROBRAS
RECÔNCAVO TERRA,20240024172.0,7-TGA-4D-BA,6.0,554.15,H,1,1.0,2009-10-12,CATU/BA,PETROBRAS
RECÔNCAVO TERRA,20240024172.0,7-TGA-4D-BA,6.0,554.4,H,1,1.0,2009-10-12,CATU/BA,PETROBRAS
RECÔNCAVO TERRA,20240024172.0,7-TGA-4D-BA,6.0,554.5,V,1,1.0,2009-10-12,CATU/BA,PETROBRAS
RECÔNCAVO TERRA,20240024172.0,7-TGA-4D-BA,6.0,554.65,H,1,1.0,2009-10-12,CATU/BA,PETROBRAS
RECÔNCAVO TERRA,20240024172.0,7-TGA-4D-BA,6.0,554.95,H,1,1.0,2009-10-12,CATU/BA,PETROBRAS
RECÔNCAVO TERRA,20240024172.0,7-TGA-4D-BA,6.0,555.25,H,1,1.0,2009-10-12,CATU/BA,PETROBRAS
RECÔNCAVO TERRA,20240024172.0,7-TGA-4D-BA,6.0,555.35,V,1,1.0,2009-10-12,CATU/BA,PETROBRAS
RECÔNCAVO TERRA,20240024172.0,7-TGA-4D-BA,6.0,555.8,H,1,1.0,2009-10-12,CATU/BA,PETROBRAS
RECÔNCAVO TERRA,20240024172.0,7-TGA-4D-BA,6.0,556.1,H,1,1.0,2009-10-12,CATU/BA,PETROBRAS
RECÔNCAVO TERRA,20240024172.0,7-TGA-4D-BA,6.0,556.3,V,1,1.0,2009-10-12,CATU/BA,PETROBRAS
RECÔNCAVO TERRA,20240024172.0,7-TGA-4D-BA,6.0,556.5,H,1,1.0,2009-10-12,CATU/BA,PETROBRAS
RECÔNCAVO TERRA,20240024172.0,7-TGA-4D-BA,6.0,556.8,H,1,1.0,2009-10-12,CATU/BA,PETROBRAS
RECÔNCAVO TERRA,20240024172.0,7-TGA-4D-BA,6.0,557.05,H,1,1.0,2009-10-12,CATU/BA,PETROBRAS
RECÔNCAVO TERRA,20240024172.0,7-TGA-4D-BA,6.0,557.25,V,1,1.0,2009-10-12,CATU/BA,PETROBRAS
RECÔNCAVO TERRA,20240024172.0,7-TGA-4D-BA,7.0,558.05,H,1,1.0,2009-10-12,CATU/BA,PETROBRAS
RECÔNCAVO TERRA,20240024172.0,7-TGA-4D-BA,7.0,558.35,H,1,1.0,2009-10-12,CATU/BA,PETROBRAS
RECÔNCAVO TERRA,20240024172.0,7-TGA-4D-BA,7.0,558.65,V,1,1.0,2009-10-12,CATU/BA,PETROBRAS
RECÔNCAVO TERRA,20240024172.0,7-TGA-4D-BA,7.0,558.75,H,1,1.0,2009-10-12,CATU/BA,PETROBRAS
RECÔNCAVO TERRA,20240024172.0,7-TGA-4D-BA,7.0,559.25,H,1,1.0,2009-10-12,CATU/BA,PETROBRAS
RECÔNCAVO TERRA,20240024172.0,7-TGA-4D-BA,7.0,559.55,H,1,1.0,2009-10-12,CATU/BA,PETROBRAS
RECÔNCAVO TERRA,20240024172.0,7-TGA-4D-BA,7.0,559.7,H,1,1.0,2009-10-12,CATU/BA,PETROBRAS
RECÔNCAVO TERRA,20240024172.0,7-TGA-4D-BA,7.0,559.95,H,1,1.0,2009-10-12,CATU/BA,PETROBRAS
RECÔNCAVO TERRA,20240024172.0,7-TGA-4D-BA,7.0,560.25,H,1,1.0,2009-10-12,CATU/BA,PETROBRAS
RECÔNCAVO TERRA,20240024172.0,7-TGA-4D-BA,7.0,560.4,V,1,1.0,2009-10-12,CATU/BA,PETROBRAS
RECÔNCAVO TERRA,20240024172.0,7-TGA-4D-BA,7.0,560.55,H,1,1.0,2009-10-12,CATU/BA,PETROBRAS
RECÔNCAVO TERRA,20240024172.0,7-TGA-4D-BA,7.0,560.85,H,1,1.0,2009-10-12,CATU/BA,PETROBRAS
RECÔNCAVO TERRA,20240024172.0,7-TGA-4D-BA,7.0,561.15,H,1,1.0,2009-10-12,CATU/BA,PETROBRAS
RECÔNCAVO TERRA,20240024172.0,7-TGA-4D-BA,7.0,561.25,V,1,1.0,2009-10-12,CATU/BA,PETROBRAS
RECÔNCAVO TERRA,20240024172.0,7-TGA-4D-BA,7.0,561.5,H,1,1.0,2009-10-12,CATU/BA,PETROBRAS
RECÔNCAVO TERRA,20240024172.0,7-TGA-4D-BA,7.0,561.8,H,1,1.0,2009-10-12,CATU/BA,PETROBRAS
RECÔNCAVO TERRA,20240024172.0,7-TGA-4D-BA,7.0,562.05,H,1,1.0,2009-10-12,CATU/BA,PETROBRAS
RECÔNCAVO TERRA,20240024172.0,7-TGA-4D-BA,7.0,562.2,V,1,1.0,2009-10-12,CATU/BA,PETROBRAS
RECÔNCAVO TERRA,20240024172.0,7-TGA-4D-BA,7.0,562.3,H,1,1.0,2009-10-12,CATU/BA,PETROBRAS
RECÔNCAVO TERRA,20240024172.0,7-TGA-4D-BA,7.0,562.55,H,1,1.0,2009-10-12,CATU/BA,PETROBRAS
RECÔNCAVO TERRA,20240024172.0,7-TGA-4D-BA,7.0,562.8,H,1,1.0,2009-10-12,CATU/BA,PETROBRAS
RECÔNCAVO TERRA,20240024172.0,7-TGA-4D-BA,7.0,563.2,H,1,1.0,2009-10-12,CATU/BA,PETROBRAS
RECÔNCAVO TERRA,20240024172.0,7-TGA-4D-BA,7.0,563.55,H,1,1.0,2009-10-12,CATU/BA,PETROBRAS
RECÔNCAVO TERRA,20240024172.0,7-TGA-4D-BA,7.0,563.8,H,1,1.0,2009-10-12,CATU/BA,PETROBRAS
RECÔNCAVO TERRA,20240024172.0,7-TGA-4D-BA,7.0,563.9,V,1,1.0,2009-10-12,CATU/BA,PETROBRAS
RECÔNCAVO TERRA,20240024172.0,7-TGA-4D-BA,7.0,564.05,H,1,1.0,2009-10-12,CATU/BA,PETROBRAS
RECÔNCAVO TERRA,20240024172.0,7-TGA-4D-BA,7.0,564.35,H,1,1.0,2009-10-12,CATU/BA,PETROBRAS
RECÔNCAVO TERRA,20240024172.0,7-TGA-4D-BA,7.0,564.65,H,1,1.0,2009-10-12,CATU/BA,PETROBRAS
RECÔNCAVO TERRA,20240024172.0,7-TGA-4D-BA,7.0,564.75,V,1,1.0,2009-10-12,CATU/BA,PETROBRAS
