num_rodada,nom_campo,area,operador_c,num_contra,dat_assina,dat_termin,nom_bacia,cod_campo,sig_campo,dat_descob,dat_inicio,etapa,med_lamina,fluido_pri,id,ambiente,geometry
Rodada 11,IRARA,6.0,BGM Petróleo e Gás Ltda.,48610005457201381,,,Espírito Santo,4841.0,IRAR,2022-01-03,2022-07-13,Produção,0.0,ÓLEO,2460,T,"POLYGON ((-39.8128818230378 -19.2504841149112, -39.8128818290626 -19.2530882969011, -39.8128818350883 -19.25569247889, -39.812881841115 -19.2582966608779, -39.8128818471427 -19.2609008428648, -39.8128818531714 -19.2635050248507, -39.812881859201 -19.2661092068356, -39.8128818652317 -19.2687133888195, -39.8128818712633 -19.2713175708023, -39.8128818772958 -19.2739217527842, -39.8128818833294 -19.2765259347651, -39.8128818893639 -19.2791301167449, -39.8128818953994 -19.2817342987238, -39.8128819014359 -19.2843384807016, -39.8128819074733 -19.2869426626785, -39.8128819135118 -19.2895468446543, -39.8128819195512 -19.2921510266292, -39.8154861096632 -19.2921510211834, -39.8180902997744 -19.2921510157374, -39.8206944898848 -19.292151010291, -39.8232986799944 -19.2921510048442, -39.8255208333333 -19.2921509993971, -39.8255208333333 -19.2504840877357, -39.8229166666667 -19.2504840931714, -39.8203125 -19.2504840986069, -39.8177083333333 -19.250484104042, -39.8151041666667 -19.2504841094768, -39.8128818230378 -19.2504841149112, -39.8128818230378 -19.2504841149112))"
Rodada 0,PESCADA,55.0,Petróleo Brasileiro S.A. - PETROBRAS,480000039129784,,,Potiguar,213.0,PE,,,Produção,19.0,GÁS,1100,M,"POLYGON ((-36.7659603468527 -4.73996894563755, -36.7685645365745 -4.7399689443739, -36.7711687262957 -4.73996894311017, -36.7737729160161 -4.73996894184635, -36.7763771057359 -4.73996894058244, -36.778981295455 -4.73996893931844, -36.7815854851733 -4.73996893805436, -36.784189674891 -4.73996893679019, -36.786793864608 -4.73996893552594, -36.7893980543243 -4.73996893426159, -36.7920022440399 -4.73996893299716, -36.7946064337548 -4.73996893173265, -36.797210623469 -4.73996893046805, -36.7998148131825 -4.73996892920336, -36.8024190028954 -4.73996892793858, -36.8050231926075 -4.73996892667372, -36.8076273823189 -4.73996892540877, -36.8102315720297 -4.73996892414373, -36.8128357617397 -4.7399689228786, -36.8154399514491 -4.73996892161339, -36.8180441411578 -4.7399689203481, -36.8206483308658 -4.73996891908271, -36.823252520573 -4.73996891781724, -36.8258567102796 -4.73996891655168, -36.8284608999855 -4.73996891528604, -36.8310650896907 -4.73996891402031, -36.8336692793952 -4.73996891275449, -36.836273469099 -4.73996891148858, -36.8388776588021 -4.73996891022259, -36.8414818485045 -4.73996890895651, -36.8440860382063 -4.73996890769035, -36.8466902279073 -4.73996890642409, -36.8492944176077 -4.73996890515775, -36.8518986073073 -4.73996890389133, -36.8545027970062 -4.73996890262481, -36.8545027957483 -4.73736471473796, -36.8545027944911 -4.73476052685029, -36.8545027932346 -4.73215633896181, -36.8545027919788 -4.72955215107253, -36.8545027907237 -4.72694796318243, -36.8545027894693 -4.72434377529153, -36.8545027882156 -4.72173958739981, -36.8545027869625 -4.71913539950728, -36.8545027857102 -4.71653121161395, -36.8545027844586 -4.7139270237198, -36.8545027832077 -4.71132283582485, -36.8545027819575 -4.70871864792908, -36.854502780708 -4.70611446003251, -36.8545027794591 -4.70351027213513, -36.854502778211 -4.70090608423693, -36.8545027769636 -4.69830189633793, -36.851898587266 -4.69830189759334, -36.8492943975677 -4.69830189884866, -36.8466902078688 -4.69830190010389, -36.8440860181691 -4.69830190135904, -36.8440860169227 -4.69569771345645, -36.8440860156771 -4.69309352555305, -36.8414818259769 -4.69309352680673, -36.838877636276 -4.69309352806031, -36.8362734465744 -4.69309352931382, -36.8336692568722 -4.69309353056723, -36.8310650671692 -4.69309353182056, -36.8284608774656 -4.69309353307381, -36.8258566877612 -4.69309353432697, -36.8232524980562 -4.69309353558004, -36.8206483083504 -4.69309353683302, -36.818044118644 -4.69309353808592, -36.8154399289369 -4.69309353933874, -36.8128357392291 -4.69309354059147, -36.8102315495206 -4.69309354184411, -36.8076273598114 -4.69309354309667, -36.8050231701015 -4.69309354434914, -36.8024189803909 -4.69309354560152, -36.7998147906796 -4.69309354685382, -36.7972106009676 -4.69309354810603, -36.794606411255 -4.69309354935816, -36.7920022215416 -4.6930935506102, -36.7920022202983 -4.69048936269212, -36.7920022190557 -4.68788517477323, -36.7920022178138 -4.68528098685354, -36.7920022165727 -4.68267679893303, -36.7920022153322 -4.68007261101171, -36.7920022140924 -4.67746842308959, -36.7893980243789 -4.67746842433738, -36.7867938346646 -4.6774684255851, -36.7841896449497 -4.67746842683272, -36.7815854552341 -4.67746842808026, -36.7789812655177 -4.67746842932771, -36.7763770758007 -4.67746843057508, -36.773772886083 -4.67746843182236, -36.7711686963646 -4.67746843306956, -36.7685645066456 -4.67746843431667, -36.7659603169258 -4.67746843556369, -36.7659603181647 -4.68007262349275, -36.7659603194043 -4.68267681142099, -36.7659603206447 -4.68528099934843, -36.7659603218857 -4.68788518727505, -36.7659603231274 -4.69048937520087, -36.7659603243698 -4.69309356312588, -36.765960325613 -4.69569775105007, -36.7659603268568 -4.69830193897346, -36.7659603281013 -4.70090612689604, -36.7659603293465 -4.70351031481781, -36.7659603305924 -4.70611450273877, -36.765960331839 -4.70871869065892, -36.7659603330863 -4.71132287857826, -36.7659603343343 -4.71392706649679, -36.765960335583 -4.71653125441451, -36.7659603368324 -4.71913544233142, -36.7659603380825 -4.72173963024752, -36.7659603393333 -4.72434381816281, -36.7659603405848 -4.7269480060773, -36.765960341837 -4.72955219399097, -36.7659603430899 -4.73215638190383, -36.7659603443434 -4.73476056981588, -36.7659603455977 -4.73736475772712, -36.7659603468527 -4.73996894563755, -36.7659603468527 -4.73996894563755))"
Rodada 0,SALGO,11.0,Petróleo Brasileiro S.A. - PETROBRAS,480000038419738,,,Sergipe,275.0,SG,,,Em Devolução,14.0,ÓLEO,1102,M,"POLYGON ((-36.5758591327448 -10.6332442356431, -36.5784633228382 -10.6332442328364, -36.5810675129309 -10.6332442300294, -36.5836717030229 -10.6332442272222, -36.5836717058919 -10.6358484132393, -36.5836717087617 -10.6384525992555, -36.5836717116322 -10.6410567852708, -36.5862759017241 -10.6410567824614, -36.5888800918153 -10.6410567796518, -36.5914842819058 -10.641056776842, -36.5940884719957 -10.641056774032, -36.5966926620848 -10.6410567712218, -36.5992968521732 -10.6410567684114, -36.6019010422609 -10.6410567656008, -36.604505232348 -10.6410567627901, -36.6071094224343 -10.6410567599791, -36.607109419562 -10.6384525739699, -36.6071094166905 -10.6358483879599, -36.6071094138197 -10.6332442019489, -36.6071094109496 -10.630640015937, -36.6071094080803 -10.6280358299242, -36.6071094052118 -10.6254316439105, -36.607109402344 -10.6228274578959, -36.6071093994769 -10.6202232718804, -36.6045052093922 -10.6202232746859, -36.604505206526 -10.6176190886689, -36.6045052036606 -10.6150149026509, -36.604505200796 -10.612410716632, -36.6019010107112 -10.6124107194353, -36.5992968206256 -10.6124107222384, -36.5966926305394 -10.6124107250413, -36.5940884404524 -10.612410727844, -36.5940884375893 -10.6098065418215, -36.594088434727 -10.6072023557981, -36.5914842446397 -10.6072023585993, -36.5888800545518 -10.6072023614002, -36.5862758644631 -10.607202364201, -36.5836716743738 -10.6072023670016, -36.5810674842837 -10.607202369802, -36.578463294193 -10.6072023726021, -36.5784632970542 -10.6098065586296, -36.5784632999161 -10.6124107446562, -36.5784633027788 -10.6150149306819, -36.5784633056422 -10.6176191167067, -36.5758591155499 -10.6176191195094, -36.5758591184139 -10.6202233055339, -36.5758591212786 -10.6228274915576, -36.575859124144 -10.6254316775803, -36.5758591270102 -10.6280358636022, -36.5758591298771 -10.6306400496231, -36.5758591327448 -10.6332442356431, -36.5758591327448 -10.6332442356431))"
Rodada 0,CAXAREU,34.0,Petróleo Brasileiro S.A. - PETROBRAS,480000035609749,1998-08-06,,Campos,1164.0,CXR,,,Desenvolvimento,1141.0,ÓLEO,1125,M,"POLYGON ((-40.078125 -21.3932291666667, -40.078125 -21.3958333333333, -40.0807291666667 -21.3958333333333, -40.0807291666667 -21.3984375, -40.0833333333333 -21.3984375, -40.0833333333333 -21.40625, -40.0859375 -21.40625, -40.0859375 -21.4479166666667, -40.1253901096594 -21.4479166666667, -40.1253901027345 -21.4453125, -40.1253900958106 -21.4427083333333, -40.1253900888878 -21.4401041666667, -40.1253900819661 -21.4375, -40.1253900750453 -21.4348958333333, -40.1253900681257 -21.4322916666667, -40.125390061207 -21.4296875, -40.1253900542895 -21.4270833333333, -40.125390047373 -21.4244791666667, -40.1253900404575 -21.421875, -40.1253900335431 -21.4192708333333, -40.1253900266297 -21.4166666666667, -40.1253900197174 -21.4140625, -40.1253900128061 -21.4114583333333, -40.1253900058959 -21.4088541666667, -40.1253899989867 -21.40625, -40.1253899920785 -21.4036458333333, -40.1253899851714 -21.4010416666667, -40.1253899782654 -21.3984375, -40.1253899713604 -21.3958333333333, -40.1253899644565 -21.3932291666667, -40.1253899575536 -21.390625, -40.1253899506517 -21.3880208333333, -40.1253899437509 -21.3854166666667, -40.1253899368512 -21.3828125, -40.1253899299524 -21.3802083333333, -40.1253899230548 -21.3780997398795, -40.1227857327217 -21.3780997459303, -40.1201815423878 -21.3780997519806, -40.1175773520531 -21.3780997580307, -40.1149731617175 -21.3780997640803, -40.1123689713812 -21.3780997701296, -40.1097647810441 -21.3780997761785, -40.1071605907061 -21.3780997822271, -40.1045564003674 -21.3780997882753, -40.1019522100279 -21.3780997943231, -40.0993480196875 -21.3780998003705, -40.0967438293463 -21.3780998064176, -40.0941396390044 -21.3780998124643, -40.0915354486616 -21.3780998185107, -40.088931258318 -21.3780998245567, -40.0863270679737 -21.3780998306023, -40.0837228776285 -21.3780998366475, -40.0811186872825 -21.3780998426924, -40.0785144969357 -21.3780998487369, -40.0759103065881 -21.378099854781, -40.0729166666667 -21.3780998608248, -40.0729166666667 -21.3880208333333, -40.0755208333333 -21.3880208333333, -40.0755208333333 -21.3932291666667, -40.078125 -21.3932291666667, -40.078125 -21.3932291666667))"
Rodada 0,CEXIS,54.0,3R Bahia S.A.,480000036419749,,,Recôncavo,88.0,CX,,,Produção,0.0,GÁS,1126,T,"POLYGON ((-38.4638992978928 -12.6254438033925, -38.4612951081545 -12.6254438068817, -38.4586909184155 -12.6254438103706, -38.4560867286757 -12.6254438138594, -38.4560867322931 -12.6280479986778, -38.4560867359112 -12.6306521834954, -38.4560867395302 -12.6332563683121, -38.4560867431499 -12.6358605531278, -38.4534825534085 -12.6358605566191, -38.4508783636663 -12.6358605601102, -38.4508783672864 -12.6384647449264, -38.4508783709073 -12.6410689297417, -38.4508783745291 -12.643673114556, -38.4508783781516 -12.6462772993694, -38.4482741884078 -12.6462773028632, -38.4456699986632 -12.6462773063566, -38.445670002286 -12.6488814911706, -38.4456700059097 -12.6514856759835, -38.4456700095342 -12.6540898607956, -38.4456700131595 -12.6566940456067, -38.4430658234132 -12.6566940491028, -38.4404616336662 -12.6566940525987, -38.4404616372919 -12.6592982374103, -38.4404616409183 -12.661902422221, -38.4404616445456 -12.6645066070307, -38.4404616481736 -12.6671107918396, -38.4404616518025 -12.6697149766475, -38.4404616554322 -12.6723191614544, -38.4404616590627 -12.6749233462605, -38.440461662694 -12.6775275310656, -38.4430658524428 -12.6775275275641, -38.445670042191 -12.6775275240624, -38.4482742319384 -12.6775275205604, -38.450878421685 -12.6775275170582, -38.4508784253181 -12.6801317018596, -38.4508784289519 -12.68273588666, -38.4534826186983 -12.6827358831562, -38.456086808444 -12.6827358796521, -38.4560868120791 -12.6853400644502, -38.456086815715 -12.6879442492474, -38.4586910054604 -12.6879442457417, -38.4612951952051 -12.6879442422358, -38.4612951988423 -12.6905484270306, -38.4612952024803 -12.6931526118245, -38.4612952061191 -12.6957567966175, -38.4612952097588 -12.6983609814095, -38.4586910200132 -12.6983609849183, -38.4586910236534 -12.7009651697101, -38.4586910272944 -12.703569354501, -38.4586910309363 -12.706173539291, -38.4612952206825 -12.7061735357801, -38.4612952243254 -12.7087777205685, -38.4612952279691 -12.7113819053559, -38.4612952316136 -12.7139860901424, -38.4612952352589 -12.7165902749279, -38.461295238905 -12.7191944597125, -38.4612952425519 -12.7217986444962, -38.4612952461997 -12.724402829279, -38.4638994359469 -12.724402825763, -38.4665036256933 -12.7244028222467, -38.469107815439 -12.7244028187302, -38.471712005184 -12.7244028152134, -38.4743161949283 -12.7244028116965, -38.4743161912793 -12.7217986269173, -38.4743161876312 -12.7191944421371, -38.4769203773743 -12.7191944386213, -38.4795245671166 -12.7191944351053, -38.4795245634688 -12.7165902503257, -38.4795245598219 -12.713986065545, -38.4821287495629 -12.7139860620302, -38.4821287459165 -12.7113818772494, -38.482128742271 -12.7087776924677, -38.4821287386262 -12.706173507685, -38.4847329283659 -12.7061735041721, -38.4873371181047 -12.7061735006589, -38.4899413078429 -12.7061734971456, -38.4899413041983 -12.7035693123641, -38.4899413005544 -12.7009651275817, -38.4899412969114 -12.6983609427983, -38.4899412932691 -12.6957567580141, -38.4899412896277 -12.6931525732289, -38.4899412859871 -12.6905483884427, -38.4925454757232 -12.6905483849334, -38.4925454720831 -12.6879442001471, -38.4925454684439 -12.6853400153598, -38.4925454648055 -12.6827358305716, -38.4925454611679 -12.6801316457825, -38.4951496509022 -12.6801316422757, -38.4977538406358 -12.6801316387688, -38.4977538369985 -12.6775274539801, -38.4977538333621 -12.6749232691906, -38.5003580230945 -12.6749232656848, -38.5029622128261 -12.6749232621788, -38.50296220919 -12.6723190773897, -38.5029622055547 -12.6697148925997, -38.5055663952851 -12.6697148890949, -38.5081705850148 -12.6697148855898, -38.5081705813799 -12.6671107008003, -38.5081705777457 -12.6645065160099, -38.5081705741124 -12.6619023312185, -38.5081705704799 -12.6592981464262, -38.5081705668481 -12.656693961633, -38.5081705632172 -12.6540897768389, -38.5055663734889 -12.6540897803397, -38.5029621837599 -12.6540897838402, -38.5029621801303 -12.6514855990437, -38.5029621765014 -12.6488814142463, -38.5029621728734 -12.646277229448, -38.5003579831444 -12.6462772329462, -38.5003579795174 -12.6436730481462, -38.5003579758912 -12.6410688633453, -38.4977537861619 -12.6410688668419, -38.4977537825368 -12.6384646820393, -38.4977537789124 -12.6358604972359, -38.4977537752889 -12.6332563124315, -38.4977537716662 -12.6306521276261, -38.4977537680444 -12.6280479428199, -38.4977537644233 -12.6254437580127, -38.497753760803 -12.6228395732046, -38.4977537571835 -12.6202353883956, -38.4977537535649 -12.6176312035856, -38.497753749947 -12.6150270187748, -38.4951495602193 -12.615027022264, -38.4925453704908 -12.6150270257531, -38.4899411807616 -12.6150270292419, -38.4873369910316 -12.6150270327305, -38.4847328013009 -12.6150270362189, -38.4821286115695 -12.615027039707, -38.4795244218373 -12.6150270431949, -38.4769202321044 -12.6150270466826, -38.4743160423707 -12.6150270501701, -38.4717118526363 -12.6150270536574, -38.4717118562518 -12.6176312384753, -38.4691076665165 -12.617631241963, -38.4665034767804 -12.6176312454505, -38.4638992870435 -12.6176312489378, -38.4638992906591 -12.620235433757, -38.4638992942755 -12.6228396185752, -38.4638992978928 -12.6254438033925, -38.4638992978928 -12.6254438033925))"
Rodada 0,CAMARUPIM,26.0,BW Energy Maromba do Brasil LTDA,480000035359700,,,Espírito Santo,1184.0,CMR,,,Produção,888.0,GÁS,1131,M,"POLYGON ((-39.588923124545 -19.9536136980444, -39.5915273148211 -19.9536136924496, -39.5941315050963 -19.9536136868544, -39.5967356953708 -19.9536136812589, -39.5993398856445 -19.953613675663, -39.6019440759175 -19.9536136700668, -39.6045482661896 -19.9536136644702, -39.6071524564609 -19.9536136588733, -39.6097566467314 -19.9536136532761, -39.6123608370012 -19.9536136476785, -39.6149650272702 -19.9536136420805, -39.6175692175384 -19.9536136364823, -39.6201734078058 -19.9536136308836, -39.6227775980724 -19.9536136252846, -39.6253817883382 -19.9536136196853, -39.6279859786032 -19.9536136140856, -39.6305901688674 -19.9536136084856, -39.6331943591309 -19.9536136028853, -39.6357985493936 -19.9536135972845, -39.6384027396554 -19.9536135916835, -39.6410069299165 -19.9536135860821, -39.6436111201768 -19.9536135804803, -39.6462153104363 -19.9536135748782, -39.648819500695 -19.9536135692758, -39.651423690953 -19.953613563673, -39.651423684687 -19.9510093819108, -39.651423678422 -19.9484052001476, -39.6514236721581 -19.9458010183833, -39.6514236658951 -19.9431968366181, -39.6514236596331 -19.9405926548518, -39.6514236533721 -19.9379884730846, -39.6514236471121 -19.9353842913163, -39.6514236408531 -19.932780109547, -39.651423634595 -19.9301759277767, -39.651423628338 -19.9275717460053, -39.651423622082 -19.924967564233, -39.6514236158269 -19.9223633824597, -39.6514236095729 -19.9197592006853, -39.6514236033198 -19.9171550189099, -39.6488194130673 -19.9171550245029, -39.646215222814 -19.9171550300955, -39.6436110325599 -19.9171550356878, -39.641006842305 -19.9171550412798, -39.6384026520493 -19.9171550468714, -39.6357984617929 -19.9171550524627, -39.6331942715356 -19.9171550580536, -39.6305900812776 -19.9171550636441, -39.6279858910187 -19.9171550692344, -39.6253817007591 -19.9171550748243, -39.6227775104987 -19.9171550804138, -39.6201733202375 -19.917155086003, -39.6175691299756 -19.9171550915918, -39.6149649397128 -19.9171550971803, -39.6123607494492 -19.9171551027685, -39.6097565591849 -19.9171551083563, -39.6071523689197 -19.9171551139437, -39.6045481786538 -19.9171551195309, -39.6019439883871 -19.9171551251176, -39.5993397981196 -19.917155130704, -39.5967356078513 -19.9171551362901, -39.5941314175823 -19.9171551418759, -39.5915272273124 -19.9171551474612, -39.5889230370417 -19.9171551530463, -39.5889230432855 -19.9197593348384, -39.5889230495303 -19.9223635166296, -39.5889230557761 -19.9249676984197, -39.5889230620229 -19.9275718802089, -39.5889230682706 -19.930176061997, -39.5889230745194 -19.9327802437841, -39.5889230807691 -19.9353844255701, -39.5889230870198 -19.9379886073552, -39.5889230932716 -19.9405927891393, -39.5889230995243 -19.9431969709223, -39.588923105778 -19.9458011527044, -39.5889231120327 -19.9484053344854, -39.5889231182883 -19.9510095162654, -39.588923124545 -19.9536136980444, -39.588923124545 -19.9536136980444))"
Rodada 0,MORÉIA,119.0,Petróleo Brasileiro S.A. - PETROBRAS,480000037259737,,,Campos,191.0,MO,,,Em Devolução,115.0,ÓLEO,1145,M,"POLYGON ((-40.0602876539814 -22.294771572463, -40.0628918444853 -22.2947715661756, -40.0654960349883 -22.2947715598879, -40.0681002254906 -22.2947715535997, -40.0707044159921 -22.2947715473112, -40.0733086064927 -22.2947715410222, -40.0759127969925 -22.2947715347329, -40.0785169874915 -22.2947715284433, -40.0811211779898 -22.2947715221532, -40.0837253684872 -22.2947715158627, -40.0863295589837 -22.2947715095719, -40.0889337494795 -22.2947715032807, -40.0915379399745 -22.2947714969891, -40.0941421304686 -22.2947714906971, -40.096746320962 -22.2947714844047, -40.0993505114545 -22.294771478112, -40.1019547019462 -22.2947714718189, -40.1045588924372 -22.2947714655254, -40.1071630829273 -22.2947714592315, -40.1097672734166 -22.2947714529372, -40.1123714639051 -22.2947714466425, -40.1149756543927 -22.2947714403475, -40.1175798448796 -22.2947714340521, -40.1201840353657 -22.2947714277563, -40.1227882258509 -22.2947714214601, -40.1253924163353 -22.2947714151635, -40.127996606819 -22.2947714088666, -40.1306007973018 -22.2947714025692, -40.1332049877838 -22.2947713962715, -40.135809178265 -22.2947713899734, -40.1384133687453 -22.2947713836749, -40.1410175592249 -22.2947713773761, -40.1436217497037 -22.2947713710768, -40.1462259401816 -22.2947713647772, -40.1488301306588 -22.2947713584772, -40.1514343211351 -22.2947713521768, -40.1540385116106 -22.294771345876, -40.1566427020853 -22.2947713395749, -40.1592468925592 -22.2947713332734, -40.1618510830323 -22.2947713269714, -40.1644552735045 -22.2947713206691, -40.167059463976 -22.2947713143665, -40.1696636544466 -22.2947713080634, -40.1722678449165 -22.29477130176, -40.1748720353855 -22.2947712954561, -40.1774762258537 -22.2947712891519, -40.1800804163211 -22.2947712828473, -40.1826846067877 -22.2947712765424, -40.1852887972535 -22.294771270237, -40.1852887899728 -22.2921670895384, -40.1852887826933 -22.2895629088388, -40.1852887754148 -22.2869587281381, -40.1852887681374 -22.2843545474364, -40.185288760861 -22.2817503667337, -40.1852887535858 -22.2791461860299, -40.1852887463116 -22.2765420053251, -40.1852887390385 -22.2739378246193, -40.1852887317665 -22.2713336439124, -40.1852887244956 -22.2687294632046, -40.1852887172257 -22.2661252824956, -40.185288709957 -22.2635211017856, -40.1852887026893 -22.2609169210746, -40.1852886954226 -22.2583127403626, -40.1852886881571 -22.2557085596495, -40.1852886808926 -22.2531043789354, -40.1852886736292 -22.2505001982203, -40.1852886663669 -22.2478960175041, -40.1852886591057 -22.2452918367869, -40.1852886518455 -22.2426876560687, -40.1852886445865 -22.2400834753494, -40.1852886373285 -22.2374792946291, -40.1852886300715 -22.2348751139077, -40.1852886228157 -22.2322709331853, -40.1852886155609 -22.2296667524619, -40.1852886083072 -22.2270625717375, -40.1852886010546 -22.224458391012, -40.1852885938031 -22.2218542102855, -40.1852885865526 -22.2192500295579, -40.1852885793033 -22.2166458488294, -40.1852885720549 -22.2140416680997, -40.1852885648077 -22.2114374873691, -40.182684374356 -22.2114374936521, -40.1800801839035 -22.2114374999348, -40.1774759934502 -22.2114375062171, -40.1748718029961 -22.211437512499, -40.1722676125411 -22.2114375187805, -40.1696634220854 -22.2114375250617, -40.1670592316288 -22.2114375313424, -40.1644550411714 -22.2114375376228, -40.1618508507132 -22.2114375439028, -40.1592466602542 -22.2114375501824, -40.1566424697944 -22.2114375564617, -40.1540382793338 -22.2114375627405, -40.1514340888724 -22.211437569019, -40.1488298984101 -22.2114375752971, -40.1462257079471 -22.2114375815748, -40.1436215174832 -22.2114375878521, -40.1410173270186 -22.2114375941291, -40.1384131365531 -22.2114376004057, -40.1358089460868 -22.2114376066819, -40.1332047556197 -22.2114376129577, -40.1306005651518 -22.2114376192331, -40.127996374683 -22.2114376255082, -40.1253921842135 -22.2114376317828, -40.1227879937432 -22.2114376380571, -40.120183803272 -22.211437644331, -40.1175796128 -22.2114376506046, -40.1149754223272 -22.2114376568777, -40.1123712318537 -22.2114376631505, -40.1097670413793 -22.2114376694229, -40.1071628509041 -22.2114376756949, -40.1045586604281 -22.2114376819665, -40.1019544699512 -22.2114376882377, -40.0993502794736 -22.2114376945086, -40.0967460889951 -22.2114377007791, -40.0941418985159 -22.2114377070492, -40.0915377080358 -22.2114377133189, -40.0889335175549 -22.2114377195882, -40.0863293270733 -22.2114377258572, -40.0837251365908 -22.2114377321258, -40.0811209461075 -22.211437738394, -40.0785167556233 -22.2114377446618, -40.0759125651384 -22.2114377509292, -40.0733083746527 -22.2114377571963, -40.0707041841662 -22.2114377634629, -40.0680999936788 -22.2114377697292, -40.0654958031907 -22.2114377759951, -40.0628916127017 -22.2114377822607, -40.0602874222119 -22.2114377885258, -40.0602874294381 -22.2140419692899, -40.0602874366653 -22.2166461500529, -40.0602874438936 -22.2192503308149, -40.0602874511229 -22.2218545115759, -40.0602874583534 -22.2244586923358, -40.0602874655849 -22.2270628730947, -40.0602874728175 -22.2296670538526, -40.0602874800511 -22.2322712346095, -40.0602874872859 -22.2348754153653, -40.0602874945217 -22.23747959612, -40.0602875017586 -22.2400837768738, -40.0602875089965 -22.2426879576265, -40.0602875162356 -22.2452921383781, -40.0602875234757 -22.2478963191287, -40.0602875307168 -22.2505004998783, -40.0602875379591 -22.2531046806269, -40.0602875452024 -22.2557088613744, -40.0602875524468 -22.2583130421209, -40.0602875596923 -22.2609172228663, -40.0602875669389 -22.2635214036108, -40.0602875741865 -22.2661255843541, -40.0602875814352 -22.2687297650965, -40.060287588685 -22.2713339458378, -40.0602875959358 -22.2739381265781, -40.0602876031878 -22.2765423073173, -40.0602876104408 -22.2791464880555, -40.0602876176949 -22.2817506687927, -40.06028762495 -22.2843548495288, -40.0602876322062 -22.2869590302639, -40.0602876394636 -22.289563210998, -40.0602876467219 -22.292167391731, -40.0602876539814 -22.294771572463, -40.0602876539814 -22.294771572463))"
Rodada 2,PINTASSILGO,11.0,3R Potiguar S.A.,486100039012000A,,,Potiguar,658.0,PTS,,,Produção,0.0,ÓLEO,1147,T,"POLYGON ((-37.193047693279 -5.2113267149749, -37.1956518829029 -5.21132671357032, -37.1982560725261 -5.21132671216565, -37.2008602621486 -5.21132671076088, -37.2034644517704 -5.21132670935602, -37.2060686413915 -5.21132670795106, -37.2086728310119 -5.211326706546, -37.2112770206316 -5.21132670514085, -37.2138812102506 -5.21132670373561, -37.2138812116491 -5.21393089137814, -37.2138812130483 -5.21653507901986, -37.2138812144482 -5.21913926666076, -37.2164854040667 -5.21913926525332, -37.2190895936846 -5.21913926384578, -37.2216937833018 -5.21913926243815, -37.2242979729183 -5.21913926103043, -37.226902162534 -5.21913925962261, -37.2295063521491 -5.21913925821469, -37.2321105417635 -5.21913925680668, -37.2347147313771 -5.21913925539858, -37.2347147299765 -5.21653506776328, -37.2347147285765 -5.21393088012717, -37.2347147271773 -5.21132669249024, -37.2347147257788 -5.20872250485249, -37.2321105361655 -5.20872250625779, -37.2295063465515 -5.208722507663, -37.2295063451539 -5.20611832002303, -37.229506343757 -5.20351413238225, -37.2295063423607 -5.20090994474065, -37.2295063409652 -5.19830575709823, -37.2269021513509 -5.19830575850054, -37.2242979617359 -5.19830575990276, -37.2216937721202 -5.19830576130488, -37.2190895825038 -5.19830576270691, -37.2190895811094 -5.19570157506087, -37.2190895797157 -5.19309738741402, -37.2190895783227 -5.19049319976634, -37.2190895769304 -5.18788901211786, -37.2164853873136 -5.18788901351699, -37.2138811976962 -5.18788901491603, -37.211277008078 -5.18788901631497, -37.2086728184592 -5.18788901771382, -37.2060686288396 -5.18788901911257, -37.2034644392194 -5.18788902051123, -37.2008602495984 -5.18788902190979, -37.1982560599768 -5.18788902330826, -37.1956518703544 -5.18788902470663, -37.1930476807314 -5.18788902610492, -37.1930476821227 -5.19049321376041, -37.1930476835148 -5.19309740141508, -37.1930476849075 -5.19570158906894, -37.193047686301 -5.19830577672197, -37.1930476876952 -5.20090996437419, -37.1930476890901 -5.2035141520256, -37.1930476904857 -5.20611833967618, -37.193047691882 -5.20872252732595, -37.193047693279 -5.2113267149749, -37.193047693279 -5.2113267149749))"
