poco,cadastro,operador,poco_operador,estado,bacia,bloco,sig_campo,campo,terra_mar,poco_pos_anp,tipo,categoria,reclassificacao,situacao,início,término,conclusao,titularidade,latitude_base_4c,longitude_base_4c,latitude_base_dd,longitude_base_dd,datum_horizontal,tipo_de_coordenada_de_base,direcao,profundidade_vertical_m,profundidade_sondador_m,profundidade_medida_m,referencia_de_profundidade,mesa_rotativa,cota_altimetrica_m,lamina_d_agua_m,datum_vertical,unidade_estratigrafica,geologia_grupo_final,geologia_formacao_final,geologia_membro_final,cdpe,agp,pc,pag,perfis_convencionais,durante_perfuracao,perfis_digitais,perfis_processados,perfis_especiais,amostra_lateral,sismica,tabela_tempo_profundidade,dados_direcionais,teste_a_cabo,teste_de_formacao,canhoneio,testemunho,geoquimica,sig_sonda,nom_sonda,atingiu_presal,dha_atualizacao
9-MLS-186D-RJS,74281026178,Petrobras,9MLS186DRJS,RJ,Campos,nan,MLS  ,MARLIM SUL,M,S,9,Especial,OBSERVAÇÃO,ABANDONADO PERMANENTEMENTE,2012-04-17,2012-05-16,2012-05-22,Público,"	-22:38:36,790","	-39:58:22,841","-22,6435527777","-39,9730113888",SIRGAS2000,Definitiva,Direcional,-2897.0,3735.0,3735.0,MR,24.0,0.0,1840.0,NM,nan,nan,nan,nan,Existe,nan,nan,nan,nan,Existe,nan,nan,nan,nan,nan,nan,Existe,Existe,nan,nan,nan,nan,SS-80,SS Pantanal,N,2024-11-24
9-MLS-188D-RJS,74281025580,Petrobras,9MLS188DRJS,RJ,Campos,MLS,MLS  ,MARLIM SUL,M,S,9,Especial,OBSERVAÇÃO,ABANDONADO PERMANENTEMENTE,2011-06-19,2011-08-23,2011-08-31,Público,"	-22:37:42,345","	-39:58:08,726","-22,6284291666","-39,9690905555",SIRGAS2000,Definitiva,Direcional,-2970.0,3717.0,3717.0,MR,24.0,0.0,1800.0,NM,nan,nan,nan,nan,Existe,nan,nan,nan,nan,Existe,nan,nan,nan,nan,nan,nan,Existe,Existe,nan,nan,nan,nan,SS-80,SS Pantanal,N,2024-11-24
9-MLS-196-RJS,74281025315,Petrobras,9MLS196RJS,RJ,Campos,MLS,MLS  ,MARLIM SUL,M,S,9,Especial,OBSERVAÇÃO,ABANDONADO PERMANENTEMENTE,2011-01-23,2011-01-24,2011-01-26,Público,"	-22:35:15,858","	-40:02:42,113","-22,5877383333","-40,0450313888",SIRGAS2000,Definitiva,Vertical,-1500.0,1525.0,1525.0,MR,25.0,0.0,1237.0,NM,nan,nan,nan,nan,Existe,nan,nan,nan,nan,Existe,nan,nan,nan,nan,nan,nan,Existe,nan,nan,nan,nan,nan,SS-51,LOUSIANA,N,2024-11-24
9-MLS-197-RJS,74281025354,Petrobras,9MLS197RJS,RJ,Campos,MLS,MLS  ,MARLIM SUL,M,S,9,Especial,OBSERVAÇÃO,ABANDONADO PERMANENTEMENTE,2011-02-13,2011-02-14,2011-02-14,Público,"	-22:33:52,178","	-40:04:42,024","-22,5644938888","-40,07834",SIRGAS2000,Definitiva,Vertical,-1379.0,1392.0,1392.0,MR,13.0,0.0,1077.0,NM,nan,nan,nan,nan,Existe,nan,nan,nan,nan,Existe,nan,nan,nan,nan,nan,nan,Existe,nan,nan,nan,nan,nan,NS-18,NOBLE MURAVLENKO,N,2024-11-24
9-MLS-199D-RJS,74281028849,Petrobras,9MLS199DRJS,RJ,Campos,nan,MLS  ,MARLIM SUL,M,S,9,Especial,OBSERVAÇÃO,ABANDONADO PERMANENTEMENTE,2016-08-13,2016-10-31,2016-10-31,Público,"	-22:34:34,343","	-40:05:02,839","-22,5762063888","-40,0841219444",SIRGAS2000,Definitiva,Direcional,-2686.0,3216.0,3216.0,MR,26.0,0.0,1095.0,NM,nan,Campos,Ubatuba,Geribá,Existe,nan,nan,nan,nan,Existe,nan,nan,nan,nan,nan,nan,Existe,Existe,nan,nan,nan,nan,NS-44,LAGUNA STAR,I,2024-11-24
9-MLS-203D-RJS,74281027623,Petrobras,9MLS203DRJS,RJ,Campos,nan,MLS  ,MARLIM SUL,M,S,9,Especial,OBSERVAÇÃO,ABANDONADO PERMANENTEMENTE,2014-05-16,2014-08-05,2014-08-10,Público,"	-22:39:23,864","	-40:00:15,952","-22,6566288888","-40,0044311111",SIRGAS2000,Definitiva,Direcional,-2791.0,3210.0,3210.0,MR,25.0,0.0,1698.0,NM,nan,Campos,Ubatuba,Geribá,Existe,nan,nan,nan,nan,Existe,nan,nan,nan,nan,nan,nan,Existe,nan,nan,nan,nan,nan,SS-51,LOUSIANA,N,2024-11-24
9-MLS-212D-RJS,74281027201,Petrobras,9MLS212DRJS,RJ,Campos,nan,MLS  ,MARLIM SUL,M,S,9,Especial,OBSERVAÇÃO,ABANDONADO PERMANENTEMENTE,2013-07-15,2013-08-04,2013-08-12,Público,"	-22:39:13,667","	-39:58:33,857","-22,6537963888","-39,9760713888",SIRGAS2000,Definitiva,Direcional,-3237.0,3318.0,3318.0,MR,26.0,0.0,1889.0,NM,nan,Campos,Carapebus,nan,Existe,nan,nan,nan,Existe,Existe,nan,nan,nan,nan,nan,nan,Existe,Existe,nan,nan,nan,nan,NS-43,AMARALINA STAR,N,2024-11-24
9-MLS-22D-RJS,742810241700,Petrobras,9MLS 0022D RJS,RJ,Campos,MLS,MLS  ,MARLIM SUL,M,N,9,Especial,OBSERVAÇÃO,ABANDONADO TEMPORARIAMENTE SEM MONITORAMENTO,2000-03-14,2000-03-25,2000-03-25,Público,"	-22:29:45,610","	-40:02:46,295","-22,4960027777","-40,0461930555",SIRGAS2000,Definitiva,Direcional,0.0,3121.0,0.0,MR,22.0,0.0,1020.0,NM,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,Existe,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,SS-41,TRANSOCEAN LEGEND,nan,2024-11-24
9-MLS-226DA-RJS,74281028939,Petrobras,9MLS226DARJS,RJ,Campos,MLS,MLS  ,MARLIM SUL,M,S,9,Especial,ABANDONADO POR OUTRAS RAZÕES,ABANDONADO PERMANENTEMENTE,2017-02-04,2017-02-14,2017-02-20,Público,"	-22:33:37,381","	-40:00:47,088","-22,5603836111","-40,01308",SIRGAS2000,Definitiva,Direcional,0.0,4014.0,4014.0,MR,23.0,0.0,1263.0,NM,nan,Campos,Ubatuba,nan,Existe,nan,nan,nan,nan,Existe,nan,Existe,nan,nan,nan,nan,Existe,nan,nan,nan,nan,nan,NS-44,LAGUNA STAR,N,2024-11-24
9-MLS-24D-RJS,742810242200,Petrobras,9MLS 0024D RJS,RJ,Campos,MLS,MLS  ,MARLIM SUL,M,N,9,Especial,OBSERVAÇÃO,ABANDONADO PERMANENTEMENTE,2000-03-23,2000-04-10,2000-04-10,Público,"	-22:36:55,945","	-40:01:27,174","-22,6155402777","-40,024215",SIRGAS2000,Definitiva,Direcional,0.0,3269.0,0.0,MR,17.0,0.0,1380.0,NM,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,Existe,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,NS-21,OCEAN CLIPPER,nan,2024-11-24
9-MLS-26D-RJS,742810243100,Petrobras,9MLS 0026D RJS,RJ,Campos,MLS,MLS  ,MARLIM SUL,M,N,9,Especial,OBSERVAÇÃO,ABANDONADO PERMANENTEMENTE,2000-04-16,2000-04-29,2000-04-29,Público,"	-22:32:45,156","	-40:06:19,265","-22,5458766666","-40,1053513888",SIRGAS2000,Definitiva,Direcional,0.0,3105.0,0.0,MR,22.0,0.0,988.0,NM,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,Existe,nan,nan,nan,nan,nan,Existe,nan,nan,nan,nan,nan,SS-41,TRANSOCEAN LEGEND,nan,2024-11-24
9-MLS-50D-RJS,74281020623,Petrobras,9MLS50DRJS,RJ,Campos,MLS,MLS  ,MARLIM SUL,M,S,9,Especial,OBSERVAÇÃO,ABANDONADO PERMANENTEMENTE,2003-08-31,2003-09-19,2003-09-25,Público,"	-22:31:02,074","	-40:06:34,822","-22,5172427777","-40,1096727777",SIRGAS2000,Definitiva,Direcional,0.0,3122.0,3122.0,MR,14.0,0.0,937.0,NM,nan,nan,nan,nan,nan,Existe,nan,nan,nan,nan,Existe,nan,nan,nan,nan,nan,Existe,nan,nan,nan,nan,nan,NS-15,PARAGON DPDS3 (NOBLE ROGER EASON),nan,2024-11-24
9-MLS-64D-RJS,74281024040,Petrobras,9MLS64DRJS,RJ,Campos,MLS,MLS  ,MARLIM SUL,M,S,9,Especial,OBSERVAÇÃO,ABANDONADO PERMANENTEMENTE,2009-07-18,2009-08-20,2009-08-24,Público,"	-22:34:29,950","	-40:06:34,382","-22,5749861111","-40,1095505555",SIRGAS2000,Definitiva,Direcional,2752.0,0.0,3377.0,MR,14.0,0.0,1060.0,NM,nan,nan,nan,nan,Existe,nan,nan,nan,nan,Existe,nan,nan,nan,nan,nan,nan,Existe,nan,nan,nan,nan,nan,NS-17,PARAGON DPDS2 (NOBLE LEO SEGERIUS),nan,2024-11-24
9-MLS-7-RJS,742810237300,Petrobras,9MLS 0007  RJS,RJ,Campos,MLS,MLS  ,MARLIM SUL,M,N,9,Especial,INDEFINIDO,ABANDONADO PERMANENTEMENTE,1999-08-17,1999-12-04,1999-12-04,Público,"	-22:35:35,657","	-40:04:17,399","-22,5932380555","-40,0714997222",SIRGAS2000,Definitiva,Vertical,0.0,2887.0,0.0,MR,27.0,0.0,1180.0,NM,nan,nan,nan,nan,nan,Existe,Existe,nan,Existe,nan,Existe,nan,nan,nan,nan,nan,Existe,Existe,nan,nan,nan,nan,SS-16,PETROBRAS X,nan,2024-11-24
9-MLS-82-RJS,74281020142,Petrobras,9MLS82RJS,RJ,Campos,MLS,MLS  ,MARLIM SUL,M,S,9,Especial,nan,ABANDONADO PERMANENTEMENTE,2002-08-28,2002-09-25,2002-10-09,Público,"	-22:36:17,188","	-39:57:13,825","-22,6047744444","-39,9538402777",SIRGAS2000,Definitiva,Vertical,0.0,3402.0,3402.0,MR,17.0,0.0,1816.0,NM,nan,nan,nan,nan,nan,Existe,nan,nan,Existe,Existe,Existe,nan,nan,nan,nan,nan,Existe,Existe,nan,nan,nan,nan,NS-23,DEEPWATER NAVIGATOR,I,2024-11-24
