bacia_sedimentar,código_do_poço_(api),nome_do_poço_(anp),profundidade_(m),identificador_da_caixa,total_de_caixas,data_de_conclusão_do_poço,município/estado,depositária
ALMADA MAR,202660709800.0,1-BAS-71,443.5,1,8.0,1982-07-25,CATU/BA,PETROBRAS
ALMADA MAR,202660709800.0,1-BAS-71,445.0,1,8.0,1982-07-25,CATU/BA,PETROBRAS
ALMADA MAR,202660709800.0,1-BAS-71,464.5,1,8.0,1982-07-25,CATU/BA,PETROBRAS
ALMADA MAR,202660709800.0,1-BAS-71,469.5,1,8.0,1982-07-25,CATU/BA,PETROBRAS
ALMADA MAR,202660709800.0,1-BAS-71,478.5,1,8.0,1982-07-25,CATU/BA,PETROBRAS
ALMADA MAR,202660709800.0,1-BAS-71,482.5,1,8.0,1982-07-25,CATU/BA,PETROBRAS
ALMADA MAR,202660709800.0,1-BAS-71,485.0,1,8.0,1982-07-25,CATU/BA,PETROBRAS
ALMADA MAR,202660709800.0,1-BAS-71,487.0,1,8.0,1982-07-25,CATU/BA,PETROBRAS
ALMADA MAR,202660709800.0,1-BAS-71,500.4,1,8.0,1982-07-25,CATU/BA,PETROBRAS
ALMADA MAR,202660709800.0,1-BAS-71,505.0,1,8.0,1982-07-25,CATU/BA,PETROBRAS
ALMADA MAR,202660709800.0,1-BAS-71,509.0,1,8.0,1982-07-25,CATU/BA,PETROBRAS
ALMADA MAR,202660709800.0,1-BAS-71,520.0,1,8.0,1982-07-25,CATU/BA,PETROBRAS
ALMADA MAR,202660709800.0,1-BAS-71,534.0,1,8.0,1982-07-25,CATU/BA,PETROBRAS
ALMADA MAR,202660709800.0,1-BAS-71,537.5,1,8.0,1982-07-25,CATU/BA,PETROBRAS
ALMADA MAR,202660709800.0,1-BAS-71,543.5,1,8.0,1982-07-25,CATU/BA,PETROBRAS
ALMADA MAR,202660709800.0,1-BAS-71,549.9,1,8.0,1982-07-25,CATU/BA,PETROBRAS
ALMADA MAR,202660709800.0,1-BAS-71,555.0,1,8.0,1982-07-25,CATU/BA,PETROBRAS
ALMADA MAR,202660709800.0,1-BAS-71,561.4,1,8.0,1982-07-25,CATU/BA,PETROBRAS
ALMADA MAR,202660709800.0,1-BAS-71,561.8,1,8.0,1982-07-25,CATU/BA,PETROBRAS
ALMADA MAR,202660709800.0,1-BAS-71,564.5,1,8.0,1982-07-25,CATU/BA,PETROBRAS
ALMADA MAR,202660709800.0,1-BAS-71,567.9,1,8.0,1982-07-25,CATU/BA,PETROBRAS
ALMADA MAR,202660709800.0,1-BAS-71,599.0,1,8.0,1982-07-25,CATU/BA,PETROBRAS
ALMADA MAR,202660709800.0,1-BAS-71,617.5,1,8.0,1982-07-25,CATU/BA,PETROBRAS
ALMADA MAR,202660709800.0,1-BAS-71,638.0,1,8.0,1982-07-25,CATU/BA,PETROBRAS
ALMADA MAR,202660709800.0,1-BAS-71,643.5,1,8.0,1982-07-25,CATU/BA,PETROBRAS
ALMADA MAR,202660709800.0,1-BAS-71,662.9,1,8.0,1982-07-25,CATU/BA,PETROBRAS
ALMADA MAR,202660709800.0,1-BAS-71,677.0,1,8.0,1982-07-25,CATU/BA,PETROBRAS
ALMADA MAR,202660709800.0,1-BAS-71,684.7,1,8.0,1982-07-25,CATU/BA,PETROBRAS
ALMADA MAR,202660709800.0,1-BAS-71,687.0,1,8.0,1982-07-25,CATU/BA,PETROBRAS
ALMADA MAR,202660709800.0,1-BAS-71,710.0,1,8.0,1982-07-25,CATU/BA,PETROBRAS
ALMADA MAR,202660709800.0,1-BAS-71,721.6,2,8.0,1982-07-25,CATU/BA,PETROBRAS
ALMADA MAR,202660709800.0,1-BAS-71,733.0,2,8.0,1982-07-25,CATU/BA,PETROBRAS
ALMADA MAR,202660709800.0,1-BAS-71,737.5,2,8.0,1982-07-25,CATU/BA,PETROBRAS
ALMADA MAR,202660709800.0,1-BAS-71,741.5,2,8.0,1982-07-25,CATU/BA,PETROBRAS
ALMADA MAR,202660709800.0,1-BAS-71,743.4,2,8.0,1982-07-25,CATU/BA,PETROBRAS
ALMADA MAR,202660709800.0,1-BAS-71,781.6,2,8.0,1982-07-25,CATU/BA,PETROBRAS
ALMADA MAR,202660709800.0,1-BAS-71,795.0,2,8.0,1982-07-25,CATU/BA,PETROBRAS
ALMADA MAR,202660709800.0,1-BAS-71,808.0,2,8.0,1982-07-25,CATU/BA,PETROBRAS
ALMADA MAR,202660709800.0,1-BAS-71,817.0,2,8.0,1982-07-25,CATU/BA,PETROBRAS
ALMADA MAR,202660709800.0,1-BAS-71,861.0,2,8.0,1982-07-25,CATU/BA,PETROBRAS
ALMADA MAR,202660709800.0,1-BAS-71,881.0,2,8.0,1982-07-25,CATU/BA,PETROBRAS
ALMADA MAR,202660709800.0,1-BAS-71,886.0,2,8.0,1982-07-25,CATU/BA,PETROBRAS
ALMADA MAR,202660709800.0,1-BAS-71,886.9,2,8.0,1982-07-25,CATU/BA,PETROBRAS
ALMADA MAR,202660709800.0,1-BAS-71,899.1,2,8.0,1982-07-25,CATU/BA,PETROBRAS
ALMADA MAR,202660709800.0,1-BAS-71,905.6,2,8.0,1982-07-25,CATU/BA,PETROBRAS
ALMADA MAR,202660709800.0,1-BAS-71,911.0,2,8.0,1982-07-25,CATU/BA,PETROBRAS
ALMADA MAR,202660709800.0,1-BAS-71,937.0,2,8.0,1982-07-25,CATU/BA,PETROBRAS
ALMADA MAR,202660709800.0,1-BAS-71,938.1,2,8.0,1982-07-25,CATU/BA,PETROBRAS
ALMADA MAR,202660709800.0,1-BAS-71,950.5,2,8.0,1982-07-25,CATU/BA,PETROBRAS
ALMADA MAR,202660709800.0,1-BAS-71,953.6,2,8.0,1982-07-25,CATU/BA,PETROBRAS
ALMADA MAR,202660709800.0,1-BAS-71,962.4,2,8.0,1982-07-25,CATU/BA,PETROBRAS
ALMADA MAR,202660709800.0,1-BAS-71,976.1,2,8.0,1982-07-25,CATU/BA,PETROBRAS
ALMADA MAR,202660709800.0,1-BAS-71,982.5,2,8.0,1982-07-25,CATU/BA,PETROBRAS
ALMADA MAR,202660709800.0,1-BAS-71,985.0,2,8.0,1982-07-25,CATU/BA,PETROBRAS
ALMADA MAR,202660709800.0,1-BAS-71,987.6,2,8.0,1982-07-25,CATU/BA,PETROBRAS
ALMADA MAR,202660709800.0,1-BAS-71,990.0,2,8.0,1982-07-25,CATU/BA,PETROBRAS
ALMADA MAR,202660709800.0,1-BAS-71,991.5,2,8.0,1982-07-25,CATU/BA,PETROBRAS
ALMADA MAR,202660709800.0,1-BAS-71,992.5,2,8.0,1982-07-25,CATU/BA,PETROBRAS
ALMADA MAR,202660709800.0,1-BAS-71,994.3,2,8.0,1982-07-25,CATU/BA,PETROBRAS
ALMADA MAR,202660709800.0,1-BAS-71,996.0,2,8.0,1982-07-25,CATU/BA,PETROBRAS
ALMADA MAR,202660709800.0,1-BAS-71,997.5,3,8.0,1982-07-25,CATU/BA,PETROBRAS
ALMADA MAR,202660709800.0,1-BAS-71,998.6,3,8.0,1982-07-25,CATU/BA,PETROBRAS
SÃO FRANCISCO,58275025530.0,1-BRSA-948-MG,500.0,1,1.0,2011-10-13,CATU/BA,PETROBRAS
SÃO FRANCISCO,58275025530.0,1-BRSA-948-MG,512.0,1,1.0,2011-10-13,CATU/BA,PETROBRAS
SÃO FRANCISCO,58275025530.0,1-BRSA-948-MG,535.0,1,1.0,2011-10-13,CATU/BA,PETROBRAS
SÃO FRANCISCO,58275025530.0,1-BRSA-948-MG,552.0,1,1.0,2011-10-13,CATU/BA,PETROBRAS
SÃO FRANCISCO,58275025530.0,1-BRSA-948-MG,565.0,1,1.0,2011-10-13,CATU/BA,PETROBRAS
SÃO FRANCISCO,58275025530.0,1-BRSA-948-MG,570.0,1,1.0,2011-10-13,CATU/BA,PETROBRAS
SÃO FRANCISCO,58275025530.0,1-BRSA-948-MG,590.0,1,1.0,2011-10-13,CATU/BA,PETROBRAS
SÃO FRANCISCO,58275025530.0,1-BRSA-948-MG,595.0,1,1.0,2011-10-13,CATU/BA,PETROBRAS
SÃO FRANCISCO,58275025530.0,1-BRSA-948-MG,600.0,1,1.0,2011-10-13,CATU/BA,PETROBRAS
SÃO FRANCISCO,58275025530.0,1-BRSA-948-MG,610.0,1,1.0,2011-10-13,CATU/BA,PETROBRAS
SÃO FRANCISCO,58275025530.0,1-BRSA-948-MG,615.0,1,1.0,2011-10-13,CATU/BA,PETROBRAS
SÃO FRANCISCO,58275025530.0,1-BRSA-948-MG,620.0,1,1.0,2011-10-13,CATU/BA,PETROBRAS
SÃO FRANCISCO,58275025530.0,1-BRSA-948-MG,630.0,1,1.0,2011-10-13,CATU/BA,PETROBRAS
SÃO FRANCISCO,58275025530.0,1-BRSA-948-MG,650.0,1,1.0,2011-10-13,CATU/BA,PETROBRAS
SÃO FRANCISCO,58275025530.0,1-BRSA-948-MG,660.0,1,1.0,2011-10-13,CATU/BA,PETROBRAS
SÃO FRANCISCO,58275025530.0,1-BRSA-948-MG,667.0,1,1.0,2011-10-13,CATU/BA,PETROBRAS
SÃO FRANCISCO,58275025530.0,1-BRSA-948-MG,670.0,1,1.0,2011-10-13,CATU/BA,PETROBRAS
SÃO FRANCISCO,58275025530.0,1-BRSA-948-MG,680.0,1,1.0,2011-10-13,CATU/BA,PETROBRAS
SÃO FRANCISCO,58275025530.0,1-BRSA-948-MG,690.0,1,1.0,2011-10-13,CATU/BA,PETROBRAS
SÃO FRANCISCO,58275025530.0,1-BRSA-948-MG,700.0,1,1.0,2011-10-13,CATU/BA,PETROBRAS
SÃO FRANCISCO,58275025530.0,1-BRSA-948-MG,750.0,1,1.0,2011-10-13,CATU/BA,PETROBRAS
SÃO FRANCISCO,58275025530.0,1-BRSA-948-MG,800.0,1,1.0,2011-10-13,CATU/BA,PETROBRAS
SÃO FRANCISCO,58275025530.0,1-BRSA-948-MG,850.0,1,1.0,2011-10-13,CATU/BA,PETROBRAS
SÃO FRANCISCO,58275025530.0,1-BRSA-948-MG,880.0,1,1.0,2011-10-13,CATU/BA,PETROBRAS
SÃO FRANCISCO,58275025530.0,1-BRSA-948-MG,890.0,1,1.0,2011-10-13,CATU/BA,PETROBRAS
SÃO FRANCISCO,58275025530.0,1-BRSA-948-MG,903.0,1,1.0,2011-10-13,CATU/BA,PETROBRAS
SÃO FRANCISCO,58275025530.0,1-BRSA-948-MG,910.0,1,1.0,2011-10-13,CATU/BA,PETROBRAS
SÃO FRANCISCO,58275025530.0,1-BRSA-948-MG,920.0,1,1.0,2011-10-13,CATU/BA,PETROBRAS
SÃO FRANCISCO,58275025530.0,1-BRSA-948-MG,930.0,1,1.0,2011-10-13,CATU/BA,PETROBRAS
SÃO FRANCISCO,58275025530.0,1-BRSA-948-MG,935.0,1,1.0,2011-10-13,CATU/BA,PETROBRAS
SÃO FRANCISCO,58275025530.0,1-BRSA-948-MG,940.0,1,1.0,2011-10-13,CATU/BA,PETROBRAS
SÃO FRANCISCO,58275025530.0,1-BRSA-948-MG,947.0,1,1.0,2011-10-13,CATU/BA,PETROBRAS
SÃO FRANCISCO,58275025530.0,1-BRSA-948-MG,952.0,1,1.0,2011-10-13,CATU/BA,PETROBRAS
SÃO FRANCISCO,58275025530.0,1-BRSA-948-MG,955.0,1,1.0,2011-10-13,CATU/BA,PETROBRAS
SÃO FRANCISCO,58275025530.0,1-BRSA-948-MG,957.0,1,1.0,2011-10-13,CATU/BA,PETROBRAS
SÃO FRANCISCO,58275025530.0,1-BRSA-948-MG,960.0,1,1.0,2011-10-13,CATU/BA,PETROBRAS
SÃO FRANCISCO,58275025530.0,1-BRSA-948-MG,963.0,1,1.0,2011-10-13,CATU/BA,PETROBRAS
SÃO FRANCISCO,58275025530.0,1-BRSA-948-MG,982.0,1,1.0,2011-10-13,CATU/BA,PETROBRAS
SÃO FRANCISCO,58275025530.0,1-BRSA-948-MG,994.0,1,1.0,2011-10-13,CATU/BA,PETROBRAS
SÃO FRANCISCO,58275025064.0,1-BRSA-871-MG,450.0,1,1.0,2011-05-10,CATU/BA,PETROBRAS
SÃO FRANCISCO,58275025064.0,1-BRSA-871-MG,488.0,1,1.0,2011-05-10,CATU/BA,PETROBRAS
SÃO FRANCISCO,58275025064.0,1-BRSA-871-MG,526.0,1,1.0,2011-05-10,CATU/BA,PETROBRAS
SÃO FRANCISCO,58275025064.0,1-BRSA-871-MG,544.5,1,1.0,2011-05-10,CATU/BA,PETROBRAS
SÃO FRANCISCO,58275025064.0,1-BRSA-871-MG,563.0,1,1.0,2011-05-10,CATU/BA,PETROBRAS
SÃO FRANCISCO,58275025064.0,1-BRSA-871-MG,596.0,1,1.0,2011-05-10,CATU/BA,PETROBRAS
SÃO FRANCISCO,58275025064.0,1-BRSA-871-MG,630.0,1,1.0,2011-05-10,CATU/BA,PETROBRAS
SÃO FRANCISCO,58275025064.0,1-BRSA-871-MG,677.0,1,1.0,2011-05-10,CATU/BA,PETROBRAS
SÃO FRANCISCO,58275025064.0,1-BRSA-871-MG,714.0,1,1.0,2011-05-10,CATU/BA,PETROBRAS
SÃO FRANCISCO,58275025064.0,1-BRSA-871-MG,751.0,1,1.0,2011-05-10,CATU/BA,PETROBRAS
SÃO FRANCISCO,58275025064.0,1-BRSA-871-MG,800.5,1,1.0,2011-05-10,CATU/BA,PETROBRAS
SÃO FRANCISCO,58275025064.0,1-BRSA-871-MG,850.0,1,1.0,2011-05-10,CATU/BA,PETROBRAS
SÃO FRANCISCO,58275025064.0,1-BRSA-871-MG,879.0,1,1.0,2011-05-10,CATU/BA,PETROBRAS
SÃO FRANCISCO,58275025064.0,1-BRSA-871-MG,895.5,1,1.0,2011-05-10,CATU/BA,PETROBRAS
SÃO FRANCISCO,58275025064.0,1-BRSA-871-MG,935.0,1,1.0,2011-05-10,CATU/BA,PETROBRAS
SÃO FRANCISCO,58275025064.0,1-BRSA-871-MG,962.0,1,1.0,2011-05-10,CATU/BA,PETROBRAS
SÃO FRANCISCO,58275025064.0,1-BRSA-871-MG,976.0,1,1.0,2011-05-10,CATU/BA,PETROBRAS
SÃO FRANCISCO,58275025825.0,1-BRSA-1005-MG,460.0,1,1.0,2012-07-02,CATU/BA,PETROBRAS
SÃO FRANCISCO,58275025825.0,1-BRSA-1005-MG,479.0,1,1.0,2012-07-02,CATU/BA,PETROBRAS
SÃO FRANCISCO,58275025825.0,1-BRSA-1005-MG,499.5,1,1.0,2012-07-02,CATU/BA,PETROBRAS
SÃO FRANCISCO,58275025825.0,1-BRSA-1005-MG,536.0,1,1.0,2012-07-02,CATU/BA,PETROBRAS
SÃO FRANCISCO,58275025825.0,1-BRSA-1005-MG,616.0,1,1.0,2012-07-02,CATU/BA,PETROBRAS
SÃO FRANCISCO,58275025825.0,1-BRSA-1005-MG,617.0,1,1.0,2012-07-02,CATU/BA,PETROBRAS
SÃO FRANCISCO,58275025825.0,1-BRSA-1005-MG,621.0,1,1.0,2012-07-02,CATU/BA,PETROBRAS
SÃO FRANCISCO,58275025825.0,1-BRSA-1005-MG,626.0,1,1.0,2012-07-02,CATU/BA,PETROBRAS
SÃO FRANCISCO,58275025825.0,1-BRSA-1005-MG,627.0,1,1.0,2012-07-02,CATU/BA,PETROBRAS
SÃO FRANCISCO,58275025825.0,1-BRSA-1005-MG,631.0,1,1.0,2012-07-02,CATU/BA,PETROBRAS
SÃO FRANCISCO,58275025825.0,1-BRSA-1005-MG,631.0,1,1.0,2012-07-02,CATU/BA,PETROBRAS
SÃO FRANCISCO,58275025825.0,1-BRSA-1005-MG,701.0,1,1.0,2012-07-02,CATU/BA,PETROBRAS
SÃO FRANCISCO,58275025825.0,1-BRSA-1005-MG,742.0,1,1.0,2012-07-02,CATU/BA,PETROBRAS
SÃO FRANCISCO,58275025825.0,1-BRSA-1005-MG,742.0,1,1.0,2012-07-02,CATU/BA,PETROBRAS
SÃO FRANCISCO,58275025825.0,1-BRSA-1005-MG,767.0,1,1.0,2012-07-02,CATU/BA,PETROBRAS
SÃO FRANCISCO,58275025825.0,1-BRSA-1005-MG,774.5,1,1.0,2012-07-02,CATU/BA,PETROBRAS
SÃO FRANCISCO,58275025825.0,1-BRSA-1005-MG,780.0,1,1.0,2012-07-02,CATU/BA,PETROBRAS
SÃO FRANCISCO,58275025825.0,1-BRSA-1005-MG,785.5,1,1.0,2012-07-02,CATU/BA,PETROBRAS
SÃO FRANCISCO,58275025825.0,1-BRSA-1005-MG,786.0,1,1.0,2012-07-02,CATU/BA,PETROBRAS
SÃO FRANCISCO,58275025825.0,1-BRSA-1005-MG,789.5,1,1.0,2012-07-02,CATU/BA,PETROBRAS
SÃO FRANCISCO,58275025825.0,1-BRSA-1005-MG,795.5,1,1.0,2012-07-02,CATU/BA,PETROBRAS
SÃO FRANCISCO,58275025825.0,1-BRSA-1005-MG,815.0,1,1.0,2012-07-02,CATU/BA,PETROBRAS
SÃO FRANCISCO,58275025825.0,1-BRSA-1005-MG,831.0,1,1.0,2012-07-02,CATU/BA,PETROBRAS
SÃO FRANCISCO,58275025825.0,1-BRSA-1005-MG,842.0,1,1.0,2012-07-02,CATU/BA,PETROBRAS
SÃO FRANCISCO,58275025825.0,1-BRSA-1005-MG,891.0,1,1.0,2012-07-02,CATU/BA,PETROBRAS
SÃO FRANCISCO,58275025825.0,1-BRSA-1005-MG,911.0,1,1.0,2012-07-02,CATU/BA,PETROBRAS
SÃO FRANCISCO,58275025825.0,1-BRSA-1005-MG,924.0,1,1.0,2012-07-02,CATU/BA,PETROBRAS
SÃO FRANCISCO,58275025825.0,1-BRSA-1005-MG,956.0,1,1.0,2012-07-02,CATU/BA,PETROBRAS
SÃO FRANCISCO,58275025825.0,1-BRSA-1005-MG,995.0,1,1.0,2012-07-02,CATU/BA,PETROBRAS
RECÔNCAVO TERRA,20240028112.0,1-BRSA-1299D-BA,617.0,1,1.0,2015-09-05,CATU/BA,PETROBRAS
RECÔNCAVO TERRA,20240028112.0,1-BRSA-1299D-BA,618.0,1,1.0,2015-09-05,CATU/BA,PETROBRAS
RECÔNCAVO TERRA,20240028112.0,1-BRSA-1299D-BA,622.0,1,1.0,2015-09-05,CATU/BA,PETROBRAS
RECÔNCAVO TERRA,20240028112.0,1-BRSA-1299D-BA,632.0,1,1.0,2015-09-05,CATU/BA,PETROBRAS
RECÔNCAVO TERRA,20240028112.0,1-BRSA-1299D-BA,683.5,1,1.0,2015-09-05,CATU/BA,PETROBRAS
RECÔNCAVO TERRA,20240028112.0,1-BRSA-1299D-BA,684.5,1,1.0,2015-09-05,CATU/BA,PETROBRAS
RECÔNCAVO TERRA,20240028112.0,1-BRSA-1299D-BA,685.6,1,1.0,2015-09-05,CATU/BA,PETROBRAS
RECÔNCAVO TERRA,20240028112.0,1-BRSA-1299D-BA,690.0,1,1.0,2015-09-05,CATU/BA,PETROBRAS
RECÔNCAVO TERRA,20240028112.0,1-BRSA-1299D-BA,691.0,1,1.0,2015-09-05,CATU/BA,PETROBRAS
RECÔNCAVO TERRA,20240028112.0,1-BRSA-1299D-BA,700.5,1,1.0,2015-09-05,CATU/BA,PETROBRAS
RECÔNCAVO TERRA,20240028112.0,1-BRSA-1299D-BA,710.0,1,1.0,2015-09-05,CATU/BA,PETROBRAS
RECÔNCAVO TERRA,20240028112.0,1-BRSA-1299D-BA,712.0,1,1.0,2015-09-05,CATU/BA,PETROBRAS
RECÔNCAVO TERRA,20240028112.0,1-BRSA-1299D-BA,714.0,1,1.0,2015-09-05,CATU/BA,PETROBRAS
RECÔNCAVO TERRA,20240028112.0,1-BRSA-1299D-BA,731.0,1,1.0,2015-09-05,CATU/BA,PETROBRAS
RECÔNCAVO TERRA,20240028112.0,1-BRSA-1299D-BA,732.0,1,1.0,2015-09-05,CATU/BA,PETROBRAS
RECÔNCAVO TERRA,20240028112.0,1-BRSA-1299D-BA,733.0,1,1.0,2015-09-05,CATU/BA,PETROBRAS
RECÔNCAVO TERRA,20240028112.0,1-BRSA-1299D-BA,746.0,1,1.0,2015-09-05,CATU/BA,PETROBRAS
RECÔNCAVO TERRA,20240028112.0,1-BRSA-1299D-BA,747.0,1,1.0,2015-09-05,CATU/BA,PETROBRAS
RECÔNCAVO TERRA,20240028112.0,1-BRSA-1299D-BA,748.0,1,1.0,2015-09-05,CATU/BA,PETROBRAS
RECÔNCAVO TERRA,20240028112.0,1-BRSA-1299D-BA,771.6,1,1.0,2015-09-05,CATU/BA,PETROBRAS
RECÔNCAVO TERRA,20240028112.0,1-BRSA-1299D-BA,773.0,1,1.0,2015-09-05,CATU/BA,PETROBRAS
RECÔNCAVO TERRA,20240028112.0,1-BRSA-1299D-BA,774.0,1,1.0,2015-09-05,CATU/BA,PETROBRAS
RECÔNCAVO TERRA,20240028112.0,1-BRSA-1299D-BA,779.0,1,1.0,2015-09-05,CATU/BA,PETROBRAS
RECÔNCAVO TERRA,20240028112.0,1-BRSA-1299D-BA,793.0,1,1.0,2015-09-05,CATU/BA,PETROBRAS
RECÔNCAVO TERRA,20240028112.0,1-BRSA-1299D-BA,805.8,1,1.0,2015-09-05,CATU/BA,PETROBRAS
RECÔNCAVO TERRA,20240028112.0,1-BRSA-1299D-BA,808.8,1,1.0,2015-09-05,CATU/BA,PETROBRAS
RECÔNCAVO TERRA,20240028112.0,1-BRSA-1299D-BA,817.3,1,1.0,2015-09-05,CATU/BA,PETROBRAS
RECÔNCAVO TERRA,20240028112.0,1-BRSA-1299D-BA,823.8,1,1.0,2015-09-05,CATU/BA,PETROBRAS
RECÔNCAVO TERRA,20240028112.0,1-BRSA-1299D-BA,825.7,1,1.0,2015-09-05,CATU/BA,PETROBRAS
RECÔNCAVO TERRA,20240028112.0,1-BRSA-1299D-BA,826.7,1,1.0,2015-09-05,CATU/BA,PETROBRAS
RECÔNCAVO TERRA,20240028112.0,1-BRSA-1299D-BA,829.0,1,1.0,2015-09-05,CATU/BA,PETROBRAS
RECÔNCAVO TERRA,20240028112.0,1-BRSA-1299D-BA,830.0,1,1.0,2015-09-05,CATU/BA,PETROBRAS
RECÔNCAVO TERRA,20240028112.0,1-BRSA-1299D-BA,831.0,1,1.0,2015-09-05,CATU/BA,PETROBRAS
RECÔNCAVO TERRA,20240028112.0,1-BRSA-1299D-BA,850.6,1,1.0,2015-09-05,CATU/BA,PETROBRAS
RECÔNCAVO TERRA,20240028112.0,1-BRSA-1299D-BA,857.0,1,1.0,2015-09-05,CATU/BA,PETROBRAS
RECÔNCAVO TERRA,20240028112.0,1-BRSA-1299D-BA,858.0,1,1.0,2015-09-05,CATU/BA,PETROBRAS
RECÔNCAVO TERRA,20240028112.0,1-BRSA-1299D-BA,859.5,1,1.0,2015-09-05,CATU/BA,PETROBRAS
RECÔNCAVO TERRA,20240028112.0,1-BRSA-1299D-BA,862.6,1,1.0,2015-09-05,CATU/BA,PETROBRAS
RECÔNCAVO TERRA,20240028112.0,1-BRSA-1299D-BA,863.3,1,1.0,2015-09-05,CATU/BA,PETROBRAS
RECÔNCAVO TERRA,20240028112.0,1-BRSA-1299D-BA,867.5,1,1.0,2015-09-05,CATU/BA,PETROBRAS
RECÔNCAVO TERRA,20240028112.0,1-BRSA-1299D-BA,868.4,1,1.0,2015-09-05,CATU/BA,PETROBRAS
RECÔNCAVO TERRA,20240028112.0,1-BRSA-1299D-BA,876.5,1,1.0,2015-09-05,CATU/BA,PETROBRAS
RECÔNCAVO TERRA,20240028112.0,1-BRSA-1299D-BA,878.0,1,1.0,2015-09-05,CATU/BA,PETROBRAS
RECÔNCAVO TERRA,20240028112.0,1-BRSA-1299D-BA,882.0,1,1.0,2015-09-05,CATU/BA,PETROBRAS
RECÔNCAVO TERRA,20240028112.0,1-BRSA-1299D-BA,888.0,1,1.0,2015-09-05,CATU/BA,PETROBRAS
RECÔNCAVO TERRA,20240028112.0,1-BRSA-1299D-BA,889.0,1,1.0,2015-09-05,CATU/BA,PETROBRAS
RECÔNCAVO TERRA,20240028112.0,1-BRSA-1299D-BA,890.0,1,1.0,2015-09-05,CATU/BA,PETROBRAS
RECÔNCAVO TERRA,20240028112.0,1-BRSA-1299D-BA,894.0,1,1.0,2015-09-05,CATU/BA,PETROBRAS
RECÔNCAVO TERRA,20240028112.0,1-BRSA-1299D-BA,901.8,1,1.0,2015-09-05,CATU/BA,PETROBRAS
RECÔNCAVO TERRA,20240028112.0,1-BRSA-1299D-BA,902.8,1,1.0,2015-09-05,CATU/BA,PETROBRAS
RECÔNCAVO TERRA,20240028112.0,1-BRSA-1299D-BA,914.4,1,1.0,2015-09-05,CATU/BA,PETROBRAS
RECÔNCAVO TERRA,20240028112.0,1-BRSA-1299D-BA,916.0,1,1.0,2015-09-05,CATU/BA,PETROBRAS
RECÔNCAVO TERRA,20240028112.0,1-BRSA-1299D-BA,917.3,1,1.0,2015-09-05,CATU/BA,PETROBRAS
RECÔNCAVO TERRA,20240028112.0,1-BRSA-1299D-BA,932.0,1,1.0,2015-09-05,CATU/BA,PETROBRAS
RECÔNCAVO TERRA,20240028112.0,1-BRSA-1299D-BA,956.0,1,1.0,2015-09-05,CATU/BA,PETROBRAS
RECÔNCAVO TERRA,20240028112.0,1-BRSA-1299D-BA,957.0,1,1.0,2015-09-05,CATU/BA,PETROBRAS
RECÔNCAVO TERRA,20240028112.0,1-BRSA-1299D-BA,958.2,1,1.0,2015-09-05,CATU/BA,PETROBRAS
RECÔNCAVO TERRA,20240028112.0,1-BRSA-1299D-BA,970.5,1,1.0,2015-09-05,CATU/BA,PETROBRAS
RECÔNCAVO TERRA,20240028112.0,1-BRSA-1299D-BA,973.0,1,1.0,2015-09-05,CATU/BA,PETROBRAS
RECÔNCAVO TERRA,20240028112.0,1-BRSA-1299D-BA,993.2,1,1.0,2015-09-05,CATU/BA,PETROBRAS
RECÔNCAVO TERRA,20240025097.0,4-BRSA-877D-BA,786.5,1,1.0,2010-12-11,CATU/BA,PETROBRAS
RECÔNCAVO TERRA,20240025097.0,4-BRSA-877D-BA,787.5,1,1.0,2010-12-11,CATU/BA,PETROBRAS
RECÔNCAVO TERRA,20240025097.0,4-BRSA-877D-BA,800.7,1,1.0,2010-12-11,CATU/BA,PETROBRAS
RECÔNCAVO TERRA,20240025097.0,4-BRSA-877D-BA,806.0,1,1.0,2010-12-11,CATU/BA,PETROBRAS
RECÔNCAVO TERRA,20240025097.0,4-BRSA-877D-BA,807.0,1,1.0,2010-12-11,CATU/BA,PETROBRAS
RECÔNCAVO TERRA,20240025097.0,4-BRSA-877D-BA,808.0,1,1.0,2010-12-11,CATU/BA,PETROBRAS
RECÔNCAVO TERRA,20240025097.0,4-BRSA-877D-BA,809.0,1,1.0,2010-12-11,CATU/BA,PETROBRAS
RECÔNCAVO TERRA,20240025097.0,4-BRSA-877D-BA,810.0,1,1.0,2010-12-11,CATU/BA,PETROBRAS
RECÔNCAVO TERRA,20240025097.0,4-BRSA-877D-BA,811.0,1,1.0,2010-12-11,CATU/BA,PETROBRAS
RECÔNCAVO TERRA,20240025097.0,4-BRSA-877D-BA,812.1,1,1.0,2010-12-11,CATU/BA,PETROBRAS
RECÔNCAVO TERRA,20240025097.0,4-BRSA-877D-BA,813.0,1,1.0,2010-12-11,CATU/BA,PETROBRAS
RECÔNCAVO TERRA,20240025097.0,4-BRSA-877D-BA,814.0,1,1.0,2010-12-11,CATU/BA,PETROBRAS
RECÔNCAVO TERRA,20240025097.0,4-BRSA-877D-BA,816.4,1,1.0,2010-12-11,CATU/BA,PETROBRAS
RECÔNCAVO TERRA,20240025097.0,4-BRSA-877D-BA,831.0,1,1.0,2010-12-11,CATU/BA,PETROBRAS
RECÔNCAVO TERRA,20240025097.0,4-BRSA-877D-BA,832.0,1,1.0,2010-12-11,CATU/BA,PETROBRAS
