bacia_sedimentar,código_do_poço_(api),nome_do_poço_(anp),profundidade_(m),identificador_da_caixa,total_de_caixas,data_de_conclusão_do_poço,município/estado,depositária
CAMPOS,74281028227.0,3-REPF-16D-RJS,6825.0,1,2.0,2015-11-23,RIO DE JANEIRO/RJ,EQUINOR
CAMPOS,74281028227.0,3-REPF-16D-RJS,6827.0,1,2.0,2015-11-23,RIO DE JANEIRO/RJ,EQUINOR
CAMPOS,74281028227.0,3-REPF-16D-RJS,6831.0,1,2.0,2015-11-23,RIO DE JANEIRO/RJ,EQUINOR
CAMPOS,74281028227.0,3-REPF-16D-RJS,6841.3,2,2.0,2015-11-23,RIO DE JANEIRO/RJ,EQUINOR
CAMPOS,74281028227.0,3-REPF-16D-RJS,6846.5,2,2.0,2015-11-23,RIO DE JANEIRO/RJ,EQUINOR
CAMPOS,74281028227.0,3-REPF-16D-RJS,6850.6,2,2.0,2015-11-23,RIO DE JANEIRO/RJ,EQUINOR
CAMPOS,74281028227.0,3-REPF-16D-RJS,6853.0,2,2.0,2015-11-23,RIO DE JANEIRO/RJ,EQUINOR
CAMPOS,74281028227.0,3-REPF-16D-RJS,6859.0,2,2.0,2015-11-23,RIO DE JANEIRO/RJ,EQUINOR
CAMPOS,74281028227.0,3-REPF-16D-RJS,6863.5,2,2.0,2015-11-23,RIO DE JANEIRO/RJ,EQUINOR
CAMPOS,74281028227.0,3-REPF-16D-RJS,6869.0,2,2.0,2015-11-23,RIO DE JANEIRO/RJ,EQUINOR
CAMPOS,74281028227.0,3-REPF-16D-RJS,6876.0,2,2.0,2015-11-23,RIO DE JANEIRO/RJ,EQUINOR
CAMPOS,74281028227.0,3-REPF-16D-RJS,6883.0,2,2.0,2015-11-23,RIO DE JANEIRO/RJ,EQUINOR
CAMPOS,74281028227.0,3-REPF-16D-RJS,6894.5,2,2.0,2015-11-23,RIO DE JANEIRO/RJ,EQUINOR
CAMPOS,74281028227.0,3-REPF-16D-RJS,6896.0,2,2.0,2015-11-23,RIO DE JANEIRO/RJ,EQUINOR
CAMPOS,74281028227.0,3-REPF-16D-RJS,6898.4,2,2.0,2015-11-23,RIO DE JANEIRO/RJ,EQUINOR
CAMPOS,74281028227.0,3-REPF-16D-RJS,6901.0,2,2.0,2015-11-23,RIO DE JANEIRO/RJ,EQUINOR
CAMPOS,74281028227.0,3-REPF-16D-RJS,6909.0,2,2.0,2015-11-23,RIO DE JANEIRO/RJ,EQUINOR
CAMPOS,74281028227.0,3-REPF-16D-RJS,6915.0,2,2.0,2015-11-23,RIO DE JANEIRO/RJ,EQUINOR
CAMPOS,74281028227.0,3-REPF-16D-RJS,6926.0,2,2.0,2015-11-23,RIO DE JANEIRO/RJ,EQUINOR
CAMPOS,74281028227.0,3-REPF-16D-RJS,6933.0,2,2.0,2015-11-23,RIO DE JANEIRO/RJ,EQUINOR
CAMPOS,74281028227.0,3-REPF-16D-RJS,6942.0,2,2.0,2015-11-23,RIO DE JANEIRO/RJ,EQUINOR
CAMPOS,74281028227.0,3-REPF-16D-RJS,6950.0,2,2.0,2015-11-23,RIO DE JANEIRO/RJ,EQUINOR
CAMPOS,74281028227.0,3-REPF-16D-RJS,6955.5,2,2.0,2015-11-23,RIO DE JANEIRO/RJ,EQUINOR
CAMPOS,74281028227.0,3-REPF-16D-RJS,6962.0,2,2.0,2015-11-23,RIO DE JANEIRO/RJ,EQUINOR
CAMPOS,74281028227.0,3-REPF-16D-RJS,6965.6,2,2.0,2015-11-23,RIO DE JANEIRO/RJ,EQUINOR
CAMPOS,74281028227.0,3-REPF-16D-RJS,6972.3,2,2.0,2015-11-23,RIO DE JANEIRO/RJ,EQUINOR
CAMPOS,74281028609.0,3-REPF-17-RJS,6014.5,1,2.0,2016-04-04,RIO DE JANEIRO/RJ,EQUINOR
CAMPOS,74281028609.0,3-REPF-17-RJS,6021.0,1,2.0,2016-04-04,RIO DE JANEIRO/RJ,EQUINOR
CAMPOS,74281028609.0,3-REPF-17-RJS,6026.0,1,2.0,2016-04-04,RIO DE JANEIRO/RJ,EQUINOR
CAMPOS,74281028609.0,3-REPF-17-RJS,6028.7,1,2.0,2016-04-04,RIO DE JANEIRO/RJ,EQUINOR
CAMPOS,74281028609.0,3-REPF-17-RJS,6031.6,1,2.0,2016-04-04,RIO DE JANEIRO/RJ,EQUINOR
CAMPOS,74281028609.0,3-REPF-17-RJS,6036.5,1,2.0,2016-04-04,RIO DE JANEIRO/RJ,EQUINOR
CAMPOS,74281028609.0,3-REPF-17-RJS,6040.0,1,2.0,2016-04-04,RIO DE JANEIRO/RJ,EQUINOR
CAMPOS,74281028609.0,3-REPF-17-RJS,6044.2,1,2.0,2016-04-04,RIO DE JANEIRO/RJ,EQUINOR
CAMPOS,74281028609.0,3-REPF-17-RJS,6048.2,1,2.0,2016-04-04,RIO DE JANEIRO/RJ,EQUINOR
CAMPOS,74281028609.0,3-REPF-17-RJS,6054.8,1,2.0,2016-04-04,RIO DE JANEIRO/RJ,EQUINOR
CAMPOS,74281028609.0,3-REPF-17-RJS,6059.0,1,2.0,2016-04-04,RIO DE JANEIRO/RJ,EQUINOR
CAMPOS,74281028609.0,3-REPF-17-RJS,6069.6,1,2.0,2016-04-04,RIO DE JANEIRO/RJ,EQUINOR
CAMPOS,74281028609.0,3-REPF-17-RJS,6072.4,1,2.0,2016-04-04,RIO DE JANEIRO/RJ,EQUINOR
CAMPOS,74281028609.0,3-REPF-17-RJS,6082.0,1,2.0,2016-04-04,RIO DE JANEIRO/RJ,EQUINOR
CAMPOS,74281028609.0,3-REPF-17-RJS,6086.2,1,2.0,2016-04-04,RIO DE JANEIRO/RJ,EQUINOR
CAMPOS,74281028609.0,3-REPF-17-RJS,6090.5,1,2.0,2016-04-04,RIO DE JANEIRO/RJ,EQUINOR
CAMPOS,74281028609.0,3-REPF-17-RJS,6095.8,1,2.0,2016-04-04,RIO DE JANEIRO/RJ,EQUINOR
CAMPOS,74281028609.0,3-REPF-17-RJS,6100.5,1,2.0,2016-04-04,RIO DE JANEIRO/RJ,EQUINOR
CAMPOS,74281028609.0,3-REPF-17-RJS,6109.0,1,2.0,2016-04-04,RIO DE JANEIRO/RJ,EQUINOR
CAMPOS,74281028609.0,3-REPF-17-RJS,6113.8,1,2.0,2016-04-04,RIO DE JANEIRO/RJ,EQUINOR
CAMPOS,74281028609.0,3-REPF-17-RJS,6119.2,1,2.0,2016-04-04,RIO DE JANEIRO/RJ,EQUINOR
CAMPOS,74281028609.0,3-REPF-17-RJS,6121.4,1,2.0,2016-04-04,RIO DE JANEIRO/RJ,EQUINOR
CAMPOS,74281028609.0,3-REPF-17-RJS,6128.4,1,2.0,2016-04-04,RIO DE JANEIRO/RJ,EQUINOR
CAMPOS,74281028609.0,3-REPF-17-RJS,6135.0,2,2.0,2016-04-04,RIO DE JANEIRO/RJ,EQUINOR
CAMPOS,74281028609.0,3-REPF-17-RJS,6139.8,2,2.0,2016-04-04,RIO DE JANEIRO/RJ,EQUINOR
CAMPOS,74281028609.0,3-REPF-17-RJS,6144.0,2,2.0,2016-04-04,RIO DE JANEIRO/RJ,EQUINOR
CAMPOS,74281028609.0,3-REPF-17-RJS,6147.0,2,2.0,2016-04-04,RIO DE JANEIRO/RJ,EQUINOR
CAMPOS,74281028609.0,3-REPF-17-RJS,6150.8,2,2.0,2016-04-04,RIO DE JANEIRO/RJ,EQUINOR
CAMPOS,74281028609.0,3-REPF-17-RJS,6162.0,2,2.0,2016-04-04,RIO DE JANEIRO/RJ,EQUINOR
CAMPOS,74281028609.0,3-REPF-17-RJS,6168.9,2,2.0,2016-04-04,RIO DE JANEIRO/RJ,EQUINOR
CAMPOS,74281028609.0,3-REPF-17-RJS,6173.6,2,2.0,2016-04-04,RIO DE JANEIRO/RJ,EQUINOR
CAMPOS,74281028609.0,3-REPF-17-RJS,6183.0,2,2.0,2016-04-04,RIO DE JANEIRO/RJ,EQUINOR
CAMPOS,74281028609.0,3-REPF-17-RJS,6186.3,2,2.0,2016-04-04,RIO DE JANEIRO/RJ,EQUINOR
CAMPOS,74281028609.0,3-REPF-17-RJS,6190.0,2,2.0,2016-04-04,RIO DE JANEIRO/RJ,EQUINOR
CAMPOS,74281028609.0,3-REPF-17-RJS,6194.5,2,2.0,2016-04-04,RIO DE JANEIRO/RJ,EQUINOR
CAMPOS,74281028609.0,3-REPF-17-RJS,6196.5,2,2.0,2016-04-04,RIO DE JANEIRO/RJ,EQUINOR
CAMPOS,74281028609.0,3-REPF-17-RJS,6201.0,2,2.0,2016-04-04,RIO DE JANEIRO/RJ,EQUINOR
CAMPOS,74281028609.0,3-REPF-17-RJS,6204.0,2,2.0,2016-04-04,RIO DE JANEIRO/RJ,EQUINOR
CAMPOS,74281028609.0,3-REPF-17-RJS,6207.0,2,2.0,2016-04-04,RIO DE JANEIRO/RJ,EQUINOR
CAMPOS,74281028609.0,3-REPF-17-RJS,6209.0,2,2.0,2016-04-04,RIO DE JANEIRO/RJ,EQUINOR
CAMPOS,74281028609.0,3-REPF-17-RJS,6212.0,2,2.0,2016-04-04,RIO DE JANEIRO/RJ,EQUINOR
CAMPOS,74281025675.0,1-REPF-12D-RJS,6619.7,1,6.0,2012-03-08,RIO DE JANEIRO/RJ,EQUINOR
CAMPOS,74281025675.0,1-REPF-12D-RJS,6622.5,1,6.0,2012-03-08,RIO DE JANEIRO/RJ,EQUINOR
CAMPOS,74281025675.0,1-REPF-12D-RJS,6627.0,1,6.0,2012-03-08,RIO DE JANEIRO/RJ,EQUINOR
CAMPOS,74281025675.0,1-REPF-12D-RJS,6637.5,1,6.0,2012-03-08,RIO DE JANEIRO/RJ,EQUINOR
CAMPOS,74281025675.0,1-REPF-12D-RJS,6650.0,1,6.0,2012-03-08,RIO DE JANEIRO/RJ,EQUINOR
CAMPOS,74281025675.0,1-REPF-12D-RJS,6653.2,1,6.0,2012-03-08,RIO DE JANEIRO/RJ,EQUINOR
CAMPOS,74281025675.0,1-REPF-12D-RJS,6657.2,1,6.0,2012-03-08,RIO DE JANEIRO/RJ,EQUINOR
CAMPOS,74281025675.0,1-REPF-12D-RJS,6661.7,1,6.0,2012-03-08,RIO DE JANEIRO/RJ,EQUINOR
CAMPOS,74281025675.0,1-REPF-12D-RJS,6669.7,1,6.0,2012-03-08,RIO DE JANEIRO/RJ,EQUINOR
CAMPOS,74281025675.0,1-REPF-12D-RJS,6673.0,2,6.0,2012-03-08,RIO DE JANEIRO/RJ,EQUINOR
CAMPOS,74281025675.0,1-REPF-12D-RJS,6679.4,2,6.0,2012-03-08,RIO DE JANEIRO/RJ,EQUINOR
CAMPOS,74281025675.0,1-REPF-12D-RJS,6690.0,2,6.0,2012-03-08,RIO DE JANEIRO/RJ,EQUINOR
CAMPOS,74281025675.0,1-REPF-12D-RJS,6694.0,2,6.0,2012-03-08,RIO DE JANEIRO/RJ,EQUINOR
CAMPOS,74281025675.0,1-REPF-12D-RJS,6697.0,2,6.0,2012-03-08,RIO DE JANEIRO/RJ,EQUINOR
CAMPOS,74281025675.0,1-REPF-12D-RJS,6701.7,2,6.0,2012-03-08,RIO DE JANEIRO/RJ,EQUINOR
CAMPOS,74281025675.0,1-REPF-12D-RJS,6706.0,2,6.0,2012-03-08,RIO DE JANEIRO/RJ,EQUINOR
CAMPOS,74281025675.0,1-REPF-12D-RJS,6710.0,2,6.0,2012-03-08,RIO DE JANEIRO/RJ,EQUINOR
CAMPOS,74281025675.0,1-REPF-12D-RJS,6717.5,3,6.0,2012-03-08,RIO DE JANEIRO/RJ,EQUINOR
CAMPOS,74281025675.0,1-REPF-12D-RJS,6725.0,3,6.0,2012-03-08,RIO DE JANEIRO/RJ,EQUINOR
CAMPOS,74281025675.0,1-REPF-12D-RJS,6730.5,3,6.0,2012-03-08,RIO DE JANEIRO/RJ,EQUINOR
CAMPOS,74281025675.0,1-REPF-12D-RJS,6734.2,3,6.0,2012-03-08,RIO DE JANEIRO/RJ,EQUINOR
CAMPOS,74281025675.0,1-REPF-12D-RJS,6742.5,3,6.0,2012-03-08,RIO DE JANEIRO/RJ,EQUINOR
CAMPOS,74281025675.0,1-REPF-12D-RJS,6754.3,3,6.0,2012-03-08,RIO DE JANEIRO/RJ,EQUINOR
CAMPOS,74281025675.0,1-REPF-12D-RJS,6769.8,3,6.0,2012-03-08,RIO DE JANEIRO/RJ,EQUINOR
CAMPOS,74281025675.0,1-REPF-12D-RJS,6773.6,3,6.0,2012-03-08,RIO DE JANEIRO/RJ,EQUINOR
CAMPOS,74281025675.0,1-REPF-12D-RJS,6779.8,4,6.0,2012-03-08,RIO DE JANEIRO/RJ,EQUINOR
CAMPOS,74281025675.0,1-REPF-12D-RJS,6791.3,4,6.0,2012-03-08,RIO DE JANEIRO/RJ,EQUINOR
CAMPOS,74281025675.0,1-REPF-12D-RJS,6798.3,4,6.0,2012-03-08,RIO DE JANEIRO/RJ,EQUINOR
CAMPOS,74281025675.0,1-REPF-12D-RJS,6803.0,4,6.0,2012-03-08,RIO DE JANEIRO/RJ,EQUINOR
CAMPOS,74281025675.0,1-REPF-12D-RJS,6822.0,4,6.0,2012-03-08,RIO DE JANEIRO/RJ,EQUINOR
CAMPOS,74281025675.0,1-REPF-12D-RJS,6612.0,1,6.0,2012-03-08,RIO DE JANEIRO/RJ,EQUINOR
CAMPOS,74281025675.0,1-REPF-12D-RJS,6622.5,1,6.0,2012-03-08,RIO DE JANEIRO/RJ,EQUINOR
CAMPOS,74281025675.0,1-REPF-12D-RJS,6627.0,1,6.0,2012-03-08,RIO DE JANEIRO/RJ,EQUINOR
CAMPOS,74281025675.0,1-REPF-12D-RJS,6632.2,1,6.0,2012-03-08,RIO DE JANEIRO/RJ,EQUINOR
CAMPOS,74281025675.0,1-REPF-12D-RJS,6643.0,1,6.0,2012-03-08,RIO DE JANEIRO/RJ,EQUINOR
CAMPOS,74281025675.0,1-REPF-12D-RJS,6650.0,1,6.0,2012-03-08,RIO DE JANEIRO/RJ,EQUINOR
CAMPOS,74281025675.0,1-REPF-12D-RJS,6679.4,2,6.0,2012-03-08,RIO DE JANEIRO/RJ,EQUINOR
CAMPOS,74281025675.0,1-REPF-12D-RJS,6687.2,2,6.0,2012-03-08,RIO DE JANEIRO/RJ,EQUINOR
CAMPOS,74281025675.0,1-REPF-12D-RJS,6690.0,2,6.0,2012-03-08,RIO DE JANEIRO/RJ,EQUINOR
CAMPOS,74281025675.0,1-REPF-12D-RJS,6694.0,2,6.0,2012-03-08,RIO DE JANEIRO/RJ,EQUINOR
CAMPOS,74281025675.0,1-REPF-12D-RJS,6713.5,2,6.0,2012-03-08,RIO DE JANEIRO/RJ,EQUINOR
CAMPOS,74281025675.0,1-REPF-12D-RJS,6730.5,2,6.0,2012-03-08,RIO DE JANEIRO/RJ,EQUINOR
CAMPOS,74281025675.0,1-REPF-12D-RJS,6734.2,2,6.0,2012-03-08,RIO DE JANEIRO/RJ,EQUINOR
CAMPOS,74281025675.0,1-REPF-12D-RJS,6773.6,2,6.0,2012-03-08,RIO DE JANEIRO/RJ,EQUINOR
CAMPOS,74281024390.0,6-REPF-6P-RJS,6545.0,1,4.0,2010-02-22,RIO DE JANEIRO/RJ,EQUINOR
CAMPOS,74281024390.0,6-REPF-6P-RJS,6546.5,1,4.0,2010-02-22,RIO DE JANEIRO/RJ,EQUINOR
CAMPOS,74281024390.0,6-REPF-6P-RJS,6548.5,1,4.0,2010-02-22,RIO DE JANEIRO/RJ,EQUINOR
CAMPOS,74281024390.0,6-REPF-6P-RJS,6527.2,2,4.0,2010-02-22,RIO DE JANEIRO/RJ,EQUINOR
CAMPOS,74281024390.0,6-REPF-6P-RJS,6528.0,2,4.0,2010-02-22,RIO DE JANEIRO/RJ,EQUINOR
CAMPOS,74281024390.0,6-REPF-6P-RJS,6531.7,2,4.0,2010-02-22,RIO DE JANEIRO/RJ,EQUINOR
CAMPOS,74281024390.0,6-REPF-6P-RJS,6532.8,2,4.0,2010-02-22,RIO DE JANEIRO/RJ,EQUINOR
CAMPOS,74281024390.0,6-REPF-6P-RJS,6535.5,2,4.0,2010-02-22,RIO DE JANEIRO/RJ,EQUINOR
CAMPOS,74281024390.0,6-REPF-6P-RJS,6536.8,2,4.0,2010-02-22,RIO DE JANEIRO/RJ,EQUINOR
CAMPOS,74281024390.0,6-REPF-6P-RJS,6538.5,2,4.0,2010-02-22,RIO DE JANEIRO/RJ,EQUINOR
CAMPOS,74281024390.0,6-REPF-6P-RJS,6539.3,2,4.0,2010-02-22,RIO DE JANEIRO/RJ,EQUINOR
CAMPOS,74281024390.0,6-REPF-6P-RJS,6540.5,2,4.0,2010-02-22,RIO DE JANEIRO/RJ,EQUINOR
CAMPOS,74281024390.0,6-REPF-6P-RJS,6543.5,2,4.0,2010-02-22,RIO DE JANEIRO/RJ,EQUINOR
CAMPOS,74281024390.0,6-REPF-6P-RJS,6161.5,1,4.0,2010-02-22,RIO DE JANEIRO/RJ,EQUINOR
CAMPOS,74281024390.0,6-REPF-6P-RJS,6169.5,1,4.0,2010-02-22,RIO DE JANEIRO/RJ,EQUINOR
CAMPOS,74281024390.0,6-REPF-6P-RJS,6173.0,1,4.0,2010-02-22,RIO DE JANEIRO/RJ,EQUINOR
CAMPOS,74281024390.0,6-REPF-6P-RJS,6180.0,1,4.0,2010-02-22,RIO DE JANEIRO/RJ,EQUINOR
CAMPOS,74281024390.0,6-REPF-6P-RJS,6193.5,1,4.0,2010-02-22,RIO DE JANEIRO/RJ,EQUINOR
CAMPOS,74281024390.0,6-REPF-6P-RJS,6195.0,1,4.0,2010-02-22,RIO DE JANEIRO/RJ,EQUINOR
CAMPOS,74281024390.0,6-REPF-6P-RJS,6198.5,1,4.0,2010-02-22,RIO DE JANEIRO/RJ,EQUINOR
CAMPOS,74281024390.0,6-REPF-6P-RJS,6199.0,1,4.0,2010-02-22,RIO DE JANEIRO/RJ,EQUINOR
CAMPOS,74281024390.0,6-REPF-6P-RJS,6229.0,1,4.0,2010-02-22,RIO DE JANEIRO/RJ,EQUINOR
CAMPOS,74281024390.0,6-REPF-6P-RJS,6241.5,2,4.0,2010-02-22,RIO DE JANEIRO/RJ,EQUINOR
CAMPOS,74281024390.0,6-REPF-6P-RJS,6246.5,2,4.0,2010-02-22,RIO DE JANEIRO/RJ,EQUINOR
CAMPOS,74281024390.0,6-REPF-6P-RJS,6282.0,2,4.0,2010-02-22,RIO DE JANEIRO/RJ,EQUINOR
CAMPOS,74281024390.0,6-REPF-6P-RJS,6296.7,2,4.0,2010-02-22,RIO DE JANEIRO/RJ,EQUINOR
CAMPOS,74281024390.0,6-REPF-6P-RJS,6325.0,3,4.0,2010-02-22,RIO DE JANEIRO/RJ,EQUINOR
CAMPOS,74281024390.0,6-REPF-6P-RJS,6360.0,3,4.0,2010-02-22,RIO DE JANEIRO/RJ,EQUINOR
CAMPOS,74281024390.0,6-REPF-6P-RJS,6373.0,3,4.0,2010-02-22,RIO DE JANEIRO/RJ,EQUINOR
CAMPOS,74281024390.0,6-REPF-6P-RJS,6428.0,3,4.0,2010-02-22,RIO DE JANEIRO/RJ,EQUINOR
CAMPOS,74281024390.0,6-REPF-6P-RJS,6440.7,4,4.0,2010-02-22,RIO DE JANEIRO/RJ,EQUINOR
CAMPOS,74281024390.0,6-REPF-6P-RJS,6450.0,4,4.0,2010-02-22,RIO DE JANEIRO/RJ,EQUINOR
CAMPOS,74281024390.0,6-REPF-6P-RJS,6455.5,4,4.0,2010-02-22,RIO DE JANEIRO/RJ,EQUINOR
CAMPOS,74281024390.0,6-REPF-6P-RJS,6477.5,4,4.0,2010-02-22,RIO DE JANEIRO/RJ,EQUINOR
CAMPOS,74281024390.0,6-REPF-6P-RJS,6489.0,4,4.0,2010-02-22,RIO DE JANEIRO/RJ,EQUINOR
CAMPOS,74281024390.0,6-REPF-6P-RJS,6499.0,4,4.0,2010-02-22,RIO DE JANEIRO/RJ,EQUINOR
CAMPOS,74281024390.0,6-REPF-6P-RJS,6500.0,4,4.0,2010-02-22,RIO DE JANEIRO/RJ,EQUINOR
CAMPOS,74281024390.0,6-REPF-6P-RJS,6501.0,4,4.0,2010-02-22,RIO DE JANEIRO/RJ,EQUINOR
CAMPOS,74281024390.0,6-REPF-6P-RJS,6506.0,4,4.0,2010-02-22,RIO DE JANEIRO/RJ,EQUINOR
SANTOS,86316027979.0,3-BRSA-1290-SPS,5780.0,1,6.0,2016-01-01,RIO DE JANEIRO/RJ,EQUINOR
SANTOS,86316027979.0,3-BRSA-1290-SPS,5815.0,1,6.0,2016-01-01,RIO DE JANEIRO/RJ,EQUINOR
SANTOS,86316027979.0,3-BRSA-1290-SPS,5820.29,1,6.0,2016-01-01,RIO DE JANEIRO/RJ,EQUINOR
SANTOS,86316027979.0,3-BRSA-1290-SPS,5821.04,1,6.0,2016-01-01,RIO DE JANEIRO/RJ,EQUINOR
SANTOS,86316027979.0,3-BRSA-1290-SPS,5822.51,1,6.0,2016-01-01,RIO DE JANEIRO/RJ,EQUINOR
SANTOS,86316027979.0,3-BRSA-1290-SPS,5823.77,1,6.0,2016-01-01,RIO DE JANEIRO/RJ,EQUINOR
SANTOS,86316027979.0,3-BRSA-1290-SPS,5825.29,1,6.0,2016-01-01,RIO DE JANEIRO/RJ,EQUINOR
SANTOS,86316027979.0,3-BRSA-1290-SPS,5826.14,1,6.0,2016-01-01,RIO DE JANEIRO/RJ,EQUINOR
SANTOS,86316027979.0,3-BRSA-1290-SPS,5828.95,1,6.0,2016-01-01,RIO DE JANEIRO/RJ,EQUINOR
SANTOS,86316027979.0,3-BRSA-1290-SPS,5831.09,1,6.0,2016-01-01,RIO DE JANEIRO/RJ,EQUINOR
SANTOS,86316027979.0,3-BRSA-1290-SPS,5833.68,1,6.0,2016-01-01,RIO DE JANEIRO/RJ,EQUINOR
SANTOS,86316027979.0,3-BRSA-1290-SPS,5835.93,1,6.0,2016-01-01,RIO DE JANEIRO/RJ,EQUINOR
SANTOS,86316027979.0,3-BRSA-1290-SPS,5838.37,1,6.0,2016-01-01,RIO DE JANEIRO/RJ,EQUINOR
SANTOS,86316027979.0,3-BRSA-1290-SPS,5841.58,1,6.0,2016-01-01,RIO DE JANEIRO/RJ,EQUINOR
SANTOS,86316027979.0,3-BRSA-1290-SPS,5844.59,1,6.0,2016-01-01,RIO DE JANEIRO/RJ,EQUINOR
SANTOS,86316027979.0,3-BRSA-1290-SPS,5846.69,1,6.0,2016-01-01,RIO DE JANEIRO/RJ,EQUINOR
SANTOS,86316027979.0,3-BRSA-1290-SPS,5849.5,1,6.0,2016-01-01,RIO DE JANEIRO/RJ,EQUINOR
SANTOS,86316027979.0,3-BRSA-1290-SPS,5851.7,1,6.0,2016-01-01,RIO DE JANEIRO/RJ,EQUINOR
SANTOS,86316027979.0,3-BRSA-1290-SPS,5854.14,1,6.0,2016-01-01,RIO DE JANEIRO/RJ,EQUINOR
SANTOS,86316027979.0,3-BRSA-1290-SPS,5856.53,1,6.0,2016-01-01,RIO DE JANEIRO/RJ,EQUINOR
SANTOS,86316027979.0,3-BRSA-1290-SPS,5857.6,1,6.0,2016-01-01,RIO DE JANEIRO/RJ,EQUINOR
SANTOS,86316027979.0,3-BRSA-1290-SPS,5859.46,1,6.0,2016-01-01,RIO DE JANEIRO/RJ,EQUINOR
SANTOS,86316027979.0,3-BRSA-1290-SPS,5861.42,1,6.0,2016-01-01,RIO DE JANEIRO/RJ,EQUINOR
SANTOS,86316027979.0,3-BRSA-1290-SPS,5863.42,1,6.0,2016-01-01,RIO DE JANEIRO/RJ,EQUINOR
SANTOS,86316027979.0,3-BRSA-1290-SPS,5865.14,2,6.0,2016-01-01,RIO DE JANEIRO/RJ,EQUINOR
SANTOS,86316027979.0,3-BRSA-1290-SPS,5867.73,2,6.0,2016-01-01,RIO DE JANEIRO/RJ,EQUINOR
SANTOS,86316027979.0,3-BRSA-1290-SPS,5870.61,2,6.0,2016-01-01,RIO DE JANEIRO/RJ,EQUINOR
SANTOS,86316027979.0,3-BRSA-1290-SPS,5872.82,2,6.0,2016-01-01,RIO DE JANEIRO/RJ,EQUINOR
SANTOS,86316027979.0,3-BRSA-1290-SPS,5875.31,2,6.0,2016-01-01,RIO DE JANEIRO/RJ,EQUINOR
SANTOS,86316027979.0,3-BRSA-1290-SPS,5877.06,2,6.0,2016-01-01,RIO DE JANEIRO/RJ,EQUINOR
SANTOS,86316027979.0,3-BRSA-1290-SPS,5879.17,2,6.0,2016-01-01,RIO DE JANEIRO/RJ,EQUINOR
SANTOS,86316027979.0,3-BRSA-1290-SPS,5880.15,2,6.0,2016-01-01,RIO DE JANEIRO/RJ,EQUINOR
SANTOS,86316027979.0,3-BRSA-1290-SPS,5881.3,2,6.0,2016-01-01,RIO DE JANEIRO/RJ,EQUINOR
SANTOS,86316027979.0,3-BRSA-1290-SPS,5882.61,2,6.0,2016-01-01,RIO DE JANEIRO/RJ,EQUINOR
SANTOS,86316027979.0,3-BRSA-1290-SPS,5884.3,2,6.0,2016-01-01,RIO DE JANEIRO/RJ,EQUINOR
SANTOS,86316027979.0,3-BRSA-1290-SPS,5885.91,2,6.0,2016-01-01,RIO DE JANEIRO/RJ,EQUINOR
SANTOS,86316027979.0,3-BRSA-1290-SPS,5887.85,2,6.0,2016-01-01,RIO DE JANEIRO/RJ,EQUINOR
SANTOS,86316027979.0,3-BRSA-1290-SPS,5889.91,2,6.0,2016-01-01,RIO DE JANEIRO/RJ,EQUINOR
SANTOS,86316027979.0,3-BRSA-1290-SPS,5892.04,2,6.0,2016-01-01,RIO DE JANEIRO/RJ,EQUINOR
SANTOS,86316027979.0,3-BRSA-1290-SPS,5893.26,2,6.0,2016-01-01,RIO DE JANEIRO/RJ,EQUINOR
SANTOS,86316027979.0,3-BRSA-1290-SPS,5894.5,2,6.0,2016-01-01,RIO DE JANEIRO/RJ,EQUINOR
SANTOS,86316027979.0,3-BRSA-1290-SPS,5896.21,2,6.0,2016-01-01,RIO DE JANEIRO/RJ,EQUINOR
SANTOS,86316027979.0,3-BRSA-1290-SPS,5898.24,2,6.0,2016-01-01,RIO DE JANEIRO/RJ,EQUINOR
SANTOS,86316027979.0,3-BRSA-1290-SPS,5900.8,2,6.0,2016-01-01,RIO DE JANEIRO/RJ,EQUINOR
SANTOS,86316027979.0,3-BRSA-1290-SPS,5902.76,2,6.0,2016-01-01,RIO DE JANEIRO/RJ,EQUINOR
SANTOS,86316027979.0,3-BRSA-1290-SPS,5904.15,2,6.0,2016-01-01,RIO DE JANEIRO/RJ,EQUINOR
SANTOS,86316027979.0,3-BRSA-1290-SPS,5906.24,2,6.0,2016-01-01,RIO DE JANEIRO/RJ,EQUINOR
SANTOS,86316027979.0,3-BRSA-1290-SPS,5908.1,3,6.0,2016-01-01,RIO DE JANEIRO/RJ,EQUINOR
SANTOS,86316027979.0,3-BRSA-1290-SPS,5910.72,3,6.0,2016-01-01,RIO DE JANEIRO/RJ,EQUINOR
SANTOS,86316027979.0,3-BRSA-1290-SPS,5912.52,3,6.0,2016-01-01,RIO DE JANEIRO/RJ,EQUINOR
SANTOS,86316027979.0,3-BRSA-1290-SPS,5914.0,3,6.0,2016-01-01,RIO DE JANEIRO/RJ,EQUINOR
SANTOS,86316027979.0,3-BRSA-1290-SPS,5916.4,3,6.0,2016-01-01,RIO DE JANEIRO/RJ,EQUINOR
SANTOS,86316027979.0,3-BRSA-1290-SPS,5919.54,3,6.0,2016-01-01,RIO DE JANEIRO/RJ,EQUINOR
SANTOS,86316027979.0,3-BRSA-1290-SPS,5921.8,3,6.0,2016-01-01,RIO DE JANEIRO/RJ,EQUINOR
SANTOS,86316027979.0,3-BRSA-1290-SPS,5923.99,3,6.0,2016-01-01,RIO DE JANEIRO/RJ,EQUINOR
