;;;;;;;;
Bacia sedimentar;Código do poço (API);Nome do poço (ANP);Profundidade (m);Identificador da caixa;Total de caixas;Data de conclusão do poço;Município/Estado;Depositária
CAMPOS;74281023752;3-BRSA-715D-RJS;4206;5;6;08/06/2009;RIO DE JANEIRO/RJ;3R
CAMPOS;74281023752;3-BRSA-715D-RJS;4212;5;6;08/06/2009;RIO DE JANEIRO/RJ;3R
CAMPOS;74281023752;3-BRSA-715D-RJS;4213;5;6;08/06/2009;RIO DE JANEIRO/RJ;3R
CAMPOS;74281023752;3-BRSA-715D-RJS;4230;6;6;08/06/2009;RIO DE JANEIRO/RJ;3R
CAMPOS;74281023752;3-BRSA-715D-RJS;4232;6;6;08/06/2009;RIO DE JANEIRO/RJ;3R
CAMPOS;74281023752;3-BRSA-715D-RJS;4238;6;6;08/06/2009;RIO DE JANEIRO/RJ;3R
CAMPOS;74281023752;3-BRSA-715D-RJS;4240;6;6;08/06/2009;RIO DE JANEIRO/RJ;3R
CAMPOS;74281023752;3-BRSA-715D-RJS;4251;6;6;08/06/2009;RIO DE JANEIRO/RJ;3R
CAMPOS;74281023752;3-BRSA-715D-RJS;4260;6;6;08/06/2009;RIO DE JANEIRO/RJ;3R
CAMPOS;74281023752;3-BRSA-715D-RJS;4263;6;6;08/06/2009;RIO DE JANEIRO/RJ;3R
CAMPOS;74281023752;3-BRSA-715D-RJS;4276;6;6;08/06/2009;RIO DE JANEIRO/RJ;3R
CAMPOS;74281023752;3-BRSA-715D-RJS;4287;6;6;08/06/2009;RIO DE JANEIRO/RJ;3R
CAMPOS;74281023752;3-BRSA-715D-RJS;4295;6;6;08/06/2009;RIO DE JANEIRO/RJ;3R
CAMPOS;74281023752;3-BRSA-715D-RJS;4298;6;6;08/06/2009;RIO DE JANEIRO/RJ;3R
CAMPOS;74281023752;3-BRSA-715D-RJS;4302;6;6;08/06/2009;RIO DE JANEIRO/RJ;3R
CAMPOS;74281023752;3-BRSA-715D-RJS;4306;6;6;08/06/2009;RIO DE JANEIRO/RJ;3R
CAMPOS;74281023752;3-BRSA-715D-RJS;4308;6;6;08/06/2009;RIO DE JANEIRO/RJ;3R
CAMPOS;74281023752;3-BRSA-715D-RJS;4315;6;6;08/06/2009;RIO DE JANEIRO/RJ;3R
CAMPOS;74281023752;3-BRSA-715D-RJS;4365;6;6;08/06/2009;RIO DE JANEIRO/RJ;3R
CAMPOS;74281021542;3-BRSA-376-RJS;2875;1;1;22/11/2005;RIO DE JANEIRO/RJ;3R
CAMPOS;74281021542;3-BRSA-376-RJS;3125;1;1;22/11/2005;RIO DE JANEIRO/RJ;3R
CAMPOS;74281021542;3-BRSA-376-RJS;3136;1;1;22/11/2005;RIO DE JANEIRO/RJ;3R
CAMPOS;74281021542;3-BRSA-376-RJS;3143;1;1;22/11/2005;RIO DE JANEIRO/RJ;3R
CAMPOS;74281021542;3-BRSA-376-RJS;3144;1;1;22/11/2005;RIO DE JANEIRO/RJ;3R
CAMPOS;74281021542;3-BRSA-376-RJS;3160;1;1;22/11/2005;RIO DE JANEIRO/RJ;3R
CAMPOS;74281021542;3-BRSA-376-RJS;3161;1;1;22/11/2005;RIO DE JANEIRO/RJ;3R
CAMPOS;74281021542;3-BRSA-376-RJS;3162;1;1;22/11/2005;RIO DE JANEIRO/RJ;3R
CAMPOS;74281021542;3-BRSA-376-RJS;3175;1;1;22/11/2005;RIO DE JANEIRO/RJ;3R
CAMPOS;74281021542;3-BRSA-376-RJS;3181;1;1;22/11/2005;RIO DE JANEIRO/RJ;3R
CAMPOS;74281021542;3-BRSA-376-RJS;3205;1;1;22/11/2005;RIO DE JANEIRO/RJ;3R
CAMPOS;74281021542;3-BRSA-376-RJS;3222;1;1;22/11/2005;RIO DE JANEIRO/RJ;3R
CAMPOS;74281021542;3-BRSA-376-RJS;3277;1;1;22/11/2005;RIO DE JANEIRO/RJ;3R
CAMPOS;74281021542;3-BRSA-376-RJS;3279;1;1;22/11/2005;RIO DE JANEIRO/RJ;3R
CAMPOS;74281021546;3-BRSA-379-RJS;2926;1;1;04/12/2005;RIO DE JANEIRO/RJ;3R
CAMPOS;74281021546;3-BRSA-379-RJS;2937;1;1;04/12/2005;RIO DE JANEIRO/RJ;3R
CAMPOS;74281021546;3-BRSA-379-RJS;2981;1;1;04/12/2005;RIO DE JANEIRO/RJ;3R
CAMPOS;74281021546;3-BRSA-379-RJS;3014;1;1;04/12/2005;RIO DE JANEIRO/RJ;3R
CAMPOS;74281021546;3-BRSA-379-RJS;3103;1;1;04/12/2005;RIO DE JANEIRO/RJ;3R
CAMPOS;74281021546;3-BRSA-379-RJS;3120;1;1;04/12/2005;RIO DE JANEIRO/RJ;3R
CAMPOS;74281021546;3-BRSA-379-RJS;3130;1;1;04/12/2005;RIO DE JANEIRO/RJ;3R
CAMPOS;74281021546;3-BRSA-379-RJS;3146;1;1;04/12/2005;RIO DE JANEIRO/RJ;3R
CAMPOS;74281021546;3-BRSA-379-RJS;3166;1;1;04/12/2005;RIO DE JANEIRO/RJ;3R
CAMPOS;74281021546;3-BRSA-379-RJS;3199;1;1;04/12/2005;RIO DE JANEIRO/RJ;3R
CAMPOS;74281021546;3-BRSA-379-RJS;3213;1;1;04/12/2005;RIO DE JANEIRO/RJ;3R
CAMPOS;74281021546;3-BRSA-379-RJS;3237;1;1;04/12/2005;RIO DE JANEIRO/RJ;3R
CAMPOS;74281021546;3-BRSA-379-RJS;3248;1;1;04/12/2005;RIO DE JANEIRO/RJ;3R
CAMPOS;74281021546;3-BRSA-379-RJS;3342;1;1;04/12/2005;RIO DE JANEIRO/RJ;3R
CAMPOS;74281021546;3-BRSA-379-RJS;3370;1;1;04/12/2005;RIO DE JANEIRO/RJ;3R
CAMPOS;74281026008;8-PPT-5-RJS;2881;1;1;04/03/2012;RIO DE JANEIRO/RJ;3R
CAMPOS;74281026008;8-PPT-5-RJS;2881;1;1;04/03/2012;RIO DE JANEIRO/RJ;3R
CAMPOS;74281026008;8-PPT-5-RJS;2999;1;1;04/03/2012;RIO DE JANEIRO/RJ;3R
CAMPOS;74281026008;8-PPT-5-RJS;3035;1;1;04/03/2012;RIO DE JANEIRO/RJ;3R
CAMPOS;74281026008;8-PPT-5-RJS;3055;1;1;04/03/2012;RIO DE JANEIRO/RJ;3R
CAMPOS;74281026008;8-PPT-5-RJS;3075;1;1;04/03/2012;RIO DE JANEIRO/RJ;3R
CAMPOS;74281026008;8-PPT-5-RJS;3102;1;1;04/03/2012;RIO DE JANEIRO/RJ;3R
CAMPOS;74281026008;8-PPT-5-RJS;3119;1;1;04/03/2012;RIO DE JANEIRO/RJ;3R
CAMPOS;74281026008;8-PPT-5-RJS;3155;1;1;04/03/2012;RIO DE JANEIRO/RJ;3R
CAMPOS;74281026008;8-PPT-5-RJS;3171;1;1;04/03/2012;RIO DE JANEIRO/RJ;3R
CAMPOS;74281026008;8-PPT-5-RJS;3180;1;1;04/03/2012;RIO DE JANEIRO/RJ;3R
CAMPOS;74281026008;8-PPT-5-RJS;3180;1;1;04/03/2012;RIO DE JANEIRO/RJ;3R
CAMPOS;74281026008;8-PPT-5-RJS;3182;1;1;04/03/2012;RIO DE JANEIRO/RJ;3R
CAMPOS;74281026008;8-PPT-5-RJS;3182;1;1;04/03/2012;RIO DE JANEIRO/RJ;3R
CAMPOS;74281026008;8-PPT-5-RJS;3185;1;1;04/03/2012;RIO DE JANEIRO/RJ;3R
CAMPOS;74281026008;8-PPT-5-RJS;3187;1;1;04/03/2012;RIO DE JANEIRO/RJ;3R
CAMPOS;74281026008;8-PPT-5-RJS;3188;1;1;04/03/2012;RIO DE JANEIRO/RJ;3R
CAMPOS;74281026008;8-PPT-5-RJS;3209;1;1;04/03/2012;RIO DE JANEIRO/RJ;3R
CAMPOS;74281026008;8-PPT-5-RJS;3289;1;1;04/03/2012;RIO DE JANEIRO/RJ;3R
CAMPOS;74281026008;8-PPT-5-RJS;3291;1;1;04/03/2012;RIO DE JANEIRO/RJ;3R
CAMPOS;74281026008;8-PPT-5-RJS;3304;1;1;04/03/2012;RIO DE JANEIRO/RJ;3R
CAMPOS;74281026008;8-PPT-5-RJS;3313;1;1;04/03/2012;RIO DE JANEIRO/RJ;3R
CAMPOS;74281025902;8-PPT-6-RJS;2940;1;2;24/12/2011;RIO DE JANEIRO/RJ;3R
CAMPOS;74281025902;8-PPT-6-RJS;2943;1;2;24/12/2011;RIO DE JANEIRO/RJ;3R
CAMPOS;74281025902;8-PPT-6-RJS;2947;1;2;24/12/2011;RIO DE JANEIRO/RJ;3R
CAMPOS;74281025902;8-PPT-6-RJS;2951;1;2;24/12/2011;RIO DE JANEIRO/RJ;3R
CAMPOS;74281025902;8-PPT-6-RJS;3110;1;2;24/12/2011;RIO DE JANEIRO/RJ;3R
CAMPOS;74281025902;8-PPT-6-RJS;3115;1;2;24/12/2011;RIO DE JANEIRO/RJ;3R
CAMPOS;74281025902;8-PPT-6-RJS;3135;1;2;24/12/2011;RIO DE JANEIRO/RJ;3R
CAMPOS;74281025902;8-PPT-6-RJS;3148;1;2;24/12/2011;RIO DE JANEIRO/RJ;3R
CAMPOS;74281025902;8-PPT-6-RJS;3153;1;2;24/12/2011;RIO DE JANEIRO/RJ;3R
CAMPOS;74281025902;8-PPT-6-RJS;3187;1;2;24/12/2011;RIO DE JANEIRO/RJ;3R
CAMPOS;74281025902;8-PPT-6-RJS;3204;1;2;24/12/2011;RIO DE JANEIRO/RJ;3R
CAMPOS;74281025902;8-PPT-6-RJS;3220;1;2;24/12/2011;RIO DE JANEIRO/RJ;3R
CAMPOS;74281025902;8-PPT-6-RJS;3233;1;2;24/12/2011;RIO DE JANEIRO/RJ;3R
CAMPOS;74281025902;8-PPT-6-RJS;3234;1;2;24/12/2011;RIO DE JANEIRO/RJ;3R
CAMPOS;74281025902;8-PPT-6-RJS;3244;1;2;24/12/2011;RIO DE JANEIRO/RJ;3R
CAMPOS;74281025902;8-PPT-6-RJS;3257;1;2;24/12/2011;RIO DE JANEIRO/RJ;3R
CAMPOS;74281025902;8-PPT-6-RJS;3261;1;2;24/12/2011;RIO DE JANEIRO/RJ;3R
CAMPOS;74281025902;8-PPT-6-RJS;3273;1;2;24/12/2011;RIO DE JANEIRO/RJ;3R
CAMPOS;74281025902;8-PPT-6-RJS;3289;2;2;24/12/2011;RIO DE JANEIRO/RJ;3R
CAMPOS;74281025902;8-PPT-6-RJS;3297;2;2;24/12/2011;RIO DE JANEIRO/RJ;3R
CAMPOS;74281025902;8-PPT-6-RJS;3301;2;2;24/12/2011;RIO DE JANEIRO/RJ;3R
CAMPOS;74281025902;8-PPT-6-RJS;3357;2;2;24/12/2011;RIO DE JANEIRO/RJ;3R
CAMPOS;74281025902;8-PPT-6-RJS;3363;2;2;24/12/2011;RIO DE JANEIRO/RJ;3R
CAMPOS;74281025902;8-PPT-6-RJS;3369;2;2;24/12/2011;RIO DE JANEIRO/RJ;3R
CAMPOS;74281025902;8-PPT-6-RJS;3385;2;2;24/12/2011;RIO DE JANEIRO/RJ;3R
CAMPOS;74281025902;8-PPT-6-RJS;3419;2;2;24/12/2011;RIO DE JANEIRO/RJ;3R
CAMPOS;74281025998;9-PPT-3D-RJS;3406;1;2;05/03/2012;RIO DE JANEIRO/RJ;3R
CAMPOS;74281025998;9-PPT-3D-RJS;3409;1;2;05/03/2012;RIO DE JANEIRO/RJ;3R
CAMPOS;74281025998;9-PPT-3D-RJS;3417;1;2;05/03/2012;RIO DE JANEIRO/RJ;3R
CAMPOS;74281025998;9-PPT-3D-RJS;3418;1;2;05/03/2012;RIO DE JANEIRO/RJ;3R
CAMPOS;74281025998;9-PPT-3D-RJS;3427;1;2;05/03/2012;RIO DE JANEIRO/RJ;3R
CAMPOS;74281025998;9-PPT-3D-RJS;3432;1;2;05/03/2012;RIO DE JANEIRO/RJ;3R
CAMPOS;74281025998;9-PPT-3D-RJS;3436;1;2;05/03/2012;RIO DE JANEIRO/RJ;3R
CAMPOS;74281025998;9-PPT-3D-RJS;3447;1;2;05/03/2012;RIO DE JANEIRO/RJ;3R
CAMPOS;74281025998;9-PPT-3D-RJS;3450;1;2;05/03/2012;RIO DE JANEIRO/RJ;3R
CAMPOS;74281025998;9-PPT-3D-RJS;3457;1;2;05/03/2012;RIO DE JANEIRO/RJ;3R
CAMPOS;74281025998;9-PPT-3D-RJS;3460;1;2;05/03/2012;RIO DE JANEIRO/RJ;3R
CAMPOS;74281025998;9-PPT-3D-RJS;3465;1;2;05/03/2012;RIO DE JANEIRO/RJ;3R
CAMPOS;74281025998;9-PPT-3D-RJS;3469;1;2;05/03/2012;RIO DE JANEIRO/RJ;3R
CAMPOS;74281025998;9-PPT-3D-RJS;3475;1;2;05/03/2012;RIO DE JANEIRO/RJ;3R
CAMPOS;74281025998;9-PPT-3D-RJS;3480;1;2;05/03/2012;RIO DE JANEIRO/RJ;3R
CAMPOS;74281025998;9-PPT-3D-RJS;3485;1;2;05/03/2012;RIO DE JANEIRO/RJ;3R
CAMPOS;74281025998;9-PPT-3D-RJS;3486;1;2;05/03/2012;RIO DE JANEIRO/RJ;3R
CAMPOS;74281025998;9-PPT-3D-RJS;3495;1;2;05/03/2012;RIO DE JANEIRO/RJ;3R
CAMPOS;74281025998;9-PPT-3D-RJS;3497;2;2;05/03/2012;RIO DE JANEIRO/RJ;3R
CAMPOS;74281025998;9-PPT-3D-RJS;3499;2;2;05/03/2012;RIO DE JANEIRO/RJ;3R
CAMPOS;74281025998;9-PPT-3D-RJS;3504;2;2;05/03/2012;RIO DE JANEIRO/RJ;3R
CAMPOS;74281025998;9-PPT-3D-RJS;3508;2;2;05/03/2012;RIO DE JANEIRO/RJ;3R
CAMPOS;74281025998;9-PPT-3D-RJS;3512;2;2;05/03/2012;RIO DE JANEIRO/RJ;3R
CAMPOS;74281025998;9-PPT-3D-RJS;3520;2;2;05/03/2012;RIO DE JANEIRO/RJ;3R
CAMPOS;74281025998;9-PPT-3D-RJS;3531;2;2;05/03/2012;RIO DE JANEIRO/RJ;3R
CAMPOS;74281025998;9-PPT-3D-RJS;3556;2;2;05/03/2012;RIO DE JANEIRO/RJ;3R
CAMPOS;74281021174;3-BRSA-325-RJS;3002;1;1;26/02/2005;RIO DE JANEIRO/RJ;3R
CAMPOS;74281021174;3-BRSA-325-RJS;3014;1;1;26/02/2005;RIO DE JANEIRO/RJ;3R
CAMPOS;74281021174;3-BRSA-325-RJS;3023;1;1;26/02/2005;RIO DE JANEIRO/RJ;3R
CAMPOS;74281021174;3-BRSA-325-RJS;3030;1;1;26/02/2005;RIO DE JANEIRO/RJ;3R
CAMPOS;74281021174;3-BRSA-325-RJS;3038;1;1;26/02/2005;RIO DE JANEIRO/RJ;3R
CAMPOS;74281021174;3-BRSA-325-RJS;3109;1;1;26/02/2005;RIO DE JANEIRO/RJ;3R
CAMPOS;74281021174;3-BRSA-325-RJS;3138;1;1;26/02/2005;RIO DE JANEIRO/RJ;3R
CAMPOS;74281021174;3-BRSA-325-RJS;3150;1;1;26/02/2005;RIO DE JANEIRO/RJ;3R
CAMPOS;74281021174;3-BRSA-325-RJS;3170;1;1;26/02/2005;RIO DE JANEIRO/RJ;3R
CAMPOS;74281021174;3-BRSA-325-RJS;3178;1;1;26/02/2005;RIO DE JANEIRO/RJ;3R
CAMPOS;74281021174;3-BRSA-325-RJS;3188;1;1;26/02/2005;RIO DE JANEIRO/RJ;3R
CAMPOS;74281021174;3-BRSA-325-RJS;3202;1;1;26/02/2005;RIO DE JANEIRO/RJ;3R
CAMPOS;74281021174;3-BRSA-325-RJS;3220;1;1;26/02/2005;RIO DE JANEIRO/RJ;3R
CAMPOS;74281021174;3-BRSA-325-RJS;3245;1;1;26/02/2005;RIO DE JANEIRO/RJ;3R
CAMPOS;74281021174;3-BRSA-325-RJS;3272;1;1;26/02/2005;RIO DE JANEIRO/RJ;3R
CAMPOS;74281021174;3-BRSA-325-RJS;3285;1;1;26/02/2005;RIO DE JANEIRO/RJ;3R
CAMPOS;74281021174;3-BRSA-325-RJS;3308;1;1;26/02/2005;RIO DE JANEIRO/RJ;3R
CAMPOS;74281021174;3-BRSA-325-RJS;3323;1;1;26/02/2005;RIO DE JANEIRO/RJ;3R
CAMPOS;74281021174;3-BRSA-325-RJS;3341;1;1;26/02/2005;RIO DE JANEIRO/RJ;3R
CAMPOS;74281021174;3-BRSA-325-RJS;3359;1;1;26/02/2005;RIO DE JANEIRO/RJ;3R
CAMPOS;74281020506;4-BRSA-218-RJS;3018;1;1;24/06/2003;RIO DE JANEIRO/RJ;3R
CAMPOS;74281020506;4-BRSA-218-RJS;3034;1;1;24/06/2003;RIO DE JANEIRO/RJ;3R
CAMPOS;74281020506;4-BRSA-218-RJS;3046;1;1;24/06/2003;RIO DE JANEIRO/RJ;3R
CAMPOS;74281020506;4-BRSA-218-RJS;3048;1;1;24/06/2003;RIO DE JANEIRO/RJ;3R
CAMPOS;74281020506;4-BRSA-218-RJS;3057;1;1;24/06/2003;RIO DE JANEIRO/RJ;3R
CAMPOS;74281020506;4-BRSA-218-RJS;3061;1;1;24/06/2003;RIO DE JANEIRO/RJ;3R
CAMPOS;74281020506;4-BRSA-218-RJS;3067;1;1;24/06/2003;RIO DE JANEIRO/RJ;3R
CAMPOS;74281020506;4-BRSA-218-RJS;3071;1;1;24/06/2003;RIO DE JANEIRO/RJ;3R
CAMPOS;74281020506;4-BRSA-218-RJS;3076;1;1;24/06/2003;RIO DE JANEIRO/RJ;3R
CAMPOS;74281020506;4-BRSA-218-RJS;3093;1;1;24/06/2003;RIO DE JANEIRO/RJ;3R
CAMPOS;74281020506;4-BRSA-218-RJS;3102;1;1;24/06/2003;RIO DE JANEIRO/RJ;3R
CAMPOS;74281020506;4-BRSA-218-RJS;3110;1;1;24/06/2003;RIO DE JANEIRO/RJ;3R
CAMPOS;74281020506;4-BRSA-218-RJS;3121;1;1;24/06/2003;RIO DE JANEIRO/RJ;3R
CAMPOS;74281020506;4-BRSA-218-RJS;3128;1;1;24/06/2003;RIO DE JANEIRO/RJ;3R
CAMPOS;74281020506;4-BRSA-218-RJS;3139;1;1;24/06/2003;RIO DE JANEIRO/RJ;3R
CAMPOS;74281020506;4-BRSA-218-RJS;3142;1;1;24/06/2003;RIO DE JANEIRO/RJ;3R
CAMPOS;74281020506;4-BRSA-218-RJS;3152;1;1;24/06/2003;RIO DE JANEIRO/RJ;3R
CAMPOS;74281020506;4-BRSA-218-RJS;3157;1;1;24/06/2003;RIO DE JANEIRO/RJ;3R
CAMPOS;74281020506;4-BRSA-218-RJS;3162;1;1;24/06/2003;RIO DE JANEIRO/RJ;3R
CAMPOS;74281020506;4-BRSA-218-RJS;3163;1;1;24/06/2003;RIO DE JANEIRO/RJ;3R
CAMPOS;74281020506;4-BRSA-218-RJS;3189;1;1;24/06/2003;RIO DE JANEIRO/RJ;3R
CAMPOS;74281020506;4-BRSA-218-RJS;3193;1;1;24/06/2003;RIO DE JANEIRO/RJ;3R
CAMPOS;74281020506;4-BRSA-218-RJS;3195;1;1;24/06/2003;RIO DE JANEIRO/RJ;3R
CAMPOS;74281020506;4-BRSA-218-RJS;3197;1;1;24/06/2003;RIO DE JANEIRO/RJ;3R
CAMPOS;74281020506;4-BRSA-218-RJS;3258;1;1;24/06/2003;RIO DE JANEIRO/RJ;3R
CAMPOS;74281021547;4-BRSA-380-RJS;2952;1;1;24/12/2005;RIO DE JANEIRO/RJ;3R
CAMPOS;74281021547;4-BRSA-380-RJS;3002;1;1;24/12/2005;RIO DE JANEIRO/RJ;3R
CAMPOS;74281021547;4-BRSA-380-RJS;3007;1;1;24/12/2005;RIO DE JANEIRO/RJ;3R
CAMPOS;74281021547;4-BRSA-380-RJS;3012;1;1;24/12/2005;RIO DE JANEIRO/RJ;3R
CAMPOS;74281021547;4-BRSA-380-RJS;3022;1;1;24/12/2005;RIO DE JANEIRO/RJ;3R
CAMPOS;74281021547;4-BRSA-380-RJS;3029;1;1;24/12/2005;RIO DE JANEIRO/RJ;3R
CAMPOS;74281021547;4-BRSA-380-RJS;3032;1;1;24/12/2005;RIO DE JANEIRO/RJ;3R
CAMPOS;74281021547;4-BRSA-380-RJS;3047;1;1;24/12/2005;RIO DE JANEIRO/RJ;3R
CAMPOS;74281021547;4-BRSA-380-RJS;3057;1;1;24/12/2005;RIO DE JANEIRO/RJ;3R
CAMPOS;74281021547;4-BRSA-380-RJS;3086;1;1;24/12/2005;RIO DE JANEIRO/RJ;3R
CAMPOS;74281021547;4-BRSA-380-RJS;3112;1;1;24/12/2005;RIO DE JANEIRO/RJ;3R
CAMPOS;74281021547;4-BRSA-380-RJS;3115;1;1;24/12/2005;RIO DE JANEIRO/RJ;3R
CAMPOS;74281021547;4-BRSA-380-RJS;3116;1;1;24/12/2005;RIO DE JANEIRO/RJ;3R
CAMPOS;74281021547;4-BRSA-380-RJS;3119;1;1;24/12/2005;RIO DE JANEIRO/RJ;3R
CAMPOS;74281021547;4-BRSA-380-RJS;3120;1;1;24/12/2005;RIO DE JANEIRO/RJ;3R
CAMPOS;74281021547;4-BRSA-380-RJS;3123;1;1;24/12/2005;RIO DE JANEIRO/RJ;3R
CAMPOS;74281021547;4-BRSA-380-RJS;3136;1;1;24/12/2005;RIO DE JANEIRO/RJ;3R
CAMPOS;74281021547;4-BRSA-380-RJS;3150;1;1;24/12/2005;RIO DE JANEIRO/RJ;3R
CAMPOS;74281021547;4-BRSA-380-RJS;3156;1;1;24/12/2005;RIO DE JANEIRO/RJ;3R
CAMPOS;74281021547;4-BRSA-380-RJS;3158;1;1;24/12/2005;RIO DE JANEIRO/RJ;3R
CAMPOS;74281021547;4-BRSA-380-RJS;3167;1;1;24/12/2005;RIO DE JANEIRO/RJ;3R
CAMPOS;74281021547;4-BRSA-380-RJS;3173;1;1;24/12/2005;RIO DE JANEIRO/RJ;3R
CAMPOS;74281021547;4-BRSA-380-RJS;3209;1;1;24/12/2005;RIO DE JANEIRO/RJ;3R
CAMPOS;74281021547;4-BRSA-380-RJS;3227;1;1;24/12/2005;RIO DE JANEIRO/RJ;3R
CAMPOS;74281021547;4-BRSA-380-RJS;3242;1;1;24/12/2005;RIO DE JANEIRO/RJ;3R
POTIGUAR;72100024795;3-BRSA-834-RN;1922;1;1;30/09/2010;RIO DE JANEIRO/RJ;3R
POTIGUAR;72100024795;3-BRSA-834-RN;1925;1;1;30/09/2010;RIO DE JANEIRO/RJ;3R
POTIGUAR;72100024795;3-BRSA-834-RN;1930;1;1;30/09/2010;RIO DE JANEIRO/RJ;3R
POTIGUAR;72100024795;3-BRSA-834-RN;1934;1;1;30/09/2010;RIO DE JANEIRO/RJ;3R
POTIGUAR;72100024795;3-BRSA-834-RN;1941;1;1;30/09/2010;RIO DE JANEIRO/RJ;3R
POTIGUAR;72100024795;3-BRSA-834-RN;1963;1;1;30/09/2010;RIO DE JANEIRO/RJ;3R
POTIGUAR;72100027398;7-SCR-133D-RN;693;1;1;04/02/2014;RIO DE JANEIRO/RJ;3R
POTIGUAR;72100027398;7-SCR-133D-RN;726;1;1;04/02/2014;RIO DE JANEIRO/RJ;3R
POTIGUAR;72100027398;7-SCR-133D-RN;775;1;1;04/02/2014;RIO DE JANEIRO/RJ;3R
POTIGUAR;72100024063;3-BRSA-759-RN;2725;1;1;12/11/2009;RIO DE JANEIRO/RJ;3R
POTIGUAR;72100024063;3-BRSA-759-RN;2730;1;1;12/11/2009;RIO DE JANEIRO/RJ;3R
POTIGUAR;72100024063;3-BRSA-759-RN;2740;1;1;12/11/2009;RIO DE JANEIRO/RJ;3R
POTIGUAR;72100024063;3-BRSA-759-RN;2745;1;1;12/11/2009;RIO DE JANEIRO/RJ;3R
POTIGUAR;72100024063;3-BRSA-759-RN;2755;1;1;12/11/2009;RIO DE JANEIRO/RJ;3R
POTIGUAR;72100024063;3-BRSA-759-RN;2765;1;1;12/11/2009;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000110400;7-FZB-236-CE;38250%;1;1;06/10/1982;RIO DE JANEIRO/RJ;3R
POTIGUAR;721000717500;1-PS-1-RN;2698;1;1;24/07/1986;RIO DE JANEIRO/RJ;3R
POTIGUAR;721000717500;1-PS-1-RN;2751;1;1;24/07/1986;RIO DE JANEIRO/RJ;3R
PARNAÍBA;50090029365;1-ENV-2-MA;1511;1;1;10/04/2019;RIO DE JANEIRO/RJ;ENEVA
PARNAÍBA;50090029365;1-ENV-2-MA;1558;1;1;10/04/2019;RIO DE JANEIRO/RJ;ENEVA
PARNAÍBA;50090029365;1-ENV-2-MA;1643;1;1;10/04/2019;RIO DE JANEIRO/RJ;ENEVA
PARNAÍBA;50090029365;1-ENV-2-MA;1651;1;1;10/04/2019;RIO DE JANEIRO/RJ;ENEVA
PARNAÍBA;50090029365;1-ENV-2-MA;1663;1;1;10/04/2019;RIO DE JANEIRO/RJ;ENEVA
PARNAÍBA;50090029365;1-ENV-2-MA;1767;1;1;10/04/2019;RIO DE JANEIRO/RJ;ENEVA
PARNAÍBA;50090029365;1-ENV-2-MA;1788;1;1;10/04/2019;RIO DE JANEIRO/RJ;ENEVA
PARNAÍBA;50090029365;1-ENV-2-MA;1840;1;1;10/04/2019;RIO DE JANEIRO/RJ;ENEVA
PARNAÍBA;50090029714;3-ENV-20-MA;2159;1;1;20/08/2021;RIO DE JANEIRO/RJ;ENEVA
PARNAÍBA;50090029714;3-ENV-20-MA;2227;1;1;20/08/2021;RIO DE JANEIRO/RJ;ENEVA
PARNAÍBA;50090029714;3-ENV-20-MA;2229;1;1;20/08/2021;RIO DE JANEIRO/RJ;ENEVA
PARNAÍBA;50090029714;3-ENV-20-MA;2244;1;1;20/08/2021;RIO DE JANEIRO/RJ;ENEVA
PARNAÍBA;50090029714;3-ENV-20-MA;2248;1;1;20/08/2021;RIO DE JANEIRO/RJ;ENEVA
PARNAÍBA;50090029714;3-ENV-20-MA;2262;1;1;20/08/2021;RIO DE JANEIRO/RJ;ENEVA
PARNAÍBA;50090029714;3-ENV-20-MA;2281;1;1;20/08/2021;RIO DE JANEIRO/RJ;ENEVA
PARNAÍBA;50090029714;3-ENV-20-MA;2283;1;1;20/08/2021;RIO DE JANEIRO/RJ;ENEVA
PARNAÍBA;50090029714;3-ENV-20-MA;2291;1;1;20/08/2021;RIO DE JANEIRO/RJ;ENEVA
PARNAÍBA;50090029714;3-ENV-20-MA;2297;1;1;20/08/2021;RIO DE JANEIRO/RJ;ENEVA
PARNAÍBA;50090029721;1-ENV-21-MA;2232;1;1;07/09/2021;RIO DE JANEIRO/RJ;ENEVA
PARNAÍBA;50090029721;1-ENV-21-MA;2174;1;1;07/09/2021;RIO DE JANEIRO/RJ;ENEVA
PARNAÍBA;50090029721;1-ENV-21-MA;2177;1;1;07/09/2021;RIO DE JANEIRO/RJ;ENEVA
PARNAÍBA;50090029899;3-ENV-38-MA;1577;1;1;19/10/2022;RIO DE JANEIRO/RJ;ENEVA
PARNAÍBA;50090029899;3-ENV-38-MA;1579;1;1;19/10/2022;RIO DE JANEIRO/RJ;ENEVA
PARNAÍBA;50090029899;3-ENV-38-MA;1581;1;1;19/10/2022;RIO DE JANEIRO/RJ;ENEVA
PARNAÍBA;50090029899;3-ENV-38-MA;1583;1;1;19/10/2022;RIO DE JANEIRO/RJ;ENEVA
PARNAÍBA;50090029899;3-ENV-38-MA;1585;1;1;19/10/2022;RIO DE JANEIRO/RJ;ENEVA
PARNAÍBA;50090029899;3-ENV-38-MA;1587;1;1;19/10/2022;RIO DE JANEIRO/RJ;ENEVA
PARNAÍBA;50090029899;3-ENV-38-MA;1589;1;1;19/10/2022;RIO DE JANEIRO/RJ;ENEVA
PARNAÍBA;50090029899;3-ENV-38-MA;1591;1;1;19/10/2022;RIO DE JANEIRO/RJ;ENEVA
