;;;;;;;;
Bacia sedimentar;Código do poço (API);Nome do poço (ANP);Profundidade (m);Identificador da caixa;Total de caixas;Data de conclusão do poço;Município/Estado;Depositária
PARNAÍBA;50090029899;3-ENV-38-MA;1593;1;1;19/10/2022;RIO DE JANEIRO/RJ;ENEVA
PARNAÍBA;50090029899;3-ENV-38-MA;1595;1;1;19/10/2022;RIO DE JANEIRO/RJ;ENEVA
PARNAÍBA;50090029899;3-ENV-38-MA;1597;1;1;19/10/2022;RIO DE JANEIRO/RJ;ENEVA
PARNAÍBA;50090029899;3-ENV-38-MA;1599;1;1;19/10/2022;RIO DE JANEIRO/RJ;ENEVA
PARNAÍBA;50090029899;3-ENV-38-MA;1620;1;1;19/10/2022;RIO DE JANEIRO/RJ;ENEVA
PARNAÍBA;50090029899;3-ENV-38-MA;1622;1;1;19/10/2022;RIO DE JANEIRO/RJ;ENEVA
PARNAÍBA;50090029899;3-ENV-38-MA;1624;1;1;19/10/2022;RIO DE JANEIRO/RJ;ENEVA
PARNAÍBA;50090029899;3-ENV-38-MA;1626;1;1;19/10/2022;RIO DE JANEIRO/RJ;ENEVA
PARNAÍBA;50090029899;3-ENV-38-MA;1628;1;1;19/10/2022;RIO DE JANEIRO/RJ;ENEVA
PARNAÍBA;50090029899;3-ENV-38-MA;1630;1;1;19/10/2022;RIO DE JANEIRO/RJ;ENEVA
PARNAÍBA;50090029899;3-ENV-38-MA;1632;1;1;19/10/2022;RIO DE JANEIRO/RJ;ENEVA
PARNAÍBA;50090029899;3-ENV-38-MA;1634;1;1;19/10/2022;RIO DE JANEIRO/RJ;ENEVA
PARNAÍBA;50090029899;3-ENV-38-MA;1636;1;1;19/10/2022;RIO DE JANEIRO/RJ;ENEVA
PARNAÍBA;50090029899;3-ENV-38-MA;1638;1;1;19/10/2022;RIO DE JANEIRO/RJ;ENEVA
PARNAÍBA;50090029899;3-ENV-38-MA;1640;1;1;19/10/2022;RIO DE JANEIRO/RJ;ENEVA
PARNAÍBA;50090029899;3-ENV-38-MA;1642;1;1;19/10/2022;RIO DE JANEIRO/RJ;ENEVA
PARNAÍBA;50090029899;3-ENV-38-MA;1644;1;1;19/10/2022;RIO DE JANEIRO/RJ;ENEVA
PARNAÍBA;50090029899;3-ENV-38-MA;1646;1;1;19/10/2022;RIO DE JANEIRO/RJ;ENEVA
PARNAÍBA;50090029899;3-ENV-38-MA;1648;1;1;19/10/2022;RIO DE JANEIRO/RJ;ENEVA
PARNAÍBA;50090029899;3-ENV-38-MA;1650;1;1;19/10/2022;RIO DE JANEIRO/RJ;ENEVA
PARNAÍBA;50090029899;3-ENV-38-MA;1652;1;1;19/10/2022;RIO DE JANEIRO/RJ;ENEVA
PARNAÍBA;50090029899;3-ENV-38-MA;1654;1;1;19/10/2022;RIO DE JANEIRO/RJ;ENEVA
AMAZONAS;14030029983;3-ENV-39D-AM;1736;1;1;26/03/2023;RIO DE JANEIRO/RJ;ENEVA
AMAZONAS;14030029983;3-ENV-39D-AM;1853;1;1;26/03/2023;RIO DE JANEIRO/RJ;ENEVA
AMAZONAS;14030029983;3-ENV-39D-AM;1858;1;1;26/03/2023;RIO DE JANEIRO/RJ;ENEVA
AMAZONAS;14030029983;3-ENV-39D-AM;1864;1;1;26/03/2023;RIO DE JANEIRO/RJ;ENEVA
AMAZONAS;14030029983;3-ENV-39D-AM;1869;1;1;26/03/2023;RIO DE JANEIRO/RJ;ENEVA
AMAZONAS;14030029983;3-ENV-39D-AM;1872;1;1;26/03/2023;RIO DE JANEIRO/RJ;ENEVA
AMAZONAS;14030029983;3-ENV-39D-AM;1877;1;1;26/03/2023;RIO DE JANEIRO/RJ;ENEVA
AMAZONAS;14030029983;3-ENV-39D-AM;1907;1;1;26/03/2023;RIO DE JANEIRO/RJ;ENEVA
AMAZONAS;14030029983;3-ENV-39D-AM;1909;1;1;26/03/2023;RIO DE JANEIRO/RJ;ENEVA
AMAZONAS;14030029983;3-ENV-39D-AM;1911;1;1;26/03/2023;RIO DE JANEIRO/RJ;ENEVA
AMAZONAS;14030029983;3-ENV-39D-AM;1988;1;1;26/03/2023;RIO DE JANEIRO/RJ;ENEVA
AMAZONAS;14030030009;3-ENV-40D-AM;1890;1;1;23/04/2023;RIO DE JANEIRO/RJ;ENEVA
AMAZONAS;14030030009;3-ENV-40D-AM;1893;1;1;23/04/2023;RIO DE JANEIRO/RJ;ENEVA
AMAZONAS;14030030009;3-ENV-40D-AM;1907;1;1;23/04/2023;RIO DE JANEIRO/RJ;ENEVA
AMAZONAS;14030030009;3-ENV-40D-AM;1910;1;1;23/04/2023;RIO DE JANEIRO/RJ;ENEVA
AMAZONAS;14030030009;3-ENV-40D-AM;1913;1;1;23/04/2023;RIO DE JANEIRO/RJ;ENEVA
AMAZONAS;14030030009;3-ENV-40D-AM;1998;1;1;23/04/2023;RIO DE JANEIRO/RJ;ENEVA
AMAZONAS;14030030009;3-ENV-40D-AM;2010;1;1;23/04/2023;RIO DE JANEIRO/RJ;ENEVA
AMAZONAS;14030030009;3-ENV-40D-AM;2013;1;1;23/04/2023;RIO DE JANEIRO/RJ;ENEVA
AMAZONAS;14030030009;3-ENV-40D-AM;2014;1;1;23/04/2023;RIO DE JANEIRO/RJ;ENEVA
AMAZONAS;14030030009;3-ENV-40D-AM;2058;1;1;23/04/2023;RIO DE JANEIRO/RJ;ENEVA
AMAZONAS;14030030009;3-ENV-40D-AM;2066;1;1;23/04/2023;RIO DE JANEIRO/RJ;ENEVA
AMAZONAS;14030030009;3-ENV-40D-AM;2072;1;1;23/04/2023;RIO DE JANEIRO/RJ;ENEVA
AMAZONAS;14030030089;3-ENV-43D-AM;1105;1;1;19/08/2023;RIO DE JANEIRO/RJ;ENEVA
AMAZONAS;14030030089;3-ENV-43D-AM;1622;1;1;19/08/2023;RIO DE JANEIRO/RJ;ENEVA
AMAZONAS;14030030089;3-ENV-43D-AM;2126;1;1;19/08/2023;RIO DE JANEIRO/RJ;ENEVA
AMAZONAS;14030030089;3-ENV-43D-AM;2300;1;1;19/08/2023;RIO DE JANEIRO/RJ;ENEVA
ESPÍRITO SANTO;34270026953;6-BRSA-1167-ES;1650;1;1;02/06/2013;LINHARES/ES;CAPIXABA
ESPÍRITO SANTO;34270026953;6-BRSA-1167-ES;1651;1;1;03/06/2013;LINHARES/ES;CAPIXABA
ESPÍRITO SANTO;34270026953;6-BRSA-1167-ES;1675;1;1;10/06/2013;LINHARES/ES;CAPIXABA
ESPÍRITO SANTO;34270026953;6-BRSA-1167-ES;2128;1;1;15/06/2013;LINHARES/ES;CAPIXABA
SÃO FRANCISCO;58275026757;1-IMET-7-MG;145;1;2;25/02/2013;LINHARES/ES;CAPIXABA
SÃO FRANCISCO;58275026757;1-IMET-7-MG;186;1;2;25/02/2013;LINHARES/ES;CAPIXABA
SÃO FRANCISCO;58275026757;1-IMET-7-MG;327;1;2;25/02/2013;LINHARES/ES;CAPIXABA
SÃO FRANCISCO;58275026757;1-IMET-7-MG;344;1;2;25/02/2013;LINHARES/ES;CAPIXABA
SÃO FRANCISCO;58275026757;1-IMET-7-MG;350;1;2;25/02/2013;LINHARES/ES;CAPIXABA
SÃO FRANCISCO;58275026757;1-IMET-7-MG;365;1;2;25/02/2013;LINHARES/ES;CAPIXABA
SÃO FRANCISCO;58275026757;1-IMET-7-MG;331;1;2;25/02/2013;LINHARES/ES;CAPIXABA
SÃO FRANCISCO;58275026757;1-IMET-7-MG;397;1;2;25/02/2013;LINHARES/ES;CAPIXABA
SÃO FRANCISCO;58275026757;1-IMET-7-MG;457;1;2;25/02/2013;LINHARES/ES;CAPIXABA
SÃO FRANCISCO;58275026757;1-IMET-7-MG;459;1;2;25/02/2013;LINHARES/ES;CAPIXABA
SÃO FRANCISCO;58275026757;1-IMET-7-MG;525;1;2;25/02/2013;LINHARES/ES;CAPIXABA
SÃO FRANCISCO;58275026757;1-IMET-7-MG;608;1;2;25/02/2013;LINHARES/ES;CAPIXABA
SÃO FRANCISCO;58275026757;1-IMET-7-MG;884;1;2;25/02/2013;LINHARES/ES;CAPIXABA
SÃO FRANCISCO;58275026757;1-IMET-7-MG;1327;2;2;25/02/2013;LINHARES/ES;CAPIXABA
SÃO FRANCISCO;58275026757;1-IMET-7-MG;1334;2;2;25/02/2013;LINHARES/ES;CAPIXABA
SÃO FRANCISCO;58275026757;1-IMET-7-MG;1335;2;2;25/02/2013;LINHARES/ES;CAPIXABA
SÃO FRANCISCO;58275026757;1-IMET-7-MG;1445;2;2;25/02/2013;LINHARES/ES;CAPIXABA
SÃO FRANCISCO;58275026757;1-IMET-7-MG;1479;2;2;25/02/2013;LINHARES/ES;CAPIXABA
SÃO FRANCISCO;58275026757;1-IMET-7-MG;1508;2;2;25/02/2013;LINHARES/ES;CAPIXABA
SÃO FRANCISCO;58275026757;1-IMET-7-MG;1518;2;2;25/02/2013;LINHARES/ES;CAPIXABA
SÃO FRANCISCO;58275026757;1-IMET-7-MG;1531;2;2;25/02/2013;LINHARES/ES;CAPIXABA
SÃO FRANCISCO;58275026757;1-IMET-7-MG;1532;2;2;25/02/2013;LINHARES/ES;CAPIXABA
SÃO FRANCISCO;58275026757;1-IMET-7-MG;1538;2;2;25/02/2013;LINHARES/ES;CAPIXABA
SÃO FRANCISCO;58275026757;1-IMET-7-MG;1572;2;2;25/02/2013;LINHARES/ES;CAPIXABA
SÃO FRANCISCO;58275026757;1-IMET-7-MG;1583;2;2;25/02/2013;LINHARES/ES;CAPIXABA
SÃO FRANCISCO;58275026757;1-IMET-7-MG;1634;2;2;25/02/2013;LINHARES/ES;CAPIXABA
SÃO FRANCISCO;58275026757;1-IMET-7-MG;1641;2;2;25/02/2013;LINHARES/ES;CAPIXABA
SÃO FRANCISCO;58275026757;1-IMET-7-MG;1651;2;2;25/02/2013;LINHARES/ES;CAPIXABA
SÃO FRANCISCO;58275026757;1-IMET-7-MG;1680;2;2;25/02/2013;LINHARES/ES;CAPIXABA
SÃO FRANCISCO;58275026757;1-IMET-7-MG;1689;2;2;25/02/2013;LINHARES/ES;CAPIXABA
SÃO FRANCISCO;58275026757;1-IMET-7-MG;1703;2;2;25/02/2013;LINHARES/ES;CAPIXABA
SÃO FRANCISCO;58275026757;1-IMET-7-MG;1710;2;2;25/02/2013;LINHARES/ES;CAPIXABA
SÃO FRANCISCO;58275026757;1-IMET-7-MG;1728;2;2;25/02/2013;LINHARES/ES;CAPIXABA
SÃO FRANCISCO;58275026757;1-IMET-7-MG;1737;2;2;25/02/2013;LINHARES/ES;CAPIXABA
SÃO FRANCISCO;58275026757;1-IMET-7-MG;1761;2;2;25/02/2013;LINHARES/ES;CAPIXABA
SÃO FRANCISCO;58275026757;1-IMET-7-MG;1797;2;2;25/02/2013;LINHARES/ES;CAPIXABA
SÃO FRANCISCO;58275026757;1-IMET-7-MG;1800;2;2;25/02/2013;LINHARES/ES;CAPIXABA
SÃO FRANCISCO;58275026757;1-IMET-7-MG;1803;2;2;25/02/2013;LINHARES/ES;CAPIXABA
SÃO FRANCISCO;58275026884;1-IMET-8-MG;507;1;3;26/04/2013;LINHARES/ES;CAPIXABA
SÃO FRANCISCO;58275026884;1-IMET-8-MG;517;1;3;26/04/2013;LINHARES/ES;CAPIXABA
SÃO FRANCISCO;58275026884;1-IMET-8-MG;582;1;3;26/04/2013;LINHARES/ES;CAPIXABA
SÃO FRANCISCO;58275026884;1-IMET-8-MG;586;1;3;26/04/2013;LINHARES/ES;CAPIXABA
SÃO FRANCISCO;58275026884;1-IMET-8-MG;606;1;3;26/04/2013;LINHARES/ES;CAPIXABA
SÃO FRANCISCO;58275026884;1-IMET-8-MG;655;1;3;26/04/2013;LINHARES/ES;CAPIXABA
SÃO FRANCISCO;58275026884;1-IMET-8-MG;730;1;3;26/04/2013;LINHARES/ES;CAPIXABA
SÃO FRANCISCO;58275026884;1-IMET-8-MG;795;1;3;26/04/2013;LINHARES/ES;CAPIXABA
SÃO FRANCISCO;58275026884;1-IMET-8-MG;850;1;3;26/04/2013;LINHARES/ES;CAPIXABA
SÃO FRANCISCO;58275026884;1-IMET-8-MG;900;1;3;26/04/2013;LINHARES/ES;CAPIXABA
SÃO FRANCISCO;58275026884;1-IMET-8-MG;930;1;3;26/04/2013;LINHARES/ES;CAPIXABA
SÃO FRANCISCO;58275026884;1-IMET-8-MG;965;1;3;26/04/2013;LINHARES/ES;CAPIXABA
SÃO FRANCISCO;58275026884;1-IMET-8-MG;1150;1;3;26/04/2013;LINHARES/ES;CAPIXABA
SÃO FRANCISCO;58275026884;1-IMET-8-MG;1327;1;3;26/04/2013;LINHARES/ES;CAPIXABA
SÃO FRANCISCO;58275026884;1-IMET-8-MG;1341;1;3;26/04/2013;LINHARES/ES;CAPIXABA
SÃO FRANCISCO;58275026884;1-IMET-8-MG;1346;1;3;26/04/2013;LINHARES/ES;CAPIXABA
SÃO FRANCISCO;58275026884;1-IMET-8-MG;1347;1;3;26/04/2013;LINHARES/ES;CAPIXABA
SÃO FRANCISCO;58275026884;1-IMET-8-MG;1348;1;3;26/04/2013;LINHARES/ES;CAPIXABA
SÃO FRANCISCO;58275026884;1-IMET-8-MG;1349;1;3;26/04/2013;LINHARES/ES;CAPIXABA
SÃO FRANCISCO;58275026884;1-IMET-8-MG;1350;1;3;26/04/2013;LINHARES/ES;CAPIXABA
SÃO FRANCISCO;58275026884;1-IMET-8-MG;1351;1;3;26/04/2013;LINHARES/ES;CAPIXABA
SÃO FRANCISCO;58275026884;1-IMET-8-MG;1352;1;3;26/04/2013;LINHARES/ES;CAPIXABA
SÃO FRANCISCO;58275026884;1-IMET-8-MG;1353;1;3;26/04/2013;LINHARES/ES;CAPIXABA
SÃO FRANCISCO;58275026884;1-IMET-8-MG;1357;1;3;26/04/2013;LINHARES/ES;CAPIXABA
SÃO FRANCISCO;58275026884;1-IMET-8-MG;1370;1;3;26/04/2013;LINHARES/ES;CAPIXABA
SÃO FRANCISCO;58275026884;1-IMET-8-MG;1392;1;3;26/04/2013;LINHARES/ES;CAPIXABA
SÃO FRANCISCO;58275026884;1-IMET-8-MG;1402;1;3;26/04/2013;LINHARES/ES;CAPIXABA
SÃO FRANCISCO;58275026884;1-IMET-8-MG;1407;1;3;26/04/2013;LINHARES/ES;CAPIXABA
SÃO FRANCISCO;58275026884;1-IMET-8-MG;1415;2;3;26/04/2013;LINHARES/ES;CAPIXABA
SÃO FRANCISCO;58275026884;1-IMET-8-MG;1424;2;3;26/04/2013;LINHARES/ES;CAPIXABA
SÃO FRANCISCO;58275026884;1-IMET-8-MG;1433;2;3;26/04/2013;LINHARES/ES;CAPIXABA
SÃO FRANCISCO;58275026884;1-IMET-8-MG;1439;2;3;26/04/2013;LINHARES/ES;CAPIXABA
SÃO FRANCISCO;58275026884;1-IMET-8-MG;1442;2;3;26/04/2013;LINHARES/ES;CAPIXABA
SÃO FRANCISCO;58275026884;1-IMET-8-MG;1448;2;3;26/04/2013;LINHARES/ES;CAPIXABA
SÃO FRANCISCO;58275026884;1-IMET-8-MG;1462;2;3;26/04/2013;LINHARES/ES;CAPIXABA
SÃO FRANCISCO;58275026884;1-IMET-8-MG;1468;2;3;26/04/2013;LINHARES/ES;CAPIXABA
SÃO FRANCISCO;58275026884;1-IMET-8-MG;1469;2;3;26/04/2013;LINHARES/ES;CAPIXABA
SÃO FRANCISCO;58275026884;1-IMET-8-MG;1470;2;3;26/04/2013;LINHARES/ES;CAPIXABA
SÃO FRANCISCO;58275026884;1-IMET-8-MG;1471;2;3;26/04/2013;LINHARES/ES;CAPIXABA
SÃO FRANCISCO;58275026884;1-IMET-8-MG;1477;2;3;26/04/2013;LINHARES/ES;CAPIXABA
SÃO FRANCISCO;58275026884;1-IMET-8-MG;1480;2;3;26/04/2013;LINHARES/ES;CAPIXABA
SÃO FRANCISCO;58275026884;1-IMET-8-MG;1483;2;3;26/04/2013;LINHARES/ES;CAPIXABA
SÃO FRANCISCO;58275026884;1-IMET-8-MG;1489;2;3;26/04/2013;LINHARES/ES;CAPIXABA
SÃO FRANCISCO;58275026884;1-IMET-8-MG;1492;2;3;26/04/2013;LINHARES/ES;CAPIXABA
SÃO FRANCISCO;58275026884;1-IMET-8-MG;1511;2;3;26/04/2013;LINHARES/ES;CAPIXABA
SÃO FRANCISCO;58275026884;1-IMET-8-MG;1522;2;3;26/04/2013;LINHARES/ES;CAPIXABA
SÃO FRANCISCO;58275026884;1-IMET-8-MG;1532;2;3;26/04/2013;LINHARES/ES;CAPIXABA
SÃO FRANCISCO;58275026884;1-IMET-8-MG;1541;2;3;26/04/2013;LINHARES/ES;CAPIXABA
SÃO FRANCISCO;58275026884;1-IMET-8-MG;1546;2;3;26/04/2013;LINHARES/ES;CAPIXABA
SÃO FRANCISCO;58275026884;1-IMET-8-MG;1548;2;3;26/04/2013;LINHARES/ES;CAPIXABA
SÃO FRANCISCO;58275026884;1-IMET-8-MG;1559;2;3;26/04/2013;LINHARES/ES;CAPIXABA
SÃO FRANCISCO;58275026884;1-IMET-8-MG;1561;2;3;26/04/2013;LINHARES/ES;CAPIXABA
SÃO FRANCISCO;58275026884;1-IMET-8-MG;1562;2;3;26/04/2013;LINHARES/ES;CAPIXABA
SÃO FRANCISCO;58275026884;1-IMET-8-MG;1563;2;3;26/04/2013;LINHARES/ES;CAPIXABA
SÃO FRANCISCO;58275026884;1-IMET-8-MG;1577;2;3;26/04/2013;LINHARES/ES;CAPIXABA
SÃO FRANCISCO;58275026884;1-IMET-8-MG;1579;2;3;26/04/2013;LINHARES/ES;CAPIXABA
SÃO FRANCISCO;58275026884;1-IMET-8-MG;1592;2;3;26/04/2013;LINHARES/ES;CAPIXABA
SÃO FRANCISCO;58275026884;1-IMET-8-MG;1598;2;3;26/04/2013;LINHARES/ES;CAPIXABA
SÃO FRANCISCO;58275026884;1-IMET-8-MG;1604;2;3;26/04/2013;LINHARES/ES;CAPIXABA
SÃO FRANCISCO;58275026884;1-IMET-8-MG;1606;2;3;26/04/2013;LINHARES/ES;CAPIXABA
SÃO FRANCISCO;58275026884;1-IMET-8-MG;1608;2;3;26/04/2013;LINHARES/ES;CAPIXABA
SÃO FRANCISCO;58275026884;1-IMET-8-MG;1613;2;3;26/04/2013;LINHARES/ES;CAPIXABA
SÃO FRANCISCO;58275026884;1-IMET-8-MG;1616;2;3;26/04/2013;LINHARES/ES;CAPIXABA
SÃO FRANCISCO;58275026884;1-IMET-8-MG;1618;2;3;26/04/2013;LINHARES/ES;CAPIXABA
SÃO FRANCISCO;58275026884;1-IMET-8-MG;1626;2;3;26/04/2013;LINHARES/ES;CAPIXABA
SÃO FRANCISCO;58275026884;1-IMET-8-MG;1627;2;3;26/04/2013;LINHARES/ES;CAPIXABA
SÃO FRANCISCO;58275026884;1-IMET-8-MG;1636;3;3;26/04/2013;LINHARES/ES;CAPIXABA
SÃO FRANCISCO;58275026884;1-IMET-8-MG;1638;3;3;26/04/2013;LINHARES/ES;CAPIXABA
SÃO FRANCISCO;58275026884;1-IMET-8-MG;1640;3;3;26/04/2013;LINHARES/ES;CAPIXABA
SÃO FRANCISCO;58275026884;1-IMET-8-MG;1642;3;3;26/04/2013;LINHARES/ES;CAPIXABA
SÃO FRANCISCO;58275026884;1-IMET-8-MG;1644;3;3;26/04/2013;LINHARES/ES;CAPIXABA
SÃO FRANCISCO;58275026884;1-IMET-8-MG;1646;3;3;26/04/2013;LINHARES/ES;CAPIXABA
SÃO FRANCISCO;58275026884;1-IMET-8-MG;1647;3;3;26/04/2013;LINHARES/ES;CAPIXABA
SÃO FRANCISCO;58275026884;1-IMET-8-MG;1655;3;3;26/04/2013;LINHARES/ES;CAPIXABA
SÃO FRANCISCO;58275026884;1-IMET-8-MG;1663;3;3;26/04/2013;LINHARES/ES;CAPIXABA
SÃO FRANCISCO;58275026884;1-IMET-8-MG;1673;3;3;26/04/2013;LINHARES/ES;CAPIXABA
SÃO FRANCISCO;58275026884;1-IMET-8-MG;1683;3;3;26/04/2013;LINHARES/ES;CAPIXABA
SÃO FRANCISCO;58275026884;1-IMET-8-MG;1687;3;3;26/04/2013;LINHARES/ES;CAPIXABA
SÃO FRANCISCO;58275026884;1-IMET-8-MG;1690;3;3;26/04/2013;LINHARES/ES;CAPIXABA
SÃO FRANCISCO;58275026884;1-IMET-8-MG;1695;3;3;26/04/2013;LINHARES/ES;CAPIXABA
SÃO FRANCISCO;58275026884;1-IMET-8-MG;1696;3;3;26/04/2013;LINHARES/ES;CAPIXABA
SÃO FRANCISCO;58275026884;1-IMET-8-MG;1697;3;3;26/04/2013;LINHARES/ES;CAPIXABA
SÃO FRANCISCO;58275026884;1-IMET-8-MG;1698;3;3;26/04/2013;LINHARES/ES;CAPIXABA
SÃO FRANCISCO;58275026884;1-IMET-8-MG;1699;3;3;26/04/2013;LINHARES/ES;CAPIXABA
SÃO FRANCISCO;58275026884;1-IMET-8-MG;1701;3;3;26/04/2013;LINHARES/ES;CAPIXABA
SÃO FRANCISCO;58275026884;1-IMET-8-MG;1702;3;3;26/04/2013;LINHARES/ES;CAPIXABA
SÃO FRANCISCO;58275026884;1-IMET-8-MG;1704;3;3;26/04/2013;LINHARES/ES;CAPIXABA
SÃO FRANCISCO;58275026884;1-IMET-8-MG;1706;3;3;26/04/2013;LINHARES/ES;CAPIXABA
SÃO FRANCISCO;58275026884;1-IMET-8-MG;1709;3;3;26/04/2013;LINHARES/ES;CAPIXABA
SÃO FRANCISCO;58275026884;1-IMET-8-MG;1715;3;3;26/04/2013;LINHARES/ES;CAPIXABA
SÃO FRANCISCO;58275026884;1-IMET-8-MG;1717;3;3;26/04/2013;LINHARES/ES;CAPIXABA
SÃO FRANCISCO;58275026884;1-IMET-8-MG;1722;3;3;26/04/2013;LINHARES/ES;CAPIXABA
SÃO FRANCISCO;58275026884;1-IMET-8-MG;1727;3;3;26/04/2013;LINHARES/ES;CAPIXABA
SÃO FRANCISCO;58275026884;1-IMET-8-MG;1734;3;3;26/04/2013;LINHARES/ES;CAPIXABA
SÃO FRANCISCO;58275026884;1-IMET-8-MG;1747;3;3;26/04/2013;LINHARES/ES;CAPIXABA
SÃO FRANCISCO;58275026884;1-IMET-8-MG;1750;3;3;26/04/2013;LINHARES/ES;CAPIXABA
SÃO FRANCISCO;58275026884;1-IMET-8-MG;1751;3;3;26/04/2013;LINHARES/ES;CAPIXABA
SÃO FRANCISCO;58275026884;1-IMET-8-MG;1752;3;3;26/04/2013;LINHARES/ES;CAPIXABA
SÃO FRANCISCO;58275026884;1-IMET-8-MG;1757;3;3;26/04/2013;LINHARES/ES;CAPIXABA
SÃO FRANCISCO;58275026884;1-IMET-8-MG;1759;3;3;26/04/2013;LINHARES/ES;CAPIXABA
SÃO FRANCISCO;58275026884;1-IMET-8-MG;1764;3;3;26/04/2013;LINHARES/ES;CAPIXABA
SÃO FRANCISCO;58275026884;1-IMET-8-MG;1771;3;3;26/04/2013;LINHARES/ES;CAPIXABA
SÃO FRANCISCO;58275026884;1-IMET-8-MG;1776;3;3;26/04/2013;LINHARES/ES;CAPIXABA
SANTOS;86316021063;1-CHEV-1-SPS;4512.00 a 4513.00;1-CHEV-1-SPS;1;15/11/2004;RIO DE JANEIRO/RJ;CHEVRON
SANTOS;86316021358;1-CHEV-2-SPS;3085.00 a 4023.00;1-CHEV-2-SPS;1;31/07/2005;RIO DE JANEIRO/RJ;CHEVRON
CAMPOS;74281025255;1-REPF-11A-RJS;Sem identificação;1;15;13/05/2011;RIO DE JANEIRO/RJ;EQUINOR
CAMPOS;74281028227;3-REPF-16D-RJS;no id.;1;2;23/11/2015;RIO DE JANEIRO/RJ;EQUINOR
SANTOS;86316030028; 7-BAC-3-SPS (PE-EO-105);5883.46;1;2;25/09/2023;RIO DE JANEIRO/RJ;EQUINOR
SANTOS;86316030028; 7-BAC-3-SPS (PE-EO-105);5887.35;1;2;25/09/2023;RIO DE JANEIRO/RJ;EQUINOR
SANTOS;86316030028; 7-BAC-3-SPS (PE-EO-105);5891.50;1;2;25/09/2023;RIO DE JANEIRO/RJ;EQUINOR
SANTOS;86316030028; 7-BAC-3-SPS (PE-EO-105);5897.39;1;2;25/09/2023;RIO DE JANEIRO/RJ;EQUINOR
SANTOS;86316030028; 7-BAC-3-SPS (PE-EO-105);5904.81;1;2;25/09/2023;RIO DE JANEIRO/RJ;EQUINOR
SANTOS;86316030028; 7-BAC-3-SPS (PE-EO-105);5911.43;1;2;25/09/2023;RIO DE JANEIRO/RJ;EQUINOR
SANTOS;86316030028; 7-BAC-3-SPS (PE-EO-105);5921.10;1;2;25/09/2023;RIO DE JANEIRO/RJ;EQUINOR
SANTOS;86316030028; 7-BAC-3-SPS (PE-EO-105);5924.39;1;2;25/09/2023;RIO DE JANEIRO/RJ;EQUINOR
SANTOS;86316030028; 7-BAC-3-SPS (PE-EO-105);5935.80;1;2;25/09/2023;RIO DE JANEIRO/RJ;EQUINOR
SANTOS;86316030028; 7-BAC-3-SPS (PE-EO-105);5943.34;1;2;25/09/2023;RIO DE JANEIRO/RJ;EQUINOR
SANTOS;86316030028; 7-BAC-3-SPS (PE-EO-105);5950.96;1;2;25/09/2023;RIO DE JANEIRO/RJ;EQUINOR
SANTOS;86316030028; 7-BAC-3-SPS (PE-EO-105);5953.92;1;2;25/09/2023;RIO DE JANEIRO/RJ;EQUINOR
SANTOS;86316030028; 7-BAC-3-SPS (PE-EO-105);5969.26;1;2;25/09/2023;RIO DE JANEIRO/RJ;EQUINOR
SANTOS;86316030028; 7-BAC-3-SPS (PE-EO-105);5988.21;1;2;25/09/2023;RIO DE JANEIRO/RJ;EQUINOR
SANTOS;86316030028; 7-BAC-3-SPS (PE-EO-105);6000.06;1;2;25/09/2023;RIO DE JANEIRO/RJ;EQUINOR
SANTOS;86316030028; 7-BAC-3-SPS (PE-EO-105);6003.98;1;2;25/09/2023;RIO DE JANEIRO/RJ;EQUINOR
SANTOS;86316030028; 7-BAC-3-SPS (PE-EO-105);6008.70;1;2;25/09/2023;RIO DE JANEIRO/RJ;EQUINOR
SANTOS;86316030028; 7-BAC-3-SPS (PE-EO-105);6018.96;1;2;25/09/2023;RIO DE JANEIRO/RJ;EQUINOR
SANTOS;86316030028; 7-BAC-3-SPS (PE-EO-105);6026.00;1;2;25/09/2023;RIO DE JANEIRO/RJ;EQUINOR
SANTOS;86316030028; 7-BAC-3-SPS (PE-EO-105);6029.80;1;2;25/09/2023;RIO DE JANEIRO/RJ;EQUINOR
SANTOS;86316030028; 7-BAC-3-SPS (PE-EO-105);6041.68;1;2;25/09/2023;RIO DE JANEIRO/RJ;EQUINOR
SANTOS;86316030028; 7-BAC-3-SPS (PE-EO-105);6061.39;1;2;25/09/2023;RIO DE JANEIRO/RJ;EQUINOR
SANTOS;86316030028; 7-BAC-3-SPS (PE-EO-105);6068.22;1;2;25/09/2023;RIO DE JANEIRO/RJ;EQUINOR
SANTOS;86316030028; 7-BAC-3-SPS (PE-EO-105);6071.71;1;2;25/09/2023;RIO DE JANEIRO/RJ;EQUINOR
SANTOS;86316030028; 7-BAC-3-SPS (PE-EO-105);6076.79;1;2;25/09/2023;RIO DE JANEIRO/RJ;EQUINOR
SANTOS;86316030028; 7-BAC-3-SPS (PE-EO-105);6085.63;1;2;25/09/2023;RIO DE JANEIRO/RJ;EQUINOR
SANTOS;86316030028; 7-BAC-3-SPS (PE-EO-105);6093.50;1;2;25/09/2023;RIO DE JANEIRO/RJ;EQUINOR
SANTOS;86316030028; 7-BAC-3-SPS (PE-EO-105);6097.70;1;2;25/09/2023;RIO DE JANEIRO/RJ;EQUINOR
SANTOS;86316030028; 7-BAC-3-SPS (PE-EO-105);6099.92;1;2;25/09/2023;RIO DE JANEIRO/RJ;EQUINOR
