;;;;;;;;;;;
Bacia sedimentar;Código do poço (API);Nome do poço (ANP);Identificador da caixa;Total de caixas;Profundidade topo (m);Profundidade base (m);Data de conclusão do poço;Município/Estado;Depositária;;
SERGIPE-ALAGOAS;90120024841;3-BRSA-843D-SE;24;24;1344;1437;30/11/2010;ARACAJU/SE;CARMO;;
SERGIPE-ALAGOAS;90120024883;3-BRSA-849DP-SE;1;12;21;102;30/11/2010;ARACAJU/SE;CARMO;;
SERGIPE-ALAGOAS;90120024883;3-BRSA-849DP-SE;1;12;189;270;19/12/2010;ARACAJU/SE;CARMO;;
SERGIPE-ALAGOAS;90120024883;3-BRSA-849DP-SE;1;12;21;102;19/12/2010;ARACAJU/SE;CARMO;;
SERGIPE-ALAGOAS;90120024883;3-BRSA-849DP-SE;2;12;132;225;19/12/2010;ARACAJU/SE;CARMO;;
SERGIPE-ALAGOAS;90120024883;3-BRSA-849DP-SE;2;12;105;186;19/12/2010;ARACAJU/SE;CARMO;;
SERGIPE-ALAGOAS;90120024883;3-BRSA-849DP-SE;2;12;51;132;19/12/2010;ARACAJU/SE;CARMO;;
SERGIPE-ALAGOAS;90120024883;3-BRSA-849DP-SE;2;12;105;186;19/12/2010;ARACAJU/SE;CARMO;;
SERGIPE-ALAGOAS;90120024883;3-BRSA-849DP-SE;3;12;189;270;19/12/2010;ARACAJU/SE;CARMO;;
SERGIPE-ALAGOAS;90120024883;3-BRSA-849DP-SE;3;12;135;216;19/12/2010;ARACAJU/SE;CARMO;;
SERGIPE-ALAGOAS;90120024883;3-BRSA-849DP-SE;3;12;189;270;19/12/2010;ARACAJU/SE;CARMO;;
SERGIPE-ALAGOAS;90120024883;3-BRSA-849DP-SE;4;12;273;321;19/12/2010;ARACAJU/SE;CARMO;;
SERGIPE-ALAGOAS;90120024883;3-BRSA-849DP-SE;4;12;219;300;19/12/2010;ARACAJU/SE;CARMO;;
SERGIPE-ALAGOAS;90120025167;3-BRSA-889-SE;1;6;3;93;19/12/2010;ARACAJU/SE;CARMO;;
SERGIPE-ALAGOAS;90120025167;3-BRSA-889-SE;1;6;3;93;08/01/2011;ARACAJU/SE;CARMO;;
SERGIPE-ALAGOAS;90120025167;3-BRSA-889-SE;1;6;3;93;08/01/2011;ARACAJU/SE;CARMO;;
SERGIPE-ALAGOAS;90120025167;3-BRSA-889-SE;1;6;8;102;08/01/2011;ARACAJU/SE;CARMO;;
SERGIPE-ALAGOAS;90120025167;3-BRSA-889-SE;2;6;96;177;08/01/2011;ARACAJU/SE;CARMO;;
SERGIPE-ALAGOAS;90120025167;3-BRSA-889-SE;2;6;96;177;08/01/2011;ARACAJU/SE;CARMO;;
SERGIPE-ALAGOAS;90120025222;3-BRSA-897-SE;2;12;96;177;08/01/2011;ARACAJU/SE;CARMO;;
SERGIPE-ALAGOAS;90120025222;3-BRSA-897-SE;2;12;105;192;08/01/2011;ARACAJU/SE;CARMO;;
SERGIPE-ALAGOAS;90120025222;3-BRSA-897-SE;3;12;180;261;08/01/2011;ARACAJU/SE;CARMO;;
SERGIPE-ALAGOAS;90120025222;3-BRSA-897-SE;3;12;180;261;08/01/2011;ARACAJU/SE;CARMO;;
SERGIPE-ALAGOAS;90120025222;3-BRSA-897-SE;3;12;180;261;08/01/2011;ARACAJU/SE;CARMO;;
SERGIPE-ALAGOAS;90120025222;3-BRSA-897-SE;3;12;195;276;08/01/2011;ARACAJU/SE;CARMO;;
SERGIPE-ALAGOAS;90120025222;3-BRSA-897-SE;4;12;273;321;08/01/2011;ARACAJU/SE;CARMO;;
SERGIPE-ALAGOAS;90120025222;3-BRSA-897-SE;4;12;264;345;08/01/2011;ARACAJU/SE;CARMO;;
SERGIPE-ALAGOAS;90120025222;3-BRSA-897-SE;4;12;264;390;20/01/2011;ARACAJU/SE;CARMO;;
SERGIPE-ALAGOAS;90120025222;3-BRSA-897-SE;4;12;264;390;20/01/2011;ARACAJU/SE;CARMO;;
SERGIPE-ALAGOAS;90120025222;3-BRSA-897-SE;4;12;279;330;20/01/2011;ARACAJU/SE;CARMO;;
SERGIPE-ALAGOAS;90120025222;3-BRSA-897-SE;5;12;348;390;20/01/2011;ARACAJU/SE;CARMO;;
SERGIPE-ALAGOAS;90120025242;3-BRSA-900-SE;1;13;21;102;20/01/2011;ARACAJU/SE;CARMO;;
SERGIPE-ALAGOAS;90120025242;3-BRSA-900-SE;1;13;21;102;20/01/2011;ARACAJU/SE;CARMO;;
SERGIPE-ALAGOAS;90120025242;3-BRSA-900-SE;1;13;3;84;20/01/2011;ARACAJU/SE;CARMO;;
SERGIPE-ALAGOAS;90120025242;3-BRSA-900-SE;1;13;3;84;20/01/2011;ARACAJU/SE;CARMO;;
SERGIPE-ALAGOAS;90120025242;3-BRSA-900-SE;2;13;105;192;20/01/2011;ARACAJU/SE;CARMO;;
SERGIPE-ALAGOAS;90120025242;3-BRSA-900-SE;2;13;105;192;20/01/2011;ARACAJU/SE;CARMO;;
SERGIPE-ALAGOAS;90120025242;3-BRSA-900-SE;2;13;87;168;20/01/2011;ARACAJU/SE;CARMO;;
SERGIPE-ALAGOAS;90120025242;3-BRSA-900-SE;2;13;87;168;20/01/2011;ARACAJU/SE;CARMO;;
SERGIPE-ALAGOAS;90120025242;3-BRSA-900-SE;3;13;195;276;27/01/2011;ARACAJU/SE;CARMO;;
SERGIPE-ALAGOAS;90120025242;3-BRSA-900-SE;3;13;195;270;27/01/2011;ARACAJU/SE;CARMO;;
SERGIPE-ALAGOAS;90120025242;3-BRSA-900-SE;3;13;171;228;27/01/2011;ARACAJU/SE;CARMO;;
SERGIPE-ALAGOAS;90120025242;3-BRSA-900-SE;4;13;279;330;27/01/2011;ARACAJU/SE;CARMO;;
SERGIPE-ALAGOAS;90120025242;3-BRSA-900-SE;4;13;273;330;27/01/2011;ARACAJU/SE;CARMO;;
SERGIPE-ALAGOAS;90120025287;3-BRSA-907-SE;1;12;3;87;27/01/2011;ARACAJU/SE;CARMO;;
SERGIPE-ALAGOAS;90120025287;3-BRSA-907-SE;1;12;18;99;27/01/2011;ARACAJU/SE;CARMO;;
SERGIPE-ALAGOAS;90120025287;3-BRSA-907-SE;1;12;18;99;27/01/2011;ARACAJU/SE;CARMO;;
SERGIPE-ALAGOAS;90120025287;3-BRSA-907-SE;1;12;18;99;27/01/2011;ARACAJU/SE;CARMO;;
SERGIPE-ALAGOAS;90120025287;3-BRSA-907-SE;2;12;90;171;29/01/2011;ARACAJU/SE;CARMO;;
SERGIPE-ALAGOAS;90120025287;3-BRSA-907-SE;2;12;102;183;29/01/2011;ARACAJU/SE;CARMO;;
SERGIPE-ALAGOAS;90120025287;3-BRSA-907-SE;2;12;102;183;29/01/2011;ARACAJU/SE;CARMO;;
SERGIPE-ALAGOAS;90120025287;3-BRSA-907-SE;2;12;102;183;29/01/2011;ARACAJU/SE;CARMO;;
SERGIPE-ALAGOAS;90120025287;3-BRSA-907-SE;3;12;171;228;29/01/2011;ARACAJU/SE;CARMO;;
SERGIPE-ALAGOAS;90120025287;3-BRSA-907-SE;3;12;174;228;29/01/2011;ARACAJU/SE;CARMO;;
SERGIPE-ALAGOAS;90120025287;3-BRSA-907-SE;3;12;186;273;29/01/2011;ARACAJU/SE;CARMO;;
SERGIPE-ALAGOAS;90120025287;3-BRSA-907-SE;3;12;186;273;29/01/2011;ARACAJU/SE;CARMO;;
SERGIPE-ALAGOAS;90120025301;3-BRSA-910-SE;1;9;3;84;29/01/2011;ARACAJU/SE;CARMO;;
SERGIPE-ALAGOAS;90120025301;3-BRSA-910-SE;1;9;3;84;03/02/2011;ARACAJU/SE;CARMO;;
SERGIPE-ALAGOAS;90120025301;3-BRSA-910-SE;2;9;87;174;03/02/2011;ARACAJU/SE;CARMO;;
SERGIPE-ALAGOAS;90120025301;3-BRSA-910-SE;2;9;87;174;03/02/2011;ARACAJU/SE;CARMO;;
SERGIPE-ALAGOAS;90120025301;3-BRSA-910-SE;3;9;186;273;03/02/2011;ARACAJU/SE;CARMO;;
SERGIPE-ALAGOAS;90120025301;3-BRSA-910-SE;3;9;177;258;03/02/2011;ARACAJU/SE;CARMO;;
SERGIPE-ALAGOAS;90120025301;3-BRSA-910-SE;3;9;177;258;03/02/2011;ARACAJU/SE;CARMO;;
SERGIPE-ALAGOAS;90120025301;3-BRSA-910-SE;4;9;261;360;03/02/2011;ARACAJU/SE;CARMO;;
SERGIPE-ALAGOAS;90120025301;3-BRSA-910-SE;4;9;261;360;03/02/2011;ARACAJU/SE;CARMO;;
SERGIPE-ALAGOAS;90120025303;3-BRSA-912-SE;1;9;3;84;03/02/2011;ARACAJU/SE;CARMO;;
SERGIPE-ALAGOAS;90120025303;3-BRSA-912-SE;1;9;12;93;03/02/2011;ARACAJU/SE;CARMO;;
SERGIPE-ALAGOAS;90120025303;3-BRSA-912-SE;1;9;96;177;03/02/2011;ARACAJU/SE;CARMO;;
SERGIPE-ALAGOAS;90120025303;3-BRSA-912-SE;2;9;87;174;03/02/2011;ARACAJU/SE;CARMO;;
SERGIPE-ALAGOAS;90120025303;3-BRSA-912-SE;2;9;180;261;05/02/2011;ARACAJU/SE;CARMO;;
SERGIPE-ALAGOAS;90120025303;3-BRSA-912-SE;2;9;264;303;05/02/2011;ARACAJU/SE;CARMO;;
SERGIPE-ALAGOAS;90120025303;3-BRSA-912-SE;3;9;177;258;05/02/2011;ARACAJU/SE;CARMO;;
SERGIPE-ALAGOAS;90120025303;3-BRSA-912-SE;3;9;12;93;05/02/2011;ARACAJU/SE;CARMO;;
SERGIPE-ALAGOAS;90120025303;3-BRSA-912-SE;4;9;261;360;05/02/2011;ARACAJU/SE;CARMO;;
SERGIPE-ALAGOAS;90120025316;3-BRSA-914-SE;1;12;12;93;05/02/2011;ARACAJU/SE;CARMO;;
SERGIPE-ALAGOAS;90120025316;3-BRSA-914-SE;1;12;96;177;05/02/2011;ARACAJU/SE;CARMO;;
SERGIPE-ALAGOAS;90120025316;3-BRSA-914-SE;1;12;12;174;05/02/2011;ARACAJU/SE;CARMO;;
SERGIPE-ALAGOAS;90120025316;3-BRSA-914-SE;2;12;180;261;05/02/2011;ARACAJU/SE;CARMO;;
SERGIPE-ALAGOAS;90120025316;3-BRSA-914-SE;2;12;264;303;05/02/2011;ARACAJU/SE;CARMO;;
SERGIPE-ALAGOAS;90120025316;3-BRSA-914-SE;2;12;180;294;05/02/2011;ARACAJU/SE;CARMO;;
SERGIPE-ALAGOAS;90120025316;3-BRSA-914-SE;3;12;96;177;05/02/2011;ARACAJU/SE;CARMO;;
SERGIPE-ALAGOAS;90120025316;3-BRSA-914-SE;3;12;297;378;26/06/2011;ARACAJU/SE;CARMO;;
SERGIPE-ALAGOAS;90120025316;3-BRSA-914-SE;4;12;180;261;26/06/2011;ARACAJU/SE;CARMO;;
SERGIPE-ALAGOAS;90120025316;3-BRSA-914-SE;4;12;264;303;26/06/2011;ARACAJU/SE;CARMO;;
SERGIPE-ALAGOAS;90120025316;3-BRSA-914-SE;4;12;381;462;26/06/2011;ARACAJU/SE;CARMO;;
SERGIPE-ALAGOAS;90120025316;3-BRSA-914-SE;5;12;465;546;26/06/2011;ARACAJU/SE;CARMO;;
SERGIPE-ALAGOAS;90120025322;3-BRSA-916-SE;1;12;12;174;26/06/2011;ARACAJU/SE;CARMO;;
SERGIPE-ALAGOAS;90120025322;3-BRSA-916-SE;1;12;6;153;26/06/2011;ARACAJU/SE;CARMO;;
SERGIPE-ALAGOAS;90120025322;3-BRSA-916-SE;2;12;180;294;26/06/2011;ARACAJU/SE;CARMO;;
SERGIPE-ALAGOAS;90120025322;3-BRSA-916-SE;2;12;156;234;26/06/2011;ARACAJU/SE;CARMO;;
SERGIPE-ALAGOAS;90120025322;3-BRSA-916-SE;3;12;297;378;26/06/2011;ARACAJU/SE;CARMO;;
SERGIPE-ALAGOAS;90120025322;3-BRSA-916-SE;3;12;237;318;26/06/2011;ARACAJU/SE;CARMO;;
SERGIPE-ALAGOAS;90120025322;3-BRSA-916-SE;4;12;381;462;26/06/2011;ARACAJU/SE;CARMO;;
SERGIPE-ALAGOAS;90120025322;3-BRSA-916-SE;4;12;321;402;19/06/2011;ARACAJU/SE;CARMO;;
SERGIPE-ALAGOAS;90120025322;3-BRSA-916-SE;5;12;465;546;19/06/2011;ARACAJU/SE;CARMO;;
SERGIPE-ALAGOAS;90120025322;3-BRSA-916-SE;5;12;405;486;19/06/2011;ARACAJU/SE;CARMO;;
SERGIPE-ALAGOAS;90120025322;3-BRSA-916-SE;6;12;549;630;19/06/2011;ARACAJU/SE;CARMO;;
SERGIPE-ALAGOAS;90120025322;3-BRSA-916-SE;6;12;549;630;19/06/2011;ARACAJU/SE;CARMO;;
SERGIPE-ALAGOAS;90120025441;3-BRSA-932-SE;1;12;6;153;19/06/2011;ARACAJU/SE;CARMO;;
SERGIPE-ALAGOAS;90120025441;3-BRSA-932-SE;1;12;9;150;19/06/2011;ARACAJU/SE;CARMO;;
SERGIPE-ALAGOAS;90120025441;3-BRSA-932-SE;2;12;156;234;19/06/2011;ARACAJU/SE;CARMO;;
SERGIPE-ALAGOAS;90120025441;3-BRSA-932-SE;2;12;153;234;19/06/2011;ARACAJU/SE;CARMO;;
SERGIPE-ALAGOAS;90120025441;3-BRSA-932-SE;3;12;237;318;19/06/2011;ARACAJU/SE;CARMO;;
SERGIPE-ALAGOAS;90120025441;3-BRSA-932-SE;3;12;237;318;19/06/2011;ARACAJU/SE;CARMO;;
SERGIPE-ALAGOAS;90120025441;3-BRSA-932-SE;4;12;321;402;19/06/2011;ARACAJU/SE;CARMO;;
SERGIPE-ALAGOAS;90120025441;3-BRSA-932-SE;5;12;405;486;19/06/2011;ARACAJU/SE;CARMO;;
SERGIPE-ALAGOAS;90120025441;3-BRSA-932-SE;6;12;489;570;19/06/2011;ARACAJU/SE;CARMO;;
SERGIPE-ALAGOAS;90120025441;3-BRSA-932-SE;6;12;489;570;23/09/2011;ARACAJU/SE;CARMO;;
SERGIPE-ALAGOAS;90120025441;3-BRSA-932-SE;7;12;573;603;23/09/2011;ARACAJU/SE;CARMO;;
SERGIPE-ALAGOAS;90120025441;3-BRSA-932-SE;7;12;573;603;23/09/2011;ARACAJU/SE;CARMO;;
SERGIPE-ALAGOAS;90120025545;3-BRSA-949-SE;1;14;9;150;23/09/2011;ARACAJU/SE;CARMO;;
SERGIPE-ALAGOAS;90120025545;3-BRSA-949-SE;2;14;153;234;23/09/2011;ARACAJU/SE;CARMO;;
SERGIPE-ALAGOAS;90120025545;3-BRSA-949-SE;3;14;237;318;23/09/2011;ARACAJU/SE;CARMO;;
SERGIPE-ALAGOAS;90120025545;3-BRSA-949-SE;4;14;321;402;23/09/2011;ARACAJU/SE;CARMO;;
SERGIPE-ALAGOAS;90120025545;3-BRSA-949-SE;4;14;321;402;23/09/2011;ARACAJU/SE;CARMO;;
SERGIPE-ALAGOAS;90120025545;3-BRSA-949-SE;5;14;405;486;23/09/2011;ARACAJU/SE;CARMO;;
SERGIPE-ALAGOAS;90120025545;3-BRSA-949-SE;5;14;405;486;23/09/2011;ARACAJU/SE;CARMO;;
SERGIPE-ALAGOAS;90120025545;3-BRSA-949-SE;6;14;489;570;23/09/2011;ARACAJU/SE;CARMO;;
SERGIPE-ALAGOAS;90120025545;3-BRSA-949-SE;6;14;489;570;23/09/2011;ARACAJU/SE;CARMO;;
SERGIPE-ALAGOAS;90120025545;3-BRSA-949-SE;7;14;573;654;23/09/2011;ARACAJU/SE;CARMO;;
SERGIPE-ALAGOAS;90120025545;3-BRSA-949-SE;7;14;573;654;23/09/2011;ARACAJU/SE;CARMO;;
SERGIPE-ALAGOAS;90120025545;3-BRSA-949-SE;8;14;657;738;23/09/2011;ARACAJU/SE;CARMO;;
SERGIPE-ALAGOAS;90120025545;3-BRSA-949-SE;8;14;657;738;23/09/2011;ARACAJU/SE;CARMO;;
SERGIPE-ALAGOAS;90120025545;3-BRSA-949-SE;9;14;741;795;23/09/2011;ARACAJU/SE;CARMO;;
SERGIPE-ALAGOAS;90120025674;3-BRSA-972D-SE;1;26;9;150;23/09/2011;ARACAJU/SE;CARMO;;
SERGIPE-ALAGOAS;90120025674;3-BRSA-972D-SE;1;26;6;261;23/09/2011;ARACAJU/SE;CARMO;;
SERGIPE-ALAGOAS;90120025674;3-BRSA-972D-SE;1;26;6;261;23/09/2011;ARACAJU/SE;CARMO;;
SERGIPE-ALAGOAS;90120025674;3-BRSA-972D-SE;1;26;6;165;23/09/2011;ARACAJU/SE;CARMO;;
SERGIPE-ALAGOAS;90120025674;3-BRSA-972D-SE;2;26;153;234;23/09/2011;ARACAJU/SE;CARMO;;
SERGIPE-ALAGOAS;90120025674;3-BRSA-972D-SE;2;26;264;345;23/09/2011;ARACAJU/SE;CARMO;;
SERGIPE-ALAGOAS;90120025674;3-BRSA-972D-SE;2;26;264;345;23/09/2011;ARACAJU/SE;CARMO;;
SERGIPE-ALAGOAS;90120025674;3-BRSA-972D-SE;2;26;168;249;23/09/2011;ARACAJU/SE;CARMO;;
SERGIPE-ALAGOAS;90120025674;3-BRSA-972D-SE;3;26;237;318;23/09/2011;ARACAJU/SE;CARMO;;
SERGIPE-ALAGOAS;90120025674;3-BRSA-972D-SE;3;26;348;429;10/10/2011;ARACAJU/SE;CARMO;;
SERGIPE-ALAGOAS;90120025674;3-BRSA-972D-SE;3;26;348;429;10/10/2011;ARACAJU/SE;CARMO;;
SERGIPE-ALAGOAS;90120025674;3-BRSA-972D-SE;3;26;252;333;10/10/2011;ARACAJU/SE;CARMO;;
SERGIPE-ALAGOAS;90120025674;3-BRSA-972D-SE;4;26;321;402;10/10/2011;ARACAJU/SE;CARMO;;
SERGIPE-ALAGOAS;90120025674;3-BRSA-972D-SE;4;26;432;513;10/10/2011;ARACAJU/SE;CARMO;;
SERGIPE-ALAGOAS;90120025674;3-BRSA-972D-SE;4;26;432;513;10/10/2011;ARACAJU/SE;CARMO;;
SERGIPE-ALAGOAS;90120025674;3-BRSA-972D-SE;5;26;405;486;10/10/2011;ARACAJU/SE;CARMO;;
SERGIPE-ALAGOAS;90120025674;3-BRSA-972D-SE;5;26;516;597;10/10/2011;ARACAJU/SE;CARMO;;
SERGIPE-ALAGOAS;90120025674;3-BRSA-972D-SE;5;26;516;597;10/10/2011;ARACAJU/SE;CARMO;;
SERGIPE-ALAGOAS;90120025674;3-BRSA-972D-SE;6;26;489;570;10/10/2011;ARACAJU/SE;CARMO;;
SERGIPE-ALAGOAS;90120025674;3-BRSA-972D-SE;6;26;600;681;10/10/2011;ARACAJU/SE;CARMO;;
SERGIPE-ALAGOAS;90120025674;3-BRSA-972D-SE;6;26;600;681;10/10/2011;ARACAJU/SE;CARMO;;
SERGIPE-ALAGOAS;90120025674;3-BRSA-972D-SE;7;26;573;654;10/10/2011;ARACAJU/SE;CARMO;;
SERGIPE-ALAGOAS;90120025674;3-BRSA-972D-SE;7;26;684;726;10/10/2011;ARACAJU/SE;CARMO;;
SERGIPE-ALAGOAS;90120025674;3-BRSA-972D-SE;7;26;684;726;29/10/2011;ARACAJU/SE;CARMO;;
SERGIPE-ALAGOAS;90120025674;3-BRSA-972D-SE;8;26;657;738;29/10/2011;ARACAJU/SE;CARMO;;
SERGIPE-ALAGOAS;90120025674;3-BRSA-972D-SE;8;26;657;738;29/10/2011;ARACAJU/SE;CARMO;;
SERGIPE-ALAGOAS;90120025765;3-BRSA-987-SE;1;14;489;660;29/10/2011;ARACAJU/SE;CARMO;;
SERGIPE-ALAGOAS;90120025765;3-BRSA-987-SE;1;14;6;150;29/10/2011;ARACAJU/SE;CARMO;;
SERGIPE-ALAGOAS;90120025765;3-BRSA-987-SE;2;14;663;690;29/10/2011;ARACAJU/SE;CARMO;;
SERGIPE-ALAGOAS;90120025765;3-BRSA-987-SE;2;14;156;249;29/10/2011;ARACAJU/SE;CARMO;;
SERGIPE-ALAGOAS;90120025765;3-BRSA-987-SE;3;14;252;333;29/10/2011;ARACAJU/SE;CARMO;;
SERGIPE-ALAGOAS;90120025765;3-BRSA-987-SE;4;14;336;417;29/10/2011;ARACAJU/SE;CARMO;;
SERGIPE-ALAGOAS;90120025765;3-BRSA-987-SE;4;14;336;417;29/10/2011;ARACAJU/SE;CARMO;;
SERGIPE-ALAGOAS;90120025765;3-BRSA-987-SE;5;14;420;501;29/10/2011;ARACAJU/SE;CARMO;;
SERGIPE-ALAGOAS;90120025765;3-BRSA-987-SE;5;14;420;501;29/10/2011;ARACAJU/SE;CARMO;;
SERGIPE-ALAGOAS;90120025765;3-BRSA-987-SE;6;14;504;585;29/10/2011;ARACAJU/SE;CARMO;;
SERGIPE-ALAGOAS;90120025765;3-BRSA-987-SE;6;14;504;585;29/10/2011;ARACAJU/SE;CARMO;;
SERGIPE-ALAGOAS;90120025765;3-BRSA-987-SE;7;14;588;669;29/10/2011;ARACAJU/SE;CARMO;;
SERGIPE-ALAGOAS;90120025765;3-BRSA-987-SE;7;14;588;669;29/10/2011;ARACAJU/SE;CARMO;;
SERGIPE-ALAGOAS;90120025765;3-BRSA-987-SE;8;14;672;690;29/10/2011;ARACAJU/SE;CARMO;;
SERGIPE-ALAGOAS;90120025794;3-BRSA-998-SE;1;18;0;243;29/10/2011;ARACAJU/SE;CARMO;;
SERGIPE-ALAGOAS;90120025794;3-BRSA-998-SE;1;18;0;228;04/07/1966;ARACAJU/SE;CARMO;;
SERGIPE-ALAGOAS;90120025794;3-BRSA-998-SE;1;18;0;270;04/07/1966;ARACAJU/SE;CARMO;;
SERGIPE-ALAGOAS;90120025794;3-BRSA-998-SE;1;18;0;300;04/07/1966;ARACAJU/SE;CARMO;;
SERGIPE-ALAGOAS;90120025794;3-BRSA-998-SE;2;18;246;453;04/07/1966;ARACAJU/SE;CARMO;;
SERGIPE-ALAGOAS;90120025794;3-BRSA-998-SE;2;18;231;438;04/07/1966;ARACAJU/SE;CARMO;;
SERGIPE-ALAGOAS;90120025794;3-BRSA-998-SE;2;18;273;420;04/07/1966;ARACAJU/SE;CARMO;;
SERGIPE-ALAGOAS;90120025794;3-BRSA-998-SE;2;18;303;465;04/07/1966;ARACAJU/SE;CARMO;;
SERGIPE-ALAGOAS;90120025794;3-BRSA-998-SE;3;18;456;642;30/11/1964;ARACAJU/SE;CARMO;;
SERGIPE-ALAGOAS;90120025794;3-BRSA-998-SE;3;18;441;630;30/11/1964;ARACAJU/SE;CARMO;;
SERGIPE-ALAGOAS;90120025794;3-BRSA-998-SE;3;18;423;594;30/11/1964;ARACAJU/SE;CARMO;;
SERGIPE-ALAGOAS;90120025794;3-BRSA-998-SE;4;18;645;924;30/11/1964;ARACAJU/SE;CARMO;;
SERGIPE-ALAGOAS;90120025794;3-BRSA-998-SE;4;18;633;933;30/11/1964;ARACAJU/SE;CARMO;;
SERGIPE-ALAGOAS;90120025794;3-BRSA-998-SE;5;18;927;1107;01/03/1973;ARACAJU/SE;CARMO;;
SERGIPE-ALAGOAS;90120025794;3-BRSA-998-SE;5;18;936;1124;01/03/1973;ARACAJU/SE;CARMO;;
SERGIPE-ALAGOAS;90120025794;3-BRSA-998-SE;6;18;1110;1260;01/03/1973;ARACAJU/SE;CARMO;;
SERGIPE-ALAGOAS;90120025794;3-BRSA-998-SE;7;18;1269;1326;09/08/1965;ARACAJU/SE;CARMO;;
SERGIPE-ALAGOAS;90120025794;3-BRSA-998-SE;8;18;672;690;09/08/1965;ARACAJU/SE;CARMO;;
SERGIPE-ALAGOAS;901200017700;3-CP-11-SE;1;7;0;468;09/08/1965;ARACAJU/SE;CARMO;;
SERGIPE-ALAGOAS;901200017700;3-CP-11-SE;1;7;0;522;09/08/1965;ARACAJU/SE;CARMO;;
SERGIPE-ALAGOAS;901200017700;3-CP-11-SE;2;7;471;669;10/08/1965;ARACAJU/SE;CARMO;;
SERGIPE-ALAGOAS;901200017700;3-CP-11-SE;2;7;525;870;10/08/1965;ARACAJU/SE;CARMO;;
SERGIPE-ALAGOAS;901200017700;3-CP-11-SE;3;7;468;621;05/06/1967;ARACAJU/SE;CARMO;;
SERGIPE-ALAGOAS;901200017700;3-CP-11-SE;3;7;873;1140;05/06/1967;ARACAJU/SE;CARMO;;
SERGIPE-ALAGOAS;901200017700;3-CP-11-SE;4;7;624;693;05/06/1967;ARACAJU/SE;CARMO;;
SERGIPE-ALAGOAS;901200017800;3-CP-12-SE;1;5;10;630;05/06/1967;ARACAJU/SE;CARMO;;
SERGIPE-ALAGOAS;901200017800;3-CP-12-SE;1;5;36;354;02/09/1972;ARACAJU/SE;CARMO;;
SERGIPE-ALAGOAS;901200017800;3-CP-12-SE;2;5;633;788;02/09/1972;ARACAJU/SE;CARMO;;
SERGIPE-ALAGOAS;901200017800;3-CP-12-SE;2;5;357;705;05/07/1966;ARACAJU/SE;CARMO;;
SERGIPE-ALAGOAS;901200017800;3-CP-12-SE;4;5;1143;1214;05/07/1966;ARACAJU/SE;CARMO;;
SERGIPE-ALAGOAS;901200018300;3-CP-15-SE;1;3;6;237;05/07/1966;ARACAJU/SE;CARMO;;
SERGIPE-ALAGOAS;901200018300;3-CP-15-SE;2;3;240;480;11/11/1964;ARACAJU/SE;CARMO;;
SERGIPE-ALAGOAS;901200018300;3-CP-15-SE;3;3;708;979;11/11/1964;ARACAJU/SE;CARMO;;
SERGIPE-ALAGOAS;901200018400;3-CP-16-SE;1;4;3;198;11/11/1964;ARACAJU/SE;CARMO;;
SERGIPE-ALAGOAS;901200018400;3-CP-16-SE;2;4;483;739;11/11/1964;ARACAJU/SE;CARMO;;
SERGIPE-ALAGOAS;901200018400;3-CP-16-SE;3;4;742;1044;11/11/1964;ARACAJU/SE;CARMO;;
SERGIPE-ALAGOAS;901200018400;3-CP-16-SE;4;4;1047;1131;31/07/1966;ARACAJU/SE;CARMO;;
SERGIPE-ALAGOAS;901200018600;3-CP-18-SE;1;2;201;326;23/02/1987;ARACAJU/SE;CARMO;;
SERGIPE-ALAGOAS;901200018600;3-CP-18-SE;2;2;329;612;23/02/1987;ARACAJU/SE;CARMO;;
SERGIPE-ALAGOAS;901200018700;3-CP-19-SE;3;4;615;819;02/03/1987;ARACAJU/SE;CARMO;;
SERGIPE-ALAGOAS;901200018700;3-CP-19-SE;1;4;9;222;16/08/1966;ARACAJU/SE;CARMO;;
SERGIPE-ALAGOAS;901200018700;3-CP-19-SE;2;4;225;483;16/08/1966;ARACAJU/SE;CARMO;;
SERGIPE-ALAGOAS;901200018700;3-CP-19-SE;3;4;486;762;16/08/1966;ARACAJU/SE;CARMO;;
SERGIPE-ALAGOAS;901200080700;3-CP-219-SE;1;2;768;975;16/08/1966;ARACAJU/SE;CARMO;;
SERGIPE-ALAGOAS;901200080700;3-CP-219-SE;2;2;978;1128;16/08/1966;ARACAJU/SE;CARMO;;
SERGIPE-ALAGOAS;901200019300;3-CP-23-SE;1;3;18;333;07/03/1987;ARACAJU/SE;CARMO;;
SERGIPE-ALAGOAS;901200019300;3-CP-23-SE;2;3;336;546;07/03/1987;ARACAJU/SE;CARMO;;
SERGIPE-ALAGOAS;901200019300;3-CP-23-SE;3;3;549;828;07/03/1987;ARACAJU/SE;CARMO;;
SERGIPE-ALAGOAS;901200015000;3-CP-2-SE;1;5;18;462;04/01/1968;ARACAJU/SE;CARMO;;
SERGIPE-ALAGOAS;901200015000;3-CP-2-SE;2;5;465;654;04/01/1968;ARACAJU/SE;CARMO;;
SERGIPE-ALAGOAS;901200015000;3-CP-2-SE;3;5;657;912;02/07/1965;ARACAJU/SE;CARMO;;
SERGIPE-ALAGOAS;901200015000;3-CP-2-SE;4;5;831;1071;02/07/1965;ARACAJU/SE;CARMO;;
SERGIPE-ALAGOAS;901200015000;3-CP-2-SE;5;5;1074;1318;02/07/1965;ARACAJU/SE;CARMO;;
