;;;;;;;;;;;
Bacia sedimentar;Código do poço (API);Nome do poço (ANP);Identificador da caixa;Total de caixas;Profundidade topo (m);Profundidade base (m);Data de conclusão do poço;Município/Estado;Depositária;;
SERGIPE-ALAGOAS;901200365700;7-IP-13D-SE;6;7;1227;1299;14/11/1991;ARACAJU/SE;CARMO;;
SERGIPE-ALAGOAS;901200365700;7-IP-13D-SE;7;7;1302;1359;10/09/2012;ARACAJU/SE;CARMO;;
SERGIPE-ALAGOAS;901200366100;7-IP-14D-SE;1;12;6;168;10/09/2012;ARACAJU/SE;CARMO;;
SERGIPE-ALAGOAS;901200366100;7-IP-14D-SE;2;12;168;318;10/09/2012;ARACAJU/SE;CARMO;;
SERGIPE-ALAGOAS;901200366100;7-IP-14D-SE;3;12;324;474;10/09/2012;ARACAJU/SE;CARMO;;
SERGIPE-ALAGOAS;901200366100;7-IP-14D-SE;4;12;480;642;10/09/2012;ARACAJU/SE;CARMO;;
SERGIPE-ALAGOAS;901200366100;7-IP-14D-SE;5;12;648;729;10/09/2012;ARACAJU/SE;CARMO;;
SERGIPE-ALAGOAS;901200366100;7-IP-14D-SE;6;12;732;816;10/09/2012;ARACAJU/SE;CARMO;;
SERGIPE-ALAGOAS;901200366100;7-IP-14D-SE;7;12;819;900;10/09/2012;ARACAJU/SE;CARMO;;
SERGIPE-ALAGOAS;901200366100;7-IP-14D-SE;8;12;903;981;10/09/2012;ARACAJU/SE;CARMO;;
SERGIPE-ALAGOAS;901200366100;7-IP-14D-SE;9;12;984;1062;10/09/2012;ARACAJU/SE;CARMO;;
SERGIPE-ALAGOAS;901200366100;7-IP-14D-SE;10;12;1065;1149;10/09/2012;ARACAJU/SE;CARMO;;
SERGIPE-ALAGOAS;901200366100;7-IP-14D-SE;11;12;1152;1230;10/09/2012;ARACAJU/SE;CARMO;;
SERGIPE-ALAGOAS;901200366100;7-IP-14D-SE;12;12;1233;1332;31/07/2012;ARACAJU/SE;CARMO;;
SERGIPE-ALAGOAS;901200378100;7-IP-17-SE;1;11;174;336;31/07/2012;ARACAJU/SE;CARMO;;
SERGIPE-ALAGOAS;901200378100;7-IP-17-SE;2;11;342;504;31/07/2012;ARACAJU/SE;CARMO;;
SERGIPE-ALAGOAS;901200378100;7-IP-17-SE;3;11;510;672;31/07/2012;ARACAJU/SE;CARMO;;
SERGIPE-ALAGOAS;901200378100;7-IP-17-SE;4;11;678;795;31/07/2012;ARACAJU/SE;CARMO;;
SERGIPE-ALAGOAS;901200378100;7-IP-17-SE;5;11;798;879;31/07/2012;ARACAJU/SE;CARMO;;
SERGIPE-ALAGOAS;901200378100;7-IP-17-SE;6;11;882;963;31/07/2012;ARACAJU/SE;CARMO;;
SERGIPE-ALAGOAS;901200378100;7-IP-17-SE;8;11;966;1047;31/07/2012;ARACAJU/SE;CARMO;;
SERGIPE-ALAGOAS;901200378100;7-IP-17-SE;9;11;1050;1131;31/07/2012;ARACAJU/SE;CARMO;;
SERGIPE-ALAGOAS;901200378100;7-IP-17-SE;10;11;1134;1215;31/07/2012;ARACAJU/SE;CARMO;;
SERGIPE-ALAGOAS;901200378100;7-IP-17-SE;11;11;1218;1299;31/07/2012;ARACAJU/SE;CARMO;;
SERGIPE-ALAGOAS;90120026435;7-IP-19D-SE;1;12;18;468;31/07/2012;ARACAJU/SE;CARMO;;
SERGIPE-ALAGOAS;90120026435;7-IP-19D-SE;1;12;9;360;27/09/1977;ARACAJU/SE;CARMO;;
SERGIPE-ALAGOAS;90120026435;7-IP-19D-SE;1;12;0;594;27/09/1977;ARACAJU/SE;CARMO;;
SERGIPE-ALAGOAS;90120026435;7-IP-19D-SE;2;12;471;825;27/09/1977;ARACAJU/SE;CARMO;;
SERGIPE-ALAGOAS;90120026435;7-IP-19D-SE;2;12;363;573;27/09/1977;ARACAJU/SE;CARMO;;
SERGIPE-ALAGOAS;90120026435;7-IP-19D-SE;2;12;597;930;27/09/1977;ARACAJU/SE;CARMO;;
SERGIPE-ALAGOAS;90120026435;7-IP-19D-SE;3;12;828;969;17/09/1986;ARACAJU/SE;CARMO;;
SERGIPE-ALAGOAS;90120026435;7-IP-19D-SE;3;12;576;798;17/09/1986;ARACAJU/SE;CARMO;;
SERGIPE-ALAGOAS;90120026435;7-IP-19D-SE;4;12;972;1131;17/09/1986;ARACAJU/SE;CARMO;;
SERGIPE-ALAGOAS;90120026435;7-IP-19D-SE;4;12;801;1014;17/09/1986;ARACAJU/SE;CARMO;;
SERGIPE-ALAGOAS;90120026435;7-IP-19D-SE;5;12;1134;1215;19/02/1987;ARACAJU/SE;CARMO;;
SERGIPE-ALAGOAS;90120026435;7-IP-19D-SE;6;12;1302;1380;19/02/1987;ARACAJU/SE;CARMO;;
SERGIPE-ALAGOAS;90120026382;7-IP-20D-SE;1;12;0;441;19/02/1987;ARACAJU/SE;CARMO;;
SERGIPE-ALAGOAS;90120026382;7-IP-20D-SE;1;12;0;597;19/02/1987;ARACAJU/SE;CARMO;;
SERGIPE-ALAGOAS;90120026382;7-IP-20D-SE;1;12;9;234;14/02/1987;ARACAJU/SE;CARMO;;
SERGIPE-ALAGOAS;90120026382;7-IP-20D-SE;2;12;444;771;14/02/1987;ARACAJU/SE;CARMO;;
SERGIPE-ALAGOAS;90120026382;7-IP-20D-SE;2;12;600;870;14/02/1987;ARACAJU/SE;CARMO;;
SERGIPE-ALAGOAS;90120026382;7-IP-20D-SE;3;12;933;1140;14/02/1987;ARACAJU/SE;CARMO;;
SERGIPE-ALAGOAS;90120026382;7-IP-20D-SE;3;12;774;936;30/09/1987;ARACAJU/SE;CARMO;;
SERGIPE-ALAGOAS;90120026382;7-IP-20D-SE;3;12;873;1041;30/09/1987;ARACAJU/SE;CARMO;;
SERGIPE-ALAGOAS;90120026382;7-IP-20D-SE;4;12;1143;1242;30/09/1987;ARACAJU/SE;CARMO;;
SERGIPE-ALAGOAS;90120026382;7-IP-20D-SE;4;12;939;1098;30/09/1987;ARACAJU/SE;CARMO;;
SERGIPE-ALAGOAS;90120026382;7-IP-20D-SE;4;12;1044;1230;30/09/1987;ARACAJU/SE;CARMO;;
SERGIPE-ALAGOAS;90120026382;7-IP-20D-SE;5;12;1233;1323;14/05/2015;ARACAJU/SE;CARMO;;
SERGIPE-ALAGOAS;901200299800;7-IP-4-SE;1;5;10;438;14/05/2015;ARACAJU/SE;CARMO;;
SERGIPE-ALAGOAS;901200299800;7-IP-4-SE;2;5;243;459;14/05/2015;ARACAJU/SE;CARMO;;
SERGIPE-ALAGOAS;901200299800;7-IP-4-SE;2;5;441;655;14/05/2015;ARACAJU/SE;CARMO;;
SERGIPE-ALAGOAS;901200299800;7-IP-4-SE;3;5;468;606;01/12/1984;ARACAJU/SE;CARMO;;
SERGIPE-ALAGOAS;901200299800;7-IP-4-SE;4;5;612;690;01/12/1984;ARACAJU/SE;CARMO;;
SERGIPE-ALAGOAS;901200318900;7-IP-5-SE;1;4;0;567;15/02/1979;ARACAJU/SE;CARMO;;
SERGIPE-ALAGOAS;901200318900;7-IP-5-SE;1;4;9;225;15/02/1979;ARACAJU/SE;CARMO;;
SERGIPE-ALAGOAS;901200318900;7-IP-5-SE;2;4;570;624;04/01/2014;ARACAJU/SE;CARMO;;
SERGIPE-ALAGOAS;901200318900;7-IP-5-SE;2;4;234;459;04/01/2014;ARACAJU/SE;CARMO;;
SERGIPE-ALAGOAS;901200327800;7-IP-7D-SE;1;4;9;207;04/01/2014;ARACAJU/SE;CARMO;;
SERGIPE-ALAGOAS;901200327800;7-IP-7D-SE;2;4;216;423;04/01/2014;ARACAJU/SE;CARMO;;
SERGIPE-ALAGOAS;901200327800;7-IP-7D-SE;3;4;468;606;28/10/2013;ARACAJU/SE;CARMO;;
SERGIPE-ALAGOAS;901200327800;7-IP-7D-SE;4;4;612;660;28/10/2013;ARACAJU/SE;CARMO;;
SERGIPE-ALAGOAS;901200329200;7-IP-8-SE;1;4;9;234;28/10/2013;ARACAJU/SE;CARMO;;
SERGIPE-ALAGOAS;901200329200;7-IP-8-SE;2;4;243;468;28/10/2013;ARACAJU/SE;CARMO;;
SERGIPE-ALAGOAS;901200329200;7-IP-8-SE;3;4;432;570;12/06/2015;ARACAJU/SE;CARMO;;
SERGIPE-ALAGOAS;901200329200;7-IP-8-SE;4;4;576;666;12/06/2015;ARACAJU/SE;CARMO;;
SERGIPE-ALAGOAS;901200341000;7-IP-9-SE;1;5;0;693;12/06/2015;ARACAJU/SE;CARMO;;
SERGIPE-ALAGOAS;901200341000;7-IP-9-SE;1;5;9;504;12/06/2015;ARACAJU/SE;CARMO;;
SERGIPE-ALAGOAS;901200341000;7-IP-9-SE;2;5;507;660;17/08/1983;ARACAJU/SE;CARMO;;
SERGIPE-ALAGOAS;901200341000;7-IP-9-SE;3;5;477;636;30/10/1983;ARACAJU/SE;CARMO;;
SERGIPE-ALAGOAS;901200341000;7-IP-9-SE;4;5;642;690;30/10/1983;ARACAJU/SE;CARMO;;
SERGIPE-ALAGOAS;90120028207;7-MG-104D-SE;1;4;9;450;02/09/1984;ARACAJU/SE;CARMO;;
SERGIPE-ALAGOAS;90120028207;7-MG-104D-SE;1;4;9;435;02/09/1984;ARACAJU/SE;CARMO;;
SERGIPE-ALAGOAS;90120028207;7-MG-104D-SE;2;4;453;675;29/01/1985;ARACAJU/SE;CARMO;;
SERGIPE-ALAGOAS;90120028207;7-MG-104D-SE;2;4;438;619;29/01/1985;ARACAJU/SE;CARMO;;
SERGIPE-ALAGOAS;901200108700;7-MG-10-SE;1;2;9;441;29/01/1985;ARACAJU/SE;CARMO;;
SERGIPE-ALAGOAS;901200108700;7-MG-10-SE;2;2;612;669;29/01/1985;ARACAJU/SE;CARMO;;
SERGIPE-ALAGOAS;901200125400;7-MG-11-SE;1;2;444;603;29/01/1985;ARACAJU/SE;CARMO;;
SERGIPE-ALAGOAS;901200125400;7-MG-11-SE;2;2;606;669;29/01/1985;ARACAJU/SE;CARMO;;
SERGIPE-ALAGOAS;90120027392;7-MG-121-SE;1;4;9;480;31/03/1986;ARACAJU/SE;CARMO;;
SERGIPE-ALAGOAS;90120027392;7-MG-121-SE;1;4;9;369;31/03/1986;ARACAJU/SE;CARMO;;
SERGIPE-ALAGOAS;90120027392;7-MG-121-SE;2;4;483;684;08/02/1986;ARACAJU/SE;CARMO;;
SERGIPE-ALAGOAS;90120027392;7-MG-121-SE;2;4;372;594;08/02/1986;ARACAJU/SE;CARMO;;
SERGIPE-ALAGOAS;90120027304;7-MG-122D-SE;1;4;9;537;08/02/1986;ARACAJU/SE;CARMO;;
SERGIPE-ALAGOAS;90120027304;7-MG-122D-SE;1;4;9;516;11/02/1986;ARACAJU/SE;CARMO;;
SERGIPE-ALAGOAS;90120027304;7-MG-122D-SE;2;4;540;744;11/02/1986;ARACAJU/SE;CARMO;;
SERGIPE-ALAGOAS;90120027304;7-MG-122D-SE;3;4;597;702;04/03/1986;ARACAJU/SE;CARMO;;
SERGIPE-ALAGOAS;90120028262;7-MG-123-SE;1;4;9;489;04/03/1986;ARACAJU/SE;CARMO;;
SERGIPE-ALAGOAS;90120028262;7-MG-123-SE;1;4;9;426;19/03/1986;ARACAJU/SE;CARMO;;
SERGIPE-ALAGOAS;90120028262;7-MG-123-SE;2;4;519;732;19/03/1986;ARACAJU/SE;CARMO;;
SERGIPE-ALAGOAS;90120028262;7-MG-123-SE;2;4;492;729;08/07/1978;ARACAJU/SE;CARMO;;
SERGIPE-ALAGOAS;901200241500;7-MG-12-SE;1;1;429;669;15/07/1978;ARACAJU/SE;CARMO;;
SERGIPE-ALAGOAS;901200244000;7-MG-13-SE;1;2;9;585;21/09/1987;ARACAJU/SE;CARMO;;
SERGIPE-ALAGOAS;901200244000;7-MG-13-SE;2;2;588;714;21/09/1987;ARACAJU/SE;CARMO;;
SERGIPE-ALAGOAS;901200267500;7-MG-14-SE;1;2;9;423;01/10/2002;ARACAJU/SE;CARMO;;
SERGIPE-ALAGOAS;901200267500;7-MG-14-SE;2;2;426;597;01/10/2002;ARACAJU/SE;CARMO;;
SERGIPE-ALAGOAS;901200275600;7-MG-15-SE;1;3;9;423;01/10/2002;ARACAJU/SE;CARMO;;
SERGIPE-ALAGOAS;901200275600;7-MG-15-SE;2;3;426;600;01/10/2002;ARACAJU/SE;CARMO;;
SERGIPE-ALAGOAS;901200275600;7-MG-15-SE;3;3;600;711;01/10/2002;ARACAJU/SE;CARMO;;
SERGIPE-ALAGOAS;901200276100;7-MG-16-SE;1;3;9;480;01/10/2002;ARACAJU/SE;CARMO;;
SERGIPE-ALAGOAS;901200276100;7-MG-16-SE;2;3;483;651;24/09/2002;ARACAJU/SE;CARMO;;
SERGIPE-ALAGOAS;901200276100;7-MG-16-SE;3;3;603;711;24/09/2002;ARACAJU/SE;CARMO;;
SERGIPE-ALAGOAS;901200304500;7-MG-19-SE;1;2;9;480;24/09/2002;ARACAJU/SE;CARMO;;
SERGIPE-ALAGOAS;901200304500;7-MG-19-SE;2;2;483;651;24/09/2002;ARACAJU/SE;CARMO;;
SERGIPE-ALAGOAS;901200305000;7-MG-20-SE;1;3;27;438;13/06/2003;ARACAJU/SE;CARMO;;
SERGIPE-ALAGOAS;901200305000;7-MG-20-SE;2;3;441;600;13/06/2003;ARACAJU/SE;CARMO;;
SERGIPE-ALAGOAS;901200305000;7-MG-20-SE;3;3;603;780;13/06/2003;ARACAJU/SE;CARMO;;
SERGIPE-ALAGOAS;901200306200;7-MG-21-SE;1;2;27;477;13/06/2003;ARACAJU/SE;CARMO;;
SERGIPE-ALAGOAS;901200306200;7-MG-21-SE;2;2;480;615;13/06/2003;ARACAJU/SE;CARMO;;
SERGIPE-ALAGOAS;901200306000;7-MG-22-SE;3;2;618;780;13/06/2003;ARACAJU/SE;CARMO;;
SERGIPE-ALAGOAS;901200306000;7-MG-22-SE;1;2;9;459;03/06/2003;ARACAJU/SE;CARMO;;
SERGIPE-ALAGOAS;901200306500;7-MG-23-SE;1;2;462;654;03/06/2003;ARACAJU/SE;CARMO;;
SERGIPE-ALAGOAS;901200306500;7-MG-23-SE;2;2;657;798;03/06/2003;ARACAJU/SE;CARMO;;
SERGIPE-ALAGOAS;901200328700;7-MG-24-SE;1;2;9;459;03/06/2003;ARACAJU/SE;CARMO;;
SERGIPE-ALAGOAS;901200328700;7-MG-24-SE;2;2;462;654;03/06/2003;ARACAJU/SE;CARMO;;
SERGIPE-ALAGOAS;901200340900;7-MG-25-SE;1;2;9;433;03/06/2003;ARACAJU/SE;CARMO;;
SERGIPE-ALAGOAS;901200340900;7-MG-25-SE;2;2;657;798;30/09/2004;ARACAJU/SE;CARMO;;
SERGIPE-ALAGOAS;90120020190;7-MG-26-SE;1;6;9;432;30/09/2004;ARACAJU/SE;CARMO;;
SERGIPE-ALAGOAS;90120020190;7-MG-26-SE;2;6;441;631;30/09/2004;ARACAJU/SE;CARMO;;
SERGIPE-ALAGOAS;90120020190;7-MG-26-SE;3;6;633;747;30/09/2004;ARACAJU/SE;CARMO;;
SERGIPE-ALAGOAS;90120020190;7-MG-26-SE;1;6;9;432;30/09/2004;ARACAJU/SE;CARMO;;
SERGIPE-ALAGOAS;90120020190;7-MG-26-SE;2;6;435;630;30/09/2004;ARACAJU/SE;CARMO;;
SERGIPE-ALAGOAS;90120020190;7-MG-26-SE;3;6;633;747;20/09/2004;ARACAJU/SE;CARMO;;
SERGIPE-ALAGOAS;90120020153;7-MG-27-SE;1;4;9;432;20/09/2004;ARACAJU/SE;CARMO;;
SERGIPE-ALAGOAS;90120020153;7-MG-27-SE;2;4;435;588;20/09/2004;ARACAJU/SE;CARMO;;
SERGIPE-ALAGOAS;90120020153;7-MG-27-SE;2;4;435;588;20/09/2004;ARACAJU/SE;CARMO;;
SERGIPE-ALAGOAS;90120020153;7-MG-27-SE;3;4;591;675;20/09/2004;ARACAJU/SE;CARMO;;
SERGIPE-ALAGOAS;90120020518;7-MG-28D-SE;1;6;9;420;20/09/2004;ARACAJU/SE;CARMO;;
SERGIPE-ALAGOAS;90120020518;7-MG-28D-SE;1;6;9;420;24/07/2004;ARACAJU/SE;CARMO;;
SERGIPE-ALAGOAS;90120020518;7-MG-28D-SE;2;6;423;564;24/07/2004;ARACAJU/SE;CARMO;;
SERGIPE-ALAGOAS;90120020518;7-MG-28D-SE;2;6;423;564;24/07/2004;ARACAJU/SE;CARMO;;
SERGIPE-ALAGOAS;90120020518;7-MG-28D-SE;3;6;591;675;24/07/2004;ARACAJU/SE;CARMO;;
SERGIPE-ALAGOAS;90120020518;7-MG-28D-SE;3;6;567;693;24/07/2004;ARACAJU/SE;CARMO;;
SERGIPE-ALAGOAS;90120020503;7-MG-29D-SE;1;6;9;432;24/07/2004;ARACAJU/SE;CARMO;;
SERGIPE-ALAGOAS;90120020503;7-MG-29D-SE;1;6;9;432;11/11/2004;ARACAJU/SE;CARMO;;
SERGIPE-ALAGOAS;90120020503;7-MG-29D-SE;1;6;9;504;11/11/2004;ARACAJU/SE;CARMO;;
SERGIPE-ALAGOAS;90120020503;7-MG-29D-SE;2;6;435;696;11/11/2004;ARACAJU/SE;CARMO;;
SERGIPE-ALAGOAS;90120020503;7-MG-29D-SE;2;6;435;696;11/11/2004;ARACAJU/SE;CARMO;;
SERGIPE-ALAGOAS;90120020503;7-MG-29D-SE;3;6;567;693;21/11/2004;ARACAJU/SE;CARMO;;
SERGIPE-ALAGOAS;90120021068;7-MG-30D-SE;1;6;9;504;21/11/2004;ARACAJU/SE;CARMO;;
SERGIPE-ALAGOAS;90120021068;7-MG-30D-SE;1;6;27;477;21/11/2004;ARACAJU/SE;CARMO;;
SERGIPE-ALAGOAS;90120021068;7-MG-30D-SE;2;6;507;663;21/11/2004;ARACAJU/SE;CARMO;;
SERGIPE-ALAGOAS;90120021068;7-MG-30D-SE;2;6;507;660;21/11/2004;ARACAJU/SE;CARMO;;
SERGIPE-ALAGOAS;90120021068;7-MG-30D-SE;3;6;666;723;21/11/2004;ARACAJU/SE;CARMO;;
SERGIPE-ALAGOAS;90120021068;7-MG-30D-SE;3;6;663;723;29/11/2004;ARACAJU/SE;CARMO;;
SERGIPE-ALAGOAS;90120021060;7-MG-31-SE;1;6;27;477;29/11/2004;ARACAJU/SE;CARMO;;
SERGIPE-ALAGOAS;90120021060;7-MG-31-SE;1;6;9;441;29/11/2004;ARACAJU/SE;CARMO;;
SERGIPE-ALAGOAS;90120021060;7-MG-31-SE;1;6;9;441;29/11/2004;ARACAJU/SE;CARMO;;
SERGIPE-ALAGOAS;90120021060;7-MG-31-SE;2;6;480;750;07/09/2005;ARACAJU/SE;CARMO;;
SERGIPE-ALAGOAS;90120021060;7-MG-31-SE;2;6;480;750;07/09/2005;ARACAJU/SE;CARMO;;
SERGIPE-ALAGOAS;90120021060;7-MG-31-SE;2;6;444;726;07/09/2005;ARACAJU/SE;CARMO;;
SERGIPE-ALAGOAS;90120020997;7-MG-32-SE;1;6;9;441;07/09/2005;ARACAJU/SE;CARMO;;
SERGIPE-ALAGOAS;90120020997;7-MG-32-SE;1;6;9;432;23/11/2005;ARACAJU/SE;CARMO;;
SERGIPE-ALAGOAS;90120020997;7-MG-32-SE;1;6;9;432;23/11/2005;ARACAJU/SE;CARMO;;
SERGIPE-ALAGOAS;90120020997;7-MG-32-SE;2;6;444;726;23/11/2005;ARACAJU/SE;CARMO;;
SERGIPE-ALAGOAS;90120020997;7-MG-32-SE;2;6;444;714;23/11/2005;ARACAJU/SE;CARMO;;
SERGIPE-ALAGOAS;90120020997;7-MG-32-SE;2;6;435;714;22/10/2005;ARACAJU/SE;CARMO;;
SERGIPE-ALAGOAS;90120021114;7-MG-33-SE;1;4;9;432;22/10/2005;ARACAJU/SE;CARMO;;
SERGIPE-ALAGOAS;90120021114;7-MG-33-SE;2;4;435;630;22/10/2005;ARACAJU/SE;CARMO;;
SERGIPE-ALAGOAS;90120021114;7-MG-33-SE;2;4;435;630;22/10/2005;ARACAJU/SE;CARMO;;
SERGIPE-ALAGOAS;90120021114;7-MG-33-SE;3;4;633;681;22/10/2005;ARACAJU/SE;CARMO;;
SERGIPE-ALAGOAS;90120021125;7-MG-34-SE;1;6;9;432;22/10/2005;ARACAJU/SE;CARMO;;
SERGIPE-ALAGOAS;90120021125;7-MG-34-SE;1;6;9;432;13/10/2005;ARACAJU/SE;CARMO;;
SERGIPE-ALAGOAS;90120021125;7-MG-34-SE;1;6;9;423;13/10/2005;ARACAJU/SE;CARMO;;
SERGIPE-ALAGOAS;90120021125;7-MG-34-SE;2;6;435;684;13/10/2005;ARACAJU/SE;CARMO;;
SERGIPE-ALAGOAS;90120021125;7-MG-34-SE;2;6;435;684;13/10/2005;ARACAJU/SE;CARMO;;
SERGIPE-ALAGOAS;90120021125;7-MG-34-SE;3;6;633;681;06/02/2006;ARACAJU/SE;CARMO;;
SERGIPE-ALAGOAS;90120021138;7-MG-35-SE;1;4;9;450;06/02/2006;ARACAJU/SE;CARMO;;
SERGIPE-ALAGOAS;90120021138;7-MG-35-SE;1;4;9;432;06/02/2006;ARACAJU/SE;CARMO;;
SERGIPE-ALAGOAS;90120021138;7-MG-35-SE;2;4;426;699;06/02/2006;ARACAJU/SE;CARMO;;
SERGIPE-ALAGOAS;90120021138;7-MG-35-SE;2;4;453;700;12/01/2006;ARACAJU/SE;CARMO;;
SERGIPE-ALAGOAS;90120021475;7-MG-36-SE;1;4;9;432;12/01/2006;ARACAJU/SE;CARMO;;
SERGIPE-ALAGOAS;90120021475;7-MG-36-SE;1;4;9;432;12/01/2006;ARACAJU/SE;CARMO;;
SERGIPE-ALAGOAS;90120021475;7-MG-36-SE;2;4;435;702;12/01/2006;ARACAJU/SE;CARMO;;
SERGIPE-ALAGOAS;90120021475;7-MG-36-SE;2;4;435;702;05/01/2006;ARACAJU/SE;CARMO;;
SERGIPE-ALAGOAS;90120021552;7-MG-37-SE;1;4;9;432;05/01/2006;ARACAJU/SE;CARMO;;
SERGIPE-ALAGOAS;90120021552;7-MG-37-SE;1;4;63;495;05/01/2006;ARACAJU/SE;CARMO;;
SERGIPE-ALAGOAS;90120021552;7-MG-37-SE;2;4;435;714;05/01/2006;ARACAJU/SE;CARMO;;
SERGIPE-ALAGOAS;90120021552;7-MG-37-SE;2;4;435;714;28/01/2006;ARACAJU/SE;CARMO;;
SERGIPE-ALAGOAS;90120021526;7-MG-38-SE;1;6;63;495;28/01/2006;ARACAJU/SE;CARMO;;
SERGIPE-ALAGOAS;90120021526;7-MG-38-SE;1;6;135;555;28/01/2006;ARACAJU/SE;CARMO;;
SERGIPE-ALAGOAS;90120021526;7-MG-38-SE;1;6;135;555;28/01/2006;ARACAJU/SE;CARMO;;
SERGIPE-ALAGOAS;90120021526;7-MG-38-SE;2;6;498;720;30/11/2005;ARACAJU/SE;CARMO;;
SERGIPE-ALAGOAS;90120021526;7-MG-38-SE;2;6;498;720;30/11/2005;ARACAJU/SE;CARMO;;
SERGIPE-ALAGOAS;90120021526;7-MG-38-SE;2;6;558;801;30/11/2005;ARACAJU/SE;CARMO;;
SERGIPE-ALAGOAS;90120021504;7-MG-39-SE;1;4;9;441;30/11/2005;ARACAJU/SE;CARMO;;
SERGIPE-ALAGOAS;90120021504;7-MG-39-SE;1;4;9;441;15/04/2006;ARACAJU/SE;CARMO;;
SERGIPE-ALAGOAS;90120021504;7-MG-39-SE;2;4;558;801;15/04/2006;ARACAJU/SE;CARMO;;
SERGIPE-ALAGOAS;90120021504;7-MG-39-SE;2;4;444;690;15/04/2006;ARACAJU/SE;CARMO;;
SERGIPE-ALAGOAS;90120021675;7-MG-40D-SE;1;4;9;396;15/04/2006;ARACAJU/SE;CARMO;;
SERGIPE-ALAGOAS;90120021675;7-MG-40D-SE;1;4;9;414;26/05/2006;ARACAJU/SE;CARMO;;
SERGIPE-ALAGOAS;90120021675;7-MG-40D-SE;2;4;444;690;26/05/2006;ARACAJU/SE;CARMO;;
SERGIPE-ALAGOAS;90120021675;7-MG-40D-SE;2;4;396;729;26/05/2006;ARACAJU/SE;CARMO;;
SERGIPE-ALAGOAS;90120021626;7-MG-41-SE;1;4;9;432;26/05/2006;ARACAJU/SE;CARMO;;
SERGIPE-ALAGOAS;90120021626;7-MG-41-SE;2;4;417;729;14/05/2006;ARACAJU/SE;CARMO;;
SERGIPE-ALAGOAS;90120021626;7-MG-41-SE;2;4;436;669;14/05/2006;ARACAJU/SE;CARMO;;
SERGIPE-ALAGOAS;90120021626;7-MG-41-SE;3;4;672;801;14/05/2006;ARACAJU/SE;CARMO;;
SERGIPE-ALAGOAS;90120021627;7-MG-42-SE;1;4;9;432;14/05/2006;ARACAJU/SE;CARMO;;
SERGIPE-ALAGOAS;90120021627;7-MG-42-SE;1;4;9;432;14/05/2006;ARACAJU/SE;CARMO;;
SERGIPE-ALAGOAS;90120021627;7-MG-42-SE;2;4;435;675;14/05/2006;ARACAJU/SE;CARMO;;
SERGIPE-ALAGOAS;90120021627;7-MG-42-SE;3;4;678;801;02/07/1985;ARACAJU/SE;CARMO;;
SERGIPE-ALAGOAS;90120021655;7-MG-43-SE;1;4;9;450;18/08/1985;ARACAJU/SE;CARMO;;
SERGIPE-ALAGOAS;90120021655;7-MG-43-SE;1;4;9;426;18/08/1985;ARACAJU/SE;CARMO;;
SERGIPE-ALAGOAS;90120021655;7-MG-43-SE;2;4;435;702;18/08/1985;ARACAJU/SE;CARMO;;
SERGIPE-ALAGOAS;90120021655;7-MG-43-SE;2;4;453;774;13/10/2006;ARACAJU/SE;CARMO;;
SERGIPE-ALAGOAS;90120021585;7-MG-44DP-SE;1;4;9;540;13/10/2006;ARACAJU/SE;CARMO;;
SERGIPE-ALAGOAS;90120021585;7-MG-44DP-SE;1;4;9;432;05/12/1979;ARACAJU/SE;CARMO;;
SERGIPE-ALAGOAS;90120021585;7-MG-44DP-SE;2;4;429;680;05/12/1979;ARACAJU/SE;CARMO;;
SERGIPE-ALAGOAS;90120021585;7-MG-44DP-SE;2;4;543;744;05/12/1979;ARACAJU/SE;CARMO;;
SERGIPE-ALAGOAS;90120021775;7-MG-45-SE;1;4;9;441;14/12/1979;ARACAJU/SE;CARMO;;
SERGIPE-ALAGOAS;90120021775;7-MG-45-SE;2;4;435;744;14/12/1979;ARACAJU/SE;CARMO;;
SERGIPE-ALAGOAS;90120021775;7-MG-45-SE;2;4;444;690;14/12/1979;ARACAJU/SE;CARMO;;
SERGIPE-ALAGOAS;90120021775;7-MG-45-SE;3;4;747;900;14/12/1979;ARACAJU/SE;CARMO;;
SERGIPE-ALAGOAS;90120021823;7-MG-46-SE;1;4;9;171;10/03/2008;ARACAJU/SE;CARMO;;
SERGIPE-ALAGOAS;90120021823;7-MG-46-SE;2;4;174;324;10/03/2008;ARACAJU/SE;CARMO;;
SERGIPE-ALAGOAS;90120021823;7-MG-46-SE;3;4;327;507;10/03/2008;ARACAJU/SE;CARMO;;
SERGIPE-ALAGOAS;90120021823;7-MG-46-SE;4;4;510;696;10/03/2008;ARACAJU/SE;CARMO;;
SERGIPE-ALAGOAS;90120021813;7-MG-47D-SE;1;6;450;556;22/03/2008;ARACAJU/SE;CARMO;;
SERGIPE-ALAGOAS;90120021813;7-MG-47D-SE;1;6;9;498;22/03/2008;ARACAJU/SE;CARMO;;
SERGIPE-ALAGOAS;90120021813;7-MG-47D-SE;1;6;9;534;04/04/2008;ARACAJU/SE;CARMO;;
SERGIPE-ALAGOAS;90120021813;7-MG-47D-SE;2;6;559;654;04/04/2008;ARACAJU/SE;CARMO;;
SERGIPE-ALAGOAS;90120021813;7-MG-47D-SE;2;6;501;690;04/06/2008;ARACAJU/SE;CARMO;;
SERGIPE-ALAGOAS;90120021813;7-MG-47D-SE;2;6;537;696;04/06/2008;ARACAJU/SE;CARMO;;
