;;;;;;;;;;
Bacia sedimentar;Código do poço (API);Nome do poço (ANP);Número do testemunho;Profundidade do plugue (m);Orientação do plugue (H ou V);Identificador da caixa;Total de caixas;Data de conclusão do poço;Município/Estado;Depositária
POTIGUAR;301000060700;7-FZB-29-CE;2;372.9;V;1;1;28/07/1981;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000060700;7-FZB-29-CE;2;374.2;V;1;1;28/07/1981;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000060700;7-FZB-29-CE;2;374.5;V;1;1;28/07/1981;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000060700;7-FZB-29-CE;2;377.9;V;1;1;28/07/1981;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000060700;7-FZB-29-CE;2;378.2;V;1;1;28/07/1981;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000060700;7-FZB-29-CE;2;378.5;V;1;1;28/07/1981;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000060700;7-FZB-29-CE;2;379.2;V;1;1;28/07/1981;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000060700;7-FZB-29-CE;3;380.3;V;1;1;28/07/1981;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000060700;7-FZB-29-CE;3;380.8;V;1;1;28/07/1981;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000060700;7-FZB-29-CE;3;381.1;V;1;1;28/07/1981;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000060700;7-FZB-29-CE;3;381.9;V;1;1;28/07/1981;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000060700;7-FZB-29-CE;3;382;V;1;1;28/07/1981;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000060700;7-FZB-29-CE;3;382.4;V;1;1;28/07/1981;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000060700;7-FZB-29-CE;3;384.4;V;1;1;28/07/1981;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000060700;7-FZB-29-CE;4;389.7;V;1;1;28/07/1981;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000060700;7-FZB-29-CE;4;390;V;1;1;28/07/1981;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000060700;7-FZB-29-CE;4;391.6;V;1;1;28/07/1981;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000060700;7-FZB-29-CE;4;393.2;V;1;1;28/07/1981;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000060700;7-FZB-29-CE;4;397;V;1;1;28/07/1981;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000060700;7-FZB-29-CE;5;398.2;V;1;1;28/07/1981;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000060700;7-FZB-29-CE;5;399.5;V;1;1;28/07/1981;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000060700;7-FZB-29-CE;5;399.8;V;1;1;28/07/1981;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000060700;7-FZB-29-CE;5;403.7;V;1;1;28/07/1981;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000060700;7-FZB-29-CE;5;404.2;V;1;1;28/07/1981;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000060700;7-FZB-29-CE;5;404.6;V;1;1;28/07/1981;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000060100;7-FZB-20-CE;2;369.1;H;1;1;21/07/1981;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000060100;7-FZB-20-CE;2;369.1;V;1;1;21/07/1981;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000060100;7-FZB-20-CE;2;369.7;V;1;1;21/07/1981;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000060100;7-FZB-20-CE;2;369.7;H;1;1;21/07/1981;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000060100;7-FZB-20-CE;2;370.5;H;1;1;21/07/1981;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000060100;7-FZB-20-CE;2;370.5;V;1;1;21/07/1981;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000060100;7-FZB-20-CE;2;370.8;V;1;1;21/07/1981;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000060100;7-FZB-20-CE;2;370.8;H;1;1;21/07/1981;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000060100;7-FZB-20-CE;2;370.9;V;1;1;21/07/1981;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000060100;7-FZB-20-CE;2;370.9;H;1;1;21/07/1981;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000060100;7-FZB-20-CE;2;371.3;H;1;1;21/07/1981;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000060100;7-FZB-20-CE;2;371.4;V;1;1;21/07/1981;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000060100;7-FZB-20-CE;2;372;V;1;1;21/07/1981;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000060100;7-FZB-20-CE;2;372.3;H;1;1;21/07/1981;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000060100;7-FZB-20-CE;2;372.3;V;1;1;21/07/1981;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000060100;7-FZB-20-CE;2;373;H;1;1;21/07/1981;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000060100;7-FZB-20-CE;2;373;V;1;1;21/07/1981;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000060100;7-FZB-20-CE;2;374;H;1;1;21/07/1981;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000060100;7-FZB-20-CE;2;374.6;H;1;1;21/07/1981;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000060100;7-FZB-20-CE;2;374.6;V;1;1;21/07/1981;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000060100;7-FZB-20-CE;2;374.9;H;1;1;21/07/1981;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000060100;7-FZB-20-CE;2;374.9;V;1;1;21/07/1981;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000060100;7-FZB-20-CE;3;375.1;H;1;1;21/07/1981;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000060100;7-FZB-20-CE;3;375.1;V;1;1;21/07/1981;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000060100;7-FZB-20-CE;3;375.6;H;1;1;21/07/1981;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000060100;7-FZB-20-CE;3;375.6;V;1;1;21/07/1981;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000060100;7-FZB-20-CE;3;378.1;H;1;1;21/07/1981;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000060100;7-FZB-20-CE;3;378.1;V;1;1;21/07/1981;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000060100;7-FZB-20-CE;3;378.5;V;1;1;21/07/1981;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000060100;7-FZB-20-CE;3;378.5;H;1;1;21/07/1981;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000060100;7-FZB-20-CE;3;378.9;V;1;1;21/07/1981;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000060100;7-FZB-20-CE;3;378.9;H;1;1;21/07/1981;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000060100;7-FZB-20-CE;3;379.3;V;1;1;21/07/1981;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000060100;7-FZB-20-CE;3;379.3;H;1;1;21/07/1981;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000060100;7-FZB-20-CE;4;383.3;H;1;1;21/07/1981;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000060100;7-FZB-20-CE;4;383.3;V;1;1;21/07/1981;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000060100;7-FZB-20-CE;4;383.8;H;1;1;21/07/1981;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000060100;7-FZB-20-CE;4;383.8;V;1;1;21/07/1981;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000060100;7-FZB-20-CE;4;385.2;V;1;1;21/07/1981;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000060100;7-FZB-20-CE;4;385.4;H;1;1;21/07/1981;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000060100;7-FZB-20-CE;4;385.4;V;1;1;21/07/1981;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000060100;7-FZB-20-CE;5;387.8;H;1;1;21/07/1981;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000060100;7-FZB-20-CE;5;387.8;V;1;1;21/07/1981;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000060100;7-FZB-20-CE;5;388.5;V;1;1;21/07/1981;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000060100;7-FZB-20-CE;5;388.5;H;1;1;21/07/1981;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000060100;7-FZB-20-CE;5;388.6;V;1;1;21/07/1981;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000060100;7-FZB-20-CE;5;388.6;H;1;1;21/07/1981;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000060100;7-FZB-20-CE;5;388.9;H;1;1;21/07/1981;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000060100;7-FZB-20-CE;5;389.6;H;1;1;21/07/1981;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000060100;7-FZB-20-CE;5;389.6;V;1;1;21/07/1981;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000060100;7-FZB-20-CE;5;389.7;H;1;1;21/07/1981;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000060100;7-FZB-20-CE;5;389.7;V;1;1;21/07/1981;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000060100;7-FZB-20-CE;5;389.9;V;1;1;21/07/1981;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000060100;7-FZB-20-CE;5;389.9;H;1;1;21/07/1981;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000060100;7-FZB-20-CE;5;390.3;H;1;1;21/07/1981;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000060100;7-FZB-20-CE;5;390.3;V;1;1;21/07/1981;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000060100;7-FZB-20-CE;5;390.6;V;1;1;21/07/1981;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000060100;7-FZB-20-CE;5;390.6;H;1;1;21/07/1981;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000058100;3-FZB-8-CE;-;418;H;1;1;14/06/1981;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000058100;3-FZB-8-CE;-;418;H;1;1;14/06/1981;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000058100;3-FZB-8-CE;-;425;H;1;1;14/06/1981;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000058100;3-FZB-8-CE;-;426;H;1;1;14/06/1981;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000059300;3-FZB-10-CE;-;338.1;H;1;1;30/06/1981;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000059300;3-FZB-10-CE;-;347.4;H;1;1;30/06/1981;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000059300;3-FZB-10-CE;-;348.3;H;1;1;30/06/1981;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000059300;3-FZB-10-CE;-;350.7;H;1;1;30/06/1981;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000059300;3-FZB-10-CE;-;351.8;H;1;1;30/06/1981;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000059300;3-FZB-10-CE;-;352.1;H;1;1;30/06/1981;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000059300;3-FZB-10-CE;-;358.7;H;1;1;30/06/1981;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000059300;3-FZB-10-CE;-;358.7;V;1;1;30/06/1981;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000059300;3-FZB-10-CE;-;359.6;H;1;1;30/06/1981;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000059300;3-FZB-10-CE;-;351.6;H;2;1;30/06/1981;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000059300;3-FZB-10-CE;-;352.4;H;2;1;30/06/1981;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000059300;3-FZB-10-CE;-;353;H;2;1;30/06/1981;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000059300;3-FZB-10-CE;-;353.7;H;2;1;30/06/1981;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000059300;3-FZB-10-CE;-;355.2;V;2;1;30/06/1981;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000059300;3-FZB-10-CE;-;355.7;V;2;1;30/06/1981;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000059300;3-FZB-10-CE;-;358.45;V;2;1;30/06/1981;RIO DE JANEIRO/RJ;3R
POTIGUAR;30100028639;7-FZB-873-CE;-;123;H;1;1;27/01/2016;RIO DE JANEIRO/RJ;3R
POTIGUAR;30100028639;7-FZB-873-CE;-;124;H;1;1;27/01/2016;RIO DE JANEIRO/RJ;3R
POTIGUAR;30100028639;7-FZB-873-CE;-;126;H;1;1;27/01/2016;RIO DE JANEIRO/RJ;3R
POTIGUAR;30100028639;7-FZB-873-CE;-;127;V;1;1;27/01/2016;RIO DE JANEIRO/RJ;3R
POTIGUAR;30100028639;7-FZB-873-CE;-;128;H;1;1;27/01/2016;RIO DE JANEIRO/RJ;3R
POTIGUAR;30100028639;7-FZB-873-CE;-;129;H;1;1;27/01/2016;RIO DE JANEIRO/RJ;3R
POTIGUAR;30100028639;7-FZB-873-CE;-;130;H;1;1;27/01/2016;RIO DE JANEIRO/RJ;3R
POTIGUAR;30100028639;7-FZB-873-CE;-;131;H;1;1;27/01/2016;RIO DE JANEIRO/RJ;3R
POTIGUAR;30100028639;7-FZB-873-CE;-;132;H;1;1;27/01/2016;RIO DE JANEIRO/RJ;3R
POTIGUAR;30100028639;7-FZB-873-CE;-;133;H;1;1;27/01/2016;RIO DE JANEIRO/RJ;3R
POTIGUAR;30100028639;7-FZB-873-CE;-;134;V;1;1;27/01/2016;RIO DE JANEIRO/RJ;3R
POTIGUAR;30100028639;7-FZB-873-CE;-;135;H;1;1;27/01/2016;RIO DE JANEIRO/RJ;3R
POTIGUAR;30100028639;7-FZB-873-CE;-;136;H;1;1;27/01/2016;RIO DE JANEIRO/RJ;3R
POTIGUAR;30100028639;7-FZB-873-CE;-;137;H;1;1;27/01/2016;RIO DE JANEIRO/RJ;3R
POTIGUAR;30100028639;7-FZB-873-CE;-;138;H;1;1;27/01/2016;RIO DE JANEIRO/RJ;3R
POTIGUAR;30100028639;7-FZB-873-CE;-;139;H;1;1;27/01/2016;RIO DE JANEIRO/RJ;3R
POTIGUAR;30100028639;7-FZB-873-CE;-;140;V;1;1;27/01/2016;RIO DE JANEIRO/RJ;3R
POTIGUAR;30100028639;7-FZB-873-CE;-;141;H;1;1;27/01/2016;RIO DE JANEIRO/RJ;3R
POTIGUAR;30100028639;7-FZB-873-CE;-;142;H;1;1;27/01/2016;RIO DE JANEIRO/RJ;3R
POTIGUAR;30100028639;7-FZB-873-CE;-;143;H;1;1;27/01/2016;RIO DE JANEIRO/RJ;3R
POTIGUAR;30100028639;7-FZB-873-CE;-;144;V;1;1;27/01/2016;RIO DE JANEIRO/RJ;3R
POTIGUAR;30100028639;7-FZB-873-CE;-;145;H;1;1;27/01/2016;RIO DE JANEIRO/RJ;3R
POTIGUAR;30100028639;7-FZB-873-CE;-;146;H;1;1;27/01/2016;RIO DE JANEIRO/RJ;3R
POTIGUAR;30100028639;7-FZB-873-CE;-;147;H;1;1;27/01/2016;RIO DE JANEIRO/RJ;3R
POTIGUAR;30100028639;7-FZB-873-CE;-;148;H;1;1;27/01/2016;RIO DE JANEIRO/RJ;3R
POTIGUAR;30100028639;7-FZB-873-CE;-;149;H;1;1;27/01/2016;RIO DE JANEIRO/RJ;3R
POTIGUAR;30100028639;7-FZB-873-CE;-;150;V;1;1;27/01/2016;RIO DE JANEIRO/RJ;3R
POTIGUAR;30100028639;7-FZB-873-CE;-;151;H;1;1;27/01/2016;RIO DE JANEIRO/RJ;3R
POTIGUAR;30100028639;7-FZB-873-CE;-;152;H;1;1;27/01/2016;RIO DE JANEIRO/RJ;3R
POTIGUAR;30100028639;7-FZB-873-CE;-;154;H;1;1;27/01/2016;RIO DE JANEIRO/RJ;3R
POTIGUAR;30100028639;7-FZB-873-CE;-;155;H;1;1;27/01/2016;RIO DE JANEIRO/RJ;3R
POTIGUAR;30100028639;7-FZB-873-CE;-;156;H;1;1;27/01/2016;RIO DE JANEIRO/RJ;3R
POTIGUAR;30100028639;7-FZB-873-CE;-;157;H;1;1;27/01/2016;RIO DE JANEIRO/RJ;3R
POTIGUAR;30100028639;7-FZB-873-CE;-;158;H;1;1;27/01/2016;RIO DE JANEIRO/RJ;3R
POTIGUAR;30100028639;7-FZB-873-CE;-;159;H;1;1;27/01/2016;RIO DE JANEIRO/RJ;3R
POTIGUAR;30100028639;7-FZB-873-CE;-;160;H;1;1;27/01/2016;RIO DE JANEIRO/RJ;3R
POTIGUAR;30100028639;7-FZB-873-CE;-;161;H;1;1;27/01/2016;RIO DE JANEIRO/RJ;3R
POTIGUAR;30100028639;7-FZB-873-CE;-;162;H;1;1;27/01/2016;RIO DE JANEIRO/RJ;3R
POTIGUAR;30100028639;7-FZB-873-CE;-;163;H;1;1;27/01/2016;RIO DE JANEIRO/RJ;3R
POTIGUAR;30100028639;7-FZB-873-CE;-;164;H;1;1;27/01/2016;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000261900;7-FZB-434-CE;9;345.8;H;1;1;16/03/1987;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000261900;7-FZB-434-CE;9;346;H;1;1;16/03/1987;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000261900;7-FZB-434-CE;9;347.35;H;1;1;16/03/1987;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000261900;7-FZB-434-CE;9;347.4;H;1;1;16/03/1987;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000261900;7-FZB-434-CE;12;356.6;H;1;1;16/03/1987;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000261900;7-FZB-434-CE;18;371.6;H;1;1;16/03/1987;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000263800;7-FZB-438-CE;23;296.4;H;1;1;20/03/1987;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000263800;7-FZB-438-CE;25;301.1;H;1;1;20/03/1987;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000263800;7-FZB-438-CE;25;301.5;H;1;1;20/03/1987;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000263800;7-FZB-438-CE;25;302.9;H;1;1;20/03/1987;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000263800;7-FZB-438-CE;26;303.7;H;1;1;20/03/1987;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000263800;7-FZB-438-CE;26;303.88;H;1;1;20/03/1987;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000263800;7-FZB-438-CE;27;308;H;1;1;20/03/1987;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000263800;7-FZB-438-CE;28;311.6;H;1;1;20/03/1987;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000263800;7-FZB-438-CE;37;336.5;H;1;1;20/03/1987;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000263800;7-FZB-438-CE;41;344.2;H;1;1;20/03/1987;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000262100;7-FZB-436-CE;12;344.6;H;1;1;27/02/1987;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000262100;7-FZB-436-CE;13;346.5;H;1;1;27/02/1987;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000262100;7-FZB-436-CE;13;346.7;H;1;1;27/02/1987;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000262100;7-FZB-436-CE;13;347.5;H;1;1;27/02/1987;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000262100;7-FZB-436-CE;13;347.9;H;1;1;27/02/1987;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000262100;7-FZB-436-CE;14;349.6;H;1;1;27/02/1987;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000262100;7-FZB-436-CE;14;350.8;H;1;1;27/02/1987;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000262100;7-FZB-436-CE;22;365.6;H;1;1;27/02/1987;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000262000;7-FZB-435-CE;16;346.6;H;1;1;09/03/1987;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000262000;7-FZB-435-CE;19;352.8;H;1;1;09/03/1987;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000061100;7-FZB-32-CE;1;363.3;V;-;1;05/08/1981;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000061100;7-FZB-32-CE;1;363.3;H;-;1;05/08/1981;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000061100;7-FZB-32-CE;1;364.1;H;-;1;05/08/1981;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000061100;7-FZB-32-CE;2;371.8;H;-;1;05/08/1981;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000061100;7-FZB-32-CE;2;373.5;V;-;1;05/08/1981;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000061100;7-FZB-32-CE;2;373.5;H;-;1;05/08/1981;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000061100;7-FZB-32-CE;3;375.1;V;-;1;05/08/1981;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000061100;7-FZB-32-CE;3;375.1;H;-;1;05/08/1981;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000061100;7-FZB-32-CE;3;376.2;H;-;1;05/08/1981;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000061100;7-FZB-32-CE;3;376.2;V;-;1;05/08/1981;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000061100;7-FZB-32-CE;3;376.5;H;-;1;05/08/1981;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000061100;7-FZB-32-CE;3;376.5;V;-;1;05/08/1981;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000061100;7-FZB-32-CE;3;380.4;V;-;1;05/08/1981;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000061100;7-FZB-32-CE;4;383.1;V;-;1;05/08/1981;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000061100;7-FZB-32-CE;5;386.7;H;-;1;05/08/1981;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000061100;7-FZB-32-CE;5;388.6;H;-;1;05/08/1981;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000061100;7-FZB-32-CE;5;388.6;V;-;1;05/08/1981;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000061100;7-FZB-32-CE;5;389.1;H;-;1;05/08/1981;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000061100;7-FZB-32-CE;5;389.4;H;-;1;05/08/1981;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000061100;7-FZB-32-CE;5;389.7;H;-;1;05/08/1981;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000061100;7-FZB-32-CE;5;389.7;V;-;1;05/08/1981;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000061100;7-FZB-32-CE;5;390;H;-;1;05/08/1981;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000061100;7-FZB-32-CE;5;390;V;-;1;05/08/1981;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000061100;7-FZB-32-CE;5;390.6;V;-;1;05/08/1981;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000061100;7-FZB-32-CE;5;391.3;H;-;1;05/08/1981;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000061100;7-FZB-32-CE;5;391.3;V;-;1;05/08/1981;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000061100;7-FZB-32-CE;5;391.9;V;-;1;05/08/1981;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000061100;7-FZB-32-CE;5;391.9;H;-;1;05/08/1981;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000061100;7-FZB-32-CE;5;392.3;V;-;1;05/08/1981;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000061100;7-FZB-32-CE;5;392.3;H;-;1;05/08/1981;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000061100;7-FZB-32-CE;5;392.7;V;-;1;05/08/1981;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000061100;7-FZB-32-CE;5;392.7;H;-;1;05/08/1981;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000061100;7-FZB-32-CE;6;396.7;V;-;1;05/08/1981;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000061100;7-FZB-32-CE;6;396.7;H;-;1;05/08/1981;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000061100;7-FZB-32-CE;6;397.1;H;-;1;05/08/1981;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000061100;7-FZB-32-CE;6;397.1;V;-;1;05/08/1981;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000061100;7-FZB-32-CE;6;398.1;V;-;1;05/08/1981;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000061100;7-FZB-32-CE;6;398.1;H;-;1;05/08/1981;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000061100;7-FZB-32-CE;6;398.7;H;-;1;05/08/1981;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000061100;7-FZB-32-CE;6;398.7;V;-;1;05/08/1981;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000061100;7-FZB-32-CE;6;399;V;-;1;05/08/1981;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000061100;7-FZB-32-CE;7;400.4;H;-;1;05/08/1981;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000061100;7-FZB-32-CE;7;400.4;V;-;1;05/08/1981;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000061100;7-FZB-32-CE;7;401.7;H;-;1;05/08/1981;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000061100;7-FZB-32-CE;7;401.7;V;-;1;05/08/1981;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000061100;7-FZB-32-CE;7;402.5;V;-;1;05/08/1981;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000061100;7-FZB-32-CE;7;402.5;H;-;1;05/08/1981;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000061100;7-FZB-32-CE;7;403;V;-;1;05/08/1981;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000061100;7-FZB-32-CE;7;403;H;-;1;05/08/1981;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000142400;7-FZB-293-CE;4;401.3;H;-;1;18/06/1983;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000142400;7-FZB-293-CE;4;399.4;H;-;1;18/06/1983;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000142400;7-FZB-293-CE;4;398.9;H;-;1;18/06/1983;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000142400;7-FZB-293-CE;4;398.6;H;-;1;18/06/1983;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000142400;7-FZB-293-CE;4;398.2;H;-;1;18/06/1983;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000142400;7-FZB-293-CE;4;397.5;H;-;1;18/06/1983;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000142400;7-FZB-293-CE;3;393.7;H;-;1;18/06/1983;RIO DE JANEIRO/RJ;3R
