;;;;;;;;;;
Bacia sedimentar;Código do poço (API);Nome do poço (ANP);Número do testemunho;Profundidade do plugue (m);Orientação do plugue (H ou V);Identificador da caixa;Total de caixas;Data de conclusão do poço;Município/Estado;Depositária
RECÔNCAVO;202400217700;7-AG-212-BA;1;-;-;1;1;01/01/1968;RIO DE JANEIRO/RJ;3R
RECÔNCAVO;202400217700;7-AG-212-BA;1;-;-;1;1;01/01/1968;RIO DE JANEIRO/RJ;3R
RECÔNCAVO;202400217700;7-AG-212-BA;1;-;-;1;1;01/01/1968;RIO DE JANEIRO/RJ;3R
RECÔNCAVO;202400217700;7-AG-212-BA;1;-;-;1;1;01/01/1968;RIO DE JANEIRO/RJ;3R
RECÔNCAVO;202400217700;7-AG-212-BA;1;-;-;1;1;01/01/1968;RIO DE JANEIRO/RJ;3R
RECÔNCAVO;202400217700;7-AG-212-BA;1;-;-;1;1;01/01/1968;RIO DE JANEIRO/RJ;3R
RECÔNCAVO;202400217700;7-AG-212-BA;1;-;-;1;1;01/01/1968;RIO DE JANEIRO/RJ;3R
RECÔNCAVO;202400217700;7-AG-212-BA;1;-;-;1;1;01/01/1968;RIO DE JANEIRO/RJ;3R
RECÔNCAVO;202400217700;7-AG-212-BA;1;-;-;1;1;01/01/1968;RIO DE JANEIRO/RJ;3R
RECÔNCAVO;202400217700;7-AG-212-BA;1;-;-;1;1;01/01/1968;RIO DE JANEIRO/RJ;3R
RECÔNCAVO;202400217700;7-AG-212-BA;1;-;-;1;1;01/01/1968;RIO DE JANEIRO/RJ;3R
RECÔNCAVO;202400217700;7-AG-212-BA;1;-;-;1;1;01/01/1968;RIO DE JANEIRO/RJ;3R
RECÔNCAVO;202400217700;7-AG-212-BA;1;-;-;1;1;01/01/1968;RIO DE JANEIRO/RJ;3R
RECÔNCAVO;202400217700;7-AG-212-BA;1;-;-;1;1;01/01/1968;RIO DE JANEIRO/RJ;3R
RECÔNCAVO;202400217700;7-AG-212-BA;1;-;-;1;1;01/01/1968;RIO DE JANEIRO/RJ;3R
RECÔNCAVO;202400217700;7-AG-212-BA;1;-;-;1;1;01/01/1968;RIO DE JANEIRO/RJ;3R
RECÔNCAVO;202400217700;7-AG-212-BA;1;-;-;1;1;01/01/1968;RIO DE JANEIRO/RJ;3R
RECÔNCAVO;202400217700;7-AG-212-BA;1;-;-;1;1;01/01/1968;RIO DE JANEIRO/RJ;3R
RECÔNCAVO;202400217700;7-AG-212-BA;1;-;-;1;1;01/01/1968;RIO DE JANEIRO/RJ;3R
RECÔNCAVO;202400217700;7-AG-212-BA;1;-;-;1;1;01/01/1968;RIO DE JANEIRO/RJ;3R
RECÔNCAVO;202400217700;7-AG-212-BA;1;-;-;1;1;01/01/1968;RIO DE JANEIRO/RJ;3R
RECÔNCAVO;202400217700;7-AG-212-BA;1;-;-;1;1;01/01/1968;RIO DE JANEIRO/RJ;3R
RECÔNCAVO;202400217700;7-AG-212-BA;1;-;-;1;1;01/01/1968;RIO DE JANEIRO/RJ;3R
RECÔNCAVO;202400217700;7-AG-212-BA;1;-;-;1;1;01/01/1968;RIO DE JANEIRO/RJ;3R
RECÔNCAVO;202400217700;7-AG-212-BA;1;-;-;1;1;01/01/1968;RIO DE JANEIRO/RJ;3R
RECÔNCAVO;202400217700;7-AG-212-BA;1;-;-;1;1;01/01/1968;RIO DE JANEIRO/RJ;3R
RECÔNCAVO;202400217700;7-AG-212-BA;1;-;-;1;1;01/01/1968;RIO DE JANEIRO/RJ;3R
RECÔNCAVO;202400217700;7-AG-212-BA;1;-;-;1;1;01/01/1968;RIO DE JANEIRO/RJ;3R
RECÔNCAVO;202400217700;7-AG-212-BA;1;-;-;1;1;01/01/1968;RIO DE JANEIRO/RJ;3R
RECÔNCAVO;202400217700;7-AG-212-BA;1;-;-;1;1;01/01/1968;RIO DE JANEIRO/RJ;3R
RECÔNCAVO;202400217700;7-AG-212-BA;1;-;-;1;1;01/01/1968;RIO DE JANEIRO/RJ;3R
RECÔNCAVO;202400217700;7-AG-212-BA;1;-;-;1;1;01/01/1968;RIO DE JANEIRO/RJ;3R
RECÔNCAVO;202400217700;7-AG-212-BA;1;-;-;1;1;01/01/1968;RIO DE JANEIRO/RJ;3R
RECÔNCAVO;202400217700;7-AG-212-BA;1;-;-;1;1;01/01/1968;RIO DE JANEIRO/RJ;3R
RECÔNCAVO;202400217700;7-AG-212-BA;1;-;-;1;1;01/01/1968;RIO DE JANEIRO/RJ;3R
RECÔNCAVO;202400163500;7-AG-208-BA;1;-;-;1;1;19/07/1964;RIO DE JANEIRO/RJ;3R
RECÔNCAVO;202400163500;7-AG-208-BA;1;-;-;1;1;19/07/1964;RIO DE JANEIRO/RJ;3R
RECÔNCAVO;202400385700; 7-RPJ-04-BA;1;1835.10;V;1;1;09/05/1983;RIO DE JANEIRO/RJ;3R
RECÔNCAVO;202400385700; 7-RPJ-04-BA;1;1835.50;H;1;1;09/05/1983;RIO DE JANEIRO/RJ;3R
RECÔNCAVO;202400385700; 7-RPJ-04-BA;1;1837.20;H;1;1;09/05/1983;RIO DE JANEIRO/RJ;3R
RECÔNCAVO;202400385700; 7-RPJ-04-BA;1;1837.50;H;1;1;09/05/1983;RIO DE JANEIRO/RJ;3R
RECÔNCAVO;202400385700; 7-RPJ-04-BA;1;1839.10;V;1;1;09/05/1983;RIO DE JANEIRO/RJ;3R
RECÔNCAVO;202400385700; 7-RPJ-04-BA;1;1839.50;V;1;1;09/05/1983;RIO DE JANEIRO/RJ;3R
RECÔNCAVO;202400385700; 7-RPJ-04-BA;1;1840.20;H;1;1;09/05/1983;RIO DE JANEIRO/RJ;3R
RECÔNCAVO;202400385700; 7-RPJ-04-BA;1;1841.30;H;1;1;09/05/1983;RIO DE JANEIRO/RJ;3R
RECÔNCAVO;202400385700; 7-RPJ-04-BA;1;1841.90;H;1;1;09/05/1983;RIO DE JANEIRO/RJ;3R
RECÔNCAVO;202400385700; 7-RPJ-04-BA;1;1842.30;H;1;1;09/05/1983;RIO DE JANEIRO/RJ;3R
RECÔNCAVO;202400385700; 7-RPJ-04-BA;1;1842.70;H;1;1;09/05/1983;RIO DE JANEIRO/RJ;3R
RECÔNCAVO;202400385700; 7-RPJ-04-BA;1;1843.40;H;1;1;09/05/1983;RIO DE JANEIRO/RJ;3R
RECÔNCAVO;202400385700; 7-RPJ-04-BA;1;1843.70;V;1;1;09/05/1983;RIO DE JANEIRO/RJ;3R
RECÔNCAVO;202400385700; 7-RPJ-04-BA;1;1844.00;V;1;1;09/05/1983;RIO DE JANEIRO/RJ;3R
RECÔNCAVO;202400385700; 7-RPJ-04-BA;1;1844.40;H;1;1;09/05/1983;RIO DE JANEIRO/RJ;3R
RECÔNCAVO;202400385700; 7-RPJ-04-BA;1;1845.10;V;1;1;09/05/1983;RIO DE JANEIRO/RJ;3R
RECÔNCAVO;202400385700; 7-RPJ-04-BA;1;1845.10;H;1;1;09/05/1983;RIO DE JANEIRO/RJ;3R
RECÔNCAVO;202400385700; 7-RPJ-04-BA;1;1845.40;V;1;1;09/05/1983;RIO DE JANEIRO/RJ;3R
RECÔNCAVO;202400385700; 7-RPJ-04-BA;1;1845.40;H;1;1;09/05/1983;RIO DE JANEIRO/RJ;3R
RECÔNCAVO;202400385700; 7-RPJ-04-BA;1;1845.70;H;1;1;09/05/1983;RIO DE JANEIRO/RJ;3R
RECÔNCAVO;202400385700; 7-RPJ-04-BA;1;1848.90;H;1;1;09/05/1983;RIO DE JANEIRO/RJ;3R
RECÔNCAVO;202400385700; 7-RPJ-04-BA;1;1849.20;H;1;1;09/05/1983;RIO DE JANEIRO/RJ;3R
RECÔNCAVO;202400385700; 7-RPJ-04-BA;1;1849.60;H;1;1;09/05/1983;RIO DE JANEIRO/RJ;3R
RECÔNCAVO;202400385700; 7-RPJ-04-BA;1;1849.90;H;1;1;09/05/1983;RIO DE JANEIRO/RJ;3R
RECÔNCAVO;202400385700; 7-RPJ-04-BA;1;1849.90;V;1;1;09/05/1983;RIO DE JANEIRO/RJ;3R
RECÔNCAVO;202400385700; 7-RPJ-04-BA;1;1850.20;H;1;1;09/05/1983;RIO DE JANEIRO/RJ;3R
RECÔNCAVO;202400385700; 7-RPJ-04-BA;1;1850.20;V;1;1;09/05/1983;RIO DE JANEIRO/RJ;3R
RECÔNCAVO;202400385700; 7-RPJ-04-BA;1;1853.20;H;1;1;09/05/1983;RIO DE JANEIRO/RJ;3R
RECÔNCAVO;202400385700; 7-RPJ-04-BA;1;1853.20;V;1;1;09/05/1983;RIO DE JANEIRO/RJ;3R
RECÔNCAVO;202400385700; 7-RPJ-04-BA;1;1853.40;H;1;1;09/05/1983;RIO DE JANEIRO/RJ;3R
RECÔNCAVO;202400385700; 7-RPJ-04-BA;1;1853.70;V;1;1;09/05/1983;RIO DE JANEIRO/RJ;3R
RECÔNCAVO;202400385700; 7-RPJ-04-BA;1;1853.70;H;1;1;09/05/1983;RIO DE JANEIRO/RJ;3R
RECÔNCAVO;202400385700; 7-RPJ-04-BA;1;1854.20;V;1;1;09/05/1983;RIO DE JANEIRO/RJ;3R
RECÔNCAVO;202400385700; 7-RPJ-04-BA;1;1854.20;H;1;1;09/05/1983;RIO DE JANEIRO/RJ;3R
RECÔNCAVO;202400385700; 7-RPJ-04-BA;1;1854.50;H;1;1;09/05/1983;RIO DE JANEIRO/RJ;3R
RECÔNCAVO;202400385700; 7-RPJ-04-BA;1;1854.50;V;1;1;09/05/1983;RIO DE JANEIRO/RJ;3R
RECÔNCAVO;202400385700; 7-RPJ-04-BA;2;1854.80;H;1;1;09/05/1983;RIO DE JANEIRO/RJ;3R
RECÔNCAVO;202400385700; 7-RPJ-04-BA;2;1854.80;V;1;1;09/05/1983;RIO DE JANEIRO/RJ;3R
RECÔNCAVO;202400385700; 7-RPJ-04-BA;2;1855.10;V;1;1;09/05/1983;RIO DE JANEIRO/RJ;3R
RECÔNCAVO;202400385700; 7-RPJ-04-BA;2;1855.10;H;1;1;09/05/1983;RIO DE JANEIRO/RJ;3R
RECÔNCAVO;202400385700; 7-RPJ-04-BA;2;1855.20;V;1;1;09/05/1983;RIO DE JANEIRO/RJ;3R
RECÔNCAVO;202400385700; 7-RPJ-04-BA;2;1855.20;H;1;1;09/05/1983;RIO DE JANEIRO/RJ;3R
RECÔNCAVO;202400385700; 7-RPJ-04-BA;2;1855.70;H;1;1;09/05/1983;RIO DE JANEIRO/RJ;3R
RECÔNCAVO;202400385700; 7-RPJ-04-BA;2;1855.70;V;1;1;09/05/1983;RIO DE JANEIRO/RJ;3R
RECÔNCAVO;202400385700; 7-RPJ-04-BA;2;1856.00;V;1;1;09/05/1983;RIO DE JANEIRO/RJ;3R
RECÔNCAVO;202400385700; 7-RPJ-04-BA;2;1856.00;H;1;1;09/05/1983;RIO DE JANEIRO/RJ;3R
RECÔNCAVO;202400385700; 7-RPJ-04-BA;2;1856.30;H;1;1;09/05/1983;RIO DE JANEIRO/RJ;3R
RECÔNCAVO;202400385700; 7-RPJ-04-BA;2;1856.30;V;1;1;09/05/1983;RIO DE JANEIRO/RJ;3R
RECÔNCAVO;202400385700; 7-RPJ-04-BA;2;1856.60;H;1;1;09/05/1983;RIO DE JANEIRO/RJ;3R
RECÔNCAVO;202400385700; 7-RPJ-04-BA;2;1857.00;H;1;1;09/05/1983;RIO DE JANEIRO/RJ;3R
RECÔNCAVO;202400385700; 7-RPJ-04-BA;2;1857.00;V;1;1;09/05/1983;RIO DE JANEIRO/RJ;3R
RECÔNCAVO;202400385700; 7-RPJ-04-BA;2;1857.20;V;1;1;09/05/1983;RIO DE JANEIRO/RJ;3R
RECÔNCAVO;202400385700; 7-RPJ-04-BA;2;1857.20;H;1;1;09/05/1983;RIO DE JANEIRO/RJ;3R
RECÔNCAVO;202400385700; 7-RPJ-04-BA;2;1857.50;H;1;1;09/05/1983;RIO DE JANEIRO/RJ;3R
RECÔNCAVO;202400385700; 7-RPJ-04-BA;2;1857.50;V;1;1;09/05/1983;RIO DE JANEIRO/RJ;3R
RECÔNCAVO;202400385700; 7-RPJ-04-BA;2;1857.90;H;1;1;09/05/1983;RIO DE JANEIRO/RJ;3R
RECÔNCAVO;202400385700; 7-RPJ-04-BA;2;1857.90;V;1;1;09/05/1983;RIO DE JANEIRO/RJ;3R
RECÔNCAVO;202400385700; 7-RPJ-04-BA;2;1858.00;H;1;1;09/05/1983;RIO DE JANEIRO/RJ;3R
RECÔNCAVO;202400385700; 7-RPJ-04-BA;2;1858.00;V;1;1;09/05/1983;RIO DE JANEIRO/RJ;3R
RECÔNCAVO;202400385700; 7-RPJ-04-BA;2;1858.40;H;1;1;09/05/1983;RIO DE JANEIRO/RJ;3R
RECÔNCAVO;202400385700; 7-RPJ-04-BA;2;1858.40;V;1;1;09/05/1983;RIO DE JANEIRO/RJ;3R
RECÔNCAVO;202400385700; 7-RPJ-04-BA;2;1858.80;V;1;1;09/05/1983;RIO DE JANEIRO/RJ;3R
RECÔNCAVO;202400385700; 7-RPJ-04-BA;2;1858.80;H;1;1;09/05/1983;RIO DE JANEIRO/RJ;3R
RECÔNCAVO;202400385700; 7-RPJ-04-BA;2;1859.10;H;1;1;09/05/1983;RIO DE JANEIRO/RJ;3R
RECÔNCAVO;202400385700; 7-RPJ-04-BA;2;1859.40;V;1;1;09/05/1983;RIO DE JANEIRO/RJ;3R
RECÔNCAVO;202400385700; 7-RPJ-04-BA;2;1859.80;H;1;1;09/05/1983;RIO DE JANEIRO/RJ;3R
RECÔNCAVO;202400385700; 7-RPJ-04-BA;2;1859.80;V;1;1;09/05/1983;RIO DE JANEIRO/RJ;3R
RECÔNCAVO;202400385700; 7-RPJ-04-BA;2;1860.40;H;1;1;09/05/1983;RIO DE JANEIRO/RJ;3R
RECÔNCAVO;202400385700; 7-RPJ-04-BA;2;-;-;1;1;09/05/1983;RIO DE JANEIRO/RJ;3R
RECÔNCAVO;202400385700; 7-RPJ-04-BA;2;-;-;1;1;09/05/1983;RIO DE JANEIRO/RJ;3R
RECÔNCAVO;202400385700; 7-RPJ-04-BA;2;-;-;1;1;09/05/1983;RIO DE JANEIRO/RJ;3R
RECÔNCAVO;202400385700; 7-RPJ-04-BA;2;-;-;1;1;09/05/1983;RIO DE JANEIRO/RJ;3R
RECÔNCAVO;202400385700; 7-RPJ-04-BA;2;-;-;1;1;09/05/1983;RIO DE JANEIRO/RJ;3R
RECÔNCAVO;20240022137;7-AG-400D-BA;1;1440;H;1;1;19/03/2007;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000431900;7-FZB-518-CE;1;418.2;H;1;2;22/06/1993;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000431900;7-FZB-518-CE;1;418.8;V;1;2;22/06/1993;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000431900;7-FZB-518-CE;1;418.8;H;1;2;22/06/1993;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000431900;7-FZB-518-CE;1;419.1;H;1;2;22/06/1993;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000431900;7-FZB-518-CE;1;419.5;H;1;2;22/06/1993;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000431900;7-FZB-518-CE;1;419.5;V;1;2;22/06/1993;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000431900;7-FZB-518-CE;1;422.8;H;1;2;22/06/1993;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000431900;7-FZB-518-CE;1;423.1;H;1;2;22/06/1993;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000431900;7-FZB-518-CE;1;423.4;H;1;2;22/06/1993;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000431900;7-FZB-518-CE;1;423.9;H;1;2;22/06/1993;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000431900;7-FZB-518-CE;1;424.5;H;1;2;22/06/1993;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000431900;7-FZB-518-CE;1;424.9;H;1;2;22/06/1993;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000431900;7-FZB-518-CE;1;425.3;H;1;2;22/06/1993;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000431900;7-FZB-518-CE;2;426.8;H;2;2;22/06/1993;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000431900;7-FZB-518-CE;2;427.2;H;2;2;22/06/1993;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000431900;7-FZB-518-CE;2;427.2;V;2;2;22/06/1993;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000431900;7-FZB-518-CE;2;427.6;H;2;2;22/06/1993;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000431900;7-FZB-518-CE;2;428.4;H;2;2;22/06/1993;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000431900;7-FZB-518-CE;2;428.9;H;2;2;22/06/1993;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000431900;7-FZB-518-CE;2;428.9;V;2;2;22/06/1993;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000431900;7-FZB-518-CE;2;429.3;H;2;2;22/06/1993;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000431900;7-FZB-518-CE;2;429.3;V;2;2;22/06/1993;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000431900;7-FZB-518-CE;2;431.7;H;2;2;22/06/1993;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000431900;7-FZB-518-CE;2;432.4;H;2;2;22/06/1993;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000431900;7-FZB-518-CE;2;432.4;V;2;2;22/06/1993;RIO DE JANEIRO/RJ;3R
POTIGUAR;30100028630;7-FZB-925-CE;1;277.03;H;1;1;28/12/2015;RIO DE JANEIRO/RJ;3R
POTIGUAR;30100028630;7-FZB-925-CE;1;277.7;H;1;1;28/12/2015;RIO DE JANEIRO/RJ;3R
POTIGUAR;30100028630;7-FZB-925-CE;1;278.08;H;1;1;28/12/2015;RIO DE JANEIRO/RJ;3R
POTIGUAR;30100028630;7-FZB-925-CE;1;278.42;H;1;1;28/12/2015;RIO DE JANEIRO/RJ;3R
POTIGUAR;30100028630;7-FZB-925-CE;1;279.25;H;1;1;28/12/2015;RIO DE JANEIRO/RJ;3R
POTIGUAR;30100028630;7-FZB-925-CE;1;279.62;H;1;1;28/12/2015;RIO DE JANEIRO/RJ;3R
POTIGUAR;30100028630;7-FZB-925-CE;1;280.12;H;1;1;28/12/2015;RIO DE JANEIRO/RJ;3R
POTIGUAR;30100028630;7-FZB-925-CE;1;282.32;H;1;1;28/12/2015;RIO DE JANEIRO/RJ;3R
POTIGUAR;30100028630;7-FZB-925-CE;2;283.03;H;1;1;28/12/2015;RIO DE JANEIRO/RJ;3R
POTIGUAR;30100028630;7-FZB-925-CE;2;283.86;H;1;1;28/12/2015;RIO DE JANEIRO/RJ;3R
POTIGUAR;30100028630;7-FZB-925-CE;2;284.43;H;1;1;28/12/2015;RIO DE JANEIRO/RJ;3R
POTIGUAR;30100028630;7-FZB-925-CE;2;284.75;H;1;1;28/12/2015;RIO DE JANEIRO/RJ;3R
POTIGUAR;30100028630;7-FZB-925-CE;2;285.08;H;1;1;28/12/2015;RIO DE JANEIRO/RJ;3R
POTIGUAR;30100028630;7-FZB-925-CE;2;285.57;H;1;1;28/12/2015;RIO DE JANEIRO/RJ;3R
POTIGUAR;30100028630;7-FZB-925-CE;2;286.9;H;1;1;28/12/2015;RIO DE JANEIRO/RJ;3R
POTIGUAR;30100028630;7-FZB-925-CE;2;287.55;H;1;1;28/12/2015;RIO DE JANEIRO/RJ;3R
POTIGUAR;30100028630;7-FZB-925-CE;2;287.85;H;1;1;28/12/2015;RIO DE JANEIRO/RJ;3R
POTIGUAR;30100028630;7-FZB-925-CE;2;288.19;V;1;1;28/12/2015;RIO DE JANEIRO/RJ;3R
POTIGUAR;30100028630;7-FZB-925-CE;2;288.27;H;1;1;28/12/2015;RIO DE JANEIRO/RJ;3R
POTIGUAR;30100028630;7-FZB-925-CE;2;288.99;H;1;1;28/12/2015;RIO DE JANEIRO/RJ;3R
POTIGUAR;30100028630;7-FZB-925-CE;3;289.36;H;1;1;28/12/2015;RIO DE JANEIRO/RJ;3R
POTIGUAR;30100028630;7-FZB-925-CE;3;290.16;V;1;1;28/12/2015;RIO DE JANEIRO/RJ;3R
POTIGUAR;30100028630;7-FZB-925-CE;3;290.22;H;1;1;28/12/2015;RIO DE JANEIRO/RJ;3R
POTIGUAR;30100028630;7-FZB-925-CE;3;290.55;H;1;1;28/12/2015;RIO DE JANEIRO/RJ;3R
POTIGUAR;30100028630;7-FZB-925-CE;3;290.85;H;1;1;28/12/2015;RIO DE JANEIRO/RJ;3R
POTIGUAR;30100028630;7-FZB-925-CE;3;291.32;H;1;1;28/12/2015;RIO DE JANEIRO/RJ;3R
POTIGUAR;30100028630;7-FZB-925-CE;3;292.4;H;1;1;28/12/2015;RIO DE JANEIRO/RJ;3R
POTIGUAR;30100028630;7-FZB-925-CE;3;293.27;V;1;1;28/12/2015;RIO DE JANEIRO/RJ;3R
POTIGUAR;30100028630;7-FZB-925-CE;3;293.51;H;1;1;28/12/2015;RIO DE JANEIRO/RJ;3R
POTIGUAR;30100028630;7-FZB-925-CE;3;293.55;H;1;1;28/12/2015;RIO DE JANEIRO/RJ;3R
POTIGUAR;30100028630;7-FZB-925-CE;3;294.33;H;1;1;28/12/2015;RIO DE JANEIRO/RJ;3R
POTIGUAR;30100028630;7-FZB-925-CE;3;294.63;H;2;1;28/12/2015;RIO DE JANEIRO/RJ;3R
POTIGUAR;30100028630;7-FZB-925-CE;3;294.69;V;2;1;28/12/2015;RIO DE JANEIRO/RJ;3R
POTIGUAR;30100028630;7-FZB-925-CE;4;295.63;H;2;1;28/12/2015;RIO DE JANEIRO/RJ;3R
POTIGUAR;30100028630;7-FZB-925-CE;4;296.33;H;2;1;28/12/2015;RIO DE JANEIRO/RJ;3R
POTIGUAR;30100028630;7-FZB-925-CE;4;296.79;H;2;1;28/12/2015;RIO DE JANEIRO/RJ;3R
POTIGUAR;30100028630;7-FZB-925-CE;4;296.85;V;2;1;28/12/2015;RIO DE JANEIRO/RJ;3R
POTIGUAR;30100028630;7-FZB-925-CE;4;297.34;H;2;1;28/12/2015;RIO DE JANEIRO/RJ;3R
POTIGUAR;30100028630;7-FZB-925-CE;4;297.66;H;2;1;28/12/2015;RIO DE JANEIRO/RJ;3R
POTIGUAR;30100028630;7-FZB-925-CE;4;298.02;H;2;1;28/12/2015;RIO DE JANEIRO/RJ;3R
POTIGUAR;30100028630;7-FZB-925-CE;4;298.52;H;2;1;28/12/2015;RIO DE JANEIRO/RJ;3R
POTIGUAR;30100028630;7-FZB-925-CE;4;298.58;V;2;1;28/12/2015;RIO DE JANEIRO/RJ;3R
POTIGUAR;30100028630;7-FZB-925-CE;4;298.92;H;2;1;28/12/2015;RIO DE JANEIRO/RJ;3R
POTIGUAR;30100028630;7-FZB-925-CE;4;299.34;H;2;1;28/12/2015;RIO DE JANEIRO/RJ;3R
POTIGUAR;30100028630;7-FZB-925-CE;4;299.63;H;2;1;28/12/2015;RIO DE JANEIRO/RJ;3R
POTIGUAR;30100028630;7-FZB-925-CE;4;299.93;H;2;1;28/12/2015;RIO DE JANEIRO/RJ;3R
POTIGUAR;30100028630;7-FZB-925-CE;4;300.17;V;2;1;28/12/2015;RIO DE JANEIRO/RJ;3R
POTIGUAR;30100028630;7-FZB-925-CE;4;300.24;H;2;1;28/12/2015;RIO DE JANEIRO/RJ;3R
POTIGUAR;30100028630;7-FZB-925-CE;4;300.64;H;2;1;28/12/2015;RIO DE JANEIRO/RJ;3R
POTIGUAR;30100028630;7-FZB-925-CE;4;300.95;H;2;1;28/12/2015;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000059500;7-FZB-17-CE;1;372.3;H;1;1;05/07/1981;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000059500;7-FZB-17-CE;1;372.3;V;1;1;05/07/1981;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000059500;7-FZB-17-CE;1;372.9;H;1;1;05/07/1981;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000059500;7-FZB-17-CE;1;373.4;H;1;1;05/07/1981;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000059500;7-FZB-17-CE;1;373.4;V;1;1;05/07/1981;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000059500;7-FZB-17-CE;1;374.5;H;1;1;05/07/1981;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000059500;7-FZB-17-CE;1;374.5;V;1;1;05/07/1981;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000059500;7-FZB-17-CE;1;374.9;H;1;1;05/07/1981;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000059500;7-FZB-17-CE;1;374.9;V;1;1;05/07/1981;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000059500;7-FZB-17-CE;1;375.4;V;1;1;05/07/1981;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000059500;7-FZB-17-CE;1;375.4;H;1;1;05/07/1981;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000059500;7-FZB-17-CE;1;376.9;V;1;1;05/07/1981;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000059500;7-FZB-17-CE;1;376.9;H;1;1;05/07/1981;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000059500;7-FZB-17-CE;1;377.2;H;1;1;05/07/1981;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000059500;7-FZB-17-CE;2;378.7;V;1;1;05/07/1981;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000059500;7-FZB-17-CE;2;383.2;H;1;1;05/07/1981;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000059500;7-FZB-17-CE;2;383.2;V;1;1;05/07/1981;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000059500;7-FZB-17-CE;2;383.5;V;1;1;05/07/1981;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000059500;7-FZB-17-CE;2;383.9;H;1;1;05/07/1981;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000059500;7-FZB-17-CE;2;383.9;V;1;1;05/07/1981;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000059500;7-FZB-17-CE;2;384.3;V;1;1;05/07/1981;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000059500;7-FZB-17-CE;2;385.3;H;1;1;05/07/1981;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000059500;7-FZB-17-CE;4;399.2;H;1;1;05/07/1981;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000060700;7-FZB-29-CE;1;363.3;V;1;1;28/07/1981;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000060700;7-FZB-29-CE;1;365.4;V;1;1;28/07/1981;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000060700;7-FZB-29-CE;1;365.8;V;1;1;28/07/1981;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000060700;7-FZB-29-CE;1;367.5;V;1;1;28/07/1981;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000060700;7-FZB-29-CE;1;367.9;V;1;1;28/07/1981;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000060700;7-FZB-29-CE;1;368.4;V;1;1;28/07/1981;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000060700;7-FZB-29-CE;1;369.9;V;1;1;28/07/1981;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000060700;7-FZB-29-CE;1;370.1;V;1;1;28/07/1981;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000060700;7-FZB-29-CE;2;372.5;V;1;1;28/07/1981;RIO DE JANEIRO/RJ;3R
