;;;;;;;;;
Bacia sedimentar;Código do poço (API);Nome do poço (ANP);Número do testemunho;Total de caixas;Profundidade topo (m);Profundidade base (m);Data de conclusão do poço;Município/Estado;Depositária
ESPÍRITO SANTO TERRA;342700060200;7-LP-33-ES;1;7;1507;1515;24/10/1981;LINHARES/ES;CAPIXABA
ESPÍRITO SANTO TERRA;342700060200;7-LP-33-ES;2;16;1515;1531;24/10/1981;LINHARES/ES;CAPIXABA
ESPÍRITO SANTO TERRA;342700060200;7-LP-33-ES;3;6;1531;1537;24/10/1981;LINHARES/ES;CAPIXABA
ESPÍRITO SANTO TERRA;342700060200;7-LP-33-ES;4;8;1537;1545;24/10/1981;LINHARES/ES;CAPIXABA
ESPÍRITO SANTO TERRA;342700060200;7-LP-33-ES;5;3;1545;1552;24/10/1981;LINHARES/ES;CAPIXABA
ESPÍRITO SANTO TERRA;342700060200;7-LP-33-ES;6;4;1552;1559;24/10/1981;LINHARES/ES;CAPIXABA
ESPÍRITO SANTO TERRA;342700060200;7-LP-33-ES;7;13;1559;1572;24/10/1981;LINHARES/ES;CAPIXABA
ESPÍRITO SANTO TERRA;342700060200;7-LP-33-ES;8;8;1572;1580;24/10/1981;LINHARES/ES;CAPIXABA
ESPÍRITO SANTO TERRA;342700061500;7-LP-36-ES;5;10;1553;1562;03/12/1981;LINHARES/ES;CAPIXABA
ESPÍRITO SANTO TERRA;342700044600;7-LP-8-ES;1;16;1553;1571;21/10/1980;LINHARES/ES;CAPIXABA
ESPÍRITO SANTO TERRA;342700118300;7-LPB-5-ES;3;7;1328;1335;07/01/1985;LINHARES/ES;CAPIXABA
ESPÍRITO SANTO TERRA;342700119300;7-LPB-6-ES;1;3;1452;1455;12/02/1985;LINHARES/ES;CAPIXABA
ESPÍRITO SANTO TERRA;342700103800;7-LPN-10-ES;1;1;1328;1329;20/02/1984;LINHARES/ES;CAPIXABA
ESPÍRITO SANTO TERRA;342700103800;7-LPN-10-ES;2;2;1329;1331;20/02/1984;LINHARES/ES;CAPIXABA
ESPÍRITO SANTO TERRA;342700077900;7-LPN-2-ES;1;16;1344;1358;30/09/1982;LINHARES/ES;CAPIXABA
ESPÍRITO SANTO TERRA;342700077900;7-LPN-2-ES;2;16;1379;1395;30/09/1982;LINHARES/ES;CAPIXABA
ESPÍRITO SANTO TERRA;342700077900;7-LPN-2-ES;3;9;1395;1404;30/09/1982;LINHARES/ES;CAPIXABA
ESPÍRITO SANTO TERRA;342700077900;7-LPN-2-ES;4;7;1404;1411;30/09/1982;LINHARES/ES;CAPIXABA
ESPÍRITO SANTO TERRA;342700077900;7-LPN-2-ES;5;10;1411;1420;30/09/1982;LINHARES/ES;CAPIXABA
ESPÍRITO SANTO TERRA;342700083400;7-LPN-4-ES;1;11;1358;1369;26/12/1982;LINHARES/ES;CAPIXABA
ESPÍRITO SANTO TERRA;342700083400;7-LPN-4-ES;2;6;1369;1375;26/12/1982;LINHARES/ES;CAPIXABA
ESPÍRITO SANTO TERRA;342700083400;7-LPN-4-ES;3;3;1375;1378;26/12/1982;LINHARES/ES;CAPIXABA
ESPÍRITO SANTO TERRA;342700083400;7-LPN-4-ES;4;3;1378;1384;26/12/1982;LINHARES/ES;CAPIXABA
ESPÍRITO SANTO TERRA;342700083400;7-LPN-4-ES;5;2;1384;1388;26/12/1982;LINHARES/ES;CAPIXABA
ESPÍRITO SANTO TERRA;342700091300;7-LPN-7-ES;1;10;1436;1445;01/05/1983;LINHARES/ES;CAPIXABA
ESPÍRITO SANTO TERRA;342700091700;7-LPN-8-ES;1;9;1219;1228;12/05/1983;LINHARES/ES;CAPIXABA
POTIGUAR;72100021487;1-PTX-3-RN;01;08;279;288;18/10/2005;MOSSORÓ/RN;MANDACARU
POTIGUAR;72100022264;3-PTX-9-RN;04;09;332;341;14/04/2007;MOSSORÓ/RN;MANDACARU
TUCANO SUL;202300152800;7-QE-7-BA;2;1;N/I;N/I;22/01/1964;RIO DE JANEIRO/RJ;ORIGEM
SERGIPE;90120026195;3-GALP-43-SE;4;69;1011;1079;27/05/2012;SANTO AMARO DAS BROTAS/SE;PETROM
ESPÍRITO SANTO;342700137800;7-RSM-43-ES;8;4;1029;1038;17/10/1985;SÃO MATEUS/ES;SEACREST
ESPÍRITO SANTO;342700039100;1-CD-1D-ES;4;3;1089;1092;25/10/1995;SÃO MATEUS/ES;SEACREST
ESPÍRITO SANTO;342700039100;1-CD-1D-ES;5;10;1092;1101;25/10/1995;SÃO MATEUS/ES;SEACREST
ESPÍRITO SANTO;342700039100;1-CD-1D-ES;8;3;1128;1133;25/10/1995;SÃO MATEUS/ES;SEACREST
ESPÍRITO SANTO;342700118900;1-CP-1-ES;3;19;539;557;18/01/1985;SÃO MATEUS/ES;SEACREST
ESPÍRITO SANTO;342700118900;1-CP-1-ES;4;11;557;568;18/01/1985;SÃO MATEUS/ES;SEACREST
ESPÍRITO SANTO;342700118900;1-CP-1-ES;5;7;568;576;18/01/1985;SÃO MATEUS/ES;SEACREST
ESPÍRITO SANTO;342700118900;1-CP-1-ES;6;6;576;584;18/01/1985;SÃO MATEUS/ES;SEACREST
ESPÍRITO SANTO;342700028400;1-RPO-1-ES;4;9;975;984;10/11/1979;SÃO MATEUS/ES;SEACREST
ESPÍRITO SANTO;342700028400;1-RPO-1-ES;8;6;1032;1041;10/11/1979;SÃO MATEUS/ES;SEACREST
ESPÍRITO SANTO;342700236300;1-SM-1-ES;3;5;1425;1430;09/05/1969;SÃO MATEUS/ES;SEACREST
ESPÍRITO SANTO;342700236300;1-SM-1-ES;4;6;1430;1436;09/05/1969;SÃO MATEUS/ES;SEACREST
ESPÍRITO SANTO;342700236300;1-SM-1-ES;12;3;1466;1472;09/05/1969;SÃO MATEUS/ES;SEACREST
ESPÍRITO SANTO;342700236300;1-SM-1-ES;13;3;1472;1478;09/05/1969;SÃO MATEUS/ES;SEACREST
ESPÍRITO SANTO;342700073200;3-RPS-2-ES;1;8;952;960;03/07/1982;SÃO MATEUS/ES;SEACREST
ESPÍRITO SANTO;342700073200;3-RPS-2-ES;4;2;983;990;03/07/1982;SÃO MATEUS/ES;SEACREST
ESPÍRITO SANTO;342700122800;4-CCN-2-ES;1;5;771;784;24/03/1985;SÃO MATEUS/ES;SEACREST
ESPÍRITO SANTO;342700118900;1-CP-1-ES;2;15;521;539;18/01/1985;SÃO MATEUS/ES;SEACREST
ESPÍRITO SANTO;342700012400;3-RI-2-ES;2;2;1192;1198;14/06/1977;SÃO MATEUS/ES;SEACREST
ESPÍRITO SANTO;342700122800;4-CCN-2-ES;1;8;771;784;24/03/1985;SÃO MATEUS/ES;SEACREST
ESPÍRITO SANTO;342700022400;7-CG-9-ES;1;10;1522;1531;18/01/1990;SÃO MATEUS/ES;SEACREST
ESPÍRITO SANTO;34270020262;7-CP-8-ES;7;1;736;745;30/01/2003;SÃO MATEUS/ES;SEACREST
