ID1,BACIA,NOME_SETOR,geometry
160,Solimões,SSOL-N,"POLYGON ((-69.42357450880519 -1, -69 -1, -69 -0.5, -68 -0.5, -68 0, -67.5 0, -67.5 -0.5, -66.99999999999997 -0.5, -66.99999999999997 -1, -66.5 -1, -66.5 -0.5, -64.5 -0.5, -64 -0.5, -64 -1, -63.50000000000001 -1, -63.50000000000001 -1.5000000000000002, -63 -1.5000000000000002, -63 -2, -66.99999999999997 -2, -66.99999830968744 -2.500002717046778, -67.9999963820965 -2.5000049067424603, -67.99999614878467 -3.000002170236912, -69.71464100188328 -3.000000309647719, -69.71464094615212 -3.0000000000000004, -69.61389504391178 -2.4402460518152393, -69.53632392922137 -2, -69.5 -2, -69.5 -1.7938476649465067, -69.4537681481165 -1.53146404004886, -69.4579412090954 -1.49348448291843, -69.4507911825192 -1.4790491641656196, -69.44145753904849 -1.4710844204693396, -69.43576751756518 -1.4579038272363998, -69.4375744595706 -1.4174748185305397, -69.43492916920599 -1.3982953179009598, -69.4293322040197 -1.3866250067147297, -69.4186452227487 -1.3781863727605699, -69.40042321686559 -1.37073663210148, -69.40036710227358 -1.3539460267171899, -69.40984462957388 -1.3338423540435, -69.40906073041728 -1.2932244556722399, -69.41162295894668 -1.28177719890635, -69.42598911281678 -1.2572093453417699, -69.43170384949389 -1.23305788349598, -69.42626243878729 -1.2107500402009097, -69.41462128524938 -1.1867810818159596, -69.41367794390658 -1.1577346062857496, -69.39881150388538 -1.14441762449438, -69.3961409376023 -1.13261647848542, -69.401315118284 -1.11396642175505, -69.42551047085868 -1.08364104920993, -69.42881603562978 -1.0730065723691697, -69.4247624075957 -1.0494928913578399, -69.43387882500801 -1.0398853611352399, -69.44384552393669 -1.0366178498207899, -69.44459385842998 -1.0278878235155298, -69.4370405001404 -1.02695643296423, -69.42889936061948 -1.01573806715396, -69.42145933564308 -1.0122227799134, -69.42209350268789 -1.0004463555248297, -69.42357450880519 -1))"
161,Solimões,SSOL-S,"POLYGON ((-71 -7, -60.5 -7, -59.5 -7, -59.5 -7.499999999999998, -59.999999999999986 -7.499999999999998, -59.999999999999986 -8, -61 -8, -61 -8.5, -62.49999742863031 -8.500005366788425, -62.499996308121325 -9.00000547123425, -64 -9, -64 -9.499999999999996, -66 -9.499999999999996, -66 -9.79456433968836, -66.0182438037599 -9.810833891068917, -66.0242452176328 -9.812245275065159, -66.0349341125723 -9.787519366521547, -66.071190635633 -9.784293475057627, -66.08721931609779 -9.790032077923732, -66.07841262431228 -9.79608627155292, -66.0846032091101 -9.800041828145252, -66.09360992989679 -9.81399184956408, -66.10094105903968 -9.80693487777291, -66.097854080736 -9.791299566255187, -66.10027963628718 -9.784725102447517, -66.1058907665541 -9.783112868522299, -66.11030745293618 -9.78513675621068, -66.11010329165359 -9.789508711570999, -66.12294112067079 -9.791095919838497, -66.12783668846109 -9.786525624164028, -66.13066809290618 -9.789897017314608, -66.14108646393848 -9.78845199934942, -66.1450278720572 -9.791430056663199, -66.15211205752888 -9.785614754944348, -66.17256242404568 -9.79328196737178, -66.17633661924899 -9.803310319746867, -66.19514669509459 -9.80630530084013, -66.1966983795941 -9.81473893017774, -66.1859164048812 -9.822350074695578, -66.18839086161978 -9.824379242819507, -66.19600116251968 -9.82025088891102, -66.1978122869385 -9.82478089733058, -66.19414033285278 -9.82784007650254, -66.2037609346268 -9.834617579451578, -66.21340152633749 -9.834251176232499, -66.2377543688425 -9.8145905393331, -66.2419844024522 -9.826972785499738, -66.24843080740789 -9.82102887331017, -66.24917387459848 -9.8272483316957, -66.2551716837377 -9.83330111567652, -66.2634317113239 -9.83063859774897, -66.27493037202609 -9.8348319251207, -66.27540202932809 -9.826967183337487, -66.27981649298229 -9.828702459129659, -66.28368206957761 -9.83319718675801, -66.28267957754889 -9.841492763635678, -66.2862934847195 -9.844712488539507, -66.3049890978412 -9.835329384360268, -66.3083752290637 -9.84045550303679, -66.31590802254559 -9.83140963749742, -66.31960054434879 -9.83691547887442, -66.35059900044479 -9.840718222458069, -66.35345013245768 -9.84783490215608, -66.35607514370301 -9.84875906736102, -66.35971573777519 -9.86614493712716, -66.38238138145448 -9.86784352053239, -66.4042520144713 -9.86421820347034, -66.40302729414148 -9.8687915494096, -66.41122094573458 -9.875482942733587, -66.41219262539909 -9.882020179140799, -66.41738264607568 -9.88277934032662, -66.42383490422878 -9.890884906080508, -66.42169573551669 -9.89510214132565, -66.41261125655538 -9.89494548705605, -66.42635575956669 -9.89962186772759, -66.43227965986728 -9.89197073012544, -66.42500266190518 -9.87371958587459, -66.43591519207558 -9.866005941127078, -66.44530329077949 -9.87143677419825, -66.46019446186659 -9.874130926368702, -66.4546986124588 -9.877381219570047, -66.45641584471099 -9.879873167515608, -66.47075449426828 -9.86895423260993, -66.4811489771227 -9.868437550139442, -66.48922706635548 -9.870726155340918, -66.49125653521409 -9.88247618031209, -66.49492127390738 -9.884350346265528, -66.5021157421713 -9.882073108548827, -66.50069933835309 -9.87535087241185, -66.51345216561648 -9.876410579236687, -66.5168677436736 -9.883171145975309, -66.52812140259968 -9.88702308370257, -66.54398617073838 -9.877438038784469, -66.54906592827899 -9.888799169556957, -66.55967206796188 -9.880926913865597, -66.56468403487199 -9.883481635064989, -66.56601432166849 -9.886297195384078, -66.56236653466328 -9.889419152313199, -66.5674323944879 -9.89464415749265, -66.57448296995949 -9.890071914585768, -66.57898882689548 -9.894751919260589, -66.58245691136949 -9.905858884945268, -66.5877080342023 -9.90029330890776, -66.62003814641679 -9.894037137579119, -66.62686790226499 -9.899655752256509, -66.62467818285668 -9.90734049558736, -66.6359332335648 -9.91331188260083, -66.62659404368779 -9.92150330385978, -66.63290434655218 -9.92251801955014, -66.63620797899549 -9.92875691838055, -66.63220990687799 -9.927648310322198, -66.6335371369436 -9.929648035351157, -66.62776017262881 -9.930873601938767, -66.6276779571009 -9.93574361345744, -66.6335674258153 -9.937284442070428, -66.63829135377489 -9.952138359015187, -66.65068194616228 -9.945513048211719, -66.65212471662429 -9.936679414414638, -66.6560977948038 -9.942071643618057, -66.65776195941399 -9.93631662781732, -66.665346717642 -9.941623851707849, -66.6672095091713 -9.94633636007341, -66.6644097802803 -9.948975259085982, -66.67029204073208 -9.960236110358828, -66.6768245610221 -9.957370538861827, -66.67645679750788 -9.968208897979327, -66.6959596475041 -9.96774998034929, -66.69473937039069 -9.971366657165209, -66.7156311258791 -9.978844422662707, -66.71816251814461 -9.974643575973058, -66.72294032114118 -9.979754136612737, -66.72082726310879 -9.983494148300789, -66.73188230049749 -9.98082468194632, -66.7342170345666 -9.98299385032815, -66.73474371135399 -9.988630251543928, -66.7417790272599 -9.996839705011027, -66.75111044812058 -9.994892464993917, -66.75586729445558 -10, -67.5 -10, -67.5 -9.499999999999996, -68 -9.499999999999996, -68 -9, -69 -9, -69 -8.5, -69.5 -8.5, -69.5 -8, -70.49999999999997 -8, -70.49999999999997 -7.499999999999998, -71 -7.499999999999998, -71 -7))"
162,Amazonas,SAM-O,"POLYGON ((-61.50000000000001 -1.5000000000000002, -58.99999999999998 -1.5000000000000002, -58.99999999999998 -1, -57.00000000000001 -1, -57.00000000000001 -0.5, -56.5 -0.5, -56.5 -1, -56.5 -5, -57.5 -5, -57.5 -5.5, -58.00000000000001 -5.5, -58.00000000000001 -6.000000000000001, -58.99999999999998 -6.000000000000001, -58.99999999999998 -5.5, -59.5 -5.5, -59.5 -6.000000000000001, -59.999999999999986 -6.000000000000001, -59.999999999999986 -6.5, -60.5 -6.5, -61 -6.5, -61 -5.5, -61.50000000000001 -5.5, -61.50000000000001 -5, -62 -5, -62 -3.5, -62.49999999999999 -3.5, -62.49999999999999 -2.5, -63 -2.5, -63 -2, -61.50000000000001 -2, -61.50000000000001 -1.5000000000000002))"
163,Alto Tapajós,STPJ,"POLYGON ((-58.99999999999999 -6.000000000000001, -58.00000000000001 -6.000000000000001, -58.00000000000001 -6.5, -57.5 -6.5, -57.5 -7, -57.00000000000001 -7, -57.00000000000001 -7.499999999999998, -56.5 -7.499999999999998, -56.5 -8, -55.5 -8, -55.499997197808895 -8.499999765097812, -54 -8.5, -54 -9.499999999999996, -54.499999999999986 -9.499999999999996, -54.499999999999986 -10, -56 -10, -56 -9.499999999999996, -58.00000000000001 -9.499999999999996, -58.00000000000001 -9, -58.99999999999998 -9, -58.99999999999999 -6.000000000000001))"
164,Amazonas,SAM-L,"POLYGON ((-56.5 -1, -54 -1, -54 -0.5, -53 -0.5, -53 0, -52 0, -51.99999940409546 0.5, -51.625 0.5, -51.625 0.3750000000000001, -51.5625 0.3750000000000001, -51.5625 0.3333333333333333, -51.49999999999999 0.3333333333333333, -51.49999999999999 0.2916666666666666, -51.4375 0.2916666666666666, -51.4375 0.2083333333333333, -51.37500000000001 0.2083333333333333, -51.37500000000001 0.125, -51.312499999999986 0.125, -51.312499999999986 0.0416666666666667, -51.25 0.0416666666666667, -51.25 -0.0416666666666667, -51.25 -0.25, -50.999999999999986 -0.25, -50.999999999999986 -2, -50.50000166266083 -1.9999999999905653, -50.5 -2, -50.5 -2.5, -50 -2.5, -50 -3.5, -52.50000000000001 -3.5, -52.50000000000001 -4, -54 -4, -54 -4.5, -55.5 -4.5, -55.5 -5, -56.5 -5, -56.5 -1))"
165,Marajó,SMRJ,"POLYGON ((-51.25 -0.0416666666666667, -51.0625 -0.0416666666666667, -51.0625 0.0416666666666667, -50.999999999999986 0.0416666666666667, -50.999999999999986 0.125, -50.9375 0.125, -50.9375 0.1666666666666667, -50.812499999999986 0.1666666666666667, -50.812499999999986 0.2083333333333333, -50.75 0.2083333333333333, -50.75 0.25, -50.6875 0.25, -50.6875 0.3333333333333333, -50.624999999999986 0.3333333333333333, -50.624999999999986 0.3750000000000001, -50.56250000000001 0.3750000000000001, -50.56250000000001 0.5, -50.5 0.4999999999999999, -50.5 0.625, -50.4375 0.625, -50.4375 0.6666666666666666, -50.374999999999986 0.6666666666666666, -50.374999999999986 0.7083333333333333, -50.25000000000001 0.7083333333333333, -50.25000000000001 0.625, -50.1875 0.625, -50.1875 0.5416666666666665, -50.125 0.5416666666666665, -50.125 0.4583333333333334, -50.0625 0.4583333333333334, -50.0625 0.4166666666666666, -50 0.4166666666666666, -50 0.3750000000000001, -49.625 0.3750000000000001, -49.625 0.25, -49.50000000000001 0.25, -49.50000000000001 0.125, -49.375 0.125, -49.375 0, -49.12500000000001 0, -49.12500000000001 -0.125, -48.749999999999986 -0.125, -48.749999999999986 -0.25, -48.375 -0.25, -48.375 -0.5, -48.125 -0.5, -48.125 -0.625, -48.00000000000001 -0.625, -48.00000000000001 -1.5000000000000002, -47 -1.5000000000000002, -47 -2.5, -47.5 -2.5, -47.5 -3.0000000000000004, -48.00000000000001 -3.0000000000000004, -48.00000000000001 -3.5, -48.5 -3.5, -48.5 -4, -49.50000000000001 -4, -49.5 -3.5, -50 -3.5, -50 -2.5, -50.5 -2.5, -50.5 -2, -50.999999999999986 -2, -50.999999999999986 -0.25, -51.25 -0.25, -51.25 -0.0416666666666667))"
166,São Francisco,SSF-S,"POLYGON ((-48.5 -15.5, -43 -15.5, -43 -17, -43.5 -17, -43.5 -18, -44 -18, -44 -18.999999999999993, -43.5 -18.999999999999993, -43.5 -20, -45.5 -20, -45.5 -21, -45.999999999999986 -21, -45.999999999999986 -20.499999999999993, -46.499999999999986 -20.499999999999993, -46.499999999999986 -18.999999999999993, -47 -18.999999999999996, -47 -17.5, -48.00000000000001 -17.5, -48.00000000000001 -16, -48.5 -16, -48.5 -15.5))"
167,São Francisco,SSF-N,"POLYGON ((-47 -11.499999999999996, -45.999999999999986 -11.499999999999996, -45.999999999999986 -11, -45 -11, -43.5 -11, -43.5 -12.000000000000002, -43 -12.000000000000002, -43 -15.5, -48.5 -15.5, -48.5 -14.500000000000002, -48.00000000000001 -14.500000000000002, -48.00000000000001 -14, -47 -14, -47 -11.499999999999996))"
168,Paraná,SPAR-N,"POLYGON ((-56 -15.5, -56.5 -15.5, -56.5 -14.500000000000002, -52.50000000000001 -14.500000000000002, -52.50000000000001 -16, -52 -16, -52 -16.5, -50 -16.5, -49.99999838537097 -16.999997338573884, -49.5 -17, -49.5 -17.499997512434675, -49 -17.5, -48.999999003427014 -17.999997296113, -48.5 -18, -48.5 -18.5, -47 -18.5, -47 -20, -55.5 -20, -55.5 -19.5, -55 -19.5, -55 -16.5, -55.5 -16.5, -55.5 -16, -55.50000200432359 -16, -56 -16, -56 -15.5))"
169,Paraná,SPAR-CN,"POLYGON ((-55.5 -20, -47 -20, -47 -20.499999999999993, -46.499999999999986 -20.499999999999993, -46.499999999999986 -22.999999999999993, -47 -22.999999999999993, -47 -23.5, -47.499998818115486 -23.499999999999993, -55.5 -23.5, -55.548119261172985 -23.5, -55.553497953735395 -23.489459047138098, -55.56072021307689 -23.4883856905725, -55.56207520192649 -23.4829009533346, -55.5620151784448 -23.476148439883495, -55.54688398552969 -23.477220152828195, -55.542521664839896 -23.455660677507097, -55.5465452758764 -23.448995096744696, -55.517576922494 -23.409728712482696, -55.505715912225995 -23.377488125744204, -55.5122934095283 -23.365778638340096, -55.5208528961783 -23.3639713876018, -55.5218848044608 -23.3516302483293, -55.536328707830194 -23.331899332861894, -55.5564398892882 -23.319197304222094, -55.55104813663179 -23.3028295086354, -55.5563505963105 -23.282120839839003, -55.55457446174809 -23.278157503533798, -55.5328798588086 -23.267501155539797, -55.5233503317793 -23.258991721173395, -55.53082507216969 -23.2518939072339, -55.53802260848059 -23.250623050503002, -55.54149288022519 -23.243051358273302, -55.537941169159794 -23.235845242618797, -55.54659894134069 -23.219736851200494, -55.5346530301116 -23.216621323699005, -55.526685732522104 -23.2076082725666, -55.523908736778395 -23.197045203252294, -55.5431548998926 -23.180273446567398, -55.542544536547595 -23.1558867313499, -55.5552151535002 -23.152910299856998, -55.5671029677532 -23.1438446913901, -55.5745202311723 -23.143671614137396, -55.5974092792209 -23.152667122351197, -55.59558003199389 -23.131786806820195, -55.598883071182 -23.121389275878194, -55.59552526891959 -23.1197270598814, -55.6001269100978 -23.104431459526396, -55.61679748468789 -23.082162198976, -55.6105160451845 -23.077604429813398, -55.6114879334846 -23.0592232778897, -55.61477377078579 -23.0548918706099, -55.6111031750053 -23.0490435356934, -55.6136053877607 -23.0420126806209, -55.6230454121076 -23.0334295802231, -55.638993256639296 -23.0265942425807, -55.6308106227623 -23.000295600379097, -55.633958394706504 -22.993252798971895, -55.62221108157 -22.985788650408594, -55.6378205334767 -22.961733000201, -55.635544664485295 -22.954867714642397, -55.639516341015295 -22.951133528856197, -55.64723888429239 -22.951108784518595, -55.644964674718096 -22.942059049958594, -55.651605513186496 -22.932403177555898, -55.64574323074319 -22.924193177185494, -55.65121180816179 -22.904827010088198, -55.64849038477119 -22.8990389502139, -55.6509328625463 -22.8882189206589, -55.661187899317795 -22.8819644339277, -55.6594908944673 -22.8666257956017, -55.66618449512279 -22.852147412934798, -55.65879775483869 -22.8424288025032, -55.6583082509205 -22.825290156875596, -55.6539895936768 -22.818664599700796, -55.6559909603765 -22.8085584616967, -55.6497742390114 -22.802554855637098, -55.653015058295296 -22.792799548161796, -55.63902161466649 -22.783158178711197, -55.63490738352269 -22.770606219507897, -55.627353161733396 -22.766738177218897, -55.617349499124394 -22.768140708534098, -55.625494792358005 -22.758964554982896, -55.61963223912569 -22.752787891893895, -55.6192680421257 -22.744195652561, -55.61298771233059 -22.7390953817902, -55.6159377128612 -22.734226752037294, -55.61254485920129 -22.7169370028437, -55.61379092090769 -22.699769185186298, -55.609604200232 -22.6904686217476, -55.615898915749796 -22.6776635768068, -55.6136541145069 -22.657392984551095, -55.6204613599989 -22.6528457334623, -55.624807695272594 -22.629020115001396, -55.64458553052269 -22.6127089134608, -55.66343226589869 -22.601442447519396, -55.667855048994895 -22.595492422409897, -55.68143538473069 -22.589970705759598, -55.6928223569011 -22.578953983611797, -55.695328431981494 -22.563615888380397, -55.7218743757688 -22.551984677852296, -55.748324078452995 -22.50061977198, -55.74782402922739 -22.4863350207173, -55.7518501308913 -22.4765099884684, -55.74721450864489 -22.463935530186298, -55.735545537346695 -22.4586088848462, -55.73826914654809 -22.4533327548247, -55.734934910441496 -22.437650786172895, -55.73737650565259 -22.411370723047, -55.744819303032 -22.404593187703497, -55.74026341352909 -22.395081235595597, -55.74527008883149 -22.3891114865716, -55.76554185042059 -22.383503917893997, -55.7749321903338 -22.386533898144002, -55.78249028109009 -22.384392483541, -55.78882255123909 -22.388303585325396, -55.790909204714 -22.380625507496397, -55.80290730158279 -22.3727276792739, -55.7978019666907 -22.363847396737, -55.80046306591859 -22.355575149351196, -55.82407870795879 -22.341633664644696, -55.83224175778339 -22.3257699967469, -55.8381314102179 -22.293926578654997, -55.85340284036229 -22.2803556736286, -55.89665309675699 -22.285362786079798, -55.91655068055469 -22.277077990655997, -55.918934314337896 -22.280012712516097, -55.92963298024539 -22.2785932352105, -55.945187526615896 -22.283452924451495, -55.94915507780469 -22.292514321626204, -55.95446981966229 -22.289460689168195, -55.96827128761649 -22.290251763459096, -55.982984665933 -22.278903087092395, -56.000019219902796 -22.283609438483296, -56.0046862209355 -22.293147223541396, -56.010298477041005 -22.2940166541654, -56.0141881963728 -22.286439127182497, -56.0427647318851 -22.2828598731236, -56.05665728861459 -22.276618709963998, -56.0628223231827 -22.276766193064795, -56.07071378611309 -22.286197024376, -56.08346551270291 -22.282920592916696, -56.08827277276609 -22.2864153091165, -56.087832203234896 -22.282837524986398, -56.09102500746019 -22.2855666885171, -56.0956825291036 -22.284298061704497, -56.11707149250719 -22.2707701955175, -56.12460598138169 -22.271647676328897, -56.1236332102029 -22.2753590757916, -56.12774350770809 -22.274439895695494, -56.129437711788995 -22.283137687138996, -56.13715470750439 -22.2858246156922, -56.15024726769499 -22.2820873489707, -56.15783704259189 -22.285432890370394, -56.1613573309281 -22.282688152510197, -56.16607737585359 -22.288538429434695, -56.1749671308899 -22.283517560646494, -56.174894616389395 -22.279150051635398, -56.18382938244589 -22.277468634216, -56.1879071970413 -22.281909465509194, -56.192441081173996 -22.2726952667365, -56.20080280952449 -22.277528309097, -56.20376976185409 -22.274906906386697, -56.210715918799195 -22.277249391893598, -56.21530397535709 -22.269731585449996, -56.23312653146769 -22.256706508184998, -56.232885663629496 -22.246419542741002, -56.23929483136479 -22.235807280244195, -56.262129410725095 -22.238685833625397, -56.2703574921932 -22.232686353561895, -56.27660781648589 -22.2364538440253, -56.2854656085795 -22.225787963503095, -56.30268483552419 -22.2151273374229, -56.311523767683596 -22.2134867537307, -56.3159446401005 -22.2180809177057, -56.327247706909006 -22.2023058529794, -56.3303305033552 -22.202847512176696, -56.32988771264709 -22.1995866732251, -56.33627274246201 -22.1979610964257, -56.344435525094895 -22.1855513253307, -56.34385411428131 -22.179727703595, -56.3484402466287 -22.178507132676803, -56.35018690625539 -22.173338505821896, -56.3574144498553 -22.174568210467598, -56.3635011366204 -22.170437629247594, -56.3689422219924 -22.1531467443751, -56.37282973355269 -22.150111171595796, -56.3726311002289 -22.143533658307497, -56.36730271443889 -22.1362917134594, -56.3728038175431 -22.1243977841892, -56.3803832847877 -22.1185555285521, -56.37849521003319 -22.1157944168775, -56.3839621659816 -22.110038833972595, -56.3814957444296 -22.104062994901497, -56.3856282693953 -22.104788818267195, -56.3942144015374 -22.096673499488894, -56.39347105159669 -22.0927593266349, -56.39026964844491 -22.093780726582594, -56.388161571179594 -22.090606836859898, -56.392887102180396 -22.074848179344503, -56.3983277049003 -22.0802776201285, -56.40502523264789 -22.0774898178489, -56.41665891382259 -22.079484511934098, -56.41999950315981 -22.084325901737998, -56.4264639689209 -22.079935041173997, -56.43082679087739 -22.086277264621096, -56.43893820788679 -22.081201675815194, -56.44668854037569 -22.085048884574597, -56.44957630695879 -22.076621636584797, -56.45180606256319 -22.083238588750298, -56.456363308533994 -22.082873297524998, -56.457468302238894 -22.079021341904294, -56.4618836053008 -22.0793791081515, -56.46263306712859 -22.083527170343704, -56.46930309159059 -22.079781588355296, -56.4768881625824 -22.089000475503298, -56.47510844573 -22.093710212569, -56.49800468360489 -22.094228761011095, -56.506466682363396 -22.096753464955697, -56.508302825386195 -22.103574863017997, -56.5169692776212 -22.108566793759294, -56.52121822886079 -22.120758474076197, -56.5244690840412 -22.122034023230697, -56.522747426154794 -22.127691817632694, -56.5263243971189 -22.129866534417594, -56.5185860542111 -22.140031021682795, -56.5257119273534 -22.1403098912633, -56.52916030619549 -22.1486032322712, -56.53763923774879 -22.1474765395768, -56.53713676943391 -22.158171841046894, -56.5334967435859 -22.1563160140162, -56.5334434195823 -22.159304075947098, -56.55619163223889 -22.1695265336449, -56.55230388354549 -22.185128243615296, -56.556940037514394 -22.190569353056098, -56.55650199811289 -22.196315755101395, -56.56243592424539 -22.197820741613498, -56.568692378373 -22.2074504662869, -56.5748296305307 -22.206351002373694, -56.57521822978359 -22.202023214538194, -56.58060409831499 -22.2038240365194, -56.58221857629469 -22.211477936738895, -56.590079181850996 -22.213682363720295, -56.59358116114299 -22.218553752872495, -56.59824672180359 -22.212262615671797, -56.598389801354706 -22.2194434634551, -56.608970419245594 -22.220879825649, -56.6056371057246 -22.2326209703608, -56.626464207211995 -22.246056772962895, -56.634305900356196 -22.2410381294968, -56.640891225156594 -22.244477562537895, -56.63556208929239 -22.262938448836195, -56.6433082460982 -22.2640128737241, -56.65013271199729 -22.259164233466798, -56.65108131116439 -22.253886997727502, -56.663856656289894 -22.2531991826448, -56.67771754100549 -22.245771628441794, -56.6831116859523 -22.230007969782797, -56.681577485945894 -22.2222901804382, -56.6848294416903 -22.220314611692196, -56.68838863594539 -22.2228546069274, -56.69149502582289 -22.217939588101196, -56.69852673874689 -22.2204129067853, -56.703441758379796 -22.218220110705197, -56.70013676878179 -22.2269834713237, -56.6934017347062 -22.2277743251911, -56.697691503879994 -22.235063772565397, -56.70368737491589 -22.2366337589481, -56.70233128286179 -22.244788223937398, -56.7111341188123 -22.247962372376797, -56.72069283230469 -22.263494321765798, -56.7354751050599 -22.254303428047194, -56.731049780073896 -22.247167314768696, -56.737890365093094 -22.244788401779097, -56.745722877408696 -22.235461694000094, -56.75183572394019 -22.2464200325796, -56.7578607418521 -22.241852506296894, -56.76416633634369 -22.2432974915235, -56.760866898083194 -22.250725571542596, -56.774892003945595 -22.259870828543004, -56.786303159146996 -22.254370229651897, -56.7825814510106 -22.2478199489748, -56.78783315133829 -22.249407437442002, -56.7845778328214 -22.242299932087796, -56.794054551771794 -22.242561572635694, -56.80283435286789 -22.2521815675591, -56.8020010585403 -22.265579652764096, -56.80599804506939 -22.2718538209514, -56.8012841674294 -22.283178301723396, -56.81938900598789 -22.288739095337, -56.82371794682089 -22.297480211995094, -56.83488552159429 -22.3018393560073, -56.84216500781359 -22.302544892456098, -56.853692249869695 -22.2894487222773, -56.86030340639489 -22.2923909318164, -56.869247033867 -22.282533108836894, -56.8789676263351 -22.277696682737094, -56.87477839238649 -22.263992500095696, -56.8783305987906 -22.253211079323094, -56.8849442252429 -22.246912714579594, -56.899751826721996 -22.253471297283, -56.90053381473649 -22.2655652084716, -56.906251629615696 -22.2674563072924, -56.91103385603809 -22.2607935025447, -56.91727833079409 -22.259725149447, -56.91590358913149 -22.256035423630195, -56.92122084039089 -22.256118742146, -56.9254483490991 -22.251765388086696, -56.9308392243063 -22.255675103026498, -56.94618847884979 -22.257175062788, -56.9528123848077 -22.251416143586695, -56.9579693187916 -22.239629994117195, -56.97114439435549 -22.240976904155694, -56.9727480264757 -22.244773018414094, -56.98430669748059 -22.243993262033797, -56.99141949299269 -22.2376373958234, -56.98958722989319 -22.228107103968497, -56.9967800307951 -22.223274573945098, -57.00000000000001 -22.22649074148992, -57.00000000000001 -21, -56.5 -21, -56.5 -20.499999999999993, -55.5 -20.499999999999993, -55.5 -20))"
